Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
-Not Mapped	Environmental Information Processing	6.166	7.194	10.55	10.82
TOTAL	-Signal Transduction	165	221.7	334.7	272.3
MAPPED	-Signal Transduction	119.2	162.5	265.2	216.8
Genetic Information Processing	-Signal Transduction	47.54	71.31	107.9	87.65
-Transcription	-Signal Transduction	5.503	7.319	12.86	9.556
-Translation	-Signal Transduction	21.85	40.19	38.23	31.3
-Folding, Sorting and Degradation	-Signal Transduction	14.51	16.88	42.17	33.98
-DNA Maintenance	-Signal Transduction	5.864	6.918	14.63	12.34
-RNA Family	-Signal Transduction	0	0	0	0
Environmental Information Processing	-Signal Transduction	9.066	10.22	6.607	5.128
-Signal Transduction	-Signal Transduction	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	8.066	9.219	5.607	4.128
Cellular Processes	-Signal Transduction	12.57	13.59	24.07	15.8
-Cell structure	-Signal Transduction	0	0	0	0
-Crystallins	-Signal Transduction	0	0	0	0
-Stress Response	-Signal Transduction	0	0	0	0
-Vesicular Transport	-Signal Transduction	4.882	7.025	5.327	4.317
-Cytoskeleton	-Signal Transduction	6.352	6.045	16.15	9.816
-Cell Motility	-Signal Transduction	0	0	0	0
-Cell Growth and Death	-Signal Transduction	1.197	1.187	2.538	2.173
-Cell Communication	-Signal Transduction	0.9297	1.031	1.786	1.544
Metabolism	-Signal Transduction	29.98	32.16	81.41	72.9
-Membrane Transport	-Signal Transduction	0.5115	0.5748	0.8188	0.5121
-Central Carbon Metabolism	-Signal Transduction	6.132	7.964	25.57	22.67
-Energy Metabolism	-Signal Transduction	1.773	1.708	5.497	5.274
-Biosynthesis	-Signal Transduction	7.037	7.462	14.2	13.93
-Other Enzymes	-Signal Transduction	13.82	16.53	35.68	31.11
Organismal Systems	-Signal Transduction	13.03	17.17	19.1	13.11
-Immune System	-Signal Transduction	7.68	12	6.851	5.157
-Endocrine System	-Signal Transduction	1.016	0.9232	4.411	1.508
-Circulatory System	-Signal Transduction	0.2554	0.3283	1.559	1.101
-Digestive System	-Signal Transduction	0.6233	0.5928	0.356	0.3379
-Excretory System	-Signal Transduction	1.09	1.162	2.218	1.634
-Nervous System	-Signal Transduction	1.248	1.26	3.062	2.227
-Sensory System	-Signal Transduction	0.1198	0.09959	0.05567	0.03061
-Development	-Signal Transduction	0.7468	0.6526	0.5242	0.3242
-Environmental Adaptation	-Signal Transduction	0.1287	0.1627	0.2222	0.1555
Human Diseases	-Signal Transduction	13.13	13.07	19.89	14.58
-Cancers	-Signal Transduction	1.871	1.405	2.268	1.526
-Immune System Diseases	-Signal Transduction	0.5981	0.6176	0.8285	0.5769
-Neurodegenerative Diseases	-Signal Transduction	3.969	6.459	11.33	9.212
-Cardiovascular Diseases	-Signal Transduction	0.3754	0.2672	1.225	0.6421
-Metabolic Diseases	-Signal Transduction	0.1054	0.1002	1.192	1.616
-Infectious Diseases	-Signal Transduction	4.629	6.614	4.975	3.669
Not Mapped	-Signal Transduction	45.79	59.21	69.48	55.5
-Not Mapped	-Signal Transduction	45.79	59.21	69.48	55.5
TOTAL	-Signaling Molecules and Interaction	27.34	33.72	66.74	75.26
MAPPED	-Signaling Molecules and Interaction	19.75	24.71	52.88	59.92
Genetic Information Processing	-Signaling Molecules and Interaction	7.93	10.81	22.12	24.95
-Transcription	-Signaling Molecules and Interaction	0.9095	1.109	2.555	2.671
-Translation	-Signaling Molecules and Interaction	3.705	6.136	7.225	8.424
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	2.429	2.641	9.715	10.75
-DNA Maintenance	-Signaling Molecules and Interaction	0.9666	1.08	2.958	3.166
-RNA Family	-Signaling Molecules and Interaction	0	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1.285	1.276	1.448	1.564
-Signal Transduction	-Signaling Molecules and Interaction	0.2851	0.2764	0.4482	0.5638
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	2.381	2.72	5.8	5.933
-Cell structure	-Signaling Molecules and Interaction	0	0	0	0
-Crystallins	-Signaling Molecules and Interaction	0	0	0	0
-Stress Response	-Signaling Molecules and Interaction	0	0	0	0
-Vesicular Transport	-Signaling Molecules and Interaction	0.967	1.235	1.288	1.637
-Cytoskeleton	-Signaling Molecules and Interaction	1.06	1.112	3.255	2.896
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	0.2818	0.2658	0.9644	1.025
-Cell Communication	-Signaling Molecules and Interaction	0.1455	0.1442	0.3212	0.3847
Metabolism	-Signaling Molecules and Interaction	4.701	5.434	16.13	19.21
-Membrane Transport	-Signaling Molecules and Interaction	0.09918	0.1004	0.1751	0.2164
-Central Carbon Metabolism	-Signaling Molecules and Interaction	0.8156	1.214	4.558	5.492
-Energy Metabolism	-Signaling Molecules and Interaction	0.2681	0.2779	1.259	1.604
-Biosynthesis	-Signaling Molecules and Interaction	1.415	1.617	3.92	4.55
-Other Enzymes	-Signaling Molecules and Interaction	2.51	2.535	9.046	11
Organismal Systems	-Signaling Molecules and Interaction	2.008	2.493	3.604	3.372
-Immune System	-Signaling Molecules and Interaction	1.314	1.836	1.403	1.555
-Endocrine System	-Signaling Molecules and Interaction	0.1679	0.1875	0.9216	0.4725
-Circulatory System	-Signaling Molecules and Interaction	0.06195	0.08717	0.349	0.3746
-Digestive System	-Signaling Molecules and Interaction	0.1349	0.09548	0.1596	0.1905
-Excretory System	-Signaling Molecules and Interaction	0.1757	0.1823	0.4303	0.4698
-Nervous System	-Signaling Molecules and Interaction	0.2222	0.2172	0.8399	0.845
-Sensory System	-Signaling Molecules and Interaction	0.02135	0.0254	0.02005	0.01466
-Development	-Signaling Molecules and Interaction	0.1196	0.1161	0.1492	0.1204
-Environmental Adaptation	-Signaling Molecules and Interaction	0.03749	0.05174	0.1269	0.1067
Human Diseases	-Signaling Molecules and Interaction	2.175	2.726	7.276	7.959
-Cancers	-Signaling Molecules and Interaction	0.2739	0.237	0.4367	0.4651
-Immune System Diseases	-Signaling Molecules and Interaction	0.1113	0.1363	0.2924	0.3043
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	0.8794	1.253	4.19	4.552
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0.07582	0.05848	0.3878	0.3124
-Metabolic Diseases	-Signaling Molecules and Interaction	0.02584	0.02708	0.4954	0.8565
-Infectious Diseases	-Signaling Molecules and Interaction	0.9397	1.092	2.567	2.628
Not Mapped	-Signaling Molecules and Interaction	7.589	9.005	13.86	15.34
-Not Mapped	-Signaling Molecules and Interaction	7.589	9.005	13.86	15.34
TOTAL	Cellular Processes	13.75	14.71	18.54	20.61
MAPPED	Cellular Processes	9.935	10.78	14.69	16.41
Genetic Information Processing	Cellular Processes	3.872	4.637	5.842	6.593
-Transcription	Cellular Processes	0.4463	0.4705	0.5867	0.6279
-Translation	Cellular Processes	1.842	2.685	2.006	2.333
-Folding, Sorting and Degradation	Cellular Processes	1.164	1.119	2.331	2.584
-DNA Maintenance	Cellular Processes	0.4667	0.4684	0.7642	0.8552
-RNA Family	Cellular Processes	0	0	0	0
Environmental Information Processing	Cellular Processes	0.8485	0.795	0.3413	0.361
-Signal Transduction	Cellular Processes	0.145	0.1304	0.08795	0.1158
-Signaling Molecules and Interaction	Cellular Processes	0.7689	0.7172	0.2709	0.2701
Cellular Processes	Cellular Processes	1	1	1	1
-Cell structure	Cellular Processes	0	0	0	0
-Crystallins	Cellular Processes	0	0	0	0
-Stress Response	Cellular Processes	0	0	0	0
-Vesicular Transport	Cellular Processes	0.4443	0.5168	0.2752	0.3177
-Cytoskeleton	Cellular Processes	0.5044	0.4703	0.6245	0.5612
-Cell Motility	Cellular Processes	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.1329	0.1125	0.1681	0.1831
-Cell Communication	Cellular Processes	0.07601	0.06511	0.0718	0.07937
Metabolism	Cellular Processes	2.386	2.502	4.096	4.986
-Membrane Transport	Cellular Processes	0.05608	0.05203	0.0391	0.0376
-Central Carbon Metabolism	Cellular Processes	0.4154	0.5158	0.8615	1.138
-Energy Metabolism	Cellular Processes	0.1411	0.1353	0.2713	0.3732
-Biosynthesis	Cellular Processes	0.6647	0.7372	0.8745	1.031
-Other Enzymes	Cellular Processes	1.25	1.241	2.311	2.818
Organismal Systems	Cellular Processes	1.082	1.053	1.032	0.965
-Immune System	Cellular Processes	0.699	0.745	0.3036	0.343
-Endocrine System	Cellular Processes	0.08085	0.07515	0.2181	0.1154
-Circulatory System	Cellular Processes	0.03601	0.03204	0.08055	0.08101
-Digestive System	Cellular Processes	0.07268	0.04403	0.03927	0.03279
-Excretory System	Cellular Processes	0.08672	0.08209	0.09212	0.1034
-Nervous System	Cellular Processes	0.1397	0.1113	0.2433	0.2429
-Sensory System	Cellular Processes	0.008969	0.009337	0.004389	0.00233
-Development	Cellular Processes	0.07197	0.05355	0.03645	0.02946
-Environmental Adaptation	Cellular Processes	0.0197	0.02386	0.02549	0.02325
Human Diseases	Cellular Processes	1.056	1.249	2.108	2.247
-Cancers	Cellular Processes	0.1476	0.1198	0.1144	0.121
-Immune System Diseases	Cellular Processes	0.0504	0.05113	0.07882	0.08183
-Neurodegenerative Diseases	Cellular Processes	0.4182	0.5781	1.068	1.222
-Cardiovascular Diseases	Cellular Processes	0.03791	0.02697	0.0731	0.06041
-Metabolic Diseases	Cellular Processes	0.0117	0.01016	0.07895	0.1361
-Infectious Diseases	Cellular Processes	0.4379	0.4959	0.7435	0.7398
Not Mapped	Cellular Processes	3.817	3.928	3.85	4.201
-Not Mapped	Cellular Processes	3.817	3.928	3.85	4.201
TOTAL	-Cell structure	Inf	Inf	Inf	Inf
MAPPED	-Cell structure	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell structure	Inf	Inf	Inf	Inf
-Transcription	-Cell structure	Inf	Inf	Inf	Inf
-Translation	-Cell structure	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell structure	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell structure	Inf	Inf	Inf	Inf
-RNA Family	-Cell structure	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell structure	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell structure	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell structure	Inf	Inf	Inf	Inf
Cellular Processes	-Cell structure	Inf	Inf	Inf	Inf
-Cell structure	-Cell structure	NaN	NaN	NaN	NaN
-Crystallins	-Cell structure	NaN	NaN	NaN	NaN
-Stress Response	-Cell structure	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell structure	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell structure	Inf	Inf	Inf	Inf
-Cell Motility	-Cell structure	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Cell structure	Inf	Inf	Inf	Inf
-Cell Communication	-Cell structure	Inf	Inf	Inf	Inf
Metabolism	-Cell structure	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell structure	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell structure	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell structure	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell structure	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell structure	Inf	Inf	Inf	Inf
Organismal Systems	-Cell structure	Inf	Inf	Inf	Inf
-Immune System	-Cell structure	Inf	Inf	Inf	Inf
-Endocrine System	-Cell structure	Inf	Inf	Inf	Inf
-Circulatory System	-Cell structure	Inf	Inf	Inf	Inf
-Digestive System	-Cell structure	Inf	Inf	Inf	Inf
-Excretory System	-Cell structure	Inf	Inf	Inf	Inf
-Nervous System	-Cell structure	Inf	Inf	Inf	Inf
-Sensory System	-Cell structure	NaN	NaN	NaN	NaN
-Development	-Cell structure	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell structure	Inf	Inf	Inf	Inf
Human Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Cancers	-Cell structure	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Cell structure	NaN	NaN	NaN	NaN
-Infectious Diseases	-Cell structure	Inf	Inf	Inf	Inf
Not Mapped	-Cell structure	Inf	Inf	Inf	Inf
-Not Mapped	-Cell structure	Inf	Inf	Inf	Inf
TOTAL	-Crystallins	Inf	Inf	Inf	Inf
MAPPED	-Crystallins	Inf	Inf	Inf	Inf
Genetic Information Processing	-Crystallins	Inf	Inf	Inf	Inf
-Transcription	-Crystallins	Inf	Inf	Inf	Inf
-Translation	-Crystallins	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Crystallins	Inf	Inf	Inf	Inf
-DNA Maintenance	-Crystallins	Inf	Inf	Inf	Inf
-RNA Family	-Crystallins	NaN	NaN	NaN	NaN
Environmental Information Processing	-Crystallins	Inf	Inf	Inf	Inf
-Signal Transduction	-Crystallins	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Crystallins	Inf	Inf	Inf	Inf
Cellular Processes	-Crystallins	Inf	Inf	Inf	Inf
-Cell structure	-Crystallins	NaN	NaN	NaN	NaN
-Crystallins	-Crystallins	NaN	NaN	NaN	NaN
-Stress Response	-Crystallins	NaN	NaN	NaN	NaN
-Vesicular Transport	-Crystallins	Inf	Inf	Inf	Inf
-Cytoskeleton	-Crystallins	Inf	Inf	Inf	Inf
-Cell Motility	-Crystallins	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Crystallins	Inf	Inf	Inf	Inf
-Cell Communication	-Crystallins	Inf	Inf	Inf	Inf
Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Membrane Transport	-Crystallins	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Energy Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Biosynthesis	-Crystallins	Inf	Inf	Inf	Inf
-Other Enzymes	-Crystallins	Inf	Inf	Inf	Inf
Organismal Systems	-Crystallins	Inf	Inf	Inf	Inf
-Immune System	-Crystallins	Inf	Inf	Inf	Inf
-Endocrine System	-Crystallins	Inf	Inf	Inf	Inf
-Circulatory System	-Crystallins	Inf	Inf	Inf	Inf
-Digestive System	-Crystallins	Inf	Inf	Inf	Inf
-Excretory System	-Crystallins	Inf	Inf	Inf	Inf
-Nervous System	-Crystallins	Inf	Inf	Inf	Inf
-Sensory System	-Crystallins	NaN	NaN	NaN	NaN
-Development	-Crystallins	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Crystallins	Inf	Inf	Inf	Inf
Human Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Cancers	-Crystallins	Inf	Inf	Inf	Inf
-Immune System Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Crystallins	NaN	NaN	NaN	NaN
-Infectious Diseases	-Crystallins	Inf	Inf	Inf	Inf
Not Mapped	-Crystallins	Inf	Inf	Inf	Inf
-Not Mapped	-Crystallins	Inf	Inf	Inf	Inf
TOTAL	-Stress Response	Inf	Inf	Inf	Inf
MAPPED	-Stress Response	Inf	Inf	Inf	Inf
Genetic Information Processing	-Stress Response	Inf	Inf	Inf	Inf
-Transcription	-Stress Response	Inf	Inf	Inf	Inf
-Translation	-Stress Response	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Stress Response	Inf	Inf	Inf	Inf
-DNA Maintenance	-Stress Response	Inf	Inf	Inf	Inf
-RNA Family	-Stress Response	NaN	NaN	NaN	NaN
Environmental Information Processing	-Stress Response	Inf	Inf	Inf	Inf
-Signal Transduction	-Stress Response	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Stress Response	Inf	Inf	Inf	Inf
Cellular Processes	-Stress Response	Inf	Inf	Inf	Inf
-Cell structure	-Stress Response	NaN	NaN	NaN	NaN
-Crystallins	-Stress Response	NaN	NaN	NaN	NaN
-Stress Response	-Stress Response	NaN	NaN	NaN	NaN
-Vesicular Transport	-Stress Response	Inf	Inf	Inf	Inf
-Cytoskeleton	-Stress Response	Inf	Inf	Inf	Inf
-Cell Motility	-Stress Response	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Stress Response	Inf	Inf	Inf	Inf
-Cell Communication	-Stress Response	Inf	Inf	Inf	Inf
Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Membrane Transport	-Stress Response	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Energy Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Biosynthesis	-Stress Response	Inf	Inf	Inf	Inf
-Other Enzymes	-Stress Response	Inf	Inf	Inf	Inf
Organismal Systems	-Stress Response	Inf	Inf	Inf	Inf
-Immune System	-Stress Response	Inf	Inf	Inf	Inf
-Endocrine System	-Stress Response	Inf	Inf	Inf	Inf
-Circulatory System	-Stress Response	Inf	Inf	Inf	Inf
-Digestive System	-Stress Response	Inf	Inf	Inf	Inf
-Excretory System	-Stress Response	Inf	Inf	Inf	Inf
-Nervous System	-Stress Response	Inf	Inf	Inf	Inf
-Sensory System	-Stress Response	NaN	NaN	NaN	NaN
-Development	-Stress Response	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Stress Response	Inf	Inf	Inf	Inf
Human Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Cancers	-Stress Response	Inf	Inf	Inf	Inf
-Immune System Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Stress Response	NaN	NaN	NaN	NaN
-Infectious Diseases	-Stress Response	Inf	Inf	Inf	Inf
Not Mapped	-Stress Response	Inf	Inf	Inf	Inf
-Not Mapped	-Stress Response	Inf	Inf	Inf	Inf
TOTAL	-Vesicular Transport	40.83	37.1	73.37	70.6
MAPPED	-Vesicular Transport	29.49	27.19	58.13	56.21
Genetic Information Processing	-Vesicular Transport	11.76	11.94	24.04	23.38
-Transcription	-Vesicular Transport	1.312	1.145	2.909	2.534
-Translation	-Vesicular Transport	5.297	6.621	7.947	8.052
-Folding, Sorting and Degradation	-Vesicular Transport	3.764	2.915	10.52	9.78
-DNA Maintenance	-Vesicular Transport	1.387	1.15	3.22	3.136
-RNA Family	-Vesicular Transport	0	0	0	0
Environmental Information Processing	-Vesicular Transport	2.329	1.895	1.627	1.567
-Signal Transduction	-Vesicular Transport	0.3801	0.2622	0.4888	0.5312
-Signaling Molecules and Interaction	-Vesicular Transport	2.061	1.709	1.401	1.268
Cellular Processes	-Vesicular Transport	3.235	2.701	6.264	4.945
-Cell structure	-Vesicular Transport	0	0	0	0
-Crystallins	-Vesicular Transport	0	0	0	0
-Stress Response	-Vesicular Transport	0	0	0	0
-Vesicular Transport	-Vesicular Transport	1	1	1	1
-Cytoskeleton	-Vesicular Transport	1.632	1.273	3.892	2.937
-Cell Motility	-Vesicular Transport	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	0.4301	0.3039	1.053	0.9052
-Cell Communication	-Vesicular Transport	0.2412	0.1691	0.3748	0.3617
Metabolism	-Vesicular Transport	7.284	6.551	17.78	19.71
-Membrane Transport	-Vesicular Transport	0.1492	0.1236	0.1846	0.2026
-Central Carbon Metabolism	-Vesicular Transport	1.308	1.45	6.295	6.84
-Energy Metabolism	-Vesicular Transport	0.4154	0.3426	1.415	1.649
-Biosynthesis	-Vesicular Transport	1.901	1.801	3.963	3.576
-Other Enzymes	-Vesicular Transport	3.752	3.222	9.03	9.156
Organismal Systems	-Vesicular Transport	2.919	2.68	4.028	3.05
-Immune System	-Vesicular Transport	1.948	1.935	1.434	1.272
-Endocrine System	-Vesicular Transport	0.2602	0.2019	1.075	0.5459
-Circulatory System	-Vesicular Transport	0.08258	0.07753	0.2927	0.255
-Digestive System	-Vesicular Transport	0.2071	0.1014	0.1241	0.1022
-Excretory System	-Vesicular Transport	0.2324	0.1957	0.4295	0.3693
-Nervous System	-Vesicular Transport	0.3218	0.2486	0.8809	0.7571
-Sensory System	-Vesicular Transport	0.02847	0.02425	0.02146	0.01152
-Development	-Vesicular Transport	0.1799	0.1391	0.1598	0.09912
-Environmental Adaptation	-Vesicular Transport	0.03543	0.03842	0.1086	0.08258
Human Diseases	-Vesicular Transport	2.842	2.411	6.948	5.964
-Cancers	-Vesicular Transport	0.3954	0.2975	0.5144	0.5637
-Immune System Diseases	-Vesicular Transport	0.1302	0.1104	0.2558	0.2155
-Neurodegenerative Diseases	-Vesicular Transport	1.08	1.167	3.587	3.239
-Cardiovascular Diseases	-Vesicular Transport	0.1291	0.07285	0.4478	0.2849
-Metabolic Diseases	-Vesicular Transport	0.03022	0.02193	0.4945	0.6733
-Infectious Diseases	-Vesicular Transport	1.131	1.045	2.432	1.974
Not Mapped	-Vesicular Transport	11.33	9.908	15.23	14.39
-Not Mapped	-Vesicular Transport	11.33	9.908	15.23	14.39
TOTAL	-Cytoskeleton	39.08	50.41	37.68	49.86
MAPPED	-Cytoskeleton	28.23	36.95	29.86	39.69
Genetic Information Processing	-Cytoskeleton	11.26	16.21	11.87	15.79
-Transcription	-Cytoskeleton	1.303	1.664	1.201	1.558
-Translation	-Cytoskeleton	5.176	9.138	4.077	5.587
-Folding, Sorting and Degradation	-Cytoskeleton	3.437	3.839	4.737	6.187
-DNA Maintenance	-Cytoskeleton	1.344	1.573	1.553	2.122
-RNA Family	-Cytoskeleton	0	0	0	0
Environmental Information Processing	-Cytoskeleton	1.921	1.992	0.6936	0.8645
-Signal Transduction	-Cytoskeleton	0.2996	0.2848	0.1408	0.2134
-Signaling Molecules and Interaction	-Cytoskeleton	1.576	1.801	0.5545	0.6704
Cellular Processes	-Cytoskeleton	2.602	3.091	2.032	2.395
-Cell structure	-Cytoskeleton	0	0	0	0
-Crystallins	-Cytoskeleton	0	0	0	0
-Stress Response	-Cytoskeleton	0	0	0	0
-Vesicular Transport	-Cytoskeleton	1.156	1.597	0.5593	0.7609
-Cytoskeleton	-Cytoskeleton	1	1	1	1
-Cell Motility	-Cytoskeleton	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	0.2938	0.2747	0.2977	0.3643
-Cell Communication	-Cytoskeleton	0.1869	0.2159	0.1371	0.1835
Metabolism	-Cytoskeleton	6.06	6.996	8.382	12.38
-Membrane Transport	-Cytoskeleton	0.1521	0.1638	0.0626	0.07694
-Central Carbon Metabolism	-Cytoskeleton	0.9553	1.166	1.531	2.366
-Energy Metabolism	-Cytoskeleton	0.2824	0.3567	0.5551	0.8938
-Biosynthesis	-Cytoskeleton	1.526	1.731	1.777	2.469
-Other Enzymes	-Cytoskeleton	3.253	3.758	4.714	6.967
Organismal Systems	-Cytoskeleton	2.617	3.472	2.112	2.32
-Immune System	-Cytoskeleton	1.464	1.994	0.617	0.8215
-Endocrine System	-Cytoskeleton	0.1681	0.1789	0.4463	0.2529
-Circulatory System	-Cytoskeleton	0.0976	0.09574	0.1497	0.1877
-Digestive System	-Cytoskeleton	0.1502	0.1619	0.08037	0.08137
-Excretory System	-Cytoskeleton	0.1904	0.1818	0.1533	0.1879
-Nervous System	-Cytoskeleton	0.3502	0.334	0.4944	0.5816
-Sensory System	-Cytoskeleton	0.01947	0.02301	0.00707	0.004848
-Development	-Cytoskeleton	0.1873	0.1843	0.05837	0.05714
-Environmental Adaptation	-Cytoskeleton	0.04176	0.05898	0.04107	0.04157
Human Diseases	-Cytoskeleton	3.356	4.769	4.283	5.478
-Cancers	-Cytoskeleton	0.3971	0.4008	0.2341	0.3003
-Immune System Diseases	-Cytoskeleton	0.1309	0.1857	0.1613	0.2031
-Neurodegenerative Diseases	-Cytoskeleton	1.087	1.855	2.17	2.927
-Cardiovascular Diseases	-Cytoskeleton	0.117	0.1065	0.1322	0.1174
-Metabolic Diseases	-Cytoskeleton	0.02694	0.02584	0.1271	0.2426
-Infectious Diseases	-Cytoskeleton	1.096	1.607	1.511	1.809
Not Mapped	-Cytoskeleton	10.85	13.46	7.824	10.16
-Not Mapped	-Cytoskeleton	10.85	13.46	7.824	10.16
TOTAL	-Cell Motility	Inf	Inf	Inf	Inf
MAPPED	-Cell Motility	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Motility	Inf	Inf	Inf	Inf
-Transcription	-Cell Motility	Inf	Inf	Inf	Inf
-Translation	-Cell Motility	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Motility	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell Motility	Inf	Inf	Inf	Inf
-RNA Family	-Cell Motility	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell Motility	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell Motility	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Motility	Inf	Inf	Inf	Inf
Cellular Processes	-Cell Motility	Inf	Inf	Inf	Inf
-Cell structure	-Cell Motility	NaN	NaN	NaN	NaN
-Crystallins	-Cell Motility	NaN	NaN	NaN	NaN
-Stress Response	-Cell Motility	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell Motility	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell Motility	Inf	Inf	Inf	Inf
-Cell Motility	-Cell Motility	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Cell Motility	Inf	Inf	Inf	Inf
-Cell Communication	-Cell Motility	Inf	Inf	Inf	Inf
Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell Motility	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell Motility	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell Motility	Inf	Inf	Inf	Inf
Organismal Systems	-Cell Motility	Inf	Inf	Inf	Inf
-Immune System	-Cell Motility	Inf	Inf	Inf	Inf
-Endocrine System	-Cell Motility	Inf	Inf	Inf	Inf
-Circulatory System	-Cell Motility	Inf	Inf	Inf	Inf
-Digestive System	-Cell Motility	Inf	Inf	Inf	Inf
-Excretory System	-Cell Motility	Inf	Inf	Inf	Inf
-Nervous System	-Cell Motility	Inf	Inf	Inf	Inf
-Sensory System	-Cell Motility	NaN	NaN	NaN	NaN
-Development	-Cell Motility	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell Motility	Inf	Inf	Inf	Inf
Human Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Cancers	-Cell Motility	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Cell Motility	NaN	NaN	NaN	NaN
-Infectious Diseases	-Cell Motility	Inf	Inf	Inf	Inf
Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf
-Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf
TOTAL	-Cell Growth and Death	173	202	161.7	156.9
MAPPED	-Cell Growth and Death	124.9	148	128.1	124.9
Genetic Information Processing	-Cell Growth and Death	49.84	65.02	51.17	49.64
-Transcription	-Cell Growth and Death	5.769	6.43	6.368	5.786
-Translation	-Cell Growth and Death	22.91	37.1	17.71	17.94
