Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
TOTAL	-Signal Transduction	82.35	93.26	152.3	146.9
MAPPED	-Signal Transduction	64.2	71.67	126	122.3
Genetic Information Processing	-Signal Transduction	25.35	30.02	51.74	47.6
-Transcription	-Signal Transduction	3.254	3.697	6.359	5.764
-Translation	-Signal Transduction	8.586	12.35	14.49	13.71
-Folding, Sorting and Degradation	-Signal Transduction	8.352	8.691	23.4	19.45
-DNA Maintenance	-Signal Transduction	5.019	5.404	7.145	7.23
-RNA Family	-Signal Transduction	0	0	0	0
Environmental Information Processing	-Signal Transduction	3.804	3.533	2.878	2.603
-Signal Transduction	-Signal Transduction	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	2.804	2.533	1.878	1.603
Cellular Processes	-Signal Transduction	8.239	8.953	15.35	12.8
-Cell structure	-Signal Transduction	0	0	0	0
-Crystallins	-Signal Transduction	0	0	0	0
-Stress Response	-Signal Transduction	0	0	0	0
-Vesicular Transport	-Signal Transduction	2.649	3.514	2.978	3.276
-Cytoskeleton	-Signal Transduction	3.939	3.838	8.995	6.625
-Cell Motility	-Signal Transduction	0	0	0	0
-Cell Growth and Death	-Signal Transduction	0.8836	0.8817	1.906	1.85
-Cell Communication	-Signal Transduction	0.8417	0.6786	1.585	1.332
Metabolism	-Signal Transduction	15.86	17.1	36.82	37.72
-Membrane Transport	-Signal Transduction	0.3059	0.3491	0.3738	0.2378
-Central Carbon Metabolism	-Signal Transduction	2.069	2.066	8.762	8.555
-Energy Metabolism	-Signal Transduction	0.5274	0.6471	2.948	2.943
-Biosynthesis	-Signal Transduction	3.651	4.568	8.58	7.662
-Other Enzymes	-Signal Transduction	9.248	10.31	17.39	17.09
Organismal Systems	-Signal Transduction	5.365	6.198	6.85	5.765
-Immune System	-Signal Transduction	2.867	3.972	3.205	2.93
-Endocrine System	-Signal Transduction	0.6119	0.6393	1.385	0.993
-Circulatory System	-Signal Transduction	0.1039	0.1138	0.3794	0.3104
-Digestive System	-Signal Transduction	0.403	0.3629	0.1763	0.1232
-Excretory System	-Signal Transduction	0.3683	0.3754	0.7847	0.587
-Nervous System	-Signal Transduction	0.4554	0.4418	0.7986	0.7126
-Sensory System	-Signal Transduction	0.04497	0.05591	0.02331	0.02243
-Development	-Signal Transduction	0.3569	0.3742	0.2056	0.1873
-Environmental Adaptation	-Signal Transduction	0.02282	0.01946	0.05961	0.0446
Human Diseases	-Signal Transduction	5.286	5.932	12.01	11.08
-Cancers	-Signal Transduction	0.999	0.8987	1.187	1.175
-Immune System Diseases	-Signal Transduction	0.1919	0.1984	0.3943	0.2928
-Neurodegenerative Diseases	-Signal Transduction	1.486	1.637	5.377	4.379
-Cardiovascular Diseases	-Signal Transduction	0.3722	0.327	1.514	1.005
-Metabolic Diseases	-Signal Transduction	0	0	0	0
-Infectious Diseases	-Signal Transduction	2.189	2.73	2.948	2.965
Not Mapped	-Signal Transduction	18.15	21.59	26.32	24.61
-Not Mapped	-Signal Transduction	18.15	21.59	26.32	24.61
TOTAL	-Signaling Molecules and Interaction	32.52	37.11	77.57	87.27
MAPPED	-Signaling Molecules and Interaction	25.35	28.52	64.17	72.65
Genetic Information Processing	-Signaling Molecules and Interaction	10.12	11.54	25.89	27.86
-Transcription	-Signaling Molecules and Interaction	1.265	1.415	3.307	3.429
-Translation	-Signaling Molecules and Interaction	3.385	4.878	7.2	8.176
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	3.413	3.341	10.92	11.64
-DNA Maintenance	-Signaling Molecules and Interaction	2.038	2.041	4.039	4.523
-RNA Family	-Signaling Molecules and Interaction	0	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1.345	1.339	1.485	1.615
-Signal Transduction	-Signaling Molecules and Interaction	0.3447	0.3392	0.4851	0.6152
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	3.238	3.184	7.482	7.485
-Cell structure	-Signaling Molecules and Interaction	0	0	0	0
-Crystallins	-Signaling Molecules and Interaction	0	0	0	0
-Stress Response	-Signaling Molecules and Interaction	0	0	0	0
-Vesicular Transport	-Signaling Molecules and Interaction	1	1.253	1.433	1.641
-Cytoskeleton	-Signaling Molecules and Interaction	1.559	1.393	4.106	3.873
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	0.3746	0.3583	0.9121	1.015
-Cell Communication	-Signaling Molecules and Interaction	0.3401	0.2915	0.814	0.8541
Metabolism	-Signaling Molecules and Interaction	6.192	6.731	19.54	23.87
-Membrane Transport	-Signaling Molecules and Interaction	0.09775	0.08646	0.132	0.1456
-Central Carbon Metabolism	-Signaling Molecules and Interaction	0.7273	0.7593	3.543	4.415
-Energy Metabolism	-Signaling Molecules and Interaction	0.2145	0.2157	1.398	1.776
-Biosynthesis	-Signaling Molecules and Interaction	1.346	1.559	4.033	4.764
-Other Enzymes	-Signaling Molecules and Interaction	3.649	3.727	9.218	10.98
Organismal Systems	-Signaling Molecules and Interaction	2.105	2.444	3.409	3.613
-Immune System	-Signaling Molecules and Interaction	1.1	1.416	1.531	1.957
-Endocrine System	-Signaling Molecules and Interaction	0.2351	0.2287	0.651	0.4942
-Circulatory System	-Signaling Molecules and Interaction	0.04036	0.04433	0.1788	0.191
-Digestive System	-Signaling Molecules and Interaction	0.1486	0.1635	0.08508	0.08357
-Excretory System	-Signaling Molecules and Interaction	0.1444	0.1271	0.4008	0.3772
-Nervous System	-Signaling Molecules and Interaction	0.1538	0.1454	0.2729	0.3274
-Sensory System	-Signaling Molecules and Interaction	0.0155	0.01896	0.01126	0.0134
-Development	-Signaling Molecules and Interaction	0.1073	0.09191	0.09455	0.1247
-Environmental Adaptation	-Signaling Molecules and Interaction	0.007665	0.007433	0.02958	0.02829
Human Diseases	-Signaling Molecules and Interaction	2.157	2.319	6.243	7.117
-Cancers	-Signaling Molecules and Interaction	0.4197	0.3705	0.58	0.7548
-Immune System Diseases	-Signaling Molecules and Interaction	0.06616	0.06728	0.1899	0.198
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	0.5661	0.5839	2.307	2.255
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0.1225	0.09424	0.5237	0.311
-Metabolic Diseases	-Signaling Molecules and Interaction	0	0	0	0
-Infectious Diseases	-Signaling Molecules and Interaction	0.79	0.9466	1.426	1.926
Not Mapped	-Signaling Molecules and Interaction	7.168	8.59	13.4	14.62
-Not Mapped	-Signaling Molecules and Interaction	7.168	8.59	13.4	14.62
TOTAL	Cellular Processes	9.662	10.71	10.02	11.04
MAPPED	Cellular Processes	7.532	8.23	8.288	9.194
Genetic Information Processing	Cellular Processes	3.008	3.355	3.411	3.641
-Transcription	Cellular Processes	0.3793	0.4129	0.4143	0.445
-Translation	Cellular Processes	1.052	1.387	0.952	1.053
-Folding, Sorting and Degradation	Cellular Processes	1.009	0.9435	1.465	1.561
-DNA Maintenance	Cellular Processes	0.5939	0.5857	0.5199	0.5547
-RNA Family	Cellular Processes	0	0	0	0
Environmental Information Processing	Cellular Processes	0.4116	0.3935	0.1838	0.1898
-Signal Transduction	Cellular Processes	0.119	0.1104	0.06258	0.0729
-Signaling Molecules and Interaction	Cellular Processes	0.2971	0.2796	0.1331	0.1248
Cellular Processes	Cellular Processes	1	1	1	1
-Cell structure	Cellular Processes	0	0	0	0
-Crystallins	Cellular Processes	0	0	0	0
-Stress Response	Cellular Processes	0	0	0	0
-Vesicular Transport	Cellular Processes	0.3275	0.3886	0.2058	0.2277
-Cytoskeleton	Cellular Processes	0.4756	0.4286	0.5498	0.4951
-Cell Motility	Cellular Processes	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.1041	0.09277	0.1191	0.1268
-Cell Communication	Cellular Processes	0.09471	0.07789	0.1055	0.1114
Metabolism	Cellular Processes	1.857	1.904	2.546	2.947
-Membrane Transport	Cellular Processes	0.03022	0.02755	0.01831	0.01791
-Central Carbon Metabolism	Cellular Processes	0.2393	0.2385	0.4752	0.619
-Energy Metabolism	Cellular Processes	0.07071	0.07592	0.1716	0.2216
-Biosynthesis	Cellular Processes	0.4361	0.4953	0.5437	0.6493
-Other Enzymes	Cellular Processes	1.084	1.114	1.232	1.433
Organismal Systems	Cellular Processes	0.5685	0.6666	0.4656	0.5001
-Immune System	Cellular Processes	0.316	0.4376	0.2121	0.2478
-Endocrine System	Cellular Processes	0.06985	0.05647	0.08397	0.06779
-Circulatory System	Cellular Processes	0.0111	0.0123	0.02512	0.02282
-Digestive System	Cellular Processes	0.0365	0.04407	0.01216	0.009936
-Excretory System	Cellular Processes	0.04226	0.03991	0.0517	0.0478
-Nervous System	Cellular Processes	0.05014	0.04634	0.03476	0.03826
-Sensory System	Cellular Processes	0.005277	0.006313	0.001357	0.001714
-Development	Cellular Processes	0.03313	0.03474	0.01381	0.01547
-Environmental Adaptation	Cellular Processes	0.002243	0.002079	0.003954	0.003681
Human Diseases	Cellular Processes	0.5994	0.6485	0.7892	0.9074
-Cancers	Cellular Processes	0.1228	0.09595	0.07124	0.0776
-Immune System Diseases	Cellular Processes	0.02358	0.02215	0.02742	0.02546
-Neurodegenerative Diseases	Cellular Processes	0.1272	0.1381	0.2821	0.2681
-Cardiovascular Diseases	Cellular Processes	0.04728	0.03722	0.07089	0.04552
-Metabolic Diseases	Cellular Processes	0	0	0	0
-Infectious Diseases	Cellular Processes	0.2259	0.2623	0.192	0.1991
Not Mapped	Cellular Processes	2.13	2.479	1.731	1.851
-Not Mapped	Cellular Processes	2.13	2.479	1.731	1.851
TOTAL	-Cell structure	Inf	Inf	Inf	Inf
MAPPED	-Cell structure	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell structure	Inf	Inf	Inf	Inf
-Transcription	-Cell structure	Inf	Inf	Inf	Inf
-Translation	-Cell structure	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell structure	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell structure	Inf	Inf	Inf	Inf
-RNA Family	-Cell structure	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell structure	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell structure	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell structure	Inf	Inf	Inf	Inf
Cellular Processes	-Cell structure	Inf	Inf	Inf	Inf
-Cell structure	-Cell structure	NaN	NaN	NaN	NaN
-Crystallins	-Cell structure	NaN	NaN	NaN	NaN
-Stress Response	-Cell structure	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell structure	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell structure	Inf	Inf	Inf	Inf
-Cell Motility	-Cell structure	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Cell structure	Inf	Inf	Inf	Inf
-Cell Communication	-Cell structure	Inf	Inf	Inf	Inf
Metabolism	-Cell structure	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell structure	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell structure	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell structure	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell structure	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell structure	Inf	Inf	Inf	Inf
Organismal Systems	-Cell structure	Inf	Inf	Inf	Inf
-Immune System	-Cell structure	Inf	Inf	Inf	Inf
-Endocrine System	-Cell structure	Inf	Inf	Inf	Inf
-Circulatory System	-Cell structure	Inf	Inf	Inf	Inf
-Digestive System	-Cell structure	Inf	Inf	Inf	Inf
-Excretory System	-Cell structure	Inf	Inf	Inf	Inf
-Nervous System	-Cell structure	Inf	Inf	Inf	Inf
-Sensory System	-Cell structure	Inf	Inf	Inf	Inf
-Development	-Cell structure	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell structure	Inf	Inf	Inf	Inf
Human Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Cancers	-Cell structure	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Cell structure	NaN	NaN	NaN	NaN
-Infectious Diseases	-Cell structure	Inf	Inf	Inf	Inf
Not Mapped	-Cell structure	Inf	Inf	Inf	Inf
-Not Mapped	-Cell structure	Inf	Inf	Inf	Inf
TOTAL	-Crystallins	Inf	Inf	Inf	Inf
MAPPED	-Crystallins	Inf	Inf	Inf	Inf
Genetic Information Processing	-Crystallins	Inf	Inf	Inf	Inf
-Transcription	-Crystallins	Inf	Inf	Inf	Inf
-Translation	-Crystallins	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Crystallins	Inf	Inf	Inf	Inf
-DNA Maintenance	-Crystallins	Inf	Inf	Inf	Inf
-RNA Family	-Crystallins	NaN	NaN	NaN	NaN
Environmental Information Processing	-Crystallins	Inf	Inf	Inf	Inf
-Signal Transduction	-Crystallins	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Crystallins	Inf	Inf	Inf	Inf
Cellular Processes	-Crystallins	Inf	Inf	Inf	Inf
-Cell structure	-Crystallins	NaN	NaN	NaN	NaN
-Crystallins	-Crystallins	NaN	NaN	NaN	NaN
-Stress Response	-Crystallins	NaN	NaN	NaN	NaN
-Vesicular Transport	-Crystallins	Inf	Inf	Inf	Inf
-Cytoskeleton	-Crystallins	Inf	Inf	Inf	Inf
-Cell Motility	-Crystallins	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Crystallins	Inf	Inf	Inf	Inf
-Cell Communication	-Crystallins	Inf	Inf	Inf	Inf
Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Membrane Transport	-Crystallins	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Energy Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Biosynthesis	-Crystallins	Inf	Inf	Inf	Inf
-Other Enzymes	-Crystallins	Inf	Inf	Inf	Inf
Organismal Systems	-Crystallins	Inf	Inf	Inf	Inf
-Immune System	-Crystallins	Inf	Inf	Inf	Inf
-Endocrine System	-Crystallins	Inf	Inf	Inf	Inf
-Circulatory System	-Crystallins	Inf	Inf	Inf	Inf
-Digestive System	-Crystallins	Inf	Inf	Inf	Inf
-Excretory System	-Crystallins	Inf	Inf	Inf	Inf
-Nervous System	-Crystallins	Inf	Inf	Inf	Inf
-Sensory System	-Crystallins	Inf	Inf	Inf	Inf
-Development	-Crystallins	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Crystallins	Inf	Inf	Inf	Inf
Human Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Cancers	-Crystallins	Inf	Inf	Inf	Inf
-Immune System Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Crystallins	NaN	NaN	NaN	NaN
-Infectious Diseases	-Crystallins	Inf	Inf	Inf	Inf
Not Mapped	-Crystallins	Inf	Inf	Inf	Inf
-Not Mapped	-Crystallins	Inf	Inf	Inf	Inf
TOTAL	-Stress Response	Inf	Inf	Inf	Inf
MAPPED	-Stress Response	Inf	Inf	Inf	Inf
Genetic Information Processing	-Stress Response	Inf	Inf	Inf	Inf
-Transcription	-Stress Response	Inf	Inf	Inf	Inf
-Translation	-Stress Response	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Stress Response	Inf	Inf	Inf	Inf
-DNA Maintenance	-Stress Response	Inf	Inf	Inf	Inf
-RNA Family	-Stress Response	NaN	NaN	NaN	NaN
Environmental Information Processing	-Stress Response	Inf	Inf	Inf	Inf
-Signal Transduction	-Stress Response	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Stress Response	Inf	Inf	Inf	Inf
Cellular Processes	-Stress Response	Inf	Inf	Inf	Inf
-Cell structure	-Stress Response	NaN	NaN	NaN	NaN
-Crystallins	-Stress Response	NaN	NaN	NaN	NaN
-Stress Response	-Stress Response	NaN	NaN	NaN	NaN
-Vesicular Transport	-Stress Response	Inf	Inf	Inf	Inf
-Cytoskeleton	-Stress Response	Inf	Inf	Inf	Inf
-Cell Motility	-Stress Response	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Stress Response	Inf	Inf	Inf	Inf
-Cell Communication	-Stress Response	Inf	Inf	Inf	Inf
Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Membrane Transport	-Stress Response	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Energy Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Biosynthesis	-Stress Response	Inf	Inf	Inf	Inf
-Other Enzymes	-Stress Response	Inf	Inf	Inf	Inf
Organismal Systems	-Stress Response	Inf	Inf	Inf	Inf
-Immune System	-Stress Response	Inf	Inf	Inf	Inf
-Endocrine System	-Stress Response	Inf	Inf	Inf	Inf
-Circulatory System	-Stress Response	Inf	Inf	Inf	Inf
-Digestive System	-Stress Response	Inf	Inf	Inf	Inf
-Excretory System	-Stress Response	Inf	Inf	Inf	Inf
-Nervous System	-Stress Response	Inf	Inf	Inf	Inf
-Sensory System	-Stress Response	Inf	Inf	Inf	Inf
-Development	-Stress Response	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Stress Response	Inf	Inf	Inf	Inf
Human Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Cancers	-Stress Response	Inf	Inf	Inf	Inf
-Immune System Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Stress Response	NaN	NaN	NaN	NaN
-Infectious Diseases	-Stress Response	Inf	Inf	Inf	Inf
Not Mapped	-Stress Response	Inf	Inf	Inf	Inf
-Not Mapped	-Stress Response	Inf	Inf	Inf	Inf
TOTAL	-Vesicular Transport	28.39	26.23	50.72	47.54
MAPPED	-Vesicular Transport	22.13	20.16	41.95	39.58
Genetic Information Processing	-Vesicular Transport	8.833	8.443	16.99	15.31
-Transcription	-Vesicular Transport	1.221	1.051	2.102	1.872
-Translation	-Vesicular Transport	2.96	3.474	4.865	4.545
-Folding, Sorting and Degradation	-Vesicular Transport	2.909	2.343	7.414	6.565
-DNA Maintenance	-Vesicular Transport	1.844	1.484	2.632	2.355
-RNA Family	-Vesicular Transport	0	0	0	0
Environmental Information Processing	-Vesicular Transport	1.334	0.9923	0.9025	0.8275
-Signal Transduction	-Vesicular Transport	0.3507	0.2813	0.2806	0.3006
-Signaling Molecules and Interaction	-Vesicular Transport	0.9831	0.792	0.6113	0.5223
Cellular Processes	-Vesicular Transport	3.027	2.522	4.818	4.213
-Cell structure	-Vesicular Transport	0	0	0	0
-Crystallins	-Vesicular Transport	0	0	0	0
-Stress Response	-Vesicular Transport	0	0	0	0
-Vesicular Transport	-Vesicular Transport	1	1	1	1
-Cytoskeleton	-Vesicular Transport	1.428	1.079	2.525	2.023
-Cell Motility	-Vesicular Transport	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	0.281	0.2297	0.554	0.5753
-Cell Communication	-Vesicular Transport	0.2952	0.2005	0.5214	0.5449
Metabolism	-Vesicular Transport	5.604	4.852	13.13	13.34
-Membrane Transport	-Vesicular Transport	0.09729	0.07901	0.08668	0.08262
-Central Carbon Metabolism	-Vesicular Transport	0.7213	0.5675	2.289	2.691
-Energy Metabolism	-Vesicular Transport	0.2159	0.1954	0.9364	1.07
-Biosynthesis	-Vesicular Transport	1.312	1.263	2.899	2.731
-Other Enzymes	-Vesicular Transport	3.268	2.79	5.985	6.292
Organismal Systems	-Vesicular Transport	1.881	1.679	2.455	2.296
-Immune System	-Vesicular Transport	0.9729	1.089	1.045	1.088
-Endocrine System	-Vesicular Transport	0.223	0.1405	0.3886	0.2652
-Circulatory System	-Vesicular Transport	0.03269	0.03238	0.1259	0.1086
-Digestive System	-Vesicular Transport	0.1075	0.09998	0.06318	0.0504
-Excretory System	-Vesicular Transport	0.1333	0.1118	0.2384	0.2122
-Nervous System	-Vesicular Transport	0.1671	0.1255	0.1963	0.1726
-Sensory System	-Vesicular Transport	0.0155	0.01536	0.006595	0.006998
-Development	-Vesicular Transport	0.1002	0.08551	0.07628	0.08099
-Environmental Adaptation	-Vesicular Transport	0.007258	0.005538	0.01977	0.01607
Human Diseases	-Vesicular Transport	1.924	1.85	4.667	4.399
-Cancers	-Vesicular Transport	0.3444	0.2519	0.3462	0.3697
-Immune System Diseases	-Vesicular Transport	0.06615	0.05542	0.1455	0.129
-Neurodegenerative Diseases	-Vesicular Transport	0.3856	0.3436	1.603	1.293
-Cardiovascular Diseases	-Vesicular Transport	0.1392	0.0958	0.3612	0.2246
-Metabolic Diseases	-Vesicular Transport	0	0	0	0
-Infectious Diseases	-Vesicular Transport	0.6765	0.6751	0.9897	0.9433
Not Mapped	-Vesicular Transport	6.256	6.072	8.764	7.967
-Not Mapped	-Vesicular Transport	6.256	6.072	8.764	7.967
TOTAL	-Cytoskeleton	19.9	24.7	18.62	22.12
MAPPED	-Cytoskeleton	15.52	18.98	15.4	18.41
Genetic Information Processing	-Cytoskeleton	6.187	7.822	6.297	7.185
-Transcription	-Cytoskeleton	0.7969	0.9812	0.8054	0.8933
-Translation	-Cytoskeleton	2.125	3.236	1.824	2.135
-Folding, Sorting and Degradation	-Cytoskeleton	2.102	2.161	2.622	3.077
-DNA Maintenance	-Cytoskeleton	1.23	1.372	0.9342	1.12
-RNA Family	-Cytoskeleton	0	0	0	0
Environmental Information Processing	-Cytoskeleton	0.9386	1.027	0.3477	0.4014
-Signal Transduction	-Cytoskeleton	0.2451	0.2527	0.1107	0.1363
-Signaling Molecules and Interaction	-Cytoskeleton	0.6028	0.7084	0.2431	0.2577
Cellular Processes	-Cytoskeleton	2.092	2.291	1.798	1.978
-Cell structure	-Cytoskeleton	0	0	0	0
-Crystallins	-Cytoskeleton	0	0	0	0
-Stress Response	-Cytoskeleton	0	0	0	0
-Vesicular Transport	-Cytoskeleton	0.6886	0.8874	0.3655	0.4533
-Cytoskeleton	-Cytoskeleton	1	1	1	1
-Cell Motility	-Cytoskeleton	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	0.2299	0.2319	0.2218	0.2562
-Cell Communication	-Cytoskeleton	0.2039	0.2093	0.1946	0.2299
Metabolism	-Cytoskeleton	4.001	4.822	4.64	6.248
-Membrane Transport	-Cytoskeleton	0.06355	0.06203	0.03742	0.03543
-Central Carbon Metabolism	-Cytoskeleton	0.5541	0.5689	0.9916	1.4
-Energy Metabolism	-Cytoskeleton	0.1487	0.1706	0.3166	0.4477
-Biosynthesis	-Cytoskeleton	0.934	1.154	1.037	1.351
-Other Enzymes	-Cytoskeleton	2.34	2.665	2.218	2.86
Organismal Systems	-Cytoskeleton	1.252	1.652	0.8302	0.9364
-Immune System	-Cytoskeleton	0.7033	1.003	0.373	0.4705
-Endocrine System	-Cytoskeleton	0.1412	0.1411	0.1491	0.1288
-Circulatory System	-Cytoskeleton	0.02289	0.02818	0.0427	0.04484
-Digestive System	-Cytoskeleton	0.08109	0.1046	0.02054	0.02208
-Excretory System	-Cytoskeleton	0.09175	0.1025	0.09954	0.1062
-Nervous System	-Cytoskeleton	0.1042	0.1043	0.06646	0.07972
-Sensory System	-Cytoskeleton	0.01066	0.01473	0.00241	0.003255
-Development	-Cytoskeleton	0.06882	0.07822	0.02428	0.03086
-Environmental Adaptation	-Cytoskeleton	0.00462	0.004756	0.007346	0.007475
Human Diseases	-Cytoskeleton	1.235	1.484	1.436	1.833
-Cancers	-Cytoskeleton	0.252	0.2371	0.1265	0.1567
-Immune System Diseases	-Cytoskeleton	0.05077	0.04987	0.04816	0.05464
-Neurodegenerative Diseases	-Cytoskeleton	0.2832	0.3451	0.5618	0.5959
-Cardiovascular Diseases	-Cytoskeleton	0.09752	0.08363	0.1465	0.09574
-Metabolic Diseases	-Cytoskeleton	0	0	0	0
-Infectious Diseases	-Cytoskeleton	0.4805	0.5893	0.3264	0.3848
Not Mapped	-Cytoskeleton	4.387	5.718	3.217	3.707
-Not Mapped	-Cytoskeleton	4.387	5.718	3.217	3.707
TOTAL	-Cell Motility	Inf	Inf	Inf	Inf
MAPPED	-Cell Motility	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Motility	Inf	Inf	Inf	Inf
-Transcription	-Cell Motility	Inf	Inf	Inf	Inf
-Translation	-Cell Motility	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Motility	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell Motility	Inf	Inf	Inf	Inf
-RNA Family	-Cell Motility	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell Motility	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell Motility	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Motility	Inf	Inf	Inf	Inf
Cellular Processes	-Cell Motility	Inf	Inf	Inf	Inf
-Cell structure	-Cell Motility	NaN	NaN	NaN	NaN
-Crystallins	-Cell Motility	NaN	NaN	NaN	NaN
-Stress Response	-Cell Motility	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell Motility	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell Motility	Inf	Inf	Inf	Inf
-Cell Motility	-Cell Motility	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Cell Motility	Inf	Inf	Inf	Inf
-Cell Communication	-Cell Motility	Inf	Inf	Inf	Inf
Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell Motility	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell Motility	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell Motility	Inf	Inf	Inf	Inf
Organismal Systems	-Cell Motility	Inf	Inf	Inf	Inf
-Immune System	-Cell Motility	Inf	Inf	Inf	Inf
-Endocrine System	-Cell Motility	Inf	Inf	Inf	Inf
-Circulatory System	-Cell Motility	Inf	Inf	Inf	Inf
-Digestive System	-Cell Motility	Inf	Inf	Inf	Inf
-Excretory System	-Cell Motility	Inf	Inf	Inf	Inf
-Nervous System	-Cell Motility	Inf	Inf	Inf	Inf
-Sensory System	-Cell Motility	Inf	Inf	Inf	Inf
-Development	-Cell Motility	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell Motility	Inf	Inf	Inf	Inf
Human Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Cancers	-Cell Motility	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Cell Motility	NaN	NaN	NaN	NaN
-Infectious Diseases	-Cell Motility	Inf	Inf	Inf	Inf
Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf
-Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf
TOTAL	-Cell Growth and Death	91.78	105.8	82.18	84.23
MAPPED	-Cell Growth and Death	71.55	81.29	67.98	70.12
Genetic Information Processing	-Cell Growth and Death	28.24	34.05	26.74	27.29
-Transcription	-Cell Growth and Death	3.632	4.193	3.397	3.353
-Translation	-Cell Growth and Death	9.854	14.09	7.994	7.78
