Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
-Folding, Sorting and Degradation	-Signal Transduction	5.557	5.433	14.56	12.11
-DNA Maintenance	-Signal Transduction	3.073	3.152	4.424	3.519
-RNA Family	-Signal Transduction	0	0	0	0
Environmental Information Processing	-Signal Transduction	2.38	2.447	2.027	1.778
-Signal Transduction	-Signal Transduction	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	1.38	1.447	1.027	0.778
Cellular Processes	-Signal Transduction	5.506	5.533	8.365	6.484
-Cell structure	-Signal Transduction	0	0	0	0
-Crystallins	-Signal Transduction	0	0	0	0
-Stress Response	-Signal Transduction	0	0	0	0
-Vesicular Transport	-Signal Transduction	2.004	2.449	1.814	1.638
-Cytoskeleton	-Signal Transduction	2.363	2.042	4.533	3.143
-Cell Motility	-Signal Transduction	0	0	0	0
-Cell Growth and Death	-Signal Transduction	0.5757	0.5515	1.013	0.9384
-Cell Communication	-Signal Transduction	0.4694	0.4284	0.8821	0.7225
Metabolism	-Signal Transduction	9.805	10.54	23.82	21.86
-Membrane Transport	-Signal Transduction	0.1949	0.1935	0.1696	0.1248
-Central Carbon Metabolism	-Signal Transduction	0.6879	0.6231	2.801	2.493
-Energy Metabolism	-Signal Transduction	0.2159	0.2411	1.435	1.739
-Biosynthesis	-Signal Transduction	2.752	3.227	6.389	5.604
-Other Enzymes	-Signal Transduction	5.873	6.179	13.03	11.9
Organismal Systems	-Signal Transduction	2.905	3.444	4.774	3.791
-Immune System	-Signal Transduction	1.518	1.908	1.999	1.782
-Endocrine System	-Signal Transduction	0.1232	0.1642	0.4823	0.3255
-Circulatory System	-Signal Transduction	0.02677	0.06212	0.2422	0.2137
-Digestive System	-Signal Transduction	0.1917	0.1663	0.109	0.07682
-Excretory System	-Signal Transduction	0.1887	0.1757	0.4325	0.2659
-Nervous System	-Signal Transduction	0.09798	0.09767	0.1817	0.1256
-Sensory System	-Signal Transduction	0	0	0	0
-Development	-Signal Transduction	0.1258	0.1163	0.1006	0.08632
-Environmental Adaptation	-Signal Transduction	0	0	0	0
Human Diseases	-Signal Transduction	4.036	4.448	9.77	8.088
-Cancers	-Signal Transduction	0.5705	0.487	0.46	0.4343
-Immune System Diseases	-Signal Transduction	0.0292	0.02781	0.2513	0.2083
-Neurodegenerative Diseases	-Signal Transduction	0.6429	0.7297	1.792	1.576
-Cardiovascular Diseases	-Signal Transduction	0.1579	0.125	0.8691	0.4147
-Metabolic Diseases	-Signal Transduction	0	0	0	0
-Infectious Diseases	-Signal Transduction	1.293	1.552	2.352	1.897
Not Mapped	-Signal Transduction	11.65	13.79	17.09	13.84
-Not Mapped	-Signal Transduction	11.65	13.79	17.09	13.84
TOTAL	-Signaling Molecules and Interaction	21.34	21.45	65.02	73.45
MAPPED	-Signaling Molecules and Interaction	16.64	16.48	53.79	61.14
Genetic Information Processing	-Signaling Molecules and Interaction	6.531	6.706	21.78	23.66
-Transcription	-Signaling Molecules and Interaction	0.8384	0.8503	2.695	2.892
-Translation	-Signaling Molecules and Interaction	2.308	2.854	6.185	7.022
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	2.152	1.852	9.506	10.14
-DNA Maintenance	-Signaling Molecules and Interaction	1.233	1.15	3.148	3.605
-RNA Family	-Signaling Molecules and Interaction	0	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1.18	1.189	1.157	1.234
-Signal Transduction	-Signaling Molecules and Interaction	0.1796	0.1889	0.1571	0.2343
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	2.123	1.963	6.429	6.499
-Cell structure	-Signaling Molecules and Interaction	0	0	0	0
-Crystallins	-Signaling Molecules and Interaction	0	0	0	0
-Stress Response	-Signaling Molecules and Interaction	0	0	0	0
-Vesicular Transport	-Signaling Molecules and Interaction	0.6825	0.7458	1.18	1.265
-Cytoskeleton	-Signaling Molecules and Interaction	1.015	0.8569	3.218	3.026
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	0.1742	0.1587	0.4914	0.5773
-Cell Communication	-Signaling Molecules and Interaction	0.2153	0.1972	0.6685	0.705
Metabolism	-Signaling Molecules and Interaction	3.941	3.629	15.64	18.91
-Membrane Transport	-Signaling Molecules and Interaction	0.07228	0.0661	0.0951	0.1121
-Central Carbon Metabolism	-Signaling Molecules and Interaction	0.4151	0.3597	2.728	3.204
-Energy Metabolism	-Signaling Molecules and Interaction	0.1565	0.1667	1.009	1.451
-Biosynthesis	-Signaling Molecules and Interaction	0.8105	0.7923	3.182	3.517
-Other Enzymes	-Signaling Molecules and Interaction	2.423	2.187	6.845	8.479
Organismal Systems	-Signaling Molecules and Interaction	1.377	1.41	3.148	2.945
-Immune System	-Signaling Molecules and Interaction	0.6552	0.8338	1.251	1.287
-Endocrine System	-Signaling Molecules and Interaction	0.08926	0.07081	0.3545	0.2003
-Circulatory System	-Signaling Molecules and Interaction	0.01271	0.018	0.1071	0.1041
-Digestive System	-Signaling Molecules and Interaction	0.05022	0.04019	0.05287	0.04726
-Excretory System	-Signaling Molecules and Interaction	0.1045	0.1141	0.3203	0.3315
-Nervous System	-Signaling Molecules and Interaction	0.05984	0.05375	0.1071	0.08705
-Sensory System	-Signaling Molecules and Interaction	0	0	0	0
-Development	-Signaling Molecules and Interaction	0.05118	0.03944	0.04727	0.05046
-Environmental Adaptation	-Signaling Molecules and Interaction	0	0	0	0
Human Diseases	-Signaling Molecules and Interaction	1.33	1.313	3.79	3.887
-Cancers	-Signaling Molecules and Interaction	0.2199	0.1879	0.2231	0.2672
-Immune System Diseases	-Signaling Molecules and Interaction	0.01784	0.0153	0.1437	0.1309
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	0.2216	0.2475	0.8421	0.9215
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0.04068	0.02652	0.4216	0.2551
-Metabolic Diseases	-Signaling Molecules and Interaction	0	0	0	0
-Infectious Diseases	-Signaling Molecules and Interaction	0.4617	0.4956	0.9535	1.091
Not Mapped	-Signaling Molecules and Interaction	4.703	4.965	11.24	12.31
-Not Mapped	-Signaling Molecules and Interaction	4.703	4.965	11.24	12.31
TOTAL	Cellular Processes	8.839	9.537	8.904	9.698
MAPPED	Cellular Processes	6.891	7.329	7.365	8.073
Genetic Information Processing	Cellular Processes	2.727	3.011	2.943	3.179
-Transcription	Cellular Processes	0.3491	0.3809	0.3691	0.3755
-Translation	Cellular Processes	0.9511	1.262	0.8255	0.8932
-Folding, Sorting and Degradation	Cellular Processes	0.89	0.8279	1.317	1.384
-DNA Maintenance	Cellular Processes	0.525	0.5288	0.4064	0.471
-RNA Family	Cellular Processes	0	0	0	0
Environmental Information Processing	Cellular Processes	0.2888	0.2946	0.1509	0.1533
-Signal Transduction	Cellular Processes	0.0518	0.05809	0.02405	0.03438
-Signaling Molecules and Interaction	Cellular Processes	0.2195	0.2166	0.09652	0.09396
Cellular Processes	Cellular Processes	1	1	1	1
-Cell structure	Cellular Processes	0	0	0	0
-Crystallins	Cellular Processes	0	0	0	0
-Stress Response	Cellular Processes	0	0	0	0
-Vesicular Transport	Cellular Processes	0.2837	0.3487	0.1577	0.1909
-Cytoskeleton	Cellular Processes	0.4292	0.3691	0.4742	0.4251
-Cell Motility	Cellular Processes	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.08206	0.08082	0.07644	0.08883
-Cell Communication	Cellular Processes	0.07841	0.06525	0.07857	0.08025
Metabolism	Cellular Processes	1.681	1.73	2.158	2.581
-Membrane Transport	Cellular Processes	0.02316	0.02033	0.01274	0.01351
-Central Carbon Metabolism	Cellular Processes	0.1249	0.1126	0.2634	0.3155
-Energy Metabolism	Cellular Processes	0.03922	0.04358	0.1476	0.1917
-Biosynthesis	Cellular Processes	0.3092	0.3279	0.4748	0.5177
-Other Enzymes	Cellular Processes	0.89	0.888	0.8953	1.058
Organismal Systems	Cellular Processes	0.5275	0.5903	0.4007	0.4164
-Immune System	Cellular Processes	0.2528	0.3294	0.1787	0.1944
-Endocrine System	Cellular Processes	0.02237	0.02968	0.05514	0.03082
-Circulatory System	Cellular Processes	0.003923	0.004258	0.01378	0.01412
-Digestive System	Cellular Processes	0.02365	0.0193	0.008223	0.007272
-Excretory System	Cellular Processes	0.03106	0.03027	0.04132	0.04101
-Nervous System	Cellular Processes	0.01314	0.01164	0.01034	0.008179
-Sensory System	Cellular Processes	0	0	0	0
-Development	Cellular Processes	0.01498	0.0135	0.00587	0.006438
-Environmental Adaptation	Cellular Processes	0	0	0	0
Human Diseases	Cellular Processes	0.5111	0.5163	0.5802	0.551
-Cancers	Cellular Processes	0.08542	0.07554	0.03471	0.04112
-Immune System Diseases	Cellular Processes	0.003915	0.003314	0.01429	0.01357
-Neurodegenerative Diseases	Cellular Processes	0.079	0.0847	0.1121	0.1231
-Cardiovascular Diseases	Cellular Processes	0.01398	0.007974	0.0593	0.03514
-Metabolic Diseases	Cellular Processes	0	0	0	0
-Infectious Diseases	Cellular Processes	0.1734	0.1849	0.1166	0.1298
Not Mapped	Cellular Processes	1.948	2.208	1.539	1.625
-Not Mapped	Cellular Processes	1.948	2.208	1.539	1.625
TOTAL	-Cell structure	Inf	Inf	Inf	Inf
MAPPED	-Cell structure	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell structure	Inf	Inf	Inf	Inf
-Transcription	-Cell structure	Inf	Inf	Inf	Inf
-Translation	-Cell structure	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell structure	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell structure	Inf	Inf	Inf	Inf
-RNA Family	-Cell structure	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell structure	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell structure	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell structure	Inf	Inf	Inf	Inf
Cellular Processes	-Cell structure	Inf	Inf	Inf	Inf
-Cell structure	-Cell structure	NaN	NaN	NaN	NaN
-Crystallins	-Cell structure	NaN	NaN	NaN	NaN
-Stress Response	-Cell structure	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell structure	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell structure	Inf	Inf	Inf	Inf
-Cell Motility	-Cell structure	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Cell structure	Inf	Inf	Inf	Inf
-Cell Communication	-Cell structure	Inf	Inf	Inf	Inf
Metabolism	-Cell structure	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell structure	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell structure	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell structure	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell structure	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell structure	Inf	Inf	Inf	Inf
Organismal Systems	-Cell structure	Inf	Inf	Inf	Inf
-Immune System	-Cell structure	Inf	Inf	Inf	Inf
-Endocrine System	-Cell structure	Inf	Inf	Inf	Inf
-Circulatory System	-Cell structure	Inf	Inf	Inf	Inf
-Digestive System	-Cell structure	Inf	Inf	Inf	Inf
-Excretory System	-Cell structure	Inf	Inf	Inf	Inf
-Nervous System	-Cell structure	Inf	Inf	Inf	Inf
-Sensory System	-Cell structure	Inf	Inf	Inf	Inf
-Development	-Cell structure	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell structure	Inf	Inf	Inf	Inf
Human Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Cancers	-Cell structure	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Infectious Diseases	-Cell structure	Inf	Inf	Inf	Inf
Not Mapped	-Cell structure	Inf	Inf	Inf	Inf
-Not Mapped	-Cell structure	Inf	Inf	Inf	Inf
TOTAL	-Crystallins	Inf	Inf	Inf	Inf
MAPPED	-Crystallins	Inf	Inf	Inf	Inf
Genetic Information Processing	-Crystallins	Inf	Inf	Inf	Inf
-Transcription	-Crystallins	Inf	Inf	Inf	Inf
-Translation	-Crystallins	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Crystallins	Inf	Inf	Inf	Inf
-DNA Maintenance	-Crystallins	Inf	Inf	Inf	Inf
-RNA Family	-Crystallins	NaN	NaN	NaN	NaN
Environmental Information Processing	-Crystallins	Inf	Inf	Inf	Inf
-Signal Transduction	-Crystallins	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Crystallins	Inf	Inf	Inf	Inf
Cellular Processes	-Crystallins	Inf	Inf	Inf	Inf
-Cell structure	-Crystallins	NaN	NaN	NaN	NaN
-Crystallins	-Crystallins	NaN	NaN	NaN	NaN
-Stress Response	-Crystallins	NaN	NaN	NaN	NaN
-Vesicular Transport	-Crystallins	Inf	Inf	Inf	Inf
-Cytoskeleton	-Crystallins	Inf	Inf	Inf	Inf
-Cell Motility	-Crystallins	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Crystallins	Inf	Inf	Inf	Inf
-Cell Communication	-Crystallins	Inf	Inf	Inf	Inf
Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Membrane Transport	-Crystallins	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Energy Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Biosynthesis	-Crystallins	Inf	Inf	Inf	Inf
-Other Enzymes	-Crystallins	Inf	Inf	Inf	Inf
Organismal Systems	-Crystallins	Inf	Inf	Inf	Inf
-Immune System	-Crystallins	Inf	Inf	Inf	Inf
-Endocrine System	-Crystallins	Inf	Inf	Inf	Inf
-Circulatory System	-Crystallins	Inf	Inf	Inf	Inf
-Digestive System	-Crystallins	Inf	Inf	Inf	Inf
-Excretory System	-Crystallins	Inf	Inf	Inf	Inf
-Nervous System	-Crystallins	Inf	Inf	Inf	Inf
-Sensory System	-Crystallins	Inf	Inf	Inf	Inf
-Development	-Crystallins	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Crystallins	Inf	Inf	Inf	Inf
Human Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Cancers	-Crystallins	Inf	Inf	Inf	Inf
-Immune System Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Infectious Diseases	-Crystallins	Inf	Inf	Inf	Inf
Not Mapped	-Crystallins	Inf	Inf	Inf	Inf
-Not Mapped	-Crystallins	Inf	Inf	Inf	Inf
TOTAL	-Stress Response	Inf	Inf	Inf	Inf
MAPPED	-Stress Response	Inf	Inf	Inf	Inf
Genetic Information Processing	-Stress Response	Inf	Inf	Inf	Inf
-Transcription	-Stress Response	Inf	Inf	Inf	Inf
-Translation	-Stress Response	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Stress Response	Inf	Inf	Inf	Inf
-DNA Maintenance	-Stress Response	Inf	Inf	Inf	Inf
-RNA Family	-Stress Response	NaN	NaN	NaN	NaN
Environmental Information Processing	-Stress Response	Inf	Inf	Inf	Inf
-Signal Transduction	-Stress Response	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Stress Response	Inf	Inf	Inf	Inf
Cellular Processes	-Stress Response	Inf	Inf	Inf	Inf
-Cell structure	-Stress Response	NaN	NaN	NaN	NaN
-Crystallins	-Stress Response	NaN	NaN	NaN	NaN
-Stress Response	-Stress Response	NaN	NaN	NaN	NaN
-Vesicular Transport	-Stress Response	Inf	Inf	Inf	Inf
-Cytoskeleton	-Stress Response	Inf	Inf	Inf	Inf
-Cell Motility	-Stress Response	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Stress Response	Inf	Inf	Inf	Inf
-Cell Communication	-Stress Response	Inf	Inf	Inf	Inf
Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Membrane Transport	-Stress Response	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Energy Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Biosynthesis	-Stress Response	Inf	Inf	Inf	Inf
-Other Enzymes	-Stress Response	Inf	Inf	Inf	Inf
Organismal Systems	-Stress Response	Inf	Inf	Inf	Inf
-Immune System	-Stress Response	Inf	Inf	Inf	Inf
-Endocrine System	-Stress Response	Inf	Inf	Inf	Inf
-Circulatory System	-Stress Response	Inf	Inf	Inf	Inf
-Digestive System	-Stress Response	Inf	Inf	Inf	Inf
-Excretory System	-Stress Response	Inf	Inf	Inf	Inf
-Nervous System	-Stress Response	Inf	Inf	Inf	Inf
-Sensory System	-Stress Response	Inf	Inf	Inf	Inf
-Development	-Stress Response	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Stress Response	Inf	Inf	Inf	Inf
Human Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Cancers	-Stress Response	Inf	Inf	Inf	Inf
-Immune System Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Infectious Diseases	-Stress Response	Inf	Inf	Inf	Inf
Not Mapped	-Stress Response	Inf	Inf	Inf	Inf
-Not Mapped	-Stress Response	Inf	Inf	Inf	Inf
TOTAL	-Vesicular Transport	25.19	23.73	43.26	41.93
MAPPED	-Vesicular Transport	19.64	18.24	35.78	34.9
Genetic Information Processing	-Vesicular Transport	7.897	7.493	14.3	13.96
-Transcription	-Vesicular Transport	0.9977	0.9029	1.793	1.649
-Translation	-Vesicular Transport	2.785	3.14	4.011	3.923
-Folding, Sorting and Degradation	-Vesicular Transport	2.649	2.06	6.126	5.832
-DNA Maintenance	-Vesicular Transport	1.465	1.255	1.975	2.069
-RNA Family	-Vesicular Transport	0	0	0	0
Environmental Information Processing	-Vesicular Transport	0.8742	0.7331	0.7018	0.6457
-Signal Transduction	-Vesicular Transport	0.1568	0.1446	0.1225	0.1448
-Signaling Molecules and Interaction	-Vesicular Transport	0.658	0.5589	0.469	0.4127
Cellular Processes	-Vesicular Transport	2.625	2.204	4.483	3.909
-Cell structure	-Vesicular Transport	0	0	0	0
-Crystallins	-Vesicular Transport	0	0	0	0
-Stress Response	-Vesicular Transport	0	0	0	0
-Vesicular Transport	-Vesicular Transport	1	1	1	1
-Cytoskeleton	-Vesicular Transport	1.127	0.8136	2.245	1.895
-Cell Motility	-Vesicular Transport	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	0.2364	0.1914	0.3682	0.3737
-Cell Communication	-Vesicular Transport	0.2238	0.1684	0.3817	0.3396
Metabolism	-Vesicular Transport	4.674	4.197	10.97	10.64
-Membrane Transport	-Vesicular Transport	0.07012	0.0506	0.0619	0.05936
-Central Carbon Metabolism	-Vesicular Transport	0.3279	0.2482	1.28	1.386
-Energy Metabolism	-Vesicular Transport	0.1029	0.09605	0.6865	0.8108
-Biosynthesis	-Vesicular Transport	0.9362	0.8161	2.264	2.339
-Other Enzymes	-Vesicular Transport	2.8	2.236	4.614	4.361
Organismal Systems	-Vesicular Transport	1.385	1.372	1.94	1.628
-Immune System	-Vesicular Transport	0.7235	0.7599	0.9142	0.8503
-Endocrine System	-Vesicular Transport	0.05873	0.0654	0.2656	0.1296
-Circulatory System	-Vesicular Transport	0.01336	0.0106	0.06694	0.062
-Digestive System	-Vesicular Transport	0.06637	0.04568	0.03818	0.02991
-Excretory System	-Vesicular Transport	0.08995	0.07	0.2007	0.1624
-Nervous System	-Vesicular Transport	0.04011	0.03004	0.05022	0.03592
-Sensory System	-Vesicular Transport	0	0	0	0
-Development	-Vesicular Transport	0.05279	0.03194	0.02731	0.02635
-Environmental Adaptation	-Vesicular Transport	0	0	0	0
Human Diseases	-Vesicular Transport	1.447	1.222	2.725	2.321
-Cancers	-Vesicular Transport	0.2516	0.194	0.1672	0.173
-Immune System Diseases	-Vesicular Transport	0.01196	0.008551	0.06945	0.05961
-Neurodegenerative Diseases	-Vesicular Transport	0.2216	0.2004	0.5027	0.4813
-Cardiovascular Diseases	-Vesicular Transport	0.04231	0.01984	0.2759	0.148
-Metabolic Diseases	-Vesicular Transport	0	0	0	0
-Infectious Diseases	-Vesicular Transport	0.5295	0.4771	0.5426	0.5466
Not Mapped	-Vesicular Transport	5.553	5.494	7.475	7.027
-Not Mapped	-Vesicular Transport	5.553	5.494	7.475	7.027
TOTAL	-Cytoskeleton	19.23	22.78	15.81	18.42
MAPPED	-Cytoskeleton	14.99	17.5	13.08	15.33
Genetic Information Processing	-Cytoskeleton	5.957	7.189	5.226	6.039
-Transcription	-Cytoskeleton	0.719	0.8715	0.6554	0.7131
-Translation	-Cytoskeleton	2	2.928	1.466	1.696
-Folding, Sorting and Degradation	-Cytoskeleton	1.88	2.007	2.383	2.735
-DNA Maintenance	-Cytoskeleton	1.169	1.288	0.7217	0.8945
-RNA Family	-Cytoskeleton	0	0	0	0
Environmental Information Processing	-Cytoskeleton	0.6427	0.7363	0.2724	0.3022
-Signal Transduction	-Cytoskeleton	0.1153	0.1452	0.03985	0.06039
-Signaling Molecules and Interaction	-Cytoskeleton	0.4615	0.4959	0.1714	0.1785
Cellular Processes	-Cytoskeleton	2.021	2.247	1.657	1.726
-Cell structure	-Cytoskeleton	0	0	0	0
-Crystallins	-Cytoskeleton	0	0	0	0
-Stress Response	-Cytoskeleton	0	0	0	0
-Vesicular Transport	-Cytoskeleton	0.5843	0.7851	0.2868	0.3497
-Cytoskeleton	-Cytoskeleton	1	1	1	1
-Cell Motility	-Cytoskeleton	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	0.1717	0.1851	0.1458	0.1854
-Cell Communication	-Cytoskeleton	0.1648	0.1494	0.1395	0.1524
Metabolism	-Cytoskeleton	3.397	4.035	3.668	4.824
-Membrane Transport	-Cytoskeleton	0.05156	0.05082	0.02262	0.02567
-Central Carbon Metabolism	-Cytoskeleton	0.2911	0.3051	0.4677	0.5992
-Energy Metabolism	-Cytoskeleton	0.09137	0.1181	0.2559	0.3641
-Biosynthesis	-Cytoskeleton	0.6883	0.8197	0.807	0.9064
-Other Enzymes	-Cytoskeleton	1.799	2.072	1.522	1.977
Organismal Systems	-Cytoskeleton	1.096	1.328	0.7115	0.7977
-Immune System	-Cytoskeleton	0.5213	0.74	0.3082	0.3845
-Endocrine System	-Cytoskeleton	0.05213	0.08039	0.1052	0.06618
-Circulatory System	-Cytoskeleton	0.008149	0.01064	0.02447	0.02681
-Digestive System	-Cytoskeleton	0.04948	0.0458	0.01513	0.01479
-Excretory System	-Cytoskeleton	0.06276	0.07061	0.0714	0.0775
-Nervous System	-Cytoskeleton	0.02762	0.02665	0.01835	0.01554
-Sensory System	-Cytoskeleton	0	0	0	0
-Development	-Cytoskeleton	0.03085	0.03202	0.01118	0.01303
-Environmental Adaptation	-Cytoskeleton	0	0	0	0
Human Diseases	-Cytoskeleton	1.058	1.165	0.9611	1.002
-Cancers	-Cytoskeleton	0.1762	0.1697	0.06621	0.08831
-Immune System Diseases	-Cytoskeleton	0.008232	0.007588	0.02538	0.02578
-Neurodegenerative Diseases	-Cytoskeleton	0.1701	0.201	0.1992	0.238
-Cardiovascular Diseases	-Cytoskeleton	0.03111	0.01993	0.1056	0.06792
-Metabolic Diseases	-Cytoskeleton	0	0	0	0
-Infectious Diseases	-Cytoskeleton	0.3646	0.4234	0.2322	0.2884
Not Mapped	-Cytoskeleton	4.238	5.273	2.732	3.087
-Not Mapped	-Cytoskeleton	4.238	5.273	2.732	3.087
TOTAL	-Cell Motility	Inf	Inf	Inf	Inf
MAPPED	-Cell Motility	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Motility	Inf	Inf	Inf	Inf
-Transcription	-Cell Motility	Inf	Inf	Inf	Inf
-Translation	-Cell Motility	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Motility	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell Motility	Inf	Inf	Inf	Inf
-RNA Family	-Cell Motility	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell Motility	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell Motility	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Motility	Inf	Inf	Inf	Inf
Cellular Processes	-Cell Motility	Inf	Inf	Inf	Inf
-Cell structure	-Cell Motility	NaN	NaN	NaN	NaN
-Crystallins	-Cell Motility	NaN	NaN	NaN	NaN
-Stress Response	-Cell Motility	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell Motility	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell Motility	Inf	Inf	Inf	Inf
-Cell Motility	-Cell Motility	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Cell Motility	Inf	Inf	Inf	Inf
-Cell Communication	-Cell Motility	Inf	Inf	Inf	Inf
Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell Motility	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell Motility	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell Motility	Inf	Inf	Inf	Inf
Organismal Systems	-Cell Motility	Inf	Inf	Inf	Inf
-Immune System	-Cell Motility	Inf	Inf	Inf	Inf
-Endocrine System	-Cell Motility	Inf	Inf	Inf	Inf
-Circulatory System	-Cell Motility	Inf	Inf	Inf	Inf
-Digestive System	-Cell Motility	Inf	Inf	Inf	Inf
-Excretory System	-Cell Motility	Inf	Inf	Inf	Inf
-Nervous System	-Cell Motility	Inf	Inf	Inf	Inf
-Sensory System	-Cell Motility	Inf	Inf	Inf	Inf
-Development	-Cell Motility	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell Motility	Inf	Inf	Inf	Inf
Human Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Cancers	-Cell Motility	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Infectious Diseases	-Cell Motility	Inf	Inf	Inf	Inf
Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf
-Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf
TOTAL	-Cell Growth and Death	77.19	89.94	58.39	58.58
MAPPED	-Cell Growth and Death	60.18	69.12	48.3	48.76
Genetic Information Processing	-Cell Growth and Death	23.92	28.39	19.3	19.2
-Transcription	-Cell Growth and Death	2.878	3.316	2.42	2.268
-Translation	-Cell Growth and Death	8.029	11.56	5.413	5.394
-Folding, Sorting and Degradation	-Cell Growth and Death	8.041	8.209	8.798	8.696
-DNA Maintenance	-Cell Growth and Death	4.799	5.088	2.665	2.844
-RNA Family	-Cell Growth and Death	0	0	0	0
Environmental Information Processing	-Cell Growth and Death	2.774	3.036	1.006	0.9609
-Signal Transduction	-Cell Growth and Death	0.4977	0.6261	0.2397	0.2517
-Signaling Molecules and Interaction	-Cell Growth and Death	1.853	1.958	0.6329	0.5675
