Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
-Folding, Sorting and Degradation	-Signal Transduction	7.382	7.406	16.98	14.3
-DNA Maintenance	-Signal Transduction	2.818	3.057	5.234	4.241
-RNA Family	-Signal Transduction	0	0	0	0
Environmental Information Processing	-Signal Transduction	4.068	4.144	2.751	2.34
-Signal Transduction	-Signal Transduction	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	3.068	3.144	1.751	1.34
Cellular Processes	-Signal Transduction	6.531	6.817	6.463	4.959
-Cell structure	-Signal Transduction	0	0	0	0
-Crystallins	-Signal Transduction	0	0	0	0
-Stress Response	-Signal Transduction	0	0	0	0
-Vesicular Transport	-Signal Transduction	2.026	2.727	1.579	1.437
-Cytoskeleton	-Signal Transduction	1.988	1.727	3.158	1.998
-Cell Motility	-Signal Transduction	0	0	0	0
-Cell Growth and Death	-Signal Transduction	0.5405	0.4838	0.826	0.7116
-Cell Communication	-Signal Transduction	0.3716	0.3727	0.4331	0.3666
Metabolism	-Signal Transduction	13.8	14.69	26.48	24.73
-Membrane Transport	-Signal Transduction	0.268	0.2542	0.1326	0.09886
-Central Carbon Metabolism	-Signal Transduction	0.9103	0.8054	2.808	2.447
-Energy Metabolism	-Signal Transduction	0.5397	0.6159	1.753	2.149
-Biosynthesis	-Signal Transduction	3.813	4.561	5.796	5.477
-Other Enzymes	-Signal Transduction	7.7	7.893	11.36	11.14
Organismal Systems	-Signal Transduction	5.203	5.995	6.321	4.094
-Immune System	-Signal Transduction	2.771	3.443	2.049	1.763
-Endocrine System	-Signal Transduction	0.2126	0.2804	1.41	0.4846
-Circulatory System	-Signal Transduction	0.03042	0.05521	0.2903	0.2231
-Digestive System	-Signal Transduction	0.148	0.1415	0.06686	0.04968
-Excretory System	-Signal Transduction	0.1286	0.13	0.2823	0.2123
-Nervous System	-Signal Transduction	0.1634	0.1503	0.1835	0.1335
-Sensory System	-Signal Transduction	0	0	0	0
-Development	-Signal Transduction	0.1517	0.1396	0.0678	0.05161
-Environmental Adaptation	-Signal Transduction	0	0	0	0
Human Diseases	-Signal Transduction	4.353	4.69	6.911	6.203
-Cancers	-Signal Transduction	0.6589	0.6702	0.3901	0.3699
-Immune System Diseases	-Signal Transduction	0.04752	0.04446	0.2497	0.2021
-Neurodegenerative Diseases	-Signal Transduction	1	1.156	2.048	1.72
-Cardiovascular Diseases	-Signal Transduction	0.1539	0.1189	0.5083	0.2148
-Metabolic Diseases	-Signal Transduction	0	0	0	0
-Infectious Diseases	-Signal Transduction	1.489	1.755	1.753	1.919
Not Mapped	-Signal Transduction	23.28	26.09	25.19	20.83
-Not Mapped	-Signal Transduction	23.28	26.09	25.19	20.83
TOTAL	-Signaling Molecules and Interaction	14.87	16.03	49.54	55.01
MAPPED	-Signaling Molecules and Interaction	10.74	11.75	39.25	43.79
Genetic Information Processing	-Signaling Molecules and Interaction	4.189	5.053	15.82	17.14
-Transcription	-Signaling Molecules and Interaction	0.504	0.5364	1.672	1.903
-Translation	-Signaling Molecules and Interaction	1.986	2.913	5.444	6.289
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	1.211	1.119	6.283	6.619
-DNA Maintenance	-Signaling Molecules and Interaction	0.4878	0.4848	1.885	2.204
-RNA Family	-Signaling Molecules and Interaction	0	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1.104	1.106	1.161	1.236
-Signal Transduction	-Signaling Molecules and Interaction	0.1035	0.1056	0.161	0.236
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	1.172	1.195	3.452	3.479
-Cell structure	-Signaling Molecules and Interaction	0	0	0	0
-Crystallins	-Signaling Molecules and Interaction	0	0	0	0
-Stress Response	-Signaling Molecules and Interaction	0	0	0	0
-Vesicular Transport	-Signaling Molecules and Interaction	0.4215	0.491	0.6853	0.7637
-Cytoskeleton	-Signaling Molecules and Interaction	0.589	0.5492	1.699	1.453
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	0.08701	0.08294	0.3092	0.3507
-Cell Communication	-Signaling Molecules and Interaction	0.06829	0.05781	0.2063	0.2252
Metabolism	-Signaling Molecules and Interaction	2.331	2.207	10.75	13.14
-Membrane Transport	-Signaling Molecules and Interaction	0.04136	0.03879	0.07574	0.0738
-Central Carbon Metabolism	-Signaling Molecules and Interaction	0.249	0.2068	1.538	1.802
-Energy Metabolism	-Signaling Molecules and Interaction	0.1421	0.1393	0.8849	1.278
-Biosynthesis	-Signaling Molecules and Interaction	0.5004	0.5073	2.072	2.287
-Other Enzymes	-Signaling Molecules and Interaction	1.352	1.264	5.069	6.189
Organismal Systems	-Signaling Molecules and Interaction	1.015	1.087	2.442	1.992
-Immune System	-Signaling Molecules and Interaction	0.5689	0.7174	0.8466	0.8639
-Endocrine System	-Signaling Molecules and Interaction	0.04968	0.04493	0.583	0.2244
-Circulatory System	-Signaling Molecules and Interaction	0.008183	0.0142	0.1166	0.1121
-Digestive System	-Signaling Molecules and Interaction	0.02428	0.02018	0.02583	0.02417
-Excretory System	-Signaling Molecules and Interaction	0.04192	0.04136	0.1208	0.1302
-Nervous System	-Signaling Molecules and Interaction	0.0466	0.04128	0.07627	0.07075
-Sensory System	-Signaling Molecules and Interaction	0	0	0	0
-Development	-Signaling Molecules and Interaction	0.03517	0.02542	0.02619	0.02511
-Environmental Adaptation	-Signaling Molecules and Interaction	0	0	0	0
Human Diseases	-Signaling Molecules and Interaction	0.7518	0.7941	2.474	2.578
-Cancers	-Signaling Molecules and Interaction	0.08648	0.07078	0.1405	0.1712
-Immune System Diseases	-Signaling Molecules and Interaction	0.01355	0.01221	0.1038	0.09929
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	0.1805	0.2104	0.7911	0.8368
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0.02019	0.01255	0.183	0.09944
-Metabolic Diseases	-Signaling Molecules and Interaction	0	0	0	0
-Infectious Diseases	-Signaling Molecules and Interaction	0.2689	0.3053	0.7116	0.8263
Not Mapped	-Signaling Molecules and Interaction	4.128	4.281	10.29	11.21
-Not Mapped	-Signaling Molecules and Interaction	4.128	4.281	10.29	11.21
TOTAL	Cellular Processes	11	11.68	10.64	11.94
MAPPED	Cellular Processes	7.946	8.561	8.427	9.502
Genetic Information Processing	Cellular Processes	3.158	3.748	3.385	3.737
-Transcription	Cellular Processes	0.3727	0.3965	0.38	0.3942
-Translation	Cellular Processes	1.471	2.124	1.151	1.339
-Folding, Sorting and Degradation	Cellular Processes	0.9187	0.8308	1.292	1.408
-DNA Maintenance	Cellular Processes	0.396	0.3932	0.4082	0.5032
-RNA Family	Cellular Processes	0	0	0	0
Environmental Information Processing	Cellular Processes	0.4605	0.4154	0.2174	0.2248
-Signal Transduction	Cellular Processes	0.0508	0.04812	0.03301	0.04384
-Signaling Molecules and Interaction	Cellular Processes	0.4097	0.3673	0.1594	0.159
Cellular Processes	Cellular Processes	1	1	1	1
-Cell structure	Cellular Processes	0	0	0	0
-Crystallins	Cellular Processes	0	0	0	0
-Stress Response	Cellular Processes	0	0	0	0
-Vesicular Transport	Cellular Processes	0.2937	0.3557	0.1369	0.1664
-Cytoskeleton	Cellular Processes	0.3044	0.2533	0.4887	0.4029
-Cell Motility	Cellular Processes	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.0669	0.05948	0.07552	0.08578
-Cell Communication	Cellular Processes	0.04754	0.03781	0.03887	0.03909
Metabolism	Cellular Processes	1.856	1.809	2.21	2.679
-Membrane Transport	Cellular Processes	0.02598	0.02186	0.02052	0.01994
-Central Carbon Metabolism	Cellular Processes	0.1394	0.1181	0.2451	0.2864
-Energy Metabolism	Cellular Processes	0.07176	0.07286	0.1693	0.2312
-Biosynthesis	Cellular Processes	0.3575	0.3591	0.4525	0.5181
-Other Enzymes	Cellular Processes	0.8609	0.8183	0.8776	1.059
Organismal Systems	Cellular Processes	0.6325	0.6719	0.4602	0.3844
-Immune System	Cellular Processes	0.3839	0.4657	0.1596	0.1667
-Endocrine System	Cellular Processes	0.03254	0.03758	0.1424	0.05488
-Circulatory System	Cellular Processes	0.00441	0.007201	0.02516	0.02583
-Digestive System	Cellular Processes	0.0166	0.0139	0.004868	0.004664
-Excretory System	Cellular Processes	0.01969	0.01907	0.02951	0.03184
-Nervous System	Cellular Processes	0.01957	0.01518	0.01215	0.01125
-Sensory System	Cellular Processes	0	0	0	0
-Development	Cellular Processes	0.01684	0.01372	0.004936	0.004846
-Environmental Adaptation	Cellular Processes	0	0	0	0
Human Diseases	Cellular Processes	0.4884	0.4609	0.5031	0.5824
-Cancers	Cellular Processes	0.07377	0.05922	0.03431	0.04188
-Immune System Diseases	Cellular Processes	0.005691	0.004488	0.01654	0.01702
-Neurodegenerative Diseases	Cellular Processes	0.1122	0.1136	0.1491	0.1615
-Cardiovascular Diseases	Cellular Processes	0.01225	0.005973	0.03957	0.02084
-Metabolic Diseases	Cellular Processes	0	0	0	0
-Infectious Diseases	Cellular Processes	0.1783	0.1772	0.1161	0.1559
Not Mapped	Cellular Processes	3.053	3.119	2.208	2.433
-Not Mapped	Cellular Processes	3.053	3.119	2.208	2.433
TOTAL	-Cell structure	Inf	Inf	Inf	Inf
MAPPED	-Cell structure	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell structure	Inf	Inf	Inf	Inf
-Transcription	-Cell structure	Inf	Inf	Inf	Inf
-Translation	-Cell structure	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell structure	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell structure	Inf	Inf	Inf	Inf
-RNA Family	-Cell structure	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell structure	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell structure	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell structure	Inf	Inf	Inf	Inf
Cellular Processes	-Cell structure	Inf	Inf	Inf	Inf
-Cell structure	-Cell structure	NaN	NaN	NaN	NaN
-Crystallins	-Cell structure	NaN	NaN	NaN	NaN
-Stress Response	-Cell structure	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell structure	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell structure	Inf	Inf	Inf	Inf
-Cell Motility	-Cell structure	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Cell structure	Inf	Inf	Inf	Inf
-Cell Communication	-Cell structure	Inf	Inf	Inf	Inf
Metabolism	-Cell structure	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell structure	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell structure	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell structure	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell structure	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell structure	Inf	Inf	Inf	Inf
Organismal Systems	-Cell structure	Inf	Inf	Inf	Inf
-Immune System	-Cell structure	Inf	Inf	Inf	Inf
-Endocrine System	-Cell structure	Inf	Inf	Inf	Inf
-Circulatory System	-Cell structure	Inf	Inf	Inf	Inf
-Digestive System	-Cell structure	Inf	Inf	Inf	Inf
-Excretory System	-Cell structure	Inf	Inf	Inf	Inf
-Nervous System	-Cell structure	Inf	Inf	Inf	Inf
-Sensory System	-Cell structure	Inf	Inf	Inf	Inf
-Development	-Cell structure	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell structure	Inf	Inf	Inf	Inf
Human Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Cancers	-Cell structure	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Cell structure	Inf	Inf	Inf	Inf
-Infectious Diseases	-Cell structure	Inf	Inf	Inf	Inf
Not Mapped	-Cell structure	Inf	Inf	Inf	Inf
-Not Mapped	-Cell structure	Inf	Inf	Inf	Inf
TOTAL	-Crystallins	Inf	Inf	Inf	Inf
MAPPED	-Crystallins	Inf	Inf	Inf	Inf
Genetic Information Processing	-Crystallins	Inf	Inf	Inf	Inf
-Transcription	-Crystallins	Inf	Inf	Inf	Inf
-Translation	-Crystallins	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Crystallins	Inf	Inf	Inf	Inf
-DNA Maintenance	-Crystallins	Inf	Inf	Inf	Inf
-RNA Family	-Crystallins	NaN	NaN	NaN	NaN
Environmental Information Processing	-Crystallins	Inf	Inf	Inf	Inf
-Signal Transduction	-Crystallins	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Crystallins	Inf	Inf	Inf	Inf
Cellular Processes	-Crystallins	Inf	Inf	Inf	Inf
-Cell structure	-Crystallins	NaN	NaN	NaN	NaN
-Crystallins	-Crystallins	NaN	NaN	NaN	NaN
-Stress Response	-Crystallins	NaN	NaN	NaN	NaN
-Vesicular Transport	-Crystallins	Inf	Inf	Inf	Inf
-Cytoskeleton	-Crystallins	Inf	Inf	Inf	Inf
-Cell Motility	-Crystallins	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Crystallins	Inf	Inf	Inf	Inf
-Cell Communication	-Crystallins	Inf	Inf	Inf	Inf
Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Membrane Transport	-Crystallins	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Energy Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Biosynthesis	-Crystallins	Inf	Inf	Inf	Inf
-Other Enzymes	-Crystallins	Inf	Inf	Inf	Inf
Organismal Systems	-Crystallins	Inf	Inf	Inf	Inf
-Immune System	-Crystallins	Inf	Inf	Inf	Inf
-Endocrine System	-Crystallins	Inf	Inf	Inf	Inf
-Circulatory System	-Crystallins	Inf	Inf	Inf	Inf
-Digestive System	-Crystallins	Inf	Inf	Inf	Inf
-Excretory System	-Crystallins	Inf	Inf	Inf	Inf
-Nervous System	-Crystallins	Inf	Inf	Inf	Inf
-Sensory System	-Crystallins	Inf	Inf	Inf	Inf
-Development	-Crystallins	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Crystallins	Inf	Inf	Inf	Inf
Human Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Cancers	-Crystallins	Inf	Inf	Inf	Inf
-Immune System Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Infectious Diseases	-Crystallins	Inf	Inf	Inf	Inf
Not Mapped	-Crystallins	Inf	Inf	Inf	Inf
-Not Mapped	-Crystallins	Inf	Inf	Inf	Inf
TOTAL	-Stress Response	Inf	Inf	Inf	Inf
MAPPED	-Stress Response	Inf	Inf	Inf	Inf
Genetic Information Processing	-Stress Response	Inf	Inf	Inf	Inf
-Transcription	-Stress Response	Inf	Inf	Inf	Inf
-Translation	-Stress Response	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Stress Response	Inf	Inf	Inf	Inf
-DNA Maintenance	-Stress Response	Inf	Inf	Inf	Inf
-RNA Family	-Stress Response	NaN	NaN	NaN	NaN
Environmental Information Processing	-Stress Response	Inf	Inf	Inf	Inf
-Signal Transduction	-Stress Response	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Stress Response	Inf	Inf	Inf	Inf
Cellular Processes	-Stress Response	Inf	Inf	Inf	Inf
-Cell structure	-Stress Response	NaN	NaN	NaN	NaN
-Crystallins	-Stress Response	NaN	NaN	NaN	NaN
-Stress Response	-Stress Response	NaN	NaN	NaN	NaN
-Vesicular Transport	-Stress Response	Inf	Inf	Inf	Inf
-Cytoskeleton	-Stress Response	Inf	Inf	Inf	Inf
-Cell Motility	-Stress Response	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Stress Response	Inf	Inf	Inf	Inf
-Cell Communication	-Stress Response	Inf	Inf	Inf	Inf
Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Membrane Transport	-Stress Response	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Energy Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Biosynthesis	-Stress Response	Inf	Inf	Inf	Inf
-Other Enzymes	-Stress Response	Inf	Inf	Inf	Inf
Organismal Systems	-Stress Response	Inf	Inf	Inf	Inf
-Immune System	-Stress Response	Inf	Inf	Inf	Inf
-Endocrine System	-Stress Response	Inf	Inf	Inf	Inf
-Circulatory System	-Stress Response	Inf	Inf	Inf	Inf
-Digestive System	-Stress Response	Inf	Inf	Inf	Inf
-Excretory System	-Stress Response	Inf	Inf	Inf	Inf
-Nervous System	-Stress Response	Inf	Inf	Inf	Inf
-Sensory System	-Stress Response	Inf	Inf	Inf	Inf
-Development	-Stress Response	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Stress Response	Inf	Inf	Inf	Inf
Human Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Cancers	-Stress Response	Inf	Inf	Inf	Inf
-Immune System Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Infectious Diseases	-Stress Response	Inf	Inf	Inf	Inf
Not Mapped	-Stress Response	Inf	Inf	Inf	Inf
-Not Mapped	-Stress Response	Inf	Inf	Inf	Inf
TOTAL	-Vesicular Transport	23.1	23.08	46.51	39.18
MAPPED	-Vesicular Transport	16.69	16.91	36.86	31.19
Genetic Information Processing	-Vesicular Transport	6.7	7.429	14.29	12.68
-Transcription	-Vesicular Transport	0.7609	0.7185	1.604	1.255
-Translation	-Vesicular Transport	3.13	4.239	5.13	4.417
-Folding, Sorting and Degradation	-Vesicular Transport	2.033	1.749	5.454	4.777
-DNA Maintenance	-Vesicular Transport	0.776	0.7219	1.891	1.722
-RNA Family	-Vesicular Transport	0	0	0	0
Environmental Information Processing	-Vesicular Transport	1.12	0.9167	0.9153	0.7591
-Signal Transduction	-Vesicular Transport	0.1282	0.1062	0.139	0.148
-Signaling Molecules and Interaction	-Vesicular Transport	0.8449	0.7425	0.7276	0.5365
Cellular Processes	-Vesicular Transport	1.799	1.61	3.159	2.634
-Cell structure	-Vesicular Transport	0	0	0	0
-Crystallins	-Vesicular Transport	0	0	0	0
-Stress Response	-Vesicular Transport	0	0	0	0
-Vesicular Transport	-Vesicular Transport	1	1	1	1
-Cytoskeleton	-Vesicular Transport	0.5475	0.4078	1.544	1.061
-Cell Motility	-Vesicular Transport	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	0.1488	0.1143	0.331	0.2821
-Cell Communication	-Vesicular Transport	0.1023	0.08358	0.1641	0.1244
Metabolism	-Vesicular Transport	3.799	3.469	9.328	8.527
-Membrane Transport	-Vesicular Transport	0.06558	0.04823	0.06483	0.05251
-Central Carbon Metabolism	-Vesicular Transport	0.2507	0.1902	1.373	1.3
-Energy Metabolism	-Vesicular Transport	0.1486	0.1455	0.7128	0.7807
-Biosynthesis	-Vesicular Transport	0.9022	0.7923	1.911	1.758
-Other Enzymes	-Vesicular Transport	2.12	1.767	3.704	3.37
Organismal Systems	-Vesicular Transport	1.433	1.416	1.943	1.304
-Immune System	-Vesicular Transport	0.7632	0.8132	0.6737	0.5655
-Endocrine System	-Vesicular Transport	0.05854	0.06622	0.6131	0.1805
-Circulatory System	-Vesicular Transport	0.01502	0.0185	0.1367	0.1093
-Digestive System	-Vesicular Transport	0.04153	0.03073	0.02055	0.01582
-Excretory System	-Vesicular Transport	0.03542	0.03071	0.1293	0.1047
-Nervous System	-Vesicular Transport	0.06211	0.03941	0.07613	0.05561
-Sensory System	-Vesicular Transport	0	0	0	0
-Development	-Vesicular Transport	0.05449	0.03033	0.02084	0.01644
-Environmental Adaptation	-Vesicular Transport	0	0	0	0
Human Diseases	-Vesicular Transport	1.222	1.019	2.124	1.976
-Cancers	-Vesicular Transport	0.2052	0.1442	0.1504	0.1377
-Immune System Diseases	-Vesicular Transport	0.01806	0.01166	0.1036	0.08418
-Neurodegenerative Diseases	-Vesicular Transport	0.2807	0.2511	0.6295	0.5477
-Cardiovascular Diseases	-Vesicular Transport	0.03091	0.01318	0.1666	0.06639
-Metabolic Diseases	-Vesicular Transport	0	0	0	0
-Infectious Diseases	-Vesicular Transport	0.4593	0.4007	0.5939	0.5263
Not Mapped	-Vesicular Transport	6.412	6.163	9.657	7.986
-Not Mapped	-Vesicular Transport	6.412	6.163	9.657	7.986
TOTAL	-Cytoskeleton	25.02	28.28	17.12	21.32
MAPPED	-Cytoskeleton	18.07	20.73	13.56	16.97
Genetic Information Processing	-Cytoskeleton	7.113	9.102	5.673	7.134
-Transcription	-Cytoskeleton	0.8039	0.8996	0.6432	0.741
-Translation	-Cytoskeleton	3.246	5.092	1.853	2.386
-Folding, Sorting and Degradation	-Cytoskeleton	2.056	2.015	2.212	2.742
-DNA Maintenance	-Cytoskeleton	0.8283	0.8733	0.657	0.8967
-RNA Family	-Cytoskeleton	0	0	0	0
Environmental Information Processing	-Cytoskeleton	1.06	1.021	0.363	0.4334
-Signal Transduction	-Cytoskeleton	0.117	0.1183	0.05965	0.0932
-Signaling Molecules and Interaction	-Cytoskeleton	0.8776	0.8236	0.2565	0.2833
Cellular Processes	-Cytoskeleton	1.978	2.122	1.491	1.61
-Cell structure	-Cytoskeleton	0	0	0	0
-Crystallins	-Cytoskeleton	0	0	0	0
-Stress Response	-Cytoskeleton	0	0	0	0
-Vesicular Transport	-Cytoskeleton	0.607	0.7768	0.2205	0.2975
-Cytoskeleton	-Cytoskeleton	1	1	1	1
-Cell Motility	-Cytoskeleton	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	0.1323	0.1265	0.1209	0.1604
-Cell Communication	-Cytoskeleton	0.1063	0.08982	0.06657	0.08247
Metabolism	-Cytoskeleton	3.957	3.975	3.961	5.442
-Membrane Transport	-Cytoskeleton	0.05982	0.05374	0.03421	0.03715
-Central Carbon Metabolism	-Cytoskeleton	0.3371	0.324	0.3945	0.5104
-Energy Metabolism	-Cytoskeleton	0.1653	0.1787	0.3019	0.4438
-Biosynthesis	-Cytoskeleton	0.823	0.8828	0.7749	0.9873
-Other Enzymes	-Cytoskeleton	1.983	2.082	1.573	2.234
Organismal Systems	-Cytoskeleton	1.414	1.596	0.788	0.7485
-Immune System	-Cytoskeleton	0.8583	1.094	0.2732	0.3245
-Endocrine System	-Cytoskeleton	0.08436	0.08093	0.228	0.1034
-Circulatory System	-Cytoskeleton	0.009114	0.01572	0.04054	0.04619
-Digestive System	-Cytoskeleton	0.03711	0.03303	0.008336	0.009082
-Excretory System	-Cytoskeleton	0.06469	0.07531	0.04725	0.06
-Nervous System	-Cytoskeleton	0.04089	0.034	0.01956	0.02004
-Sensory System	-Cytoskeleton	0	0	0	0
-Development	-Cytoskeleton	0.03339	0.0326	0.008453	0.009435
-Environmental Adaptation	-Cytoskeleton	0	0	0	0
Human Diseases	-Cytoskeleton	1.092	1.095	0.8616	1.113
-Cancers	-Cytoskeleton	0.1468	0.1275	0.05494	0.07892
-Immune System Diseases	-Cytoskeleton	0.01189	0.01006	0.02662	0.03033
-Neurodegenerative Diseases	-Cytoskeleton	0.2509	0.2698	0.2553	0.3144
-Cardiovascular Diseases	-Cytoskeleton	0.0282	0.01468	0.07149	0.04401
-Metabolic Diseases	-Cytoskeleton	0	0	0	0
-Infectious Diseases	-Cytoskeleton	0.3726	0.397	0.1868	0.3078
Not Mapped	-Cytoskeleton	6.944	7.553	3.554	4.345
-Not Mapped	-Cytoskeleton	6.944	7.553	3.554	4.345
TOTAL	-Cell Motility	Inf	Inf	Inf	Inf
MAPPED	-Cell Motility	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Motility	Inf	Inf	Inf	Inf
-Transcription	-Cell Motility	Inf	Inf	Inf	Inf
-Translation	-Cell Motility	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Motility	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell Motility	Inf	Inf	Inf	Inf
-RNA Family	-Cell Motility	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell Motility	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell Motility	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Motility	Inf	Inf	Inf	Inf
Cellular Processes	-Cell Motility	Inf	Inf	Inf	Inf
-Cell structure	-Cell Motility	NaN	NaN	NaN	NaN
-Crystallins	-Cell Motility	NaN	NaN	NaN	NaN
-Stress Response	-Cell Motility	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell Motility	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell Motility	Inf	Inf	Inf	Inf
-Cell Motility	-Cell Motility	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Cell Motility	Inf	Inf	Inf	Inf
-Cell Communication	-Cell Motility	Inf	Inf	Inf	Inf
Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell Motility	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell Motility	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell Motility	Inf	Inf	Inf	Inf
Organismal Systems	-Cell Motility	Inf	Inf	Inf	Inf
-Immune System	-Cell Motility	Inf	Inf	Inf	Inf
-Endocrine System	-Cell Motility	Inf	Inf	Inf	Inf
-Circulatory System	-Cell Motility	Inf	Inf	Inf	Inf
-Digestive System	-Cell Motility	Inf	Inf	Inf	Inf
-Excretory System	-Cell Motility	Inf	Inf	Inf	Inf
-Nervous System	-Cell Motility	Inf	Inf	Inf	Inf
-Sensory System	-Cell Motility	Inf	Inf	Inf	Inf
-Development	-Cell Motility	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell Motility	Inf	Inf	Inf	Inf
Human Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Cancers	-Cell Motility	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Infectious Diseases	-Cell Motility	Inf	Inf	Inf	Inf
Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf
-Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf
TOTAL	-Cell Growth and Death	90.8	116.9	63.27	65.35
MAPPED	-Cell Growth and Death	65.59	85.71	50.13	52.03
Genetic Information Processing	-Cell Growth and Death	25.56	36.86	19.35	20.18
-Transcription	-Cell Growth and Death	2.946	3.741	2.087	2.192
-Translation	-Cell Growth and Death	12.14	21.35	6.85	7.316
-Folding, Sorting and Degradation	-Cell Growth and Death	7.433	8.243	7.642	7.924
-DNA Maintenance	-Cell Growth and Death	3.024	3.535	2.429	2.68
-RNA Family	-Cell Growth and Death	0	0	0	0
Environmental Information Processing	-Cell Growth and Death	4.141	4.524	1.342	1.329
-Signal Transduction	-Cell Growth and Death	0.4624	0.5526	0.22	0.2643
-Signaling Molecules and Interaction	-Cell Growth and Death	3.222	3.55	0.948	0.8684
