Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1	1	1	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.4536	0.1953	0.1349	0.06221	0.182	0.2046	0.3203	0.3321	0.4633	0.418	0.4713	0.259
-RNA Family	-Folding, Sorting and Degradation	0	3.361e-10	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.04668	0.07016	0.06771	0.04938	0.05657	0.05698	0.1783	0.1683	0.2554	0.2424	0.1712	0.1715
-Signal Transduction	-Folding, Sorting and Degradation	0.003453	0.07016	0.02464	0.01791	0.03373	0.03512	0.08365	0.08651	0.1102	0.1004	0.07931	0.04913
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.04322	1.344e-09	0.04307	0.03148	0.02284	0.02186	0.0947	0.08177	0.1452	0.1419	0.09191	0.1224
Cellular Processes	-Folding, Sorting and Degradation	0.2923	0.1361	0.1451	0.1478	0.3308	0.3509	0.5774	0.5277	0.887	1.081	1.884	1.264
-Hemoglobin	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	1.046e-05	1.619e-05	0	8.925e-05
-Vesicular Transport	-Folding, Sorting and Degradation	0	3.361e-10	0.06411	0.06296	0.08106	0.0919	0.1304	0.1401	0.1167	0.128	0.09425	0.1251
-Cytoskeleton	-Folding, Sorting and Degradation	0.1278	0.04186	0.02553	0.04299	0.02979	0.03341	0.3592	0.3003	0.6645	0.8077	1.637	1.037
-Cell Motility	-Folding, Sorting and Degradation	0	0.06823	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Folding, Sorting and Degradation	0.1645	0.02597	0.05545	0.04184	0.2199	0.2256	0.03726	0.0345	0.04436	0.05305	0.03811	0.04984
-Cell Communication	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.05059	0.05282	0.0615	0.0918	0.1142	0.05221
Metabolism	-Folding, Sorting and Degradation	3.104	6.854	3.45	3.727	3.731	4.611	1.177	1.287	1.1	0.9709	1.144	1.37
-Membrane Transport	-Folding, Sorting and Degradation	0.3192	0.7828	0.0634	0.02431	0.06288	0.04011	0.002489	0.002649	0.01318	0.007196	0.006669	0.001995
-Central Carbon Metabolism	-Folding, Sorting and Degradation	1.6	2.372	1.685	1.682	2.018	2.29	0.6409	0.7424	0.4598	0.4528	0.5487	0.9252
-Energy Metabolism	-Folding, Sorting and Degradation	0.3272	0.3223	0.205	0.2235	0.159	0.1871	0.1753	0.1611	0.1142	0.07939	0.09023	0.03692
-Biosynthesis	-Folding, Sorting and Degradation	0.4116	2.91	1.285	1.625	1.248	1.872	0.246	0.2644	0.3653	0.3038	0.3891	0.281
-Other Enzymes	-Folding, Sorting and Degradation	0.4463	0.4667	0.2125	0.1718	0.244	0.2215	0.1126	0.1166	0.1478	0.1277	0.1089	0.125
Organismal Systems	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.0768	0.07013	0.04115	0.05456	0.0356	0.04094
-Immune System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.03431	0.04111	0.008145	0.00563	0.001826	0.002289
-Endocrine System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.02032	0.007814	0.005376	0.01105	0.00188	0.01442
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.006073	0.005236	0.01333	0.02347	0.008495	0.003018
-Digestive System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.0005452	0.0004613	0.006774	0.004855	0.007525	0.006217
-Excretory System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.01217	0.01194	0.003617	0.004133	0.00526	0.008063
-Nervous System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.001029	0.001261	0.0001906	0.0003494	0.0009472	0.00229
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.00235	0.002315	0.00371	0.005069	0.009534	0.004603
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0.0001298	3.811e-05
Human Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.02453	0.02508	0.0286	0.02814	0.01748	0.01338
-Cancers	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.004873	0.004895	0.01124	0.01091	0.004891	0.005766
-Immune System Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.008139	0.006699	0.003809	0.005822	0.001728	0.003926
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.00564	0.007838	0.007176	0.005334	0.002716	0.0007515
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.0007805	0.0006786	0.002834	0.001642	0.003455	0.0003958
-Infectious Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0.005099	0.004968	0.003535	0.004434	0.004694	0.002543
Not Mapped	-Folding, Sorting and Degradation	1.346	1.178	0.9808	0.5649	1.28	1.4	0.9111	0.8889	1.198	1.171	0.8372	0.6015
-Not Mapped	-Folding, Sorting and Degradation	1.346	1.178	0.9808	0.5649	1.28	1.4	0.9111	0.8889	1.198	1.171	0.8372	0.6015
TOTAL	-DNA Maintenance	16.5	65.51	58	114.4	48.23	47.47	16.09	15.59	13.66	14.68	13.54	22.4
MAPPED	-DNA Maintenance	13.53	59.48	50.73	105.3	41.19	40.63	13.25	12.91	11.08	11.88	11.76	20.08
Genetic Information Processing	-DNA Maintenance	5.943	23.33	23.58	42.22	18.56	16.09	6.895	6.654	6.084	6.195	4.862	9.032
-Transcription	-DNA Maintenance	0.6717	2.318	0.9814	1.03	0.907	0.7574	0.893	0.8539	0.7362	0.6613	0.572	0.9939
-Translation	-DNA Maintenance	2.067	14.89	14.19	24.12	11.16	9.444	1.88	1.79	2.189	2.141	1.168	3.177
-Folding, Sorting and Degradation	-DNA Maintenance	2.204	5.12	7.411	16.08	5.495	4.888	3.122	3.011	2.159	2.392	2.122	3.862
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1	1	1	1	1	1	1	1
-RNA Family	-DNA Maintenance	0	1.721e-09	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-DNA Maintenance	0.1029	0.3592	0.5018	0.7939	0.3109	0.2786	0.5568	0.5066	0.5513	0.5798	0.3633	0.6622
-Signal Transduction	-DNA Maintenance	0.007613	0.3592	0.1826	0.2879	0.1853	0.1717	0.2612	0.2605	0.2379	0.2402	0.1683	0.1897
-Signaling Molecules and Interaction	-DNA Maintenance	0.09528	6.882e-09	0.3192	0.506	0.1255	0.1069	0.2957	0.2462	0.3134	0.3396	0.195	0.4725
Cellular Processes	-DNA Maintenance	0.6444	0.6966	1.075	2.376	1.818	1.715	1.803	1.589	1.915	2.585	3.997	4.88
-Hemoglobin	-DNA Maintenance	0	0	0	0	0	0	0	0	2.258e-05	3.872e-05	0	0.0003447
-Vesicular Transport	-DNA Maintenance	0	1.721e-09	0.4751	1.012	0.4454	0.4492	0.4071	0.4218	0.2519	0.3063	0.2	0.483
-Cytoskeleton	-DNA Maintenance	0.2817	0.2143	0.1892	0.691	0.1637	0.1633	1.121	0.904	1.434	1.932	3.474	4.003
-Cell Motility	-DNA Maintenance	0	0.3493	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-DNA Maintenance	0.3627	0.1329	0.4109	0.6725	1.208	1.103	0.1163	0.1039	0.09575	0.1269	0.08087	0.1925
-Cell Communication	-DNA Maintenance	0	0	0	0	0	0	0.1579	0.159	0.1327	0.2196	0.2423	0.2016
Metabolism	-DNA Maintenance	6.843	35.09	25.57	59.91	20.5	22.54	3.675	3.875	2.375	2.323	2.427	5.291
-Membrane Transport	-DNA Maintenance	0.7035	4.008	0.4699	0.3907	0.3455	0.1961	0.00777	0.007975	0.02846	0.01722	0.01415	0.007705
-Central Carbon Metabolism	-DNA Maintenance	3.528	12.15	12.49	27.04	11.09	11.2	2.001	2.235	0.9926	1.083	1.164	3.573
-Energy Metabolism	-DNA Maintenance	0.7212	1.65	1.519	3.592	0.8739	0.9149	0.5473	0.4851	0.2465	0.1899	0.1915	0.1426
-Biosynthesis	-DNA Maintenance	0.9073	14.9	9.522	26.12	6.855	9.151	0.768	0.7959	0.7884	0.7268	0.8257	1.085
-Other Enzymes	-DNA Maintenance	0.9838	2.389	1.574	2.761	1.341	1.083	0.3515	0.3509	0.319	0.3056	0.2311	0.4829
Organismal Systems	-DNA Maintenance	0	0	0	0	0	0	0.2398	0.2112	0.08882	0.1305	0.07553	0.1581
-Immune System	-DNA Maintenance	0	0	0	0	0	0	0.1071	0.1238	0.01758	0.01347	0.003874	0.008838
-Endocrine System	-DNA Maintenance	0	0	0	0	0	0	0.06345	0.02353	0.0116	0.02644	0.00399	0.05568
-Circulatory System	-DNA Maintenance	0	0	0	0	0	0	0.01896	0.01576	0.02878	0.05614	0.01802	0.01166
-Digestive System	-DNA Maintenance	0	0	0	0	0	0	0.001702	0.001389	0.01462	0.01161	0.01597	0.02401
-Excretory System	-DNA Maintenance	0	0	0	0	0	0	0.03799	0.03594	0.007808	0.009887	0.01116	0.03113
-Nervous System	-DNA Maintenance	0	0	0	0	0	0	0.003214	0.003796	0.0004114	0.0008358	0.00201	0.008844
-Sensory System	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-DNA Maintenance	0	0	0	0	0	0	0.007339	0.006971	0.008009	0.01213	0.02023	0.01778
-Environmental Adaptation	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0.0002753	0.0001472
Human Diseases	-DNA Maintenance	0	0	0	0	0	0	0.07659	0.07551	0.06172	0.06733	0.0371	0.05167
-Cancers	-DNA Maintenance	0	0	0	0	0	0	0.01522	0.01474	0.02426	0.0261	0.01038	0.02226
-Immune System Diseases	-DNA Maintenance	0	0	0	0	0	0	0.02541	0.02017	0.008222	0.01393	0.003667	0.01516
-Neurodegenerative Diseases	-DNA Maintenance	0	0	0	0	0	0	0.01761	0.0236	0.01549	0.01276	0.005762	0.002902
-Cardiovascular Diseases	-DNA Maintenance	0	0	0	0	0	0	0.002437	0.002043	0.006118	0.003929	0.007332	0.001529
-Infectious Diseases	-DNA Maintenance	0	0	0	0	0	0	0.01592	0.01496	0.00763	0.01061	0.00996	0.009819
Not Mapped	-DNA Maintenance	2.967	6.034	7.269	9.08	7.036	6.846	2.845	2.676	2.587	2.802	1.777	2.323
-Not Mapped	-DNA Maintenance	2.967	6.034	7.269	9.08	7.036	6.846	2.845	2.676	2.587	2.802	1.777	2.323
TOTAL	-RNA Family	Inf	3.807e+10	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	3.457e+10	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	1.356e+10	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	1.348e+09	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-RNA Family	Inf	8.653e+09	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	2.976e+09	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	5.812e+08	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	2.088e+08	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	2.088e+08	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	Inf	4	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-RNA Family	Inf	4.049e+08	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	NaN	Inf
-Vesicular Transport	-RNA Family	NaN	1	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-RNA Family	Inf	1.246e+08	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-RNA Family	NaN	2.03e+08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cell Growth and Death	-RNA Family	Inf	77270000	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
Metabolism	-RNA Family	Inf	2.04e+10	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	2.329e+09	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	7.059e+09	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	9.591e+08	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	8.66e+09	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	1.389e+09	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Endocrine System	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Circulatory System	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Digestive System	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Excretory System	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Nervous System	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Sensory System	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Environmental Adaptation	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf
Human Diseases	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System Diseases	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Infectious Diseases	-RNA Family	NaN	0	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-RNA Family	Inf	3.507e+09	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	3.507e+09	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	Environmental Information Processing	160.4	182.4	115.6	144.1	155.1	170.4	28.9	30.77	24.78	25.32	37.26	33.82
MAPPED	Environmental Information Processing	131.5	165.6	101.1	132.6	132.5	145.8	23.79	25.48	20.09	20.49	32.37	30.32
Genetic Information Processing	Environmental Information Processing	57.76	64.94	46.99	53.19	59.71	57.76	12.38	13.13	11.04	10.68	13.38	13.64
-Transcription	Environmental Information Processing	6.528	6.454	1.956	1.298	2.918	2.719	1.604	1.685	1.335	1.141	1.574	1.501
-Translation	Environmental Information Processing	20.09	41.45	28.28	30.38	35.9	33.9	3.376	3.533	3.971	3.694	3.216	4.798
-Folding, Sorting and Degradation	Environmental Information Processing	21.42	14.25	14.77	20.25	17.68	17.55	5.607	5.943	3.915	4.126	5.841	5.831
-DNA Maintenance	Environmental Information Processing	9.719	2.784	1.993	1.26	3.217	3.59	1.796	1.974	1.814	1.725	2.753	1.51
-RNA Family	Environmental Information Processing	0	4.79e-09	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1	1	1	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.07399	1	0.3639	0.3626	0.5962	0.6164	0.469	0.5141	0.4316	0.4143	0.4632	0.2865
-Signaling Molecules and Interaction	Environmental Information Processing	0.926	1.916e-08	0.6361	0.6374	0.4038	0.3836	0.531	0.4859	0.5684	0.5857	0.5368	0.7135
Cellular Processes	Environmental Information Processing	6.263	1.939	2.143	2.992	5.847	6.158	3.238	3.136	3.473	4.459	11	7.37
-Hemoglobin	Environmental Information Processing	0	0	0	0	0	0	0	0	4.095e-05	6.678e-05	0	0.0005205
-Vesicular Transport	Environmental Information Processing	0	4.79e-09	0.9468	1.275	1.433	1.613	0.7311	0.8326	0.457	0.5283	0.5505	0.7294
-Cytoskeleton	Environmental Information Processing	2.738	0.5966	0.3771	0.8705	0.5265	0.5863	2.014	1.784	2.602	3.333	9.561	6.045
-Cell Motility	Environmental Information Processing	0	0.9725	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Environmental Information Processing	3.525	0.3701	0.819	0.8472	3.887	3.959	0.2089	0.205	0.1737	0.2189	0.2226	0.2906
-Cell Communication	Environmental Information Processing	0	0	0	0	0	0	0.2837	0.3139	0.2408	0.3788	0.6669	0.3045
Metabolism	Environmental Information Processing	66.51	97.69	50.96	75.46	65.96	80.92	6.601	7.649	4.308	4.006	6.679	7.99
-Membrane Transport	Environmental Information Processing	6.838	11.16	0.9364	0.4922	1.112	0.7038	0.01395	0.01574	0.05162	0.02969	0.03895	0.01164
-Central Carbon Metabolism	Environmental Information Processing	34.28	33.81	24.88	34.06	35.67	40.19	3.594	4.412	1.8	1.868	3.205	5.395
-Energy Metabolism	Environmental Information Processing	7.009	4.594	3.028	4.525	2.811	3.284	0.9829	0.9575	0.4472	0.3276	0.527	0.2153
-Biosynthesis	Environmental Information Processing	8.818	41.48	18.98	32.91	22.05	32.85	1.379	1.571	1.43	1.254	2.273	1.638
-Other Enzymes	Environmental Information Processing	9.562	6.651	3.138	3.478	4.313	3.887	0.6312	0.6926	0.5787	0.527	0.6362	0.7292
Organismal Systems	Environmental Information Processing	0	0	0	0	0	0	0.4306	0.4168	0.1611	0.2251	0.2079	0.2387
-Immune System	Environmental Information Processing	0	0	0	0	0	0	0.1924	0.2443	0.03189	0.02323	0.01066	0.01335
-Endocrine System	Environmental Information Processing	0	0	0	0	0	0	0.114	0.04643	0.02105	0.0456	0.01098	0.08408
-Circulatory System	Environmental Information Processing	0	0	0	0	0	0	0.03405	0.03112	0.05221	0.09683	0.04961	0.0176
-Digestive System	Environmental Information Processing	0	0	0	0	0	0	0.003057	0.002741	0.02652	0.02003	0.04395	0.03625
-Excretory System	Environmental Information Processing	0	0	0	0	0	0	0.06823	0.07093	0.01416	0.01705	0.03072	0.04702
-Nervous System	Environmental Information Processing	0	0	0	0	0	0	0.005772	0.007492	0.0007463	0.001441	0.005532	0.01336
-Sensory System	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0
-Development	Environmental Information Processing	0	0	0	0	0	0	0.01318	0.01376	0.01453	0.02092	0.05568	0.02684
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0.0007579	0.0002222
Human Diseases	Environmental Information Processing	0	0	0	0	0	0	0.1376	0.149	0.112	0.1161	0.1021	0.07803
-Cancers	Environmental Information Processing	0	0	0	0	0	0	0.02733	0.02909	0.04401	0.04502	0.02857	0.03362
-Immune System Diseases	Environmental Information Processing	0	0	0	0	0	0	0.04564	0.03981	0.01492	0.02402	0.01009	0.02289
-Neurodegenerative Diseases	Environmental Information Processing	0	0	0	0	0	0	0.03163	0.04658	0.0281	0.02201	0.01586	0.004382
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0	0	0	0.004376	0.004033	0.0111	0.006777	0.02018	0.002308
-Infectious Diseases	Environmental Information Processing	0	0	0	0	0	0	0.02859	0.02952	0.01384	0.0183	0.02742	0.01483
Not Mapped	Environmental Information Processing	28.84	16.8	14.49	11.44	22.63	24.57	5.109	5.282	4.692	4.832	4.89	3.507
-Not Mapped	Environmental Information Processing	28.84	16.8	14.49	11.44	22.63	24.57	5.109	5.282	4.692	4.832	4.89	3.507
TOTAL	-Signal Transduction	2168	182.4	317.6	397.3	260.2	276.5	61.61	59.85	57.42	61.12	80.45	118.1
MAPPED	-Signal Transduction	1778	165.6	277.8	365.8	222.3	236.6	50.72	49.57	46.55	49.45	69.89	105.8
Genetic Information Processing	-Signal Transduction	780.6	64.94	129.1	146.7	100.1	93.71	26.4	25.55	25.57	25.79	28.89	47.61
-Transcription	-Signal Transduction	88.23	6.454	5.375	3.579	4.894	4.411	3.419	3.278	3.094	2.753	3.399	5.238
-Translation	-Signal Transduction	271.5	41.45	77.7	83.78	60.21	55	7.198	6.872	9.201	8.914	6.942	16.74
-Folding, Sorting and Degradation	-Signal Transduction	289.6	14.25	40.59	55.84	29.65	28.47	11.95	11.56	9.072	9.958	12.61	20.35
-DNA Maintenance	-Signal Transduction	131.4	2.784	5.476	3.474	5.395	5.824	3.829	3.839	4.203	4.163	5.942	5.271
-RNA Family	-Signal Transduction	0	4.79e-09	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Signal Transduction	13.52	1	2.748	2.758	1.677	1.622	2.132	1.945	2.317	2.413	2.159	3.49
-Signal Transduction	-Signal Transduction	1	1	1	1	1	1	1	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	12.52	1.916e-08	1.748	1.758	0.6773	0.6223	1.132	0.9452	1.317	1.413	1.159	2.49
Cellular Processes	-Signal Transduction	84.65	1.939	5.889	8.252	9.807	9.99	6.903	6.1	8.048	10.76	23.75	25.72
-Hemoglobin	-Signal Transduction	0	0	0	0	0	0	0	0	9.489e-05	0.0001612	0	0.001817
-Vesicular Transport	-Signal Transduction	0	4.79e-09	2.602	3.515	2.403	2.616	1.559	1.62	1.059	1.275	1.188	2.546
-Cytoskeleton	-Signal Transduction	37	0.5966	1.036	2.4	0.8831	0.9511	4.294	3.471	6.028	8.043	20.64	21.1
-Cell Motility	-Signal Transduction	0	0.9725	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signal Transduction	47.65	0.3701	2.25	2.336	6.52	6.423	0.4454	0.3988	0.4024	0.5282	0.4806	1.014
-Cell Communication	-Signal Transduction	0	0	0	0	0	0	0.6048	0.6106	0.558	0.9141	1.44	1.063
Metabolism	-Signal Transduction	899	97.69	140	208.1	110.6	131.3	14.07	14.88	9.982	9.668	14.42	27.89
-Membrane Transport	-Signal Transduction	92.42	11.16	2.573	1.357	1.864	1.142	0.02975	0.03062	0.1196	0.07166	0.08409	0.04061
-Central Carbon Metabolism	-Signal Transduction	463.4	33.81	68.38	93.93	59.83	65.21	7.662	8.582	4.172	4.509	6.918	18.83
-Energy Metabolism	-Signal Transduction	94.74	4.594	8.321	12.48	4.715	5.328	2.096	1.862	1.036	0.7906	1.138	0.7514
-Biosynthesis	-Signal Transduction	119.2	41.48	52.15	90.74	36.99	53.29	2.941	3.056	3.314	3.025	4.906	5.719
-Other Enzymes	-Signal Transduction	129.2	6.651	8.623	9.591	7.234	6.307	1.346	1.347	1.341	1.272	1.373	2.545
Organismal Systems	-Signal Transduction	0	0	0	0	0	0	0.9182	0.8107	0.3733	0.5433	0.4488	0.8332
-Immune System	-Signal Transduction	0	0	0	0	0	0	0.4102	0.4752	0.0739	0.05606	0.02302	0.04658
-Endocrine System	-Signal Transduction	0	0	0	0	0	0	0.243	0.09032	0.04878	0.1101	0.02371	0.2934
-Circulatory System	-Signal Transduction	0	0	0	0	0	0	0.0726	0.06053	0.121	0.2337	0.1071	0.06143
-Digestive System	-Signal Transduction	0	0	0	0	0	0	0.006518	0.005332	0.06146	0.04834	0.09488	0.1265
-Excretory System	-Signal Transduction	0	0	0	0	0	0	0.1455	0.138	0.03282	0.04116	0.06632	0.1641
-Nervous System	-Signal Transduction	0	0	0	0	0	0	0.01231	0.01457	0.001729	0.003479	0.01194	0.04661
-Sensory System	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Signal Transduction	0	0	0	0	0	0	0.0281	0.02676	0.03366	0.05048	0.1202	0.09369
-Environmental Adaptation	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0.001636	0.0007756
Human Diseases	-Signal Transduction	0	0	0	0	0	0	0.2933	0.2899	0.2594	0.2803	0.2205	0.2723
-Cancers	-Signal Transduction	0	0	0	0	0	0	0.05826	0.05658	0.102	0.1087	0.06168	0.1173
-Immune System Diseases	-Signal Transduction	0	0	0	0	0	0	0.0973	0.07743	0.03456	0.05797	0.02179	0.0799
-Neurodegenerative Diseases	-Signal Transduction	0	0	0	0	0	0	0.06743	0.09061	0.06511	0.05312	0.03424	0.01529
-Cardiovascular Diseases	-Signal Transduction	0	0	0	0	0	0	0.00933	0.007845	0.02571	0.01636	0.04357	0.008056
-Infectious Diseases	-Signal Transduction	0	0	0	0	0	0	0.06096	0.05742	0.03207	0.04415	0.05919	0.05175
Not Mapped	-Signal Transduction	389.7	16.8	39.81	31.54	37.96	39.87	10.89	10.28	10.87	11.66	10.56	12.24
-Not Mapped	-Signal Transduction	389.7	16.8	39.81	31.54	37.96	39.87	10.89	10.28	10.87	11.66	10.56	12.24
TOTAL	-Signaling Molecules and Interaction	173.2	9.518e+09	181.7	226.1	384.2	444.2	54.43	63.32	43.6	43.24	69.42	47.41
MAPPED	-Signaling Molecules and Interaction	142	8.642e+09	158.9	208.1	328.2	380.2	44.8	52.45	35.34	34.99	60.31	42.49
Genetic Information Processing	-Signaling Molecules and Interaction	62.37	3.389e+09	73.88	83.45	147.9	150.6	23.32	27.03	19.41	18.24	24.93	19.12
-Transcription	-Signaling Molecules and Interaction	7.049	3.369e+08	3.075	2.036	7.225	7.088	3.02	3.468	2.349	1.947	2.933	2.103
-Translation	-Signaling Molecules and Interaction	21.69	2.163e+09	44.45	47.67	88.9	88.38	6.358	7.27	6.986	6.307	5.99	6.724
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	23.14	7.439e+08	23.22	31.77	43.78	45.75	10.56	12.23	6.888	7.045	10.88	8.173
-DNA Maintenance	-Signaling Molecules and Interaction	10.5	1.453e+08	3.133	1.976	7.966	9.358	3.382	4.062	3.191	2.945	5.128	2.117
-RNA Family	-Signaling Molecules and Interaction	0	0.25	0	0	0	0	0	0	0	0	0	0
