Numerator	Denominator	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48
Human Diseases	Environmental Information Processing	0.3131	0.8864	1.387	0.3365	1.071	1.601	0.4043	1.223	1.978	0.4318	1.479	2.269	0.4734	1.243	1.967
-Cancers	Environmental Information Processing	0	0.007668	0.1323	0	8.7e-06	0.006494	0	7.82e-06	0.006585	0	7.387e-06	0.006252	0	7.23e-06	0.006964
-Immune System Diseases	Environmental Information Processing	0	9.072e-06	0.01462	0	8.883e-06	0.01565	0	7.92e-06	0.01305	0	7.496e-06	0.01055	0	7.287e-06	0.008959
-Neurodegenerative Diseases	Environmental Information Processing	0	0.4577	0.5634	0	0.6953	0.911	0	0.9017	1.176	0	1.171	1.531	0	0.8824	1.161
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	Environmental Information Processing	0	0	0.3935	0	0	0.4333	0	0	0.4823	0	0	0.4696	0	0	0.4545
-Infectious Diseases	Environmental Information Processing	0.01084	0.2338	0.8411	0.0114	0.232	0.8895	0.01715	0.2787	1.034	0.01565	0.3103	1.084	0.01814	0.3651	1.085
Not Mapped	Environmental Information Processing	7.507	9.24	9.737	7.325	9.514	9.785	8	10.41	10.62	8.093	10.5	10.73	8.621	11.3	11.47
-Not Mapped	Environmental Information Processing	7.507	9.24	9.737	7.325	9.514	9.785	8	10.41	10.62	8.093	10.5	10.73	8.621	11.3	11.47
TOTAL	-Signal Transduction	72.54	89.41	94.25	81.49	104.9	107.8	97.76	125.7	128.3	107.4	137.6	140.6	116.7	151.4	153.7
MAPPED	-Signal Transduction	64.99	80.1	84.44	74.1	95.35	98.06	89.67	115.2	117.6	99.2	127.1	129.9	108	140.1	142.3
Genetic Information Processing	-Signal Transduction	25.45	32.13	33.69	31.05	40.2	41.3	40.55	52.04	53.4	47.23	60.5	62.04	55.41	71.73	73.28
-Transcription	-Signal Transduction	2.198	2.785	3.159	2.485	3.258	3.712	2.78	3.589	4.158	2.654	3.448	4.026	2.822	3.643	4.313
-Translation	-Signal Transduction	17.02	20.82	22.18	21.01	26.93	27.78	28.94	36.93	37.94	35.24	44.85	46.09	42.55	54.92	56.01
-Folding, Sorting and Degradation	-Signal Transduction	4.432	5.417	6.239	5.119	6.719	7.275	6.094	7.99	8.576	6.603	8.686	9.137	7.203	9.714	10.13
-DNA Maintenance	-Signal Transduction	1.8	2.524	2.786	2.01	2.814	3.219	2.218	3.037	3.545	2.192	2.956	3.479	2.232	3.067	3.673
-RNA Family	-Signal Transduction	6.396e-05	0.0001061	0.0001232	6.218e-05	9.561e-05	0.0001163	5.544e-05	8.445e-05	0.0001038	5.247e-05	7.918e-05	9.818e-05	5.101e-05	7.729e-05	9.545e-05
Environmental Information Processing	-Signal Transduction	1.006	1.007	1.007	1	1	1	1	1	1	1	1	1	1	1	1
-Signal Transduction	-Signal Transduction	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	0.005675	0.0072	0.007466	2.767e-05	3.511e-05	3.579e-05	2.51e-05	3.136e-05	3.193e-05	2.409e-05	2.977e-05	3.021e-05	2.33e-05	2.902e-05	2.937e-05
Cellular Processes	-Signal Transduction	0.942	1.237	1.658	0.7426	0.9393	1.376	0.9374	1.155	1.54	1.065	1.277	1.675	1.166	1.389	1.612
-Hemoglobin	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Signal Transduction	0	0	0.0433	0	0	0.02207	0	0	0.02117	0	0	0.01922	0	0	0.02039
-Cytoskeleton	-Signal Transduction	0.2783	0.343	0.3616	0.3033	0.3903	0.4014	0.3299	0.4241	0.4329	0.3431	0.4395	0.4492	0.3675	0.4769	0.4842
-Cell Motility	-Signal Transduction	0.5568	0.7362	1.158	0.2866	0.3637	0.8051	0.4136	0.5168	0.9081	0.4906	0.6063	0.9991	0.5137	0.6398	0.8493
-Cell Growth and Death	-Signal Transduction	0.1016	0.1212	0.139	0.1249	0.1621	0.1881	0.1476	0.1902	0.2327	0.1691	0.2191	0.2709	0.2078	0.2735	0.3369
-Cell Communication	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Signal Transduction	36.66	44.64	47.11	40.02	51.99	54	45.7	58.74	61.16	48.18	61.97	64.62	49.08	63.45	65.67
-Membrane Transport	-Signal Transduction	7.345	8.314	9.309	7.208	8.774	9.792	7.866	9.425	10.51	7.634	8.938	9.946	6.836	7.958	8.791
-Central Carbon Metabolism	-Signal Transduction	8.161	9.177	10.72	6.639	9.071	11.14	7.325	9.613	12.19	7.382	9.933	11.94	7.704	9.3	11.58
-Energy Metabolism	-Signal Transduction	1.877	2.45	3.212	2.399	3.257	3.832	2.712	4.005	4.53	2.613	4.195	4.854	2.206	3.638	5.154
-Biosynthesis	-Signal Transduction	8.185	9.455	10.79	10.62	12.19	13.8	12.97	14.94	16.52	15.54	17.32	19.22	16.81	19.02	21.16
-Other Enzymes	-Signal Transduction	10.16	14.22	16.12	11.46	15.48	18.75	13.51	16.69	20.74	14.15	17.08	21.39	14.84	18.7	22.99
Organismal Systems	-Signal Transduction	0	0.03674	0.07827	0	0.03908	0.09454	0	0.02858	0.09533	0	0.01337	0.0781	0	0.007077	0.05977
-Immune System	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Signal Transduction	0	0.03655	0.07826	0	0.0382	0.09453	0	0.02858	0.09532	0	0.01337	0.07809	0	0.007077	0.05976
-Circulatory System	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Signal Transduction	0	0	8.163e-06	0	0	7.212e-06	0	0	6.484e-06	0	0	6.091e-06	0	0	5.945e-06
-Sensory System	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Signal Transduction	0.3154	0.8914	1.396	0.3365	1.071	1.601	0.4043	1.223	1.978	0.4318	1.498	2.269	0.4734	1.243	1.967
-Cancers	-Signal Transduction	0	0.007722	0.1333	0	8.7e-06	0.006494	0	7.82e-06	0.006585	0	7.388e-06	0.006252	0	7.23e-06	0.006964
-Immune System Diseases	-Signal Transduction	0	9.137e-06	0.01473	0	8.883e-06	0.01565	0	7.92e-06	0.01305	0	7.496e-06	0.01055	0	7.287e-06	0.008959
-Neurodegenerative Diseases	-Signal Transduction	0	0.4603	0.5673	0	0.7019	0.9111	0	0.9128	1.176	0	1.186	1.531	0	0.8915	1.161
-Cardiovascular Diseases	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Signal Transduction	0	0	0.3962	0	0	0.4333	0	0	0.4823	0	0	0.4696	0	0	0.4545
-Infectious Diseases	-Signal Transduction	0.0109	0.238	0.8473	0.0114	0.2337	0.8896	0.01715	0.2811	1.034	0.01565	0.3103	1.084	0.01814	0.3651	1.085
Not Mapped	-Signal Transduction	7.549	9.305	9.809	7.394	9.515	9.785	8.098	10.41	10.62	8.196	10.5	10.73	8.709	11.3	11.48
-Not Mapped	-Signal Transduction	7.549	9.305	9.809	7.394	9.515	9.785	8.098	10.41	10.62	8.196	10.5	10.73	8.709	11.3	11.48
TOTAL	-Signaling Molecules and Interaction	4299	12780	12780	8615	3013000	3013000	7979	4017000	4017000	8468	4655000	4655000	11330	5235000	5235000
MAPPED	-Signaling Molecules and Interaction	3852	11450	11450	7834	2740000	2740000	7318	3684000	3684000	7822	4300000	4300000	10480	4844000	4844000
Genetic Information Processing	-Signaling Molecules and Interaction	1533	4555	4602	3282	1148000	1160000	3309	1665000	1682000	3724	2047000	2067000	5379	2489000	2510000
-Transcription	-Signaling Molecules and Interaction	127.8	386.7	436.4	264.7	92690	106600	230.9	114600	132900	216.1	116300	136200	282.5	127900	149100
-Translation	-Signaling Molecules and Interaction	1010	2991	3003	2221	773700	776300	2362	1185000	1189000	2778	1523000	1527000	4130	1903000	1908000
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	264.9	795.4	835.6	541.1	193100	203200	497.3	255400	268600	520.6	293900	308600	699.2	335900	354400
-DNA Maintenance	-Signaling Molecules and Interaction	129.7	343.2	384	255.7	78870	90170	218.8	96520	111400	208.7	99970	115500	267.2	106700	125400
-RNA Family	-Signaling Molecules and Interaction	0.006829	0.01523	0.0165	0.01144	3	3.25	0.007944	3	3.25	0.007276	3	3.25	0.008653	3	3.25
Environmental Information Processing	-Signaling Molecules and Interaction	56.86	138.5	156.5	106.7	28140	34660	82.61	31570	38560	79.84	33350	41040	98.06	34310	42050
-Signal Transduction	-Signaling Molecules and Interaction	55.86	137.5	155.5	105.7	28140	34660	81.61	31560	38550	78.84	33350	41040	97.06	34310	42050
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	76.56	171.8	224.5	109.7	26840	38430	95.62	37350	48210	100.7	44230	55430	118.6	50040	54880
-Hemoglobin	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Signaling Molecules and Interaction	0	0	6.732	0	0	765	0	0	816.3	0	0	788.8	0	0	857.5
-Cytoskeleton	-Signaling Molecules and Interaction	16.49	49.04	49.04	32.07	11220	11220	26.93	13560	13560	27.05	14870	14870	35.67	16490	16490
-Cell Motility	-Signaling Molecules and Interaction	54.4	102.2	157	64.48	10360	22550	56.65	16480	28520	60.33	20360	33170	62.73	22050	29000
-Cell Growth and Death	-Signaling Molecules and Interaction	5.675	17.07	18.85	13.2	4667	5268	12.04	6131	7311	13.34	7397	8992	20.17	9391	11500
-Cell Communication	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Signaling Molecules and Interaction	2142	6391	6486	4231	1489000	1520000	3730	1885000	1930000	3798	2095000	2154000	4764	2202000	2249000
-Membrane Transport	-Signaling Molecules and Interaction	416.7	1237	1314	808.9	260500	274300	688.3	313400	333600	628.4	313800	333600	670.8	276700	303000
-Central Carbon Metabolism	-Signaling Molecules and Interaction	501.4	1245	1533	701.9	287900	326400	597.8	344300	388700	582	352400	400900	747.8	335500	397700
-Energy Metabolism	-Signaling Molecules and Interaction	116.3	335.6	431.7	288.8	92790	122100	253.6	127700	162900	246.4	140500	174100	266.3	124800	175500
-Biosynthesis	-Signaling Molecules and Interaction	494.7	1333	1467	1131	360100	395500	1071	493900	544300	1226	622300	694800	1639	687900	781500
-Other Enzymes	-Signaling Molecules and Interaction	613.1	1905	2248	1300	441900	538800	1119	538400	663100	1116	620100	721200	1440	703800	794900
Organismal Systems	-Signaling Molecules and Interaction	0	5.051	11.49	0	1304	2717	0	1139	3048	0	555	2643	0	303.8	2067
-Immune System	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Signaling Molecules and Interaction	0	5.051	11.49	0	1304	2716	0	1139	3048	0	555	2643	0	303.8	2066
-Circulatory System	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Signaling Molecules and Interaction	0	0	0.001269	0	0	0.25	0	0	0.25	0	0	0.25	0	0	0.25
-Sensory System	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Signaling Molecules and Interaction	41.26	134.3	210.7	100.2	30780	53450	98.28	38620	74230	118.1	42100	91070	120.4	43450	80700
-Cancers	-Signaling Molecules and Interaction	0	1.104	18.51	0	0.25	185.3	0	0.25	210.3	0	0.25	210.3	0	0.25	240.3
-Immune System Diseases	-Signaling Molecules and Interaction	0	0.001269	2.024	0	0.25	450	0	0.25	425	0	0.25	368.8	0	0.25	322.5
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	0	27.28	81.11	0	765	25950	0	816.3	37510	0	788.8	51420	0	857.5	40000
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Signaling Molecules and Interaction	0	0	56.65	0	0	12340	0	0	15380	0	0	15770	0	0	15720
-Infectious Diseases	-Signaling Molecules and Interaction	1.921	27.66	114.9	24.7	6610	24920	22.94	8729	32480	23.88	10270	36000	33.18	12430	37060
Not Mapped	-Signaling Molecules and Interaction	447.4	1330	1330	781.7	273400	273400	660.8	332700	332700	646.2	355200	355200	845.3	390800	390800
-Not Mapped	-Signaling Molecules and Interaction	447.4	1330	1330	781.7	273400	273400	660.8	332700	332700	646.2	355200	355200	845.3	390800	390800
TOTAL	Cellular Processes	56.15	70.61	77.05	77.19	109.1	115	81.34	105.3	111.3	81.63	103.4	109.4	91.86	102.9	109.4
MAPPED	Cellular Processes	50.31	63.26	69.03	70.19	99.23	104.6	74.6	96.54	102.1	75.4	95.52	101	85	95.18	101.2
Genetic Information Processing	Cellular Processes	20.02	25.51	27.48	29.57	41.46	44.25	33.87	43.26	46.6	36.04	45.15	48.56	43.9	48.48	52.55
-Transcription	Cellular Processes	1.669	1.981	2.523	2.338	3.119	4.076	2.282	2.808	3.74	2.007	2.42	3.238	2.183	2.519	3.158
-Translation	Cellular Processes	13.2	16.55	17.98	19.94	28.12	29.43	24.13	31.14	32.7	26.83	33.91	35.65	33.56	37.49	39.68
-Folding, Sorting and Degradation	Cellular Processes	3.46	4.364	4.87	4.931	6.69	7.59	5.201	6.343	7.323	5.169	6.19	7.092	5.896	6.458	7.119
-DNA Maintenance	Cellular Processes	1.516	1.964	2.116	2.046	3.006	3.26	2.002	2.63	2.901	1.803	2.295	2.552	1.914	2.218	2.44
-RNA Family	Cellular Processes	5.17e-05	7.711e-05	9.951e-05	6.414e-05	9.96e-05	0.000126	4.608e-05	7.205e-05	9.144e-05	3.907e-05	6.109e-05	7.725e-05	3.448e-05	5.922e-05	7.298e-05
Environmental Information Processing	Cellular Processes	0.6011	0.7917	0.8917	0.7176	1.042	1.255	0.636	0.864	1.01	0.5821	0.7766	0.9118	0.5992	0.7105	0.827
-Signal Transduction	Cellular Processes	0.5967	0.7859	0.8857	0.7176	1.042	1.255	0.6359	0.8535	1.01	0.5821	0.7765	0.9117	0.5991	0.7105	0.8261
-Signaling Molecules and Interaction	Cellular Processes	0.004447	0.005781	0.006032	2.562e-05	3.665e-05	3.876e-05	2.025e-05	2.633e-05	2.813e-05	1.753e-05	2.233e-05	2.377e-05	1.755e-05	1.97e-05	2.118e-05
Cellular Processes	Cellular Processes	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Hemoglobin	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Cellular Processes	0	0	0.03561	0	0	0.02771	0	0	0.02139	0	0	0.01752	0	0	0.01685
-Cytoskeleton	Cellular Processes	0.2154	0.2709	0.2956	0.2873	0.4062	0.4282	0.2745	0.3552	0.3755	0.2608	0.3304	0.3494	0.2893	0.3239	0.3445
-Cell Motility	Cellular Processes	0.5826	0.6054	0.7055	0.3753	0.3948	0.5868	0.4318	0.4557	0.5916	0.4524	0.4777	0.5983	0.4332	0.4601	0.5284
-Cell Growth and Death	Cellular Processes	0.07412	0.09867	0.1135	0.1203	0.1763	0.1962	0.126	0.168	0.1957	0.1324	0.1722	0.2033	0.1701	0.1959	0.2299
-Cell Communication	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	Cellular Processes	27.97	35.31	38.88	37.99	53.92	57.96	38.41	49.39	53.36	37.11	46.54	50.52	38.85	43.25	46.93
-Membrane Transport	Cellular Processes	5.442	6.466	7.797	6.378	9.706	10.21	6.161	8.391	8.764	5.391	7.165	7.465	4.916	5.697	5.973
-Central Carbon Metabolism	Cellular Processes	5.535	7.228	9.243	6.268	10.1	12.16	6.114	9.306	10.77	5.779	8.149	9.419	5.729	7.106	8.308
-Energy Metabolism	Cellular Processes	1.518	1.933	2.531	2.528	3.385	4.267	2.471	3.031	3.93	2.382	2.899	3.455	1.823	2.459	3.198
-Biosynthesis	Cellular Processes	5.702	7.836	8.479	8.639	13.34	14.32	9.316	12.94	14.26	9.869	13.45	14.93	11	14.24	15.04
-Other Enzymes	Cellular Processes	8.008	10.79	13.43	10.59	15.43	20.62	10.68	14.41	18.42	10.2	13.48	16.95	11.24	13.51	16.57
Organismal Systems	Cellular Processes	0	0.02829	0.06687	0	0.04722	0.09955	0	0.03049	0.08025	0	0.01255	0.059	0	0.00607	0.04071
-Immune System	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	Cellular Processes	0	0.0279	0.06687	0	0.04722	0.09955	0	0.03049	0.08025	0	0.01255	0.059	0	0.00607	0.04071
-Circulatory System	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	Cellular Processes	0	0	6.712e-06	0	0	9.055e-06	0	0	6.55e-06	0	0	5.553e-06	0	0	4.912e-06
-Sensory System	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	Cellular Processes	0.2479	0.7657	1.004	0.3583	1.127	1.722	0.3501	1.028	1.68	0.3353	1.172	1.763	0.3363	0.8938	1.471
-Cancers	Cellular Processes	0	0.006655	0.105	0	9.313e-06	0.00679	0	6.694e-06	0.005537	0	5.653e-06	0.004694	0	4.996e-06	0.004733
-Immune System Diseases	Cellular Processes	0	7.336e-06	0.009001	0	9.163e-06	0.01172	0	6.583e-06	0.008828	0	5.582e-06	0.00666	0	4.926e-06	0.005884
-Neurodegenerative Diseases	Cellular Processes	0	0.3563	0.4886	0	0.6753	0.9668	0	0.778	1.004	0	0.9276	1.163	0	0.7289	0.7993
-Cardiovascular Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	Cellular Processes	0	0	0.3415	0	0	0.4713	0	0	0.4261	0	0	0.3706	0	0	0.3329
-Infectious Diseases	Cellular Processes	0.01157	0.1737	0.511	0.01536	0.2524	0.7551	0.0183	0.2399	0.7006	0.01469	0.2372	0.6373	0.01556	0.2716	0.6503
Not Mapped	Cellular Processes	5.844	7.349	8.019	7.004	9.902	10.44	6.737	8.718	9.216	6.229	7.891	8.346	6.857	7.677	8.164
-Not Mapped	Cellular Processes	5.844	7.349	8.019	7.004	9.902	10.44	6.737	8.718	9.216	6.229	7.891	8.346	6.857	7.677	8.164
TOTAL	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-Hemoglobin	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Cytoskeleton	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Hemoglobin	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Hemoglobin	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Circulatory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Hemoglobin	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Hemoglobin	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Sensory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Hemoglobin	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Hemoglobin	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Hemoglobin	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Neurodegenerative Diseases	-Hemoglobin	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Hemoglobin	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Vesicular Transport	1665	Inf	Inf	3937	Inf	Inf	4920	Inf	Inf	5900	Inf	Inf	6103	Inf	Inf
MAPPED	-Vesicular Transport	1492	Inf	Inf	3580	Inf	Inf	4513	Inf	Inf	5450	Inf	Inf	5648	Inf	Inf
Genetic Information Processing	-Vesicular Transport	601.6	Inf	Inf	1479	Inf	Inf	2013	Inf	Inf	2565	Inf	Inf	2875	Inf	Inf
-Transcription	-Vesicular Transport	46.7	Inf	Inf	112.3	Inf	Inf	131.3	Inf	Inf	138	Inf	Inf	138.3	Inf	Inf
-Translation	-Vesicular Transport	390.2	Inf	Inf	1012	Inf	Inf	1453	Inf	Inf	1931	Inf	Inf	2220	Inf	Inf
-Folding, Sorting and Degradation	-Vesicular Transport	112.5	Inf	Inf	239.6	Inf	Inf	296.6	Inf	Inf	353.3	Inf	Inf	374.9	Inf	Inf
-DNA Maintenance	-Vesicular Transport	49.88	Inf	Inf	112	Inf	Inf	129.1	Inf	Inf	138	Inf	Inf	135.9	Inf	Inf
-RNA Family	-Vesicular Transport	0.001818	Inf	Inf	0.003594	Inf	Inf	0.003368	Inf	Inf	0.003485	Inf	Inf	0.003206	Inf	Inf
