Numerator	Denominator	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48
		10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%
Organismal Systems	-Development	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Development	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
Human Diseases	-Development	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cancers	-Development	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Immune System Diseases	-Development	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Development	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Not Mapped	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Environmental Adaptation	138.5	138.5	Inf	10140000	10140000	Inf	13280000	13280000	Inf	15000000	15000000	Inf	16500000	16500000	Inf
MAPPED	-Environmental Adaptation	122	122	Inf	9077000	9077000	Inf	11990000	11990000	Inf	13620000	13620000	Inf	14980000	14980000	Inf
Genetic Information Processing	-Environmental Adaptation	25.19	25.68	Inf	2027000	2066000	Inf	2958000	3009000	Inf	3572000	3631000	Inf	4311000	4377000	Inf
-Transcription	-Environmental Adaptation	0.4767	1.307	Inf	39640	108400	Inf	54500	151200	Inf	65220	172900	Inf	71870	202400	Inf
-Translation	-Environmental Adaptation	18.75	18.96	Inf	1546000	1558000	Inf	2332000	2349000	Inf	2889000	2909000	Inf	3566000	3590000	Inf
-Folding, Sorting and Degradation	-Environmental Adaptation	3.962	4.291	Inf	285800	317500	Inf	368600	412000	Inf	404800	447100	Inf	431100	483400	Inf
-DNA Maintenance	-Environmental Adaptation	1.322	2.027	Inf	100700	160100	Inf	123200	202300	Inf	126800	213400	Inf	139400	243400	Inf
-RNA Family	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Environmental Information Processing	-Environmental Adaptation	1.576	1.579	Inf	123100	123400	Inf	143400	143800	Inf	145300	145700	Inf	138200	138500	Inf
-Signal Transduction	-Environmental Adaptation	1.576	1.579	Inf	123100	123400	Inf	143400	143800	Inf	145300	145700	Inf	138200	138500	Inf
-Signaling Molecules and Interaction	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Cellular Processes	-Environmental Adaptation	0.3002	1.449	Inf	22370	121100	Inf	27730	147300	Inf	29690	129000	Inf	38250	136500	Inf
-Hemoglobin	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Vesicular Transport	-Environmental Adaptation	0.0413	0.0413	Inf	1471	1471	Inf	1569	1569	Inf	1516	1516	Inf	1648	1648	Inf
-Cytoskeleton	-Environmental Adaptation	0	0.4244	Inf	0	31870	Inf	0	38330	Inf	0	42080	Inf	0	47590	Inf
-Cell Motility	-Environmental Adaptation	0	1.269	Inf	0	69360	Inf	0	79260	Inf	0	60150	Inf	0	65130	Inf
-Cell Growth and Death	-Environmental Adaptation	0.1191	0.3309	Inf	10330	27180	Inf	13850	37450	Inf	13380	40400	Inf	18700	51820	Inf
-Cell Communication	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Metabolism	-Environmental Adaptation	50.76	51.9	Inf	4252000	4335000	Inf	5509000	5606000	Inf	6286000	6391000	Inf	6751000	6875000	Inf
-Membrane Transport	-Environmental Adaptation	4.787	6.316	Inf	312100	432100	Inf	396300	537100	Inf	394700	510700	Inf	371900	452400	Inf
-Central Carbon Metabolism	-Environmental Adaptation	17.13	19.61	Inf	1416000	1617000	Inf	1764000	2007000	Inf	1890000	2132000	Inf	1949000	2198000	Inf
-Energy Metabolism	-Environmental Adaptation	1.17	2.948	Inf	88560	262700	Inf	115300	354100	Inf	150400	354400	Inf	172100	332800	Inf
-Biosynthesis	-Environmental Adaptation	11.79	15.45	Inf	1017000	1363000	Inf	1406000	1949000	Inf	1791000	2582000	Inf	2194000	3016000	Inf
-Other Enzymes	-Environmental Adaptation	9.554	15.68	Inf	797200	1389000	Inf	930600	1797000	Inf	969200	2063000	Inf	1039000	2123000	Inf
Organismal Systems	-Environmental Adaptation	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN
-Immune System	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Endocrine System	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Circulatory System	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Digestive System	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Excretory System	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Nervous System	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Sensory System	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Development	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Environmental Adaptation	-Environmental Adaptation	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN
Human Diseases	-Environmental Adaptation	0	0.4056	NaN	0	7783	NaN	0	11350	NaN	0	14180	NaN	0	18460	NaN
-Cancers	-Environmental Adaptation	0	0.2882	NaN	0	1	NaN	0	1	NaN	0	1	NaN	0	1	NaN
-Immune System Diseases	-Environmental Adaptation	0	1.62e-05	NaN	0	1	NaN	0	1	NaN	0	1	NaN	0	1	NaN
-Neurodegenerative Diseases	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Cardiovascular Diseases	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Metabolic Diseases	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Infectious Diseases	-Environmental Adaptation	0	0.1173	NaN	0	7781	NaN	0	11350	NaN	0	14180	NaN	0	18460	NaN
Not Mapped	-Environmental Adaptation	16.51	16.51	Inf	1063000	1063000	Inf	1294000	1294000	Inf	1381000	1381000	Inf	1520000	1520000	Inf
-Not Mapped	-Environmental Adaptation	16.51	16.51	Inf	1063000	1063000	Inf	1294000	1294000	Inf	1381000	1381000	Inf	1520000	1520000	Inf
TOTAL	Human Diseases	341.5	1180	Inf	1303	10140000	Inf	1170	13280000	Inf	1058	15000000	Inf	893.7	16500000	Inf
MAPPED	Human Diseases	300.8	1039	Inf	1166	9077000	Inf	1056	11990000	Inf	960.2	13620000	Inf	811.4	14980000	Inf
Genetic Information Processing	Human Diseases	62.05	217.2	Inf	260.3	2004000	Inf	260.1	2919000	Inf	251.2	3527000	Inf	232.8	4257000	Inf
-Transcription	Human Diseases	1.176	4.536	Inf	5.094	39640	Inf	4.802	54500	Inf	4.598	65220	Inf	3.893	71870	Inf
-Translation	Human Diseases	46.23	159.7	Inf	198.6	1546000	Inf	205.4	2332000	Inf	203.6	2889000	Inf	193.1	3566000	Inf
-Folding, Sorting and Degradation	Human Diseases	9.391	36.08	Inf	34.97	285800	Inf	30.75	368600	Inf	26.92	406000	Inf	21.77	431100	Inf
-DNA Maintenance	Human Diseases	3.333	11.95	Inf	13.23	101300	Inf	11.02	123900	Inf	8.924	127600	Inf	7.38	140200	Inf
-RNA Family	Human Diseases	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Environmental Information Processing	Human Diseases	3.894	13.43	Inf	15.82	123100	Inf	12.64	143400	Inf	10.25	145300	Inf	7.485	138200	Inf
-Signal Transduction	Human Diseases	3.894	13.43	Inf	15.82	123100	Inf	12.64	143400	Inf	10.25	145300	Inf	7.485	138200	Inf
-Signaling Molecules and Interaction	Human Diseases	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Cellular Processes	Human Diseases	2.317	11.77	Inf	2.875	42390	Inf	2.443	64090	Inf	2.094	75040	Inf	2.072	85490	Inf
-Hemoglobin	Human Diseases	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Vesicular Transport	Human Diseases	0.1018	0.3519	Inf	0.1889	1471	Inf	0.1382	1569	Inf	0.1069	1516	Inf	0.08928	1648	Inf
-Cytoskeleton	Human Diseases	0	1.046	Inf	0	4.095	Inf	0	3.377	Inf	0	2.967	Inf	0	2.577	Inf
-Cell Motility	Human Diseases	0	8.521	Inf	0	30590	Inf	0	48670	Inf	0	60150	Inf	0	65130	Inf
-Cell Growth and Death	Human Diseases	0.5796	1.148	Inf	1.328	10330	Inf	1.22	13850	Inf	0.9433	13380	Inf	1.013	18710	Inf
-Cell Communication	Human Diseases	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Metabolism	Human Diseases	125.2	437.9	Inf	546.4	4187000	Inf	485.4	5445000	Inf	445.5	6278000	Inf	368.4	6751000	Inf
-Membrane Transport	Human Diseases	11.8	49.85	Inf	40.1	205500	Inf	34.92	268000	Inf	27.83	281900	Inf	20.14	293500	Inf
-Central Carbon Metabolism	Human Diseases	44.66	146	Inf	182	1505000	Inf	155.4	1883000	Inf	133.3	2008000	Inf	105.6	2063000	Inf
-Energy Metabolism	Human Diseases	6.977	12.56	Inf	11.38	185000	Inf	10.16	264900	Inf	10.61	295500	Inf	9.323	285000	Inf
-Biosynthesis	Human Diseases	31.43	100.5	Inf	130.7	1222000	Inf	123.9	1778000	Inf	126.3	2413000	Inf	118.3	2791000	Inf
-Other Enzymes	Human Diseases	24.08	74.49	Inf	99.63	702800	Inf	97.85	804800	Inf	84.81	834900	Inf	68.86	868100	Inf
Organismal Systems	Human Diseases	0	3.47	NaN	0	0.0001285	NaN	0	8.812e-05	NaN	0	7.052e-05	NaN	0	5.417e-05	NaN
-Immune System	Human Diseases	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Endocrine System	Human Diseases	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Circulatory System	Human Diseases	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Digestive System	Human Diseases	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Excretory System	Human Diseases	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Nervous System	Human Diseases	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Sensory System	Human Diseases	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Development	Human Diseases	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Environmental Adaptation	Human Diseases	0	3.47	NaN	0	0.0001285	NaN	0	8.812e-05	NaN	0	7.052e-05	NaN	0	5.417e-05	NaN
Human Diseases	Human Diseases	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN
-Cancers	Human Diseases	0	0.7107	NaN	0	0.0001285	NaN	0	8.812e-05	NaN	0	7.051e-05	NaN	0	5.417e-05	NaN
-Immune System Diseases	Human Diseases	0	3.994e-05	NaN	0	0.0001285	NaN	0	8.811e-05	NaN	0	7.051e-05	NaN	0	5.416e-05	NaN
-Neurodegenerative Diseases	Human Diseases	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Cardiovascular Diseases	Human Diseases	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Metabolic Diseases	Human Diseases	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Infectious Diseases	Human Diseases	0	0.2893	NaN	0	0.9999	NaN	0	0.9999	NaN	0	0.9999	NaN	0	0.9999	NaN
Not Mapped	Human Diseases	40.71	140.7	Inf	136.6	1063000	Inf	114	1294000	Inf	97.4	1381000	Inf	82.31	1520000	Inf
-Not Mapped	Human Diseases	40.71	140.7	Inf	136.6	1063000	Inf	114	1294000	Inf	97.4	1381000	Inf	82.31	1520000	Inf
TOTAL	-Cancers	480.5	Inf	Inf	10140000	Inf	Inf	13280000	Inf	Inf	15000000	Inf	Inf	16500000	Inf	Inf
MAPPED	-Cancers	423.3	Inf	Inf	9077000	Inf	Inf	11990000	Inf	Inf	13620000	Inf	Inf	14980000	Inf	Inf
Genetic Information Processing	-Cancers	86.37	Inf	Inf	2004000	Inf	Inf	2919000	Inf	Inf	3527000	Inf	Inf	4257000	Inf	Inf
-Transcription	-Cancers	1.654	Inf	Inf	39640	Inf	Inf	54500	Inf	Inf	65220	Inf	Inf	71870	Inf	Inf
-Translation	-Cancers	65.05	Inf	Inf	1546000	Inf	Inf	2332000	Inf	Inf	2889000	Inf	Inf	3566000	Inf	Inf
-Folding, Sorting and Degradation	-Cancers	13.21	Inf	Inf	272200	Inf	Inf	349000	Inf	Inf	381700	Inf	Inf	402000	Inf	Inf
-DNA Maintenance	-Cancers	4.612	Inf	Inf	101300	Inf	Inf	123900	Inf	Inf	126600	Inf	Inf	136300	Inf	Inf
-RNA Family	-Cancers	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Environmental Information Processing	-Cancers	5.468	Inf	Inf	123100	Inf	Inf	143400	Inf	Inf	145300	Inf	Inf	138200	Inf	Inf
-Signal Transduction	-Cancers	5.468	Inf	Inf	123100	Inf	Inf	143400	Inf	Inf	145300	Inf	Inf	138200	Inf	Inf
-Signaling Molecules and Interaction	-Cancers	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
Cellular Processes	-Cancers	3.061	Inf	Inf	69810	Inf	Inf	100000	Inf	Inf	116900	Inf	Inf	109100	Inf	Inf
-Hemoglobin	-Cancers	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Vesicular Transport	-Cancers	0.1433	Inf	Inf	1471	Inf	Inf	1569	Inf	Inf	1516	Inf	Inf	1648	Inf	Inf
-Cytoskeleton	-Cancers	0.4849	Inf	Inf	10570	Inf	Inf	12310	Inf	Inf	14800	Inf	Inf	17890	Inf	Inf
-Cell Motility	-Cancers	1.285	Inf	NaN	30590	Inf	NaN	48670	Inf	NaN	52210	Inf	NaN	21020	Inf	NaN
-Cell Growth and Death	-Cancers	0.8156	Inf	Inf	18440	Inf	Inf	28120	Inf	Inf	33220	Inf	Inf	38880	Inf	Inf
-Cell Communication	-Cancers	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Metabolism	-Cancers	173.2	Inf	Inf	4187000	Inf	Inf	5445000	Inf	Inf	6278000	Inf	Inf	6751000	Inf	Inf
-Membrane Transport	-Cancers	11.81	Inf	Inf	205500	Inf	Inf	268000	Inf	Inf	281900	Inf	Inf	293500	Inf	Inf
-Central Carbon Metabolism	-Cancers	62.85	Inf	Inf	1463000	Inf	Inf	1841000	Inf	Inf	1974000	Inf	Inf	2007000	Inf	Inf
-Energy Metabolism	-Cancers	8.167	Inf	Inf	198200	Inf	Inf	282600	Inf	Inf	295700	Inf	Inf	303600	Inf	Inf
-Biosynthesis	-Cancers	44.23	Inf	Inf	1133000	Inf	Inf	1653000	Inf	Inf	2237000	Inf	Inf	2600000	Inf	Inf
-Other Enzymes	-Cancers	27.02	Inf	Inf	702800	Inf	Inf	804800	Inf	Inf	834900	Inf	Inf	868100	Inf	Inf
Organismal Systems	-Cancers	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Immune System	-Cancers	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Endocrine System	-Cancers	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Circulatory System	-Cancers	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Digestive System	-Cancers	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Excretory System	-Cancers	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Nervous System	-Cancers	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Sensory System	-Cancers	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Development	-Cancers	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Environmental Adaptation	-Cancers	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
Human Diseases	-Cancers	1	Inf	NaN	1	Inf	NaN	1	Inf	NaN	1	Inf	NaN	1	Inf	NaN
-Cancers	-Cancers	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN
-Immune System Diseases	-Cancers	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Neurodegenerative Diseases	-Cancers	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Cardiovascular Diseases	-Cancers	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Metabolic Diseases	-Cancers	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Infectious Diseases	-Cancers	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
Not Mapped	-Cancers	57.29	Inf	Inf	1063000	Inf	Inf	1294000	Inf	Inf	1381000	Inf	Inf	1520000	Inf	Inf
-Not Mapped	-Cancers	57.29	Inf	Inf	1063000	Inf	Inf	1294000	Inf	Inf	1381000	Inf	Inf	1520000	Inf	Inf
TOTAL	-Immune System Diseases	8550000	Inf	Inf	10140000	Inf	Inf	13280000	Inf	Inf	15000000	Inf	Inf	16500000	Inf	Inf
MAPPED	-Immune System Diseases	7530000	Inf	Inf	9077000	Inf	Inf	11990000	Inf	Inf	13620000	Inf	Inf	14980000	Inf	Inf
Genetic Information Processing	-Immune System Diseases	1555000	Inf	Inf	2027000	Inf	Inf	2958000	Inf	Inf	3572000	Inf	Inf	4311000	Inf	Inf
-Transcription	-Immune System Diseases	29430	Inf	Inf	39640	Inf	Inf	54500	Inf	Inf	65220	Inf	Inf	71870	Inf	Inf
-Translation	-Immune System Diseases	1157000	Inf	Inf	1546000	Inf	Inf	2331000	Inf	Inf	2888000	Inf	Inf	3565000	Inf	Inf
-Folding, Sorting and Degradation	-Immune System Diseases	245300	Inf	Inf	285800	Inf	Inf	369000	Inf	Inf	404800	Inf	Inf	431500	Inf	Inf
-DNA Maintenance	-Immune System Diseases	86580	Inf	Inf	106900	Inf	Inf	130900	Inf	Inf	136300	Inf	Inf	149900	Inf	Inf
-RNA Family	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Environmental Information Processing	-Immune System Diseases	97290	Inf	Inf	123100	Inf	Inf	143400	Inf	Inf	145300	Inf	Inf	138200	Inf	Inf
-Signal Transduction	-Immune System Diseases	97290	Inf	Inf	123100	Inf	Inf	143400	Inf	Inf	145300	Inf	Inf	138200	Inf	Inf
-Signaling Molecules and Interaction	-Immune System Diseases	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
Cellular Processes	-Immune System Diseases	85270	Inf	Inf	27910	Inf	Inf	36410	Inf	Inf	39260	Inf	Inf	44970	Inf	Inf
-Hemoglobin	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Vesicular Transport	-Immune System Diseases	2549	Inf	Inf	1471	Inf	Inf	1569	Inf	Inf	1516	Inf	Inf	1648	Inf	Inf
-Cytoskeleton	-Immune System Diseases	0	Inf	Inf	0	Inf	Inf	0	Inf	Inf	0	Inf	Inf	0	Inf	Inf
-Cell Motility	-Immune System Diseases	46220	Inf	NaN	1	Inf	NaN	1	Inf	NaN	1	Inf	NaN	1	Inf	NaN
-Cell Growth and Death	-Immune System Diseases	7355	Inf	Inf	10330	Inf	Inf	13850	Inf	Inf	13380	Inf	Inf	18710	Inf	Inf
-Cell Communication	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Metabolism	-Immune System Diseases	3133000	Inf	Inf	4252000	Inf	Inf	5509000	Inf	Inf	6319000	Inf	Inf	6801000	Inf	Inf
-Membrane Transport	-Immune System Diseases	295500	Inf	Inf	312100	Inf	Inf	396300	Inf	Inf	394700	Inf	Inf	371900	Inf	Inf
-Central Carbon Metabolism	-Immune System Diseases	1118000	Inf	Inf	1463000	Inf	Inf	1841000	Inf	Inf	2016000	Inf	Inf	2087000	Inf	Inf
-Energy Metabolism	-Immune System Diseases	91020	Inf	Inf	123800	Inf	Inf	171800	Inf	Inf	200000	Inf	Inf	186400	Inf	Inf
-Biosynthesis	-Immune System Diseases	765800	Inf	Inf	1062000	Inf	Inf	1435000	Inf	Inf	1796000	Inf	Inf	2183000	Inf	Inf
-Other Enzymes	-Immune System Diseases	539600	Inf	Inf	775300	Inf	Inf	930600	Inf	Inf	969200	Inf	Inf	1039000	Inf	Inf
Organismal Systems	-Immune System Diseases	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Immune System	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Endocrine System	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Circulatory System	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Digestive System	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Excretory System	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Nervous System	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Sensory System	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Development	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Environmental Adaptation	-Immune System Diseases	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
Human Diseases	-Immune System Diseases	1	Inf	NaN	1	Inf	NaN	1	Inf	NaN	1	Inf	NaN	1	Inf	NaN
-Cancers	-Immune System Diseases	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Immune System Diseases	-Immune System Diseases	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN
-Neurodegenerative Diseases	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Cardiovascular Diseases	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Metabolic Diseases	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Infectious Diseases	-Immune System Diseases	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
Not Mapped	-Immune System Diseases	1019000	Inf	Inf	1063000	Inf	Inf	1294000	Inf	Inf	1381000	Inf	Inf	1520000	Inf	Inf
-Not Mapped	-Immune System Diseases	1019000	Inf	Inf	1063000	Inf	Inf	1294000	Inf	Inf	1381000	Inf	Inf	1520000	Inf	Inf
TOTAL	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
