Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine
-Not Mapped	-Signaling Molecules and Interaction	11.84	29.42	14.33
TOTAL	Cellular Processes	13.37	8.107	14.17
MAPPED	Cellular Processes	12.26	7.103	12.95
Genetic Information Processing	Cellular Processes	7.843	2.955	7.326
-Transcription	Cellular Processes	0.2245	0.1769	0.2551
-Translation	Cellular Processes	6.709	2.231	6.128
-Folding, Sorting and Degradation	Cellular Processes	0.6429	0.3561	0.6992
-DNA Maintenance	Cellular Processes	0.2122	0.1537	0.185
-RNA Family	Cellular Processes	0	0	0
Environmental Information Processing	Cellular Processes	0.1367	0.07295	0.1389
-Signal Transduction	Cellular Processes	0.04324	0.03923	0.05343
-Signaling Molecules and Interaction	Cellular Processes	0.09328	0.03362	0.0853
Cellular Processes	Cellular Processes	1	1	1
-Cell structure	Cellular Processes	0.9337	0.9306	0.9393
-Crystallins	Cellular Processes	0	0	0
-Stress Response	Cellular Processes	0.0005309	0.02774	0.0008704
-Vesicular Transport	Cellular Processes	0	0	0
-Cytoskeleton	Cellular Processes	0.02169	0.01618	0.02466
-Cell Motility	Cellular Processes	0.001334	0.001451	0.0004301
-Cell Growth and Death	Cellular Processes	0.02583	0.01151	0.02485
-Cell Communication	Cellular Processes	0	0	0
Metabolism	Cellular Processes	3.066	2.913	4.173
-Membrane Transport	Cellular Processes	0.5607	0.5902	0.8608
-Central Carbon Metabolism	Cellular Processes	0.3773	0.3603	0.3952
-Energy Metabolism	Cellular Processes	0.1787	0.1007	0.1763
-Biosynthesis	Cellular Processes	0.7661	0.7881	1.027
-Other Enzymes	Cellular Processes	0.9155	0.7926	1.071
Organismal Systems	Cellular Processes	0	0	0
-Immune System	Cellular Processes	0	0	0
-Endocrine System	Cellular Processes	0	0	0
-Circulatory System	Cellular Processes	0	0	0
-Digestive System	Cellular Processes	0	0	0
-Excretory System	Cellular Processes	0	0	0
-Nervous System	Cellular Processes	0	0	0
-Sensory System	Cellular Processes	0	0	0
-Development	Cellular Processes	0	0	0
-Environmental Adaptation	Cellular Processes	0	0	0
Human Diseases	Cellular Processes	0.025	0.03242	0.02871
-Cancers	Cellular Processes	0	0	0
-Immune System Diseases	Cellular Processes	0	0	0
-Neurodegenerative Diseases	Cellular Processes	0	0	0
-Cardiovascular Diseases	Cellular Processes	0	0	0
-Metabolic Diseases	Cellular Processes	0	0	0
-Infectious Diseases	Cellular Processes	0.002876	0.01878	0.005562
Not Mapped	Cellular Processes	1.105	1.005	1.222
-Not Mapped	Cellular Processes	1.105	1.005	1.222
TOTAL	-Cell structure	14.32	8.712	15.09
MAPPED	-Cell structure	13.13	7.633	13.79
Genetic Information Processing	-Cell structure	8.391	3.164	7.762
-Transcription	-Cell structure	0.2386	0.1901	0.2716
-Translation	-Cell structure	7.153	2.388	6.493
-Folding, Sorting and Degradation	-Cell structure	0.6784	0.3779	0.7372
-DNA Maintenance	-Cell structure	0.2246	0.1639	0.1964
-RNA Family	-Cell structure	0	0	0
Environmental Information Processing	-Cell structure	0.1461	0.07777	0.1475
-Signal Transduction	-Cell structure	0.04623	0.04164	0.05674
-Signaling Molecules and Interaction	-Cell structure	0.0999	0.03613	0.09081
Cellular Processes	-Cell structure	1.053	1.061	1.054
-Cell structure	-Cell structure	1	1	1
-Crystallins	-Cell structure	0	0	0
-Stress Response	-Cell structure	0.0005686	0.02981	0.0009266
-Vesicular Transport	-Cell structure	0	0	0
-Cytoskeleton	-Cell structure	0.02323	0.01738	0.02626
-Cell Motility	-Cell structure	0.001405	0.001541	0.0004537
-Cell Growth and Death	-Cell structure	0.02723	0.01223	0.02623
-Cell Communication	-Cell structure	0	0	0
Metabolism	-Cell structure	3.242	3.103	4.422
-Membrane Transport	-Cell structure	0.5928	0.6286	0.9138
-Central Carbon Metabolism	-Cell structure	0.399	0.3826	0.4188
-Energy Metabolism	-Cell structure	0.1884	0.107	0.1862
-Biosynthesis	-Cell structure	0.8076	0.8403	1.091
-Other Enzymes	-Cell structure	0.9805	0.8518	1.132
Organismal Systems	-Cell structure	0	0	0
-Immune System	-Cell structure	0	0	0
-Endocrine System	-Cell structure	0	0	0
-Circulatory System	-Cell structure	0	0	0
-Digestive System	-Cell structure	0	0	0
-Excretory System	-Cell structure	0	0	0
-Nervous System	-Cell structure	0	0	0
-Sensory System	-Cell structure	0	0	0
-Development	-Cell structure	0	0	0
-Environmental Adaptation	-Cell structure	0	0	0
Human Diseases	-Cell structure	0.02636	0.03457	0.03048
-Cancers	-Cell structure	0	0	0
-Immune System Diseases	-Cell structure	0	0	0
-Neurodegenerative Diseases	-Cell structure	0	0	0
-Cardiovascular Diseases	-Cell structure	0	0	0
-Metabolic Diseases	-Cell structure	0	0	0
-Infectious Diseases	-Cell structure	0.003066	0.0201	0.005886
Not Mapped	-Cell structure	1.183	1.08	1.301
-Not Mapped	-Cell structure	1.183	1.08	1.301
TOTAL	-Crystallins	Inf	Inf	Inf
MAPPED	-Crystallins	Inf	Inf	Inf
Genetic Information Processing	-Crystallins	Inf	Inf	Inf
-Transcription	-Crystallins	Inf	Inf	Inf
-Translation	-Crystallins	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Crystallins	Inf	Inf	Inf
-DNA Maintenance	-Crystallins	Inf	Inf	Inf
-RNA Family	-Crystallins	NaN	NaN	NaN
Environmental Information Processing	-Crystallins	Inf	Inf	Inf
-Signal Transduction	-Crystallins	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Crystallins	Inf	Inf	Inf
Cellular Processes	-Crystallins	Inf	Inf	Inf
-Cell structure	-Crystallins	Inf	Inf	Inf
-Crystallins	-Crystallins	NaN	NaN	NaN
-Stress Response	-Crystallins	Inf	Inf	Inf
-Vesicular Transport	-Crystallins	NaN	NaN	NaN
-Cytoskeleton	-Crystallins	Inf	Inf	Inf
-Cell Motility	-Crystallins	Inf	Inf	Inf
-Cell Growth and Death	-Crystallins	Inf	Inf	Inf
-Cell Communication	-Crystallins	NaN	NaN	NaN
Metabolism	-Crystallins	Inf	Inf	Inf
-Membrane Transport	-Crystallins	Inf	Inf	Inf
-Central Carbon Metabolism	-Crystallins	Inf	Inf	Inf
-Energy Metabolism	-Crystallins	Inf	Inf	Inf
-Biosynthesis	-Crystallins	Inf	Inf	Inf
-Other Enzymes	-Crystallins	Inf	Inf	Inf
Organismal Systems	-Crystallins	Inf	Inf	Inf
-Immune System	-Crystallins	NaN	NaN	NaN
-Endocrine System	-Crystallins	Inf	Inf	Inf
-Circulatory System	-Crystallins	NaN	NaN	NaN
-Digestive System	-Crystallins	Inf	Inf	Inf
-Excretory System	-Crystallins	Inf	Inf	Inf
-Nervous System	-Crystallins	NaN	NaN	NaN
-Sensory System	-Crystallins	NaN	NaN	NaN
-Development	-Crystallins	NaN	NaN	NaN
-Environmental Adaptation	-Crystallins	Inf	Inf	Inf
Human Diseases	-Crystallins	Inf	Inf	Inf
-Cancers	-Crystallins	Inf	Inf	Inf
-Immune System Diseases	-Crystallins	Inf	Inf	Inf
-Neurodegenerative Diseases	-Crystallins	Inf	Inf	Inf
-Cardiovascular Diseases	-Crystallins	NaN	NaN	NaN
-Metabolic Diseases	-Crystallins	Inf	Inf	Inf
-Infectious Diseases	-Crystallins	Inf	Inf	Inf
Not Mapped	-Crystallins	Inf	Inf	Inf
-Not Mapped	-Crystallins	Inf	Inf	Inf
TOTAL	-Stress Response	25180	292.2	16280
MAPPED	-Stress Response	23100	256	14880
Genetic Information Processing	-Stress Response	14760	106.1	8376
-Transcription	-Stress Response	419.7	6.376	293.1
-Translation	-Stress Response	12580	80.08	7007
-Folding, Sorting and Degradation	-Stress Response	1193	12.68	795.6
-DNA Maintenance	-Stress Response	395.1	5.496	212
-RNA Family	-Stress Response	0	0	0
Environmental Information Processing	-Stress Response	257	2.608	159.2
-Signal Transduction	-Stress Response	81.3	1.397	61.24
-Signaling Molecules and Interaction	-Stress Response	175.7	1.212	98
Cellular Processes	-Stress Response	1852	35.6	1138
-Cell structure	-Stress Response	1759	33.54	1079
-Crystallins	-Stress Response	0	0	0
-Stress Response	-Stress Response	1	1	1
-Vesicular Transport	-Stress Response	0	0	0
-Cytoskeleton	-Stress Response	40.86	0.5831	28.34
-Cell Motility	-Stress Response	2.471	0.05169	0.4897
-Cell Growth and Death	-Stress Response	47.89	0.4103	28.31
-Cell Communication	-Stress Response	0	0	0
Metabolism	-Stress Response	5702	104.1	4772
-Membrane Transport	-Stress Response	1043	21.08	986.2
-Central Carbon Metabolism	-Stress Response	701.7	12.83	451.9
-Energy Metabolism	-Stress Response	331.4	3.588	200.9
-Biosynthesis	-Stress Response	1420	28.19	1177
-Other Enzymes	-Stress Response	1724	28.57	1222
Organismal Systems	-Stress Response	0	0	0
-Immune System	-Stress Response	0	0	0
-Endocrine System	-Stress Response	0	0	0
-Circulatory System	-Stress Response	0	0	0
-Digestive System	-Stress Response	0	0	0
-Excretory System	-Stress Response	0	0	0
-Nervous System	-Stress Response	0	0	0
-Sensory System	-Stress Response	0	0	0
-Development	-Stress Response	0	0	0
-Environmental Adaptation	-Stress Response	0	0	0
Human Diseases	-Stress Response	46.36	1.159	32.9
-Cancers	-Stress Response	0	0	0
-Immune System Diseases	-Stress Response	0	0	0
-Neurodegenerative Diseases	-Stress Response	0	0	0
-Cardiovascular Diseases	-Stress Response	0	0	0
-Metabolic Diseases	-Stress Response	0	0	0
-Infectious Diseases	-Stress Response	5.392	0.674	6.352
Not Mapped	-Stress Response	2081	36.21	1404
-Not Mapped	-Stress Response	2081	36.21	1404
TOTAL	-Vesicular Transport	Inf	Inf	Inf
MAPPED	-Vesicular Transport	Inf	Inf	Inf
Genetic Information Processing	-Vesicular Transport	Inf	Inf	Inf
-Transcription	-Vesicular Transport	Inf	Inf	Inf
-Translation	-Vesicular Transport	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Vesicular Transport	Inf	Inf	Inf
-DNA Maintenance	-Vesicular Transport	Inf	Inf	Inf
-RNA Family	-Vesicular Transport	NaN	NaN	NaN
Environmental Information Processing	-Vesicular Transport	Inf	Inf	Inf
-Signal Transduction	-Vesicular Transport	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Vesicular Transport	Inf	Inf	Inf
Cellular Processes	-Vesicular Transport	Inf	Inf	Inf
-Cell structure	-Vesicular Transport	Inf	Inf	Inf
-Crystallins	-Vesicular Transport	NaN	NaN	NaN
-Stress Response	-Vesicular Transport	Inf	Inf	Inf
-Vesicular Transport	-Vesicular Transport	NaN	NaN	NaN
-Cytoskeleton	-Vesicular Transport	Inf	Inf	Inf
-Cell Motility	-Vesicular Transport	Inf	Inf	Inf
-Cell Growth and Death	-Vesicular Transport	Inf	Inf	Inf
-Cell Communication	-Vesicular Transport	NaN	NaN	NaN
Metabolism	-Vesicular Transport	Inf	Inf	Inf
-Membrane Transport	-Vesicular Transport	Inf	Inf	Inf
-Central Carbon Metabolism	-Vesicular Transport	Inf	Inf	Inf
-Energy Metabolism	-Vesicular Transport	Inf	Inf	Inf
-Biosynthesis	-Vesicular Transport	Inf	Inf	Inf
-Other Enzymes	-Vesicular Transport	Inf	Inf	Inf
Organismal Systems	-Vesicular Transport	Inf	Inf	Inf
-Immune System	-Vesicular Transport	NaN	NaN	NaN
-Endocrine System	-Vesicular Transport	Inf	Inf	Inf
-Circulatory System	-Vesicular Transport	NaN	NaN	NaN
-Digestive System	-Vesicular Transport	Inf	Inf	Inf
-Excretory System	-Vesicular Transport	Inf	Inf	Inf
-Nervous System	-Vesicular Transport	NaN	NaN	NaN
-Sensory System	-Vesicular Transport	NaN	NaN	NaN
-Development	-Vesicular Transport	NaN	NaN	NaN
-Environmental Adaptation	-Vesicular Transport	Inf	Inf	Inf
Human Diseases	-Vesicular Transport	Inf	Inf	Inf
-Cancers	-Vesicular Transport	Inf	Inf	Inf
-Immune System Diseases	-Vesicular Transport	Inf	Inf	Inf
-Neurodegenerative Diseases	-Vesicular Transport	Inf	Inf	Inf
-Cardiovascular Diseases	-Vesicular Transport	NaN	NaN	NaN
-Metabolic Diseases	-Vesicular Transport	Inf	Inf	Inf
-Infectious Diseases	-Vesicular Transport	Inf	Inf	Inf
Not Mapped	-Vesicular Transport	Inf	Inf	Inf
-Not Mapped	-Vesicular Transport	Inf	Inf	Inf
TOTAL	-Cytoskeleton	616.2	501.1	574.6
MAPPED	-Cytoskeleton	565.3	439	525
Genetic Information Processing	-Cytoskeleton	361.1	182	295.6
-Transcription	-Cytoskeleton	10.27	10.93	10.34
-Translation	-Cytoskeleton	307.9	137.3	247.3
-Folding, Sorting and Degradation	-Cytoskeleton	29.2	21.74	28.07
-DNA Maintenance	-Cytoskeleton	9.669	9.426	7.481
-RNA Family	-Cytoskeleton	0	0	0
Environmental Information Processing	-Cytoskeleton	6.29	4.473	5.619
-Signal Transduction	-Cytoskeleton	1.99	2.395	2.161
-Signaling Molecules and Interaction	-Cytoskeleton	4.3	2.078	3.458
Cellular Processes	-Cytoskeleton	45.32	61.05	40.15
-Cell structure	-Cytoskeleton	43.04	57.52	38.08
-Crystallins	-Cytoskeleton	0	0	0
-Stress Response	-Cytoskeleton	0.02447	1.715	0.03529
-Vesicular Transport	-Cytoskeleton	0	0	0
-Cytoskeleton	-Cytoskeleton	1	1	1
-Cell Motility	-Cytoskeleton	0.06048	0.08864	0.01728
-Cell Growth and Death	-Cytoskeleton	1.172	0.7036	0.999
-Cell Communication	-Cytoskeleton	0	0	0
Metabolism	-Cytoskeleton	139.5	178.5	168.4
-Membrane Transport	-Cytoskeleton	25.51	36.16	34.8
-Central Carbon Metabolism	-Cytoskeleton	17.17	22.01	15.95
-Energy Metabolism	-Cytoskeleton	8.109	6.153	7.091
-Biosynthesis	-Cytoskeleton	34.76	48.34	41.53
-Other Enzymes	-Cytoskeleton	42.2	48.99	43.12
Organismal Systems	-Cytoskeleton	0	0	0
-Immune System	-Cytoskeleton	0	0	0
-Endocrine System	-Cytoskeleton	0	0	0
-Circulatory System	-Cytoskeleton	0	0	0
-Digestive System	-Cytoskeleton	0	0	0
-Excretory System	-Cytoskeleton	0	0	0
-Nervous System	-Cytoskeleton	0	0	0
-Sensory System	-Cytoskeleton	0	0	0
-Development	-Cytoskeleton	0	0	0
-Environmental Adaptation	-Cytoskeleton	0	0	0
Human Diseases	-Cytoskeleton	1.134	1.988	1.161
-Cancers	-Cytoskeleton	0	0	0
-Immune System Diseases	-Cytoskeleton	0	0	0
-Neurodegenerative Diseases	-Cytoskeleton	0	0	0
-Cardiovascular Diseases	-Cytoskeleton	0	0	0
-Metabolic Diseases	-Cytoskeleton	0	0	0
-Infectious Diseases	-Cytoskeleton	0.132	1.156	0.2242
Not Mapped	-Cytoskeleton	50.93	62.11	49.56
-Not Mapped	-Cytoskeleton	50.93	62.11	49.56
TOTAL	-Cell Motility	1006	854.3	3989
MAPPED	-Cell Motility	922.8	748.4	3645
Genetic Information Processing	-Cell Motility	590.2	311.4	2062
-Transcription	-Cell Motility	17	18.64	71.79
-Translation	-Cell Motility	505.4	236	1728
-Folding, Sorting and Degradation	-Cell Motility	50.09	40.27	207.7
-DNA Maintenance	-Cell Motility	17.66	16.54	53.96
-RNA Family	-Cell Motility	0	0	0
Environmental Information Processing	-Cell Motility	11.22	8.246	41.05
-Signal Transduction	-Cell Motility	3.554	4.622	17.04
-Signaling Molecules and Interaction	-Cell Motility	7.019	3.543	24.01
Cellular Processes	-Cell Motility	75.25	105.4	281.5
-Cell structure	-Cell Motility	70.26	98.05	264.4
-Crystallins	-Cell Motility	0	0	0
-Stress Response	-Cell Motility	0.03995	2.923	0.245
-Vesicular Transport	-Cell Motility	0	0	0
-Cytoskeleton	-Cell Motility	1.632	1.705	6.942
-Cell Motility	-Cell Motility	1	1	1
-Cell Growth and Death	-Cell Motility	2.247	1.515	8.897
-Cell Communication	-Cell Motility	0	0	0
Metabolism	-Cell Motility	239.9	316.6	1215
-Membrane Transport	-Cell Motility	45.58	65.82	248.2
-Central Carbon Metabolism	-Cell Motility	31.26	44.33	141.3
-Energy Metabolism	-Cell Motility	15.87	18.54	81.45
-Biosynthesis	-Cell Motility	70.82	103.1	425.3
-Other Enzymes	-Cell Motility	68.89	83.52	319.3
Organismal Systems	-Cell Motility	0	0	0
-Immune System	-Cell Motility	0	0	0
-Endocrine System	-Cell Motility	0	0	0
-Circulatory System	-Cell Motility	0	0	0
-Digestive System	-Cell Motility	0	0	0
-Excretory System	-Cell Motility	0	0	0
-Nervous System	-Cell Motility	0	0	0
-Sensory System	-Cell Motility	0	0	0
-Development	-Cell Motility	0	0	0
-Environmental Adaptation	-Cell Motility	0	0	0
Human Diseases	-Cell Motility	2.686	4.261	15.17
-Cancers	-Cell Motility	0	0	0
-Immune System Diseases	-Cell Motility	0	0	0
-Neurodegenerative Diseases	-Cell Motility	0	0	0
-Cardiovascular Diseases	-Cell Motility	0	0	0
-Metabolic Diseases	-Cell Motility	0	0	0
-Infectious Diseases	-Cell Motility	0.2363	2.19	2.581
Not Mapped	-Cell Motility	83.14	105.9	344
-Not Mapped	-Cell Motility	83.14	105.9	344
TOTAL	-Cell Growth and Death	429.3	498.7	446.2
MAPPED	-Cell Growth and Death	393.8	436.9	407.7
Genetic Information Processing	-Cell Growth and Death	254.6	184.3	231.8
-Transcription	-Cell Growth and Death	7.333	11.03	8.07
-Translation	-Cell Growth and Death	215.2	137.2	192.9
-Folding, Sorting and Degradation	-Cell Growth and Death	21.61	23.84	23.34
-DNA Maintenance	-Cell Growth and Death	6.736	9.379	5.81
-RNA Family	-Cell Growth and Death	0	0	0
Environmental Information Processing	-Cell Growth and Death	4.499	4.575	4.456
-Signal Transduction	-Cell Growth and Death	1.423	2.507	1.75
-Signaling Molecules and Interaction	-Cell Growth and Death	2.995	2.068	2.686
Cellular Processes	-Cell Growth and Death	31.75	61.03	31.4
-Cell structure	-Cell Growth and Death	29.98	57.24	29.58
-Crystallins	-Cell Growth and Death	0	0	0
-Stress Response	-Cell Growth and Death	0.01705	1.706	0.02741
-Vesicular Transport	-Cell Growth and Death	0	0	0
-Cytoskeleton	-Cell Growth and Death	0.6967	0.9951	0.7766
-Cell Motility	-Cell Growth and Death	0.04755	0.09359	0.01667
-Cell Growth and Death	-Cell Growth and Death	1	1	1
-Cell Communication	-Cell Growth and Death	0	0	0
Metabolism	-Cell Growth and Death	100.3	183	134.4
-Membrane Transport	-Cell Growth and Death	18.22	37.28	27.03
-Central Carbon Metabolism	-Cell Growth and Death	12.51	24.88	13.15
-Energy Metabolism	-Cell Growth and Death	6.204	7.163	6.149
-Biosynthesis	-Cell Growth and Death	27.04	48.1	32.26
-Other Enzymes	-Cell Growth and Death	29.72	49.44	35.89
Organismal Systems	-Cell Growth and Death	0	0	0
-Immune System	-Cell Growth and Death	0	0	0
-Endocrine System	-Cell Growth and Death	0	0	0
-Circulatory System	-Cell Growth and Death	0	0	0
-Digestive System	-Cell Growth and Death	0	0	0
-Excretory System	-Cell Growth and Death	0	0	0
-Nervous System	-Cell Growth and Death	0	0	0
-Sensory System	-Cell Growth and Death	0	0	0
-Development	-Cell Growth and Death	0	0	0
-Environmental Adaptation	-Cell Growth and Death	0	0	0
Human Diseases	-Cell Growth and Death	0.9679	1.979	0.9015
-Cancers	-Cell Growth and Death	0	0	0
-Immune System Diseases	-Cell Growth and Death	0	0	0
-Neurodegenerative Diseases	-Cell Growth and Death	0	0	0
-Cardiovascular Diseases	-Cell Growth and Death	0	0	0
-Metabolic Diseases	-Cell Growth and Death	0	0	0
-Infectious Diseases	-Cell Growth and Death	0.1052	1.445	0.2043
Not Mapped	-Cell Growth and Death	35.48	61.8	38.49
-Not Mapped	-Cell Growth and Death	35.48	61.8	38.49
TOTAL	-Cell Communication	Inf	Inf	Inf
MAPPED	-Cell Communication	Inf	Inf	Inf
Genetic Information Processing	-Cell Communication	Inf	Inf	Inf
-Transcription	-Cell Communication	Inf	Inf	Inf
-Translation	-Cell Communication	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Communication	Inf	Inf	Inf
-DNA Maintenance	-Cell Communication	Inf	Inf	Inf
-RNA Family	-Cell Communication	NaN	NaN	NaN
Environmental Information Processing	-Cell Communication	Inf	Inf	Inf
-Signal Transduction	-Cell Communication	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Communication	Inf	Inf	Inf
Cellular Processes	-Cell Communication	Inf	Inf	Inf
-Cell structure	-Cell Communication	Inf	Inf	Inf
-Crystallins	-Cell Communication	NaN	NaN	NaN
-Stress Response	-Cell Communication	Inf	Inf	Inf
-Vesicular Transport	-Cell Communication	NaN	NaN	NaN
-Cytoskeleton	-Cell Communication	Inf	Inf	Inf
-Cell Motility	-Cell Communication	Inf	Inf	Inf
-Cell Growth and Death	-Cell Communication	Inf	Inf	Inf
-Cell Communication	-Cell Communication	NaN	NaN	NaN
Metabolism	-Cell Communication	Inf	Inf	Inf
-Membrane Transport	-Cell Communication	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Communication	Inf	Inf	Inf
-Energy Metabolism	-Cell Communication	Inf	Inf	Inf
-Biosynthesis	-Cell Communication	Inf	Inf	Inf
-Other Enzymes	-Cell Communication	Inf	Inf	Inf
Organismal Systems	-Cell Communication	Inf	Inf	Inf
-Immune System	-Cell Communication	NaN	NaN	NaN
-Endocrine System	-Cell Communication	Inf	Inf	Inf
-Circulatory System	-Cell Communication	NaN	NaN	NaN
-Digestive System	-Cell Communication	Inf	Inf	Inf
-Excretory System	-Cell Communication	Inf	Inf	Inf
-Nervous System	-Cell Communication	NaN	NaN	NaN
-Sensory System	-Cell Communication	NaN	NaN	NaN
-Development	-Cell Communication	NaN	NaN	NaN
-Environmental Adaptation	-Cell Communication	Inf	Inf	Inf
Human Diseases	-Cell Communication	Inf	Inf	Inf
-Cancers	-Cell Communication	Inf	Inf	Inf
-Immune System Diseases	-Cell Communication	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell Communication	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell Communication	NaN	NaN	NaN
-Metabolic Diseases	-Cell Communication	Inf	Inf	Inf
-Infectious Diseases	-Cell Communication	Inf	Inf	Inf
Not Mapped	-Cell Communication	Inf	Inf	Inf
-Not Mapped	-Cell Communication	Inf	Inf	Inf
TOTAL	Metabolism	4.193	2.677	3.279
MAPPED	Metabolism	3.846	2.346	2.996
Genetic Information Processing	Metabolism	2.46	0.9751	1.696
-Transcription	Metabolism	0.07066	0.05887	0.05907
-Translation	Metabolism	2.097	0.734	1.412
-Folding, Sorting and Degradation	Metabolism	0.1987	0.1165	0.1618
-DNA Maintenance	Metabolism	0.06718	0.05125	0.04323
-RNA Family	Metabolism	0	0	0
Environmental Information Processing	Metabolism	0.04327	0.02414	0.03215
-Signal Transduction	Metabolism	0.01369	0.013	0.01236
-Signaling Molecules and Interaction	Metabolism	0.02926	0.0111	0.01974
Cellular Processes	Metabolism	0.309	0.3268	0.2298
-Cell structure	Metabolism	0.2928	0.3073	0.2174
-Crystallins	Metabolism	0	0	0
-Stress Response	Metabolism	0.0001665	0.009162	0.0002014
-Vesicular Transport	Metabolism	0	0	0
-Cytoskeleton	Metabolism	0.006804	0.005342	0.005707
-Cell Motility	Metabolism	0.0004166	0.0004792	9.932e-05
-Cell Growth and Death	Metabolism	0.008064	0.003802	0.005756
-Cell Communication	Metabolism	0	0	0
Metabolism	Metabolism	1	1	1
-Membrane Transport	Metabolism	0.1811	0.2019	0.2006
-Central Carbon Metabolism	Metabolism	0.1214	0.119	0.09471
-Energy Metabolism	Metabolism	0.05657	0.03365	0.04129
-Biosynthesis	Metabolism	0.2391	0.2628	0.24
-Other Enzymes	Metabolism	0.2871	0.2638	0.2461
Organismal Systems	Metabolism	0	0	0
-Immune System	Metabolism	0	0	0
-Endocrine System	Metabolism	0	0	0
-Circulatory System	Metabolism	0	0	0
-Digestive System	Metabolism	0	0	0
-Excretory System	Metabolism	0	0	0
-Nervous System	Metabolism	0	0	0
-Sensory System	Metabolism	0	0	0
-Development	Metabolism	0	0	0
-Environmental Adaptation	Metabolism	0	0	0
Human Diseases	Metabolism	0.007805	0.01081	0.006707
-Cancers	Metabolism	0	0	0
-Immune System Diseases	Metabolism	0	0	0
-Neurodegenerative Diseases	Metabolism	0	0	0
-Cardiovascular Diseases	Metabolism	0	0	0
-Metabolic Diseases	Metabolism	0	0	0
-Infectious Diseases	Metabolism	0.0009178	0.006218	0.00129
Not Mapped	Metabolism	0.3465	0.3318	0.2828
-Not Mapped	Metabolism	0.3465	0.3318	0.2828
TOTAL	-Membrane Transport	21.6	12.8	15.73
MAPPED	-Membrane Transport	19.82	11.22	14.37
Genetic Information Processing	-Membrane Transport	12.69	4.662	8.131
-Transcription	-Membrane Transport	0.3729	0.2832	0.2892
-Translation	-Membrane Transport	10.8	3.509	6.769
-Folding, Sorting and Degradation	-Membrane Transport	1.023	0.5571	0.7758
-DNA Maintenance	-Membrane Transport	0.3697	0.2513	0.215
-RNA Family	-Membrane Transport	0	0	0
Environmental Information Processing	-Membrane Transport	0.2296	0.1188	0.1558
-Signal Transduction	-Membrane Transport	0.07264	0.06394	0.0599
-Signaling Molecules and Interaction	-Membrane Transport	0.1507	0.05309	0.09465
Cellular Processes	-Membrane Transport	1.592	1.563	1.102
-Cell structure	-Membrane Transport	1.509	1.469	1.042
-Crystallins	-Membrane Transport	0	0	0
-Stress Response	-Membrane Transport	0.0008579	0.04381	0.0009658
-Vesicular Transport	-Membrane Transport	0	0	0
-Cytoskeleton	-Membrane Transport	0.03505	0.02554	0.02737
-Cell Motility	-Membrane Transport	0.002222	0.002326	0.0004907
-Cell Growth and Death	-Membrane Transport	0.04346	0.01868	0.02869
-Cell Communication	-Membrane Transport	0	0	0
Metabolism	-Membrane Transport	5.152	4.781	4.792
-Membrane Transport	-Membrane Transport	1	1	1
-Central Carbon Metabolism	-Membrane Transport	0.6678	0.5775	0.4539
-Energy Metabolism	-Membrane Transport	0.3086	0.163	0.2029
-Biosynthesis	-Membrane Transport	1.291	1.29	1.193
-Other Enzymes	-Membrane Transport	1.511	1.269	1.18
Organismal Systems	-Membrane Transport	0	0	0
-Immune System	-Membrane Transport	0	0	0
-Endocrine System	-Membrane Transport	0	0	0
-Circulatory System	-Membrane Transport	0	0	0
-Digestive System	-Membrane Transport	0	0	0
-Excretory System	-Membrane Transport	0	0	0
-Nervous System	-Membrane Transport	0	0	0
-Sensory System	-Membrane Transport	0	0	0
-Development	-Membrane Transport	0	0	0
-Environmental Adaptation	-Membrane Transport	0	0	0
Human Diseases	-Membrane Transport	0.04213	0.05307	0.03336
-Cancers	-Membrane Transport	0	0	0
-Immune System Diseases	-Membrane Transport	0	0	0
-Neurodegenerative Diseases	-Membrane Transport	0	0	0
-Cardiovascular Diseases	-Membrane Transport	0	0	0
-Metabolic Diseases	-Membrane Transport	0	0	0
-Infectious Diseases	-Membrane Transport	0.005049	0.0308	0.006368
Not Mapped	-Membrane Transport	1.785	1.586	1.356
-Not Mapped	-Membrane Transport	1.785	1.586	1.356
TOTAL	-Central Carbon Metabolism	24.68	14.89	22.97
MAPPED	-Central Carbon Metabolism	22.64	13.04	20.99
Genetic Information Processing	-Central Carbon Metabolism	14.5	5.421	11.88
-Transcription	-Central Carbon Metabolism	0.4414	0.3708	0.4585
-Translation	-Central Carbon Metabolism	12.34	4.081	9.887
-Folding, Sorting and Degradation	-Central Carbon Metabolism	1.169	0.6478	1.133
-DNA Maintenance	-Central Carbon Metabolism	0.4706	0.3187	0.3464
-RNA Family	-Central Carbon Metabolism	0	0	0
Environmental Information Processing	-Central Carbon Metabolism	0.287	0.1554	0.2469
-Signal Transduction	-Central Carbon Metabolism	0.09839	0.08517	0.1055
-Signaling Molecules and Interaction	-Central Carbon Metabolism	0.1722	0.06173	0.1382
