Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine
-Digestive System	-Other Enzymes	0	0	0
-Excretory System	-Other Enzymes	0	0	0
-Nervous System	-Other Enzymes	0	0	0
-Sensory System	-Other Enzymes	0	0	0
-Development	-Other Enzymes	0	0	0
-Environmental Adaptation	-Other Enzymes	0	0	0
Human Diseases	-Other Enzymes	0	0	0
-Cancers	-Other Enzymes	0	0	0
-Immune System Diseases	-Other Enzymes	0	0	0
-Neurodegenerative Diseases	-Other Enzymes	0	0	0
-Cardiovascular Diseases	-Other Enzymes	0	0	0
-Infectious Diseases	-Other Enzymes	0	0	0
Not Mapped	-Other Enzymes	3.732	3.769	3.579
-Not Mapped	-Other Enzymes	3.732	3.769	3.579
TOTAL	Organismal Systems	Inf	Inf	Inf
MAPPED	Organismal Systems	Inf	Inf	Inf
Genetic Information Processing	Organismal Systems	Inf	Inf	Inf
-Transcription	Organismal Systems	Inf	Inf	Inf
-Translation	Organismal Systems	Inf	Inf	Inf
-Folding, Sorting and Degradation	Organismal Systems	Inf	Inf	Inf
-DNA Maintenance	Organismal Systems	Inf	Inf	Inf
Environmental Information Processing	Organismal Systems	Inf	Inf	Inf
-Signal Transduction	Organismal Systems	Inf	Inf	Inf
-Signaling Molecules and Interaction	Organismal Systems	Inf	Inf	Inf
Cellular Processes	Organismal Systems	Inf	Inf	Inf
-Cell structure	Organismal Systems	Inf	Inf	Inf
-Stress Response	Organismal Systems	Inf	Inf	Inf
-Vesicular Transport	Organismal Systems	Inf	Inf	Inf
-Cytoskeleton	Organismal Systems	Inf	Inf	Inf
-Cell Motility	Organismal Systems	Inf	Inf	Inf
-Cell Growth and Death	Organismal Systems	Inf	Inf	Inf
-Cell Communication	Organismal Systems	NaN	NaN	NaN
Metabolism	Organismal Systems	Inf	Inf	Inf
-Membrane Transport	Organismal Systems	Inf	Inf	Inf
-Central Carbon Metabolism	Organismal Systems	Inf	Inf	Inf
-Energy Metabolism	Organismal Systems	Inf	Inf	Inf
-Biosynthesis	Organismal Systems	Inf	Inf	Inf
-Other Enzymes	Organismal Systems	Inf	Inf	Inf
Organismal Systems	Organismal Systems	NaN	NaN	NaN
-Immune System	Organismal Systems	NaN	NaN	NaN
-Endocrine System	Organismal Systems	NaN	NaN	NaN
-Circulatory System	Organismal Systems	NaN	NaN	NaN
-Digestive System	Organismal Systems	NaN	NaN	NaN
-Excretory System	Organismal Systems	NaN	NaN	NaN
-Nervous System	Organismal Systems	NaN	NaN	NaN
-Sensory System	Organismal Systems	NaN	NaN	NaN
-Development	Organismal Systems	NaN	NaN	NaN
-Environmental Adaptation	Organismal Systems	NaN	NaN	NaN
Human Diseases	Organismal Systems	NaN	NaN	NaN
-Cancers	Organismal Systems	NaN	NaN	NaN
-Immune System Diseases	Organismal Systems	NaN	NaN	NaN
-Neurodegenerative Diseases	Organismal Systems	NaN	NaN	NaN
-Cardiovascular Diseases	Organismal Systems	NaN	NaN	NaN
-Infectious Diseases	Organismal Systems	NaN	NaN	NaN
Not Mapped	Organismal Systems	Inf	Inf	Inf
-Not Mapped	Organismal Systems	Inf	Inf	Inf
TOTAL	-Immune System	Inf	Inf	Inf
MAPPED	-Immune System	Inf	Inf	Inf
Genetic Information Processing	-Immune System	Inf	Inf	Inf
-Transcription	-Immune System	Inf	Inf	Inf
-Translation	-Immune System	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Immune System	Inf	Inf	Inf
-DNA Maintenance	-Immune System	Inf	Inf	Inf
Environmental Information Processing	-Immune System	Inf	Inf	Inf
-Signal Transduction	-Immune System	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Immune System	Inf	Inf	Inf
Cellular Processes	-Immune System	Inf	Inf	Inf
-Cell structure	-Immune System	Inf	Inf	Inf
-Stress Response	-Immune System	Inf	Inf	Inf
-Vesicular Transport	-Immune System	Inf	Inf	Inf
-Cytoskeleton	-Immune System	Inf	Inf	Inf
-Cell Motility	-Immune System	Inf	Inf	Inf
-Cell Growth and Death	-Immune System	Inf	Inf	Inf
-Cell Communication	-Immune System	NaN	NaN	NaN
Metabolism	-Immune System	Inf	Inf	Inf
-Membrane Transport	-Immune System	Inf	Inf	Inf
-Central Carbon Metabolism	-Immune System	Inf	Inf	Inf
-Energy Metabolism	-Immune System	Inf	Inf	Inf
-Biosynthesis	-Immune System	Inf	Inf	Inf
-Other Enzymes	-Immune System	Inf	Inf	Inf
Organismal Systems	-Immune System	NaN	NaN	NaN
-Immune System	-Immune System	NaN	NaN	NaN
-Endocrine System	-Immune System	NaN	NaN	NaN
-Circulatory System	-Immune System	NaN	NaN	NaN
-Digestive System	-Immune System	NaN	NaN	NaN
-Excretory System	-Immune System	NaN	NaN	NaN
-Nervous System	-Immune System	NaN	NaN	NaN
-Sensory System	-Immune System	NaN	NaN	NaN
-Development	-Immune System	NaN	NaN	NaN
-Environmental Adaptation	-Immune System	NaN	NaN	NaN
Human Diseases	-Immune System	NaN	NaN	NaN
-Cancers	-Immune System	NaN	NaN	NaN
-Immune System Diseases	-Immune System	NaN	NaN	NaN
-Neurodegenerative Diseases	-Immune System	NaN	NaN	NaN
-Cardiovascular Diseases	-Immune System	NaN	NaN	NaN
-Infectious Diseases	-Immune System	NaN	NaN	NaN
Not Mapped	-Immune System	Inf	Inf	Inf
-Not Mapped	-Immune System	Inf	Inf	Inf
TOTAL	-Endocrine System	Inf	Inf	Inf
MAPPED	-Endocrine System	Inf	Inf	Inf
Genetic Information Processing	-Endocrine System	Inf	Inf	Inf
-Transcription	-Endocrine System	Inf	Inf	Inf
-Translation	-Endocrine System	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Endocrine System	Inf	Inf	Inf
-DNA Maintenance	-Endocrine System	Inf	Inf	Inf
Environmental Information Processing	-Endocrine System	Inf	Inf	Inf
-Signal Transduction	-Endocrine System	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Endocrine System	Inf	Inf	Inf
Cellular Processes	-Endocrine System	Inf	Inf	Inf
-Cell structure	-Endocrine System	Inf	Inf	Inf
-Stress Response	-Endocrine System	Inf	Inf	Inf
-Vesicular Transport	-Endocrine System	Inf	Inf	Inf
-Cytoskeleton	-Endocrine System	Inf	Inf	Inf
-Cell Motility	-Endocrine System	Inf	Inf	Inf
-Cell Growth and Death	-Endocrine System	Inf	Inf	Inf
-Cell Communication	-Endocrine System	NaN	NaN	NaN
Metabolism	-Endocrine System	Inf	Inf	Inf
-Membrane Transport	-Endocrine System	Inf	Inf	Inf
-Central Carbon Metabolism	-Endocrine System	Inf	Inf	Inf
-Energy Metabolism	-Endocrine System	Inf	Inf	Inf
-Biosynthesis	-Endocrine System	Inf	Inf	Inf
-Other Enzymes	-Endocrine System	Inf	Inf	Inf
Organismal Systems	-Endocrine System	NaN	NaN	NaN
-Immune System	-Endocrine System	NaN	NaN	NaN
-Endocrine System	-Endocrine System	NaN	NaN	NaN
-Circulatory System	-Endocrine System	NaN	NaN	NaN
-Digestive System	-Endocrine System	NaN	NaN	NaN
-Excretory System	-Endocrine System	NaN	NaN	NaN
-Nervous System	-Endocrine System	NaN	NaN	NaN
-Sensory System	-Endocrine System	NaN	NaN	NaN
-Development	-Endocrine System	NaN	NaN	NaN
-Environmental Adaptation	-Endocrine System	NaN	NaN	NaN
Human Diseases	-Endocrine System	NaN	NaN	NaN
-Cancers	-Endocrine System	NaN	NaN	NaN
-Immune System Diseases	-Endocrine System	NaN	NaN	NaN
-Neurodegenerative Diseases	-Endocrine System	NaN	NaN	NaN
-Cardiovascular Diseases	-Endocrine System	NaN	NaN	NaN
-Infectious Diseases	-Endocrine System	NaN	NaN	NaN
Not Mapped	-Endocrine System	Inf	Inf	Inf
-Not Mapped	-Endocrine System	Inf	Inf	Inf
TOTAL	-Circulatory System	Inf	Inf	Inf
MAPPED	-Circulatory System	Inf	Inf	Inf
Genetic Information Processing	-Circulatory System	Inf	Inf	Inf
-Transcription	-Circulatory System	Inf	Inf	Inf
-Translation	-Circulatory System	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Circulatory System	Inf	Inf	Inf
-DNA Maintenance	-Circulatory System	Inf	Inf	Inf
Environmental Information Processing	-Circulatory System	Inf	Inf	Inf
-Signal Transduction	-Circulatory System	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Circulatory System	Inf	Inf	Inf
Cellular Processes	-Circulatory System	Inf	Inf	Inf
-Cell structure	-Circulatory System	Inf	Inf	Inf
-Stress Response	-Circulatory System	Inf	Inf	Inf
-Vesicular Transport	-Circulatory System	Inf	Inf	Inf
-Cytoskeleton	-Circulatory System	Inf	Inf	Inf
-Cell Motility	-Circulatory System	Inf	Inf	Inf
-Cell Growth and Death	-Circulatory System	Inf	Inf	Inf
-Cell Communication	-Circulatory System	NaN	NaN	NaN
Metabolism	-Circulatory System	Inf	Inf	Inf
-Membrane Transport	-Circulatory System	Inf	Inf	Inf
-Central Carbon Metabolism	-Circulatory System	Inf	Inf	Inf
-Energy Metabolism	-Circulatory System	Inf	Inf	Inf
-Biosynthesis	-Circulatory System	Inf	Inf	Inf
-Other Enzymes	-Circulatory System	Inf	Inf	Inf
Organismal Systems	-Circulatory System	NaN	NaN	NaN
-Immune System	-Circulatory System	NaN	NaN	NaN
-Endocrine System	-Circulatory System	NaN	NaN	NaN
-Circulatory System	-Circulatory System	NaN	NaN	NaN
-Digestive System	-Circulatory System	NaN	NaN	NaN
-Excretory System	-Circulatory System	NaN	NaN	NaN
-Nervous System	-Circulatory System	NaN	NaN	NaN
-Sensory System	-Circulatory System	NaN	NaN	NaN
-Development	-Circulatory System	NaN	NaN	NaN
-Environmental Adaptation	-Circulatory System	NaN	NaN	NaN
Human Diseases	-Circulatory System	NaN	NaN	NaN
-Cancers	-Circulatory System	NaN	NaN	NaN
-Immune System Diseases	-Circulatory System	NaN	NaN	NaN
-Neurodegenerative Diseases	-Circulatory System	NaN	NaN	NaN
-Cardiovascular Diseases	-Circulatory System	NaN	NaN	NaN
-Infectious Diseases	-Circulatory System	NaN	NaN	NaN
Not Mapped	-Circulatory System	Inf	Inf	Inf
-Not Mapped	-Circulatory System	Inf	Inf	Inf
TOTAL	-Digestive System	Inf	Inf	Inf
MAPPED	-Digestive System	Inf	Inf	Inf
Genetic Information Processing	-Digestive System	Inf	Inf	Inf
-Transcription	-Digestive System	Inf	Inf	Inf
-Translation	-Digestive System	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Digestive System	Inf	Inf	Inf
-DNA Maintenance	-Digestive System	Inf	Inf	Inf
Environmental Information Processing	-Digestive System	Inf	Inf	Inf
-Signal Transduction	-Digestive System	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Digestive System	Inf	Inf	Inf
Cellular Processes	-Digestive System	Inf	Inf	Inf
-Cell structure	-Digestive System	Inf	Inf	Inf
-Stress Response	-Digestive System	Inf	Inf	Inf
-Vesicular Transport	-Digestive System	Inf	Inf	Inf
-Cytoskeleton	-Digestive System	Inf	Inf	Inf
-Cell Motility	-Digestive System	Inf	Inf	Inf
-Cell Growth and Death	-Digestive System	Inf	Inf	Inf
-Cell Communication	-Digestive System	NaN	NaN	NaN
Metabolism	-Digestive System	Inf	Inf	Inf
-Membrane Transport	-Digestive System	Inf	Inf	Inf
-Central Carbon Metabolism	-Digestive System	Inf	Inf	Inf
-Energy Metabolism	-Digestive System	Inf	Inf	Inf
-Biosynthesis	-Digestive System	Inf	Inf	Inf
-Other Enzymes	-Digestive System	Inf	Inf	Inf
Organismal Systems	-Digestive System	NaN	NaN	NaN
-Immune System	-Digestive System	NaN	NaN	NaN
-Endocrine System	-Digestive System	NaN	NaN	NaN
-Circulatory System	-Digestive System	NaN	NaN	NaN
-Digestive System	-Digestive System	NaN	NaN	NaN
-Excretory System	-Digestive System	NaN	NaN	NaN
-Nervous System	-Digestive System	NaN	NaN	NaN
-Sensory System	-Digestive System	NaN	NaN	NaN
-Development	-Digestive System	NaN	NaN	NaN
-Environmental Adaptation	-Digestive System	NaN	NaN	NaN
Human Diseases	-Digestive System	NaN	NaN	NaN
-Cancers	-Digestive System	NaN	NaN	NaN
-Immune System Diseases	-Digestive System	NaN	NaN	NaN
-Neurodegenerative Diseases	-Digestive System	NaN	NaN	NaN
-Cardiovascular Diseases	-Digestive System	NaN	NaN	NaN
-Infectious Diseases	-Digestive System	NaN	NaN	NaN
Not Mapped	-Digestive System	Inf	Inf	Inf
-Not Mapped	-Digestive System	Inf	Inf	Inf
TOTAL	-Excretory System	Inf	Inf	Inf
MAPPED	-Excretory System	Inf	Inf	Inf
Genetic Information Processing	-Excretory System	Inf	Inf	Inf
-Transcription	-Excretory System	Inf	Inf	Inf
-Translation	-Excretory System	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Excretory System	Inf	Inf	Inf
-DNA Maintenance	-Excretory System	Inf	Inf	Inf
Environmental Information Processing	-Excretory System	Inf	Inf	Inf
-Signal Transduction	-Excretory System	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Excretory System	Inf	Inf	Inf
Cellular Processes	-Excretory System	Inf	Inf	Inf
-Cell structure	-Excretory System	Inf	Inf	Inf
-Stress Response	-Excretory System	Inf	Inf	Inf
-Vesicular Transport	-Excretory System	Inf	Inf	Inf
-Cytoskeleton	-Excretory System	Inf	Inf	Inf
-Cell Motility	-Excretory System	Inf	Inf	Inf
-Cell Growth and Death	-Excretory System	Inf	Inf	Inf
-Cell Communication	-Excretory System	NaN	NaN	NaN
Metabolism	-Excretory System	Inf	Inf	Inf
-Membrane Transport	-Excretory System	Inf	Inf	Inf
-Central Carbon Metabolism	-Excretory System	Inf	Inf	Inf
-Energy Metabolism	-Excretory System	Inf	Inf	Inf
-Biosynthesis	-Excretory System	Inf	Inf	Inf
-Other Enzymes	-Excretory System	Inf	Inf	Inf
Organismal Systems	-Excretory System	NaN	NaN	NaN
-Immune System	-Excretory System	NaN	NaN	NaN
-Endocrine System	-Excretory System	NaN	NaN	NaN
-Circulatory System	-Excretory System	NaN	NaN	NaN
-Digestive System	-Excretory System	NaN	NaN	NaN
-Excretory System	-Excretory System	NaN	NaN	NaN
-Nervous System	-Excretory System	NaN	NaN	NaN
-Sensory System	-Excretory System	NaN	NaN	NaN
-Development	-Excretory System	NaN	NaN	NaN
-Environmental Adaptation	-Excretory System	NaN	NaN	NaN
Human Diseases	-Excretory System	NaN	NaN	NaN
-Cancers	-Excretory System	NaN	NaN	NaN
-Immune System Diseases	-Excretory System	NaN	NaN	NaN
-Neurodegenerative Diseases	-Excretory System	NaN	NaN	NaN
-Cardiovascular Diseases	-Excretory System	NaN	NaN	NaN
-Infectious Diseases	-Excretory System	NaN	NaN	NaN
Not Mapped	-Excretory System	Inf	Inf	Inf
-Not Mapped	-Excretory System	Inf	Inf	Inf
TOTAL	-Nervous System	Inf	Inf	Inf
MAPPED	-Nervous System	Inf	Inf	Inf
Genetic Information Processing	-Nervous System	Inf	Inf	Inf
-Transcription	-Nervous System	Inf	Inf	Inf
-Translation	-Nervous System	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Nervous System	Inf	Inf	Inf
-DNA Maintenance	-Nervous System	Inf	Inf	Inf
Environmental Information Processing	-Nervous System	Inf	Inf	Inf
-Signal Transduction	-Nervous System	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Nervous System	Inf	Inf	Inf
Cellular Processes	-Nervous System	Inf	Inf	Inf
-Cell structure	-Nervous System	Inf	Inf	Inf
-Stress Response	-Nervous System	Inf	Inf	Inf
-Vesicular Transport	-Nervous System	Inf	Inf	Inf
-Cytoskeleton	-Nervous System	Inf	Inf	Inf
-Cell Motility	-Nervous System	Inf	Inf	Inf
-Cell Growth and Death	-Nervous System	Inf	Inf	Inf
-Cell Communication	-Nervous System	NaN	NaN	NaN
Metabolism	-Nervous System	Inf	Inf	Inf
-Membrane Transport	-Nervous System	Inf	Inf	Inf
-Central Carbon Metabolism	-Nervous System	Inf	Inf	Inf
-Energy Metabolism	-Nervous System	Inf	Inf	Inf
-Biosynthesis	-Nervous System	Inf	Inf	Inf
-Other Enzymes	-Nervous System	Inf	Inf	Inf
Organismal Systems	-Nervous System	NaN	NaN	NaN
-Immune System	-Nervous System	NaN	NaN	NaN
-Endocrine System	-Nervous System	NaN	NaN	NaN
-Circulatory System	-Nervous System	NaN	NaN	NaN
-Digestive System	-Nervous System	NaN	NaN	NaN
-Excretory System	-Nervous System	NaN	NaN	NaN
-Nervous System	-Nervous System	NaN	NaN	NaN
-Sensory System	-Nervous System	NaN	NaN	NaN
-Development	-Nervous System	NaN	NaN	NaN
-Environmental Adaptation	-Nervous System	NaN	NaN	NaN
Human Diseases	-Nervous System	NaN	NaN	NaN
-Cancers	-Nervous System	NaN	NaN	NaN
-Immune System Diseases	-Nervous System	NaN	NaN	NaN
-Neurodegenerative Diseases	-Nervous System	NaN	NaN	NaN
-Cardiovascular Diseases	-Nervous System	NaN	NaN	NaN
-Infectious Diseases	-Nervous System	NaN	NaN	NaN
Not Mapped	-Nervous System	Inf	Inf	Inf
-Not Mapped	-Nervous System	Inf	Inf	Inf
TOTAL	-Sensory System	Inf	Inf	Inf
MAPPED	-Sensory System	Inf	Inf	Inf
Genetic Information Processing	-Sensory System	Inf	Inf	Inf
-Transcription	-Sensory System	Inf	Inf	Inf
-Translation	-Sensory System	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Sensory System	Inf	Inf	Inf
-DNA Maintenance	-Sensory System	Inf	Inf	Inf
Environmental Information Processing	-Sensory System	Inf	Inf	Inf
-Signal Transduction	-Sensory System	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Sensory System	Inf	Inf	Inf
Cellular Processes	-Sensory System	Inf	Inf	Inf
-Cell structure	-Sensory System	Inf	Inf	Inf
-Stress Response	-Sensory System	Inf	Inf	Inf
-Vesicular Transport	-Sensory System	Inf	Inf	Inf
-Cytoskeleton	-Sensory System	Inf	Inf	Inf
-Cell Motility	-Sensory System	Inf	Inf	Inf
-Cell Growth and Death	-Sensory System	Inf	Inf	Inf
-Cell Communication	-Sensory System	NaN	NaN	NaN
Metabolism	-Sensory System	Inf	Inf	Inf
-Membrane Transport	-Sensory System	Inf	Inf	Inf
-Central Carbon Metabolism	-Sensory System	Inf	Inf	Inf
-Energy Metabolism	-Sensory System	Inf	Inf	Inf
-Biosynthesis	-Sensory System	Inf	Inf	Inf
-Other Enzymes	-Sensory System	Inf	Inf	Inf
Organismal Systems	-Sensory System	NaN	NaN	NaN
-Immune System	-Sensory System	NaN	NaN	NaN
-Endocrine System	-Sensory System	NaN	NaN	NaN
-Circulatory System	-Sensory System	NaN	NaN	NaN
-Digestive System	-Sensory System	NaN	NaN	NaN
-Excretory System	-Sensory System	NaN	NaN	NaN
-Nervous System	-Sensory System	NaN	NaN	NaN
-Sensory System	-Sensory System	NaN	NaN	NaN
-Development	-Sensory System	NaN	NaN	NaN
-Environmental Adaptation	-Sensory System	NaN	NaN	NaN
Human Diseases	-Sensory System	NaN	NaN	NaN
-Cancers	-Sensory System	NaN	NaN	NaN
-Immune System Diseases	-Sensory System	NaN	NaN	NaN
-Neurodegenerative Diseases	-Sensory System	NaN	NaN	NaN
-Cardiovascular Diseases	-Sensory System	NaN	NaN	NaN
-Infectious Diseases	-Sensory System	NaN	NaN	NaN
Not Mapped	-Sensory System	Inf	Inf	Inf
-Not Mapped	-Sensory System	Inf	Inf	Inf
TOTAL	-Development	Inf	Inf	Inf
MAPPED	-Development	Inf	Inf	Inf
Genetic Information Processing	-Development	Inf	Inf	Inf
-Transcription	-Development	Inf	Inf	Inf
-Translation	-Development	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Development	Inf	Inf	Inf
-DNA Maintenance	-Development	Inf	Inf	Inf
Environmental Information Processing	-Development	Inf	Inf	Inf
-Signal Transduction	-Development	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Development	Inf	Inf	Inf
Cellular Processes	-Development	Inf	Inf	Inf
-Cell structure	-Development	Inf	Inf	Inf
-Stress Response	-Development	Inf	Inf	Inf
-Vesicular Transport	-Development	Inf	Inf	Inf
-Cytoskeleton	-Development	Inf	Inf	Inf
-Cell Motility	-Development	Inf	Inf	Inf
-Cell Growth and Death	-Development	Inf	Inf	Inf
-Cell Communication	-Development	NaN	NaN	NaN
Metabolism	-Development	Inf	Inf	Inf
-Membrane Transport	-Development	Inf	Inf	Inf
-Central Carbon Metabolism	-Development	Inf	Inf	Inf
-Energy Metabolism	-Development	Inf	Inf	Inf
-Biosynthesis	-Development	Inf	Inf	Inf
-Other Enzymes	-Development	Inf	Inf	Inf
Organismal Systems	-Development	NaN	NaN	NaN
-Immune System	-Development	NaN	NaN	NaN
-Endocrine System	-Development	NaN	NaN	NaN
-Circulatory System	-Development	NaN	NaN	NaN
-Digestive System	-Development	NaN	NaN	NaN
-Excretory System	-Development	NaN	NaN	NaN
-Nervous System	-Development	NaN	NaN	NaN
-Sensory System	-Development	NaN	NaN	NaN
-Development	-Development	NaN	NaN	NaN
-Environmental Adaptation	-Development	NaN	NaN	NaN
Human Diseases	-Development	NaN	NaN	NaN
-Cancers	-Development	NaN	NaN	NaN
-Immune System Diseases	-Development	NaN	NaN	NaN
-Neurodegenerative Diseases	-Development	NaN	NaN	NaN
-Cardiovascular Diseases	-Development	NaN	NaN	NaN
-Infectious Diseases	-Development	NaN	NaN	NaN
Not Mapped	-Development	Inf	Inf	Inf
-Not Mapped	-Development	Inf	Inf	Inf
TOTAL	-Environmental Adaptation	Inf	Inf	Inf
MAPPED	-Environmental Adaptation	Inf	Inf	Inf
Genetic Information Processing	-Environmental Adaptation	Inf	Inf	Inf
-Transcription	-Environmental Adaptation	Inf	Inf	Inf
-Translation	-Environmental Adaptation	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Environmental Adaptation	Inf	Inf	Inf
-DNA Maintenance	-Environmental Adaptation	Inf	Inf	Inf
Environmental Information Processing	-Environmental Adaptation	Inf	Inf	Inf
-Signal Transduction	-Environmental Adaptation	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Environmental Adaptation	Inf	Inf	Inf
Cellular Processes	-Environmental Adaptation	Inf	Inf	Inf
-Cell structure	-Environmental Adaptation	Inf	Inf	Inf
-Stress Response	-Environmental Adaptation	Inf	Inf	Inf
-Vesicular Transport	-Environmental Adaptation	Inf	Inf	Inf
-Cytoskeleton	-Environmental Adaptation	Inf	Inf	Inf
-Cell Motility	-Environmental Adaptation	Inf	Inf	Inf
-Cell Growth and Death	-Environmental Adaptation	Inf	Inf	Inf
-Cell Communication	-Environmental Adaptation	NaN	NaN	NaN
Metabolism	-Environmental Adaptation	Inf	Inf	Inf
-Membrane Transport	-Environmental Adaptation	Inf	Inf	Inf
-Central Carbon Metabolism	-Environmental Adaptation	Inf	Inf	Inf
-Energy Metabolism	-Environmental Adaptation	Inf	Inf	Inf
-Biosynthesis	-Environmental Adaptation	Inf	Inf	Inf
-Other Enzymes	-Environmental Adaptation	Inf	Inf	Inf
Organismal Systems	-Environmental Adaptation	NaN	NaN	NaN
-Immune System	-Environmental Adaptation	NaN	NaN	NaN
-Endocrine System	-Environmental Adaptation	NaN	NaN	NaN
-Circulatory System	-Environmental Adaptation	NaN	NaN	NaN
-Digestive System	-Environmental Adaptation	NaN	NaN	NaN
-Excretory System	-Environmental Adaptation	NaN	NaN	NaN
-Nervous System	-Environmental Adaptation	NaN	NaN	NaN
-Sensory System	-Environmental Adaptation	NaN	NaN	NaN
-Development	-Environmental Adaptation	NaN	NaN	NaN
-Environmental Adaptation	-Environmental Adaptation	NaN	NaN	NaN
Human Diseases	-Environmental Adaptation	NaN	NaN	NaN
-Cancers	-Environmental Adaptation	NaN	NaN	NaN
-Immune System Diseases	-Environmental Adaptation	NaN	NaN	NaN
-Neurodegenerative Diseases	-Environmental Adaptation	NaN	NaN	NaN
-Cardiovascular Diseases	-Environmental Adaptation	NaN	NaN	NaN
-Infectious Diseases	-Environmental Adaptation	NaN	NaN	NaN
Not Mapped	-Environmental Adaptation	Inf	Inf	Inf
-Not Mapped	-Environmental Adaptation	Inf	Inf	Inf
TOTAL	Human Diseases	Inf	Inf	Inf
MAPPED	Human Diseases	Inf	Inf	Inf
Genetic Information Processing	Human Diseases	Inf	Inf	Inf
-Transcription	Human Diseases	Inf	Inf	Inf
-Translation	Human Diseases	Inf	Inf	Inf
-Folding, Sorting and Degradation	Human Diseases	Inf	Inf	Inf
-DNA Maintenance	Human Diseases	Inf	Inf	Inf
Environmental Information Processing	Human Diseases	Inf	Inf	Inf
-Signal Transduction	Human Diseases	Inf	Inf	Inf
-Signaling Molecules and Interaction	Human Diseases	Inf	Inf	Inf
Cellular Processes	Human Diseases	Inf	Inf	Inf
-Cell structure	Human Diseases	Inf	Inf	Inf
-Stress Response	Human Diseases	Inf	Inf	Inf
-Vesicular Transport	Human Diseases	Inf	Inf	Inf
-Cytoskeleton	Human Diseases	Inf	Inf	Inf
-Cell Motility	Human Diseases	Inf	Inf	Inf
-Cell Growth and Death	Human Diseases	Inf	Inf	Inf
-Cell Communication	Human Diseases	NaN	NaN	NaN
Metabolism	Human Diseases	Inf	Inf	Inf
-Membrane Transport	Human Diseases	Inf	Inf	Inf
-Central Carbon Metabolism	Human Diseases	Inf	Inf	Inf
-Energy Metabolism	Human Diseases	Inf	Inf	Inf
-Biosynthesis	Human Diseases	Inf	Inf	Inf
-Other Enzymes	Human Diseases	Inf	Inf	Inf
Organismal Systems	Human Diseases	NaN	NaN	NaN
-Immune System	Human Diseases	NaN	NaN	NaN
-Endocrine System	Human Diseases	NaN	NaN	NaN
-Circulatory System	Human Diseases	NaN	NaN	NaN
-Digestive System	Human Diseases	NaN	NaN	NaN
-Excretory System	Human Diseases	NaN	NaN	NaN
-Nervous System	Human Diseases	NaN	NaN	NaN
-Sensory System	Human Diseases	NaN	NaN	NaN
-Development	Human Diseases	NaN	NaN	NaN
-Environmental Adaptation	Human Diseases	NaN	NaN	NaN
Human Diseases	Human Diseases	NaN	NaN	NaN
-Cancers	Human Diseases	NaN	NaN	NaN
-Immune System Diseases	Human Diseases	NaN	NaN	NaN
-Neurodegenerative Diseases	Human Diseases	NaN	NaN	NaN
-Cardiovascular Diseases	Human Diseases	NaN	NaN	NaN
-Infectious Diseases	Human Diseases	NaN	NaN	NaN
Not Mapped	Human Diseases	Inf	Inf	Inf
-Not Mapped	Human Diseases	Inf	Inf	Inf
TOTAL	-Cancers	Inf	Inf	Inf
MAPPED	-Cancers	Inf	Inf	Inf
Genetic Information Processing	-Cancers	Inf	Inf	Inf
-Transcription	-Cancers	Inf	Inf	Inf
-Translation	-Cancers	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cancers	Inf	Inf	Inf
-DNA Maintenance	-Cancers	Inf	Inf	Inf
Environmental Information Processing	-Cancers	Inf	Inf	Inf
-Signal Transduction	-Cancers	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cancers	Inf	Inf	Inf
Cellular Processes	-Cancers	Inf	Inf	Inf
-Cell structure	-Cancers	Inf	Inf	Inf
-Stress Response	-Cancers	Inf	Inf	Inf
-Vesicular Transport	-Cancers	Inf	Inf	Inf
-Cytoskeleton	-Cancers	Inf	Inf	Inf
-Cell Motility	-Cancers	Inf	Inf	Inf
-Cell Growth and Death	-Cancers	Inf	Inf	Inf
-Cell Communication	-Cancers	NaN	NaN	NaN
Metabolism	-Cancers	Inf	Inf	Inf
-Membrane Transport	-Cancers	Inf	Inf	Inf
-Central Carbon Metabolism	-Cancers	Inf	Inf	Inf
-Energy Metabolism	-Cancers	Inf	Inf	Inf
-Biosynthesis	-Cancers	Inf	Inf	Inf
-Other Enzymes	-Cancers	Inf	Inf	Inf
Organismal Systems	-Cancers	NaN	NaN	NaN
-Immune System	-Cancers	NaN	NaN	NaN
