Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine
-Sensory System	-Cell structure	0	0	0
-Development	-Cell structure	0	0	0
-Environmental Adaptation	-Cell structure	0	0	0
Human Diseases	-Cell structure	0	0	0
-Cancers	-Cell structure	0	0	0
-Immune System Diseases	-Cell structure	0	0	0
-Neurodegenerative Diseases	-Cell structure	0	0	0
-Cardiovascular Diseases	-Cell structure	0	0	0
-Infectious Diseases	-Cell structure	0	0	0
Not Mapped	-Cell structure	1.183	1.079	1.301
-Not Mapped	-Cell structure	1.183	1.079	1.301
TOTAL	-Stress Response	17430	245.3	12700
MAPPED	-Stress Response	15350	209.1	11290
Genetic Information Processing	-Stress Response	8038	63.64	4948
-Transcription	-Stress Response	492.7	6.088	339.3
-Translation	-Stress Response	5929	39.24	3377
-Folding, Sorting and Degradation	-Stress Response	1311	14.61	1054
-DNA Maintenance	-Stress Response	305.4	3.701	177.6
Environmental Information Processing	-Stress Response	243.9	2.396	138.2
-Signal Transduction	-Stress Response	68.32	1.186	40.25
-Signaling Molecules and Interaction	-Stress Response	175.6	1.21	97.97
Cellular Processes	-Stress Response	1857	35.65	1135
-Cell structure	-Stress Response	1759	33.54	1079
-Stress Response	-Stress Response	1	1	1
-Vesicular Transport	-Stress Response	0.0411	0.01302	0.009322
-Cytoskeleton	-Stress Response	35.72	0.4851	24.41
-Cell Motility	-Stress Response	13.99	0.2047	2.468
-Cell Growth and Death	-Stress Response	47.89	0.4103	28.31
-Cell Communication	-Stress Response	0	0	0
Metabolism	-Stress Response	5209	107.4	5070
-Membrane Transport	-Stress Response	1004	20.82	939.4
-Central Carbon Metabolism	-Stress Response	1611	29.48	1125
-Energy Metabolism	-Stress Response	412.5	3.959	233.4
-Biosynthesis	-Stress Response	1794	45.9	2501
-Other Enzymes	-Stress Response	387.6	7.232	271.4
Organismal Systems	-Stress Response	0	0	0
-Immune System	-Stress Response	0	0	0
-Endocrine System	-Stress Response	0	0	0
-Circulatory System	-Stress Response	0	0	0
-Digestive System	-Stress Response	0	0	0
-Excretory System	-Stress Response	0	0	0
-Nervous System	-Stress Response	0	0	0
-Sensory System	-Stress Response	0	0	0
-Development	-Stress Response	0	0	0
-Environmental Adaptation	-Stress Response	0	0	0
Human Diseases	-Stress Response	0	0	0
-Cancers	-Stress Response	0	0	0
-Immune System Diseases	-Stress Response	0	0	0
-Neurodegenerative Diseases	-Stress Response	0	0	0
-Cardiovascular Diseases	-Stress Response	0	0	0
-Infectious Diseases	-Stress Response	0	0	0
Not Mapped	-Stress Response	2081	36.2	1404
-Not Mapped	-Stress Response	2081	36.2	1404
TOTAL	-Vesicular Transport	424100	18850	1362000
MAPPED	-Vesicular Transport	373400	16060	1211000
Genetic Information Processing	-Vesicular Transport	195600	4889	530800
-Transcription	-Vesicular Transport	11990	467.7	36400
-Translation	-Vesicular Transport	144300	3015	362300
-Folding, Sorting and Degradation	-Vesicular Transport	31900	1122	113000
-DNA Maintenance	-Vesicular Transport	7431	284.4	19050
Environmental Information Processing	-Vesicular Transport	5935	184.1	14830
-Signal Transduction	-Vesicular Transport	1662	91.11	4318
-Signaling Molecules and Interaction	-Vesicular Transport	4273	93	10510
Cellular Processes	-Vesicular Transport	45190	2739	121800
-Cell structure	-Vesicular Transport	42790	2577	115800
-Stress Response	-Vesicular Transport	24.33	76.83	107.3
-Vesicular Transport	-Vesicular Transport	1	1	1
-Cytoskeleton	-Vesicular Transport	869.2	37.27	2618
-Cell Motility	-Vesicular Transport	340.5	15.73	264.8
-Cell Growth and Death	-Vesicular Transport	1165	31.52	3037
-Cell Communication	-Vesicular Transport	0	0	0
Metabolism	-Vesicular Transport	126700	8252	543800
-Membrane Transport	-Vesicular Transport	24440	1600	100800
-Central Carbon Metabolism	-Vesicular Transport	39190	2265	120600
-Energy Metabolism	-Vesicular Transport	10040	304.2	25040
-Biosynthesis	-Vesicular Transport	43650	3527	268300
-Other Enzymes	-Vesicular Transport	9431	555.7	29110
Organismal Systems	-Vesicular Transport	0	0	0
-Immune System	-Vesicular Transport	0	0	0
-Endocrine System	-Vesicular Transport	0	0	0
-Circulatory System	-Vesicular Transport	0	0	0
-Digestive System	-Vesicular Transport	0	0	0
-Excretory System	-Vesicular Transport	0	0	0
-Nervous System	-Vesicular Transport	0	0	0
-Sensory System	-Vesicular Transport	0	0	0
-Development	-Vesicular Transport	0	0	0
-Environmental Adaptation	-Vesicular Transport	0	0	0
Human Diseases	-Vesicular Transport	0	0	0
-Cancers	-Vesicular Transport	0	0	0
-Immune System Diseases	-Vesicular Transport	0	0	0
-Neurodegenerative Diseases	-Vesicular Transport	0	0	0
-Cardiovascular Diseases	-Vesicular Transport	0	0	0
-Infectious Diseases	-Vesicular Transport	0	0	0
Not Mapped	-Vesicular Transport	50630	2782	150600
-Not Mapped	-Vesicular Transport	50630	2782	150600
TOTAL	-Cytoskeleton	487.9	505.7	520.1
MAPPED	-Cytoskeleton	429.7	431	462.6
Genetic Information Processing	-Cytoskeleton	225	131.2	202.7
-Transcription	-Cytoskeleton	13.79	12.55	13.9
-Translation	-Cytoskeleton	166	80.9	138.4
-Folding, Sorting and Degradation	-Cytoskeleton	36.7	30.11	43.17
-DNA Maintenance	-Cytoskeleton	8.55	7.63	7.277
Environmental Information Processing	-Cytoskeleton	6.829	4.94	5.663
-Signal Transduction	-Cytoskeleton	1.913	2.445	1.649
-Signaling Molecules and Interaction	-Cytoskeleton	4.916	2.495	4.014
Cellular Processes	-Cytoskeleton	51.99	73.5	46.52
-Cell structure	-Cytoskeleton	49.23	69.15	44.21
-Stress Response	-Cytoskeleton	0.02799	2.062	0.04097
-Vesicular Transport	-Cytoskeleton	0.001151	0.02683	0.0003819
-Cytoskeleton	-Cytoskeleton	1	1	1
-Cell Motility	-Cytoskeleton	0.3917	0.4221	0.1011
-Cell Growth and Death	-Cytoskeleton	1.341	0.8458	1.16
-Cell Communication	-Cytoskeleton	0	0	0
Metabolism	-Cytoskeleton	145.8	221.4	207.7
-Membrane Transport	-Cytoskeleton	28.12	42.93	38.49
-Central Carbon Metabolism	-Cytoskeleton	45.1	60.78	46.08
-Energy Metabolism	-Cytoskeleton	11.55	8.161	9.562
-Biosynthesis	-Cytoskeleton	50.22	94.63	102.5
-Other Enzymes	-Cytoskeleton	10.85	14.91	11.12
Organismal Systems	-Cytoskeleton	0	0	0
-Immune System	-Cytoskeleton	0	0	0
-Endocrine System	-Cytoskeleton	0	0	0
-Circulatory System	-Cytoskeleton	0	0	0
-Digestive System	-Cytoskeleton	0	0	0
-Excretory System	-Cytoskeleton	0	0	0
-Nervous System	-Cytoskeleton	0	0	0
-Sensory System	-Cytoskeleton	0	0	0
-Development	-Cytoskeleton	0	0	0
-Environmental Adaptation	-Cytoskeleton	0	0	0
Human Diseases	-Cytoskeleton	0	0	0
-Cancers	-Cytoskeleton	0	0	0
-Immune System Diseases	-Cytoskeleton	0	0	0
-Neurodegenerative Diseases	-Cytoskeleton	0	0	0
-Cardiovascular Diseases	-Cytoskeleton	0	0	0
-Infectious Diseases	-Cytoskeleton	0	0	0
Not Mapped	-Cytoskeleton	58.26	74.64	57.53
-Not Mapped	-Cytoskeleton	58.26	74.64	57.53
TOTAL	-Cell Motility	1246	1198	5143
MAPPED	-Cell Motility	1097	1021	4574
Genetic Information Processing	-Cell Motility	574.4	310.8	2005
-Transcription	-Cell Motility	35.21	29.73	137.5
-Translation	-Cell Motility	423.7	191.7	1368
-Folding, Sorting and Degradation	-Cell Motility	93.69	71.34	426.9
-DNA Maintenance	-Cell Motility	21.83	18.08	71.96
Environmental Information Processing	-Cell Motility	17.43	11.7	56
-Signal Transduction	-Cell Motility	4.882	5.792	16.31
-Signaling Molecules and Interaction	-Cell Motility	12.55	5.912	39.69
Cellular Processes	-Cell Motility	132.7	174.1	460
-Cell structure	-Cell Motility	125.7	163.8	437.2
-Stress Response	-Cell Motility	0.07146	4.884	0.4051
-Vesicular Transport	-Cell Motility	0.002937	0.06357	0.003777
-Cytoskeleton	-Cell Motility	2.553	2.369	9.889
-Cell Motility	-Cell Motility	1	1	1
-Cell Growth and Death	-Cell Motility	3.423	2.004	11.47
-Cell Communication	-Cell Motility	0	0	0
Metabolism	-Cell Motility	372.3	524.6	2054
-Membrane Transport	-Cell Motility	71.78	101.7	380.6
-Central Carbon Metabolism	-Cell Motility	115.1	144	455.6
-Energy Metabolism	-Cell Motility	29.48	19.34	94.55
-Biosynthesis	-Cell Motility	128.2	224.2	1013
-Other Enzymes	-Cell Motility	27.7	35.32	109.9
Organismal Systems	-Cell Motility	0	0	0
-Immune System	-Cell Motility	0	0	0
-Endocrine System	-Cell Motility	0	0	0
-Circulatory System	-Cell Motility	0	0	0
-Digestive System	-Cell Motility	0	0	0
-Excretory System	-Cell Motility	0	0	0
-Nervous System	-Cell Motility	0	0	0
-Sensory System	-Cell Motility	0	0	0
-Development	-Cell Motility	0	0	0
-Environmental Adaptation	-Cell Motility	0	0	0
Human Diseases	-Cell Motility	0	0	0
-Cancers	-Cell Motility	0	0	0
-Immune System Diseases	-Cell Motility	0	0	0
-Neurodegenerative Diseases	-Cell Motility	0	0	0
-Cardiovascular Diseases	-Cell Motility	0	0	0
-Infectious Diseases	-Cell Motility	0	0	0
Not Mapped	-Cell Motility	148.7	176.8	568.9
-Not Mapped	-Cell Motility	148.7	176.8	568.9
TOTAL	-Cell Growth and Death	363.9	597.9	448.5
MAPPED	-Cell Growth and Death	320.5	509.6	398.9
Genetic Information Processing	-Cell Growth and Death	167.8	155.1	174.8
-Transcription	-Cell Growth and Death	10.29	14.84	11.99
-Translation	-Cell Growth and Death	123.8	95.65	119.3
-Folding, Sorting and Degradation	-Cell Growth and Death	27.37	35.6	37.23
-DNA Maintenance	-Cell Growth and Death	6.377	9.022	6.274
Environmental Information Processing	-Cell Growth and Death	5.093	5.841	4.883
-Signal Transduction	-Cell Growth and Death	1.426	2.89	1.422
-Signaling Molecules and Interaction	-Cell Growth and Death	3.667	2.95	3.461
Cellular Processes	-Cell Growth and Death	38.78	86.91	40.11
-Cell structure	-Cell Growth and Death	36.72	81.76	38.12
-Stress Response	-Cell Growth and Death	0.02088	2.437	0.03532
-Vesicular Transport	-Cell Growth and Death	0.0008581	0.03172	0.0003293
-Cytoskeleton	-Cell Growth and Death	0.7459	1.182	0.8622
-Cell Motility	-Cell Growth and Death	0.2922	0.499	0.08719
-Cell Growth and Death	-Cell Growth and Death	1	1	1
-Cell Communication	-Cell Growth and Death	0	0	0
Metabolism	-Cell Growth and Death	108.8	261.8	179.1
-Membrane Transport	-Cell Growth and Death	20.97	50.76	33.18
-Central Carbon Metabolism	-Cell Growth and Death	33.63	71.86	39.73
-Energy Metabolism	-Cell Growth and Death	8.614	9.65	8.244
-Biosynthesis	-Cell Growth and Death	37.46	111.9	88.34
-Other Enzymes	-Cell Growth and Death	8.093	17.63	9.587
Organismal Systems	-Cell Growth and Death	0	0	0
-Immune System	-Cell Growth and Death	0	0	0
-Endocrine System	-Cell Growth and Death	0	0	0
-Circulatory System	-Cell Growth and Death	0	0	0
-Digestive System	-Cell Growth and Death	0	0	0
-Excretory System	-Cell Growth and Death	0	0	0
-Nervous System	-Cell Growth and Death	0	0	0
-Sensory System	-Cell Growth and Death	0	0	0
-Development	-Cell Growth and Death	0	0	0
-Environmental Adaptation	-Cell Growth and Death	0	0	0
Human Diseases	-Cell Growth and Death	0	0	0
-Cancers	-Cell Growth and Death	0	0	0
-Immune System Diseases	-Cell Growth and Death	0	0	0
-Neurodegenerative Diseases	-Cell Growth and Death	0	0	0
-Cardiovascular Diseases	-Cell Growth and Death	0	0	0
-Infectious Diseases	-Cell Growth and Death	0	0	0
Not Mapped	-Cell Growth and Death	43.45	88.25	49.6
-Not Mapped	-Cell Growth and Death	43.45	88.25	49.6
TOTAL	-Cell Communication	Inf	Inf	Inf
MAPPED	-Cell Communication	Inf	Inf	Inf
Genetic Information Processing	-Cell Communication	Inf	Inf	Inf
-Transcription	-Cell Communication	Inf	Inf	Inf
-Translation	-Cell Communication	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Communication	Inf	Inf	Inf
-DNA Maintenance	-Cell Communication	Inf	Inf	Inf
Environmental Information Processing	-Cell Communication	Inf	Inf	Inf
-Signal Transduction	-Cell Communication	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Communication	Inf	Inf	Inf
Cellular Processes	-Cell Communication	Inf	Inf	Inf
-Cell structure	-Cell Communication	Inf	Inf	Inf
-Stress Response	-Cell Communication	Inf	Inf	Inf
-Vesicular Transport	-Cell Communication	Inf	Inf	Inf
-Cytoskeleton	-Cell Communication	Inf	Inf	Inf
-Cell Motility	-Cell Communication	Inf	Inf	Inf
-Cell Growth and Death	-Cell Communication	Inf	Inf	Inf
-Cell Communication	-Cell Communication	NaN	NaN	NaN
Metabolism	-Cell Communication	Inf	Inf	Inf
-Membrane Transport	-Cell Communication	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Communication	Inf	Inf	Inf
-Energy Metabolism	-Cell Communication	Inf	Inf	Inf
-Biosynthesis	-Cell Communication	Inf	Inf	Inf
-Other Enzymes	-Cell Communication	Inf	Inf	Inf
Organismal Systems	-Cell Communication	NaN	NaN	NaN
-Immune System	-Cell Communication	NaN	NaN	NaN
-Endocrine System	-Cell Communication	NaN	NaN	NaN
-Circulatory System	-Cell Communication	NaN	NaN	NaN
-Digestive System	-Cell Communication	NaN	NaN	NaN
-Excretory System	-Cell Communication	NaN	NaN	NaN
-Nervous System	-Cell Communication	NaN	NaN	NaN
-Sensory System	-Cell Communication	NaN	NaN	NaN
-Development	-Cell Communication	NaN	NaN	NaN
-Environmental Adaptation	-Cell Communication	NaN	NaN	NaN
Human Diseases	-Cell Communication	NaN	NaN	NaN
-Cancers	-Cell Communication	NaN	NaN	NaN
-Immune System Diseases	-Cell Communication	NaN	NaN	NaN
-Neurodegenerative Diseases	-Cell Communication	NaN	NaN	NaN
-Cardiovascular Diseases	-Cell Communication	NaN	NaN	NaN
-Infectious Diseases	-Cell Communication	NaN	NaN	NaN
Not Mapped	-Cell Communication	Inf	Inf	Inf
-Not Mapped	-Cell Communication	Inf	Inf	Inf
TOTAL	Metabolism	3.346	2.284	2.504
MAPPED	Metabolism	2.946	1.947	2.227
Genetic Information Processing	Metabolism	1.543	0.5925	0.976
-Transcription	Metabolism	0.09458	0.05668	0.06693
-Translation	Metabolism	1.138	0.3654	0.6662
-Folding, Sorting and Degradation	Metabolism	0.2517	0.136	0.2079
-DNA Maintenance	Metabolism	0.05863	0.03446	0.03503
Environmental Information Processing	Metabolism	0.04683	0.02231	0.02726
-Signal Transduction	Metabolism	0.01311	0.01104	0.00794
-Signaling Molecules and Interaction	Metabolism	0.03371	0.01127	0.01932
Cellular Processes	Metabolism	0.3565	0.332	0.224
-Cell structure	Metabolism	0.3376	0.3123	0.2129
-Stress Response	Metabolism	0.000192	0.009311	0.0001972
-Vesicular Transport	Metabolism	7.89e-06	0.0001212	1.839e-06
-Cytoskeleton	Metabolism	0.006857	0.004517	0.004815
-Cell Motility	Metabolism	0.002686	0.001906	0.0004869
-Cell Growth and Death	Metabolism	0.009194	0.00382	0.005584
-Cell Communication	Metabolism	0	0	0
Metabolism	Metabolism	1	1	1
-Membrane Transport	Metabolism	0.1928	0.1939	0.1853
-Central Carbon Metabolism	Metabolism	0.3092	0.2745	0.2218
-Energy Metabolism	Metabolism	0.07919	0.03686	0.04604
-Biosynthesis	Metabolism	0.3444	0.4274	0.4933
-Other Enzymes	Metabolism	0.07441	0.06734	0.05353
Organismal Systems	Metabolism	0	0	0
-Immune System	Metabolism	0	0	0
-Endocrine System	Metabolism	0	0	0
-Circulatory System	Metabolism	0	0	0
-Digestive System	Metabolism	0	0	0
-Excretory System	Metabolism	0	0	0
-Nervous System	Metabolism	0	0	0
-Sensory System	Metabolism	0	0	0
-Development	Metabolism	0	0	0
-Environmental Adaptation	Metabolism	0	0	0
Human Diseases	Metabolism	0	0	0
-Cancers	Metabolism	0	0	0
-Immune System Diseases	Metabolism	0	0	0
-Neurodegenerative Diseases	Metabolism	0	0	0
-Cardiovascular Diseases	Metabolism	0	0	0
-Infectious Diseases	Metabolism	0	0	0
Not Mapped	Metabolism	0.3995	0.3371	0.277
-Not Mapped	Metabolism	0.3995	0.3371	0.277
TOTAL	-Membrane Transport	17.35	11.78	13.51
MAPPED	-Membrane Transport	15.28	10.04	12.02
Genetic Information Processing	-Membrane Transport	8.003	3.056	5.267
-Transcription	-Membrane Transport	0.4905	0.2924	0.3612
-Translation	-Membrane Transport	5.903	1.885	3.595
-Folding, Sorting and Degradation	-Membrane Transport	1.305	0.7014	1.122
-DNA Maintenance	-Membrane Transport	0.3041	0.1778	0.1891
Environmental Information Processing	-Membrane Transport	0.2429	0.1151	0.1471
-Signal Transduction	-Membrane Transport	0.06802	0.05695	0.04285
-Signaling Molecules and Interaction	-Membrane Transport	0.1749	0.05813	0.1043
Cellular Processes	-Membrane Transport	1.849	1.712	1.209
-Cell structure	-Membrane Transport	1.751	1.611	1.149
-Stress Response	-Membrane Transport	0.0009956	0.04802	0.001064
-Vesicular Transport	-Membrane Transport	4.092e-05	0.000625	9.923e-06
-Cytoskeleton	-Membrane Transport	0.03556	0.0233	0.02598
-Cell Motility	-Membrane Transport	0.01393	0.009832	0.002628
-Cell Growth and Death	-Membrane Transport	0.04768	0.0197	0.03014
-Cell Communication	-Membrane Transport	0	0	0
Metabolism	-Membrane Transport	5.186	5.158	5.397
-Membrane Transport	-Membrane Transport	1	1	1
-Central Carbon Metabolism	-Membrane Transport	1.604	1.416	1.197
-Energy Metabolism	-Membrane Transport	0.4107	0.1901	0.2484
-Biosynthesis	-Membrane Transport	1.786	2.204	2.662
-Other Enzymes	-Membrane Transport	0.3859	0.3473	0.2889
Organismal Systems	-Membrane Transport	0	0	0
-Immune System	-Membrane Transport	0	0	0
-Endocrine System	-Membrane Transport	0	0	0
-Circulatory System	-Membrane Transport	0	0	0
-Digestive System	-Membrane Transport	0	0	0
-Excretory System	-Membrane Transport	0	0	0
-Nervous System	-Membrane Transport	0	0	0
-Sensory System	-Membrane Transport	0	0	0
-Development	-Membrane Transport	0	0	0
-Environmental Adaptation	-Membrane Transport	0	0	0
Human Diseases	-Membrane Transport	0	0	0
-Cancers	-Membrane Transport	0	0	0
-Immune System Diseases	-Membrane Transport	0	0	0
-Neurodegenerative Diseases	-Membrane Transport	0	0	0
-Cardiovascular Diseases	-Membrane Transport	0	0	0
-Infectious Diseases	-Membrane Transport	0	0	0
Not Mapped	-Membrane Transport	2.072	1.739	1.495
-Not Mapped	-Membrane Transport	2.072	1.739	1.495
TOTAL	-Central Carbon Metabolism	10.82	8.32	11.29
MAPPED	-Central Carbon Metabolism	9.528	7.092	10.04
Genetic Information Processing	-Central Carbon Metabolism	4.99	2.158	4.4
-Transcription	-Central Carbon Metabolism	0.3059	0.2065	0.3017
-Translation	-Central Carbon Metabolism	3.681	1.331	3.003
-Folding, Sorting and Degradation	-Central Carbon Metabolism	0.8139	0.4954	0.937
-DNA Maintenance	-Central Carbon Metabolism	0.1896	0.1255	0.1579
Environmental Information Processing	-Central Carbon Metabolism	0.1514	0.08128	0.1229
-Signal Transduction	-Central Carbon Metabolism	0.04241	0.04022	0.03579
-Signaling Molecules and Interaction	-Central Carbon Metabolism	0.109	0.04106	0.08711
Cellular Processes	-Central Carbon Metabolism	1.153	1.209	1.01
-Cell structure	-Central Carbon Metabolism	1.092	1.138	0.9596
-Stress Response	-Central Carbon Metabolism	0.0006208	0.03392	0.0008891
-Vesicular Transport	-Central Carbon Metabolism	2.551e-05	0.0004414	8.289e-06
-Cytoskeleton	-Central Carbon Metabolism	0.02218	0.01645	0.0217
-Cell Motility	-Central Carbon Metabolism	0.008687	0.006944	0.002195
-Cell Growth and Death	-Central Carbon Metabolism	0.02973	0.01392	0.02517
-Cell Communication	-Central Carbon Metabolism	0	0	0
Metabolism	-Central Carbon Metabolism	3.234	3.643	4.508
-Membrane Transport	-Central Carbon Metabolism	0.6235	0.7063	0.8353
-Central Carbon Metabolism	-Central Carbon Metabolism	1	1	1
-Energy Metabolism	-Central Carbon Metabolism	0.2561	0.1343	0.2075
-Biosynthesis	-Central Carbon Metabolism	1.114	1.557	2.224
-Other Enzymes	-Central Carbon Metabolism	0.2406	0.2453	0.2413
Organismal Systems	-Central Carbon Metabolism	0	0	0
-Immune System	-Central Carbon Metabolism	0	0	0
-Endocrine System	-Central Carbon Metabolism	0	0	0
-Circulatory System	-Central Carbon Metabolism	0	0	0
-Digestive System	-Central Carbon Metabolism	0	0	0
-Excretory System	-Central Carbon Metabolism	0	0	0
-Nervous System	-Central Carbon Metabolism	0	0	0
-Sensory System	-Central Carbon Metabolism	0	0	0
-Development	-Central Carbon Metabolism	0	0	0
-Environmental Adaptation	-Central Carbon Metabolism	0	0	0
Human Diseases	-Central Carbon Metabolism	0	0	0
-Cancers	-Central Carbon Metabolism	0	0	0
-Immune System Diseases	-Central Carbon Metabolism	0	0	0
-Neurodegenerative Diseases	-Central Carbon Metabolism	0	0	0
-Cardiovascular Diseases	-Central Carbon Metabolism	0	0	0
-Infectious Diseases	-Central Carbon Metabolism	0	0	0
Not Mapped	-Central Carbon Metabolism	1.292	1.228	1.248
-Not Mapped	-Central Carbon Metabolism	1.292	1.228	1.248
TOTAL	-Energy Metabolism	42.25	61.96	54.4
MAPPED	-Energy Metabolism	37.21	52.82	48.38
Genetic Information Processing	-Energy Metabolism	19.48	16.07	21.2
-Transcription	-Energy Metabolism	1.194	1.538	1.454
-Translation	-Energy Metabolism	14.37	9.913	14.47
-Folding, Sorting and Degradation	-Energy Metabolism	3.178	3.689	4.515
-DNA Maintenance	-Energy Metabolism	0.7403	0.935	0.761
Environmental Information Processing	-Energy Metabolism	0.5913	0.6053	0.5922
-Signal Transduction	-Energy Metabolism	0.1656	0.2995	0.1725
-Signaling Molecules and Interaction	-Energy Metabolism	0.4257	0.3058	0.4198
Cellular Processes	-Energy Metabolism	4.502	9.006	4.865
-Cell structure	-Energy Metabolism	4.263	8.473	4.624
-Stress Response	-Energy Metabolism	0.002424	0.2526	0.004285
-Vesicular Transport	-Energy Metabolism	9.963e-05	0.003288	3.994e-05
-Cytoskeleton	-Energy Metabolism	0.08659	0.1225	0.1046
-Cell Motility	-Energy Metabolism	0.03392	0.05172	0.01058
-Cell Growth and Death	-Energy Metabolism	0.1161	0.1036	0.1213
-Cell Communication	-Energy Metabolism	0	0	0
Metabolism	-Energy Metabolism	12.63	27.13	21.72
-Membrane Transport	-Energy Metabolism	2.435	5.26	4.025
-Central Carbon Metabolism	-Energy Metabolism	3.905	7.447	4.819
-Energy Metabolism	-Energy Metabolism	1	1	1
-Biosynthesis	-Energy Metabolism	4.348	11.59	10.72
-Other Enzymes	-Energy Metabolism	0.9396	1.827	1.163
Organismal Systems	-Energy Metabolism	0	0	0
-Immune System	-Energy Metabolism	0	0	0
-Endocrine System	-Energy Metabolism	0	0	0
-Circulatory System	-Energy Metabolism	0	0	0
-Digestive System	-Energy Metabolism	0	0	0
-Excretory System	-Energy Metabolism	0	0	0
-Nervous System	-Energy Metabolism	0	0	0
-Sensory System	-Energy Metabolism	0	0	0
-Development	-Energy Metabolism	0	0	0
-Environmental Adaptation	-Energy Metabolism	0	0	0
Human Diseases	-Energy Metabolism	0	0	0
-Cancers	-Energy Metabolism	0	0	0
-Immune System Diseases	-Energy Metabolism	0	0	0
-Neurodegenerative Diseases	-Energy Metabolism	0	0	0
-Cardiovascular Diseases	-Energy Metabolism	0	0	0
-Infectious Diseases	-Energy Metabolism	0	0	0
Not Mapped	-Energy Metabolism	5.044	9.145	6.016
-Not Mapped	-Energy Metabolism	5.044	9.145	6.016
TOTAL	-Biosynthesis	9.716	5.344	5.076
MAPPED	-Biosynthesis	8.556	4.555	4.515
Genetic Information Processing	-Biosynthesis	4.481	1.386	1.978
-Transcription	-Biosynthesis	0.2747	0.1326	0.1357
-Translation	-Biosynthesis	3.305	0.8549	1.35
-Folding, Sorting and Degradation	-Biosynthesis	0.7308	0.3182	0.4214
-DNA Maintenance	-Biosynthesis	0.1703	0.08063	0.07102
Environmental Information Processing	-Biosynthesis	0.136	0.0522	0.05527
-Signal Transduction	-Biosynthesis	0.03808	0.02583	0.01609
-Signaling Molecules and Interaction	-Biosynthesis	0.0979	0.02637	0.03917
Cellular Processes	-Biosynthesis	1.035	0.7767	0.454
-Cell structure	-Biosynthesis	0.9803	0.7307	0.4315
-Stress Response	-Biosynthesis	0.0005574	0.02179	0.0003998
-Vesicular Transport	-Biosynthesis	2.291e-05	0.0002835	3.727e-06
-Cytoskeleton	-Biosynthesis	0.01991	0.01057	0.00976
-Cell Motility	-Biosynthesis	0.007801	0.00446	0.000987
-Cell Growth and Death	-Biosynthesis	0.0267	0.008938	0.01132
-Cell Communication	-Biosynthesis	0	0	0
Metabolism	-Biosynthesis	2.904	2.34	2.027
-Membrane Transport	-Biosynthesis	0.5599	0.4536	0.3756
-Central Carbon Metabolism	-Biosynthesis	0.898	0.6423	0.4497
-Energy Metabolism	-Biosynthesis	0.23	0.08624	0.09332
-Biosynthesis	-Biosynthesis	1	1	1
-Other Enzymes	-Biosynthesis	0.2161	0.1576	0.1085
Organismal Systems	-Biosynthesis	0	0	0
-Immune System	-Biosynthesis	0	0	0
-Endocrine System	-Biosynthesis	0	0	0
-Circulatory System	-Biosynthesis	0	0	0
-Digestive System	-Biosynthesis	0	0	0
-Excretory System	-Biosynthesis	0	0	0
-Nervous System	-Biosynthesis	0	0	0
-Sensory System	-Biosynthesis	0	0	0
-Development	-Biosynthesis	0	0	0
-Environmental Adaptation	-Biosynthesis	0	0	0
Human Diseases	-Biosynthesis	0	0	0
-Cancers	-Biosynthesis	0	0	0
-Immune System Diseases	-Biosynthesis	0	0	0
-Neurodegenerative Diseases	-Biosynthesis	0	0	0
-Cardiovascular Diseases	-Biosynthesis	0	0	0
-Infectious Diseases	-Biosynthesis	0	0	0
Not Mapped	-Biosynthesis	1.16	0.7887	0.5615
-Not Mapped	-Biosynthesis	1.16	0.7887	0.5615
TOTAL	-Other Enzymes	44.97	33.92	46.78
MAPPED	-Other Enzymes	39.6	28.91	41.61
Genetic Information Processing	-Other Enzymes	20.74	8.8	18.23
-Transcription	-Other Enzymes	1.271	0.8418	1.25
-Translation	-Other Enzymes	15.3	5.426	12.44
-Folding, Sorting and Degradation	-Other Enzymes	3.382	2.02	3.883
-DNA Maintenance	-Other Enzymes	0.7879	0.5118	0.6545
Environmental Information Processing	-Other Enzymes	0.6293	0.3313	0.5093
-Signal Transduction	-Other Enzymes	0.1763	0.164	0.1483
-Signaling Molecules and Interaction	-Other Enzymes	0.4531	0.1674	0.361
Cellular Processes	-Other Enzymes	4.792	4.93	4.184
-Cell structure	-Other Enzymes	4.537	4.638	3.976
-Stress Response	-Other Enzymes	0.00258	0.1383	0.003685
-Vesicular Transport	-Other Enzymes	0.000106	0.0018	3.435e-05
-Cytoskeleton	-Other Enzymes	0.09216	0.06707	0.08994
-Cell Motility	-Other Enzymes	0.0361	0.02831	0.009095
-Cell Growth and Death	-Other Enzymes	0.1236	0.05673	0.1043
-Cell Communication	-Other Enzymes	0	0	0
Metabolism	-Other Enzymes	13.44	14.85	18.68
-Membrane Transport	-Other Enzymes	2.591	2.879	3.461
-Central Carbon Metabolism	-Other Enzymes	4.156	4.077	4.144
-Energy Metabolism	-Other Enzymes	1.064	0.5474	0.86
-Biosynthesis	-Other Enzymes	4.628	6.347	9.215
-Other Enzymes	-Other Enzymes	1	1	1
Organismal Systems	-Other Enzymes	0	0	0
-Immune System	-Other Enzymes	0	0	0
-Endocrine System	-Other Enzymes	0	0	0
