Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine
-Folding, Sorting and Degradation	-Cell Growth and Death	12.68	16.89	19.03	14.61	18.12	22.48	14.7	22.31	26.62
-DNA Maintenance	-Cell Growth and Death	4.147	6.012	7.453	5.182	7.891	9.923	3.812	5.854	7.701
-RNA Family	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cell Growth and Death	3.739	4.533	4.793	3.322	4.808	5.106	3.405	4.416	4.616
-Signal Transduction	-Cell Growth and Death	0.7581	1.056	1.28	1.385	2.079	2.451	0.8233	1.154	1.322
-Signaling Molecules and Interaction	-Cell Growth and Death	2.876	3.382	3.639	1.938	2.539	2.907	2.56	3.094	3.435
Cellular Processes	-Cell Growth and Death	30.43	35.81	38.24	57.14	74.85	85.23	29.88	35.93	39.74
-Cell structure	-Cell Growth and Death	28.8	33.86	36.44	53.69	70.37	80.56	28.2	34.09	37.84
-Crystallins	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
-Stress Response	-Cell Growth and Death	0.01638	0.01926	0.02072	1.601	2.098	2.402	0.02613	0.03159	0.03506
-Vesicular Transport	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Cell Growth and Death	0.5851	0.6878	0.7401	0.7765	1.018	1.165	0.6379	0.771	0.8558
-Cell Motility	-Cell Growth and Death	0.02888	0.07087	0.2356	0.06703	0.1594	0.3357	0.007289	0.03599	0.05821
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1	1	1	1	1	1
-Cell Communication	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
Metabolism	-Cell Growth and Death	94.96	111.9	120.8	180.6	239	269	142.4	173	191.1
-Membrane Transport	-Cell Growth and Death	16.61	19.75	21.31	32.62	43.57	49.28	24.97	30.32	33.54
-Central Carbon Metabolism	-Cell Growth and Death	16.7	19.52	24.54	27.47	36.56	46.85	17.64	21.24	27
-Energy Metabolism	-Cell Growth and Death	5.802	6.298	6.976	7.026	9.412	12.69	5.333	6.988	8.068
-Biosynthesis	-Cell Growth and Death	26.86	29.61	31.68	49.02	70.4	86.65	32.47	62.48	76
-Other Enzymes	-Cell Growth and Death	25.57	29.6	38.08	45.29	62.61	81.74	30.88	43.81	63.47
Organismal Systems	-Cell Growth and Death	0	0.01258	0.02886	0	0.03863	0.1448	0	0.01015	0.02312
-Immune System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
-Endocrine System	-Cell Growth and Death	0	0	0.01581	0	0	0.02373	0	0	0.01364
-Circulatory System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
-Digestive System	-Cell Growth and Death	0	0	0.001275	0	0	0.07106	0	0	1.347e-06
-Excretory System	-Cell Growth and Death	0	0	0.01143	0	0	0.04244	0	0	0.009231
-Nervous System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
-Sensory System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
-Development	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Cell Growth and Death	0	0	0.01286	0	0	0.01669	0	0	0.01063
Human Diseases	-Cell Growth and Death	0.7288	2.665	6.786	1.256	3.516	9.321	0.6404	4.717	11.23
-Cancers	-Cell Growth and Death	0	0.01546	0.01943	0	0.0491	0.07341	0	0.01791	0.02405
-Immune System Diseases	-Cell Growth and Death	0	0	0.01975	0	0	0.03234	0	0	0.02761
-Neurodegenerative Diseases	-Cell Growth and Death	0	0.0003732	2.857	0	0.02635	6.919	0	0.0002932	4.04
-Cardiovascular Diseases	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Cell Growth and Death	0	0	2.203	0	0	1.936	0	0	4.481
-Infectious Diseases	-Cell Growth and Death	0.1127	0.7136	4.594	1.083	1.802	4.728	0.2147	0.7026	8.968
Not Mapped	-Cell Growth and Death	34.09	40.07	43.12	57.96	75.95	86.96	36.7	44.35	49.23
-Not Mapped	-Cell Growth and Death	34.09	40.07	43.12	57.96	75.95	86.96	36.7	44.35	49.23
TOTAL	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Cell Communication	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Circulatory System	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Cell Communication	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Cell Communication	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Nervous System	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Cell Communication	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Cell Communication	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Cell Communication	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Cell Communication	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Cell Communication	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	Metabolism	2.978	2.998	3.045	2.153	2.166	2.198	2.317	2.33	2.359
MAPPED	Metabolism	2.622	2.64	2.681	1.836	1.846	1.874	2.061	2.072	2.098
Genetic Information Processing	Metabolism	1.205	1.259	1.286	0.4795	0.4973	0.5086	0.7636	0.8017	0.8363
-Transcription	Metabolism	0.03293	0.04627	0.04896	0.02737	0.03263	0.03969	0.02726	0.03358	0.03943
-Translation	Metabolism	0.994	1.001	1.018	0.336	0.3408	0.3457	0.6037	0.6109	0.6188
-Folding, Sorting and Degradation	Metabolism	0.1184	0.1494	0.1779	0.06846	0.08595	0.1003	0.09433	0.1239	0.1566
-DNA Maintenance	Metabolism	0.04264	0.04975	0.07027	0.02807	0.03169	0.04057	0.02651	0.03072	0.04418
-RNA Family	Metabolism	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Metabolism	0.03786	0.04009	0.04251	0.01787	0.01918	0.02104	0.0235	0.02449	0.02607
-Signal Transduction	Metabolism	0.007739	0.009798	0.01217	0.007065	0.008244	0.01019	0.005496	0.0066	0.007869
-Signaling Molecules and Interaction	Metabolism	0.03001	0.03021	0.03068	0.01063	0.01073	0.01098	0.01789	0.01798	0.01821
Cellular Processes	Metabolism	0.3158	0.3197	0.3235	0.3129	0.316	0.3184	0.2071	0.2095	0.211
-Cell structure	Metabolism	0.3005	0.3025	0.3072	0.2945	0.2962	0.3006	0.197	0.198	0.2005
-Crystallins	Metabolism	0	0	0	0	0	0	0	0	0
-Stress Response	Metabolism	0.0001709	0.000172	0.0001747	0.008779	0.00883	0.008962	0.0001825	0.0001835	0.0001858
-Vesicular Transport	Metabolism	0	0	0	0	0	0	0	0	0
-Cytoskeleton	Metabolism	0.006103	0.006145	0.00624	0.004258	0.004283	0.004347	0.004456	0.004479	0.004536
-Cell Motility	Metabolism	0.0002864	0.0006286	0.002143	0.0003711	0.0006581	0.001549	3.932e-05	0.0002278	0.0003027
-Cell Growth and Death	Metabolism	0.008228	0.00887	0.01028	0.003629	0.004127	0.005417	0.005201	0.005771	0.006955
-Cell Communication	Metabolism	0	0	0	0	0	0	0	0	0
Metabolism	Metabolism	1	1	1	1	1	1	1	1	1
-Membrane Transport	Metabolism	0.1749	0.1778	0.1851	0.1788	0.1834	0.187	0.1744	0.1771	0.1817
-Central Carbon Metabolism	Metabolism	0.1741	0.1884	0.2025	0.1415	0.1571	0.1773	0.1181	0.1328	0.1404
-Energy Metabolism	Metabolism	0.05025	0.06133	0.06477	0.02754	0.04136	0.05309	0.0334	0.04223	0.0486
-Biosynthesis	Metabolism	0.2532	0.276	0.2966	0.2692	0.3145	0.3496	0.228	0.4034	0.4171
-Other Enzymes	Metabolism	0.2626	0.2965	0.3134	0.2393	0.2845	0.3417	0.1925	0.2419	0.4211
Organismal Systems	Metabolism	0	0.0001294	0.0002448	0	0.0001595	0.0005408	0	7.05e-05	0.000123
-Immune System	Metabolism	0	0	0	0	0	0	0	0	0
-Endocrine System	Metabolism	0	0	0.0001303	0	0	8.612e-05	0	0	7.092e-05
-Circulatory System	Metabolism	0	0	0	0	0	0	0	0	0
-Digestive System	Metabolism	0	0	1.102e-05	0	0	0.0002791	0	0	7.31e-09
-Excretory System	Metabolism	0	0	9.797e-05	0	0	0.0001623	0	0	4.99e-05
-Nervous System	Metabolism	0	0	0	0	0	0	0	0	0
-Sensory System	Metabolism	0	0	0	0	0	0	0	0	0
-Development	Metabolism	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	Metabolism	0	0	0.0001312	0	0	8.596e-05	0	0	7.095e-05
Human Diseases	Metabolism	0.006742	0.02293	0.0695	0.006953	0.01471	0.04821	0.004496	0.02727	0.0752
-Cancers	Metabolism	0	0.0001596	0.0001648	0	0.000266	0.0002743	0	0.0001245	0.0001278
-Immune System Diseases	Metabolism	0	0	0.0001672	0	0	0.0001174	0	0	0.0001499
-Neurodegenerative Diseases	Metabolism	0	3.33e-06	0.02449	0	0.0001103	0.02646	0	1.695e-06	0.02184
-Cardiovascular Diseases	Metabolism	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	Metabolism	0	0	0.01968	0	0	0.008133	0	0	0.02591
-Infectious Diseases	Metabolism	0.001006	0.006971	0.04104	0.004238	0.009282	0.021	0.001241	0.00469	0.05184
Not Mapped	Metabolism	0.3556	0.358	0.3635	0.3178	0.3197	0.3245	0.2563	0.2577	0.2609
-Not Mapped	Metabolism	0.3556	0.358	0.3635	0.3178	0.3197	0.3245	0.2563	0.2577	0.2609
TOTAL	-Membrane Transport	16.03	16.56	17.36	11.5	11.81	12.13	12.77	13.12	13.32
MAPPED	-Membrane Transport	14.11	14.58	15.29	9.804	10.07	10.34	11.35	11.67	11.85
Genetic Information Processing	-Membrane Transport	6.594	6.971	7.31	2.588	2.694	2.821	4.254	4.544	4.752
-Transcription	-Membrane Transport	0.1786	0.2499	0.2719	0.1483	0.177	0.2113	0.1512	0.1896	0.2178
-Translation	-Membrane Transport	5.337	5.544	5.785	1.799	1.861	1.899	3.332	3.431	3.493
-Folding, Sorting and Degradation	-Membrane Transport	0.6304	0.8267	1.017	0.3646	0.4682	0.5555	0.5178	0.7021	0.8933
-DNA Maintenance	-Membrane Transport	0.2303	0.2757	0.3953	0.1501	0.1728	0.2205	0.1475	0.1741	0.2432
-RNA Family	-Membrane Transport	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Membrane Transport	0.207	0.2208	0.2366	0.09646	0.1042	0.1146	0.1303	0.1376	0.1473
-Signal Transduction	-Membrane Transport	0.04196	0.05601	0.06478	0.03813	0.04495	0.05551	0.03048	0.03735	0.04444
-Signaling Molecules and Interaction	-Membrane Transport	0.1615	0.1668	0.1749	0.05676	0.05833	0.06142	0.09852	0.1013	0.1028
Cellular Processes	-Membrane Transport	1.701	1.754	1.841	1.668	1.711	1.757	1.144	1.174	1.195
-Cell structure	-Membrane Transport	1.617	1.671	1.752	1.573	1.615	1.659	1.085	1.116	1.133
-Crystallins	-Membrane Transport	0	0	0	0	0	0	0	0	0
-Stress Response	-Membrane Transport	0.0009195	0.0009499	0.000996	0.04689	0.04815	0.04947	0.001006	0.001034	0.001049
-Vesicular Transport	-Membrane Transport	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Membrane Transport	0.03285	0.03393	0.03558	0.02275	0.02336	0.02399	0.02455	0.02523	0.02562
-Cell Motility	-Membrane Transport	0.001585	0.003346	0.01203	0.002033	0.003504	0.008495	0.0002228	0.001299	0.001736
-Cell Growth and Death	-Membrane Transport	0.04585	0.04889	0.05761	0.02006	0.02198	0.02897	0.02915	0.03147	0.0387
-Cell Communication	-Membrane Transport	0	0	0	0	0	0	0	0	0
Metabolism	-Membrane Transport	5.323	5.541	5.703	5.325	5.447	5.537	5.452	5.57	5.704
-Membrane Transport	-Membrane Transport	1	1	1	1	1	1	1	1	1
-Central Carbon Metabolism	-Membrane Transport	0.9597	1.029	1.155	0.7663	0.8402	0.982	0.65	0.7402	0.8051
-Energy Metabolism	-Membrane Transport	0.2866	0.3343	0.3595	0.15	0.2202	0.2912	0.1886	0.2352	0.2705
-Biosynthesis	-Membrane Transport	1.351	1.515	1.617	1.466	1.751	1.917	1.3	2.255	2.336
-Other Enzymes	-Membrane Transport	1.398	1.641	1.775	1.274	1.541	1.876	1.05	1.377	2.349
Organismal Systems	-Membrane Transport	0	0.0006989	0.001377	0	0.0008491	0.002969	0	0.000393	0.0006895
-Immune System	-Membrane Transport	0	0	0	0	0	0	0	0	0
-Endocrine System	-Membrane Transport	0	0	0.0007421	0	0	0.0004816	0	0	0.0004066
-Circulatory System	-Membrane Transport	0	0	0	0	0	0	0	0	0
-Digestive System	-Membrane Transport	0	0	6.286e-05	0	0	0.001561	0	0	4.117e-08
-Excretory System	-Membrane Transport	0	0	0.0005587	0	0	0.0008957	0	0	0.0002818
-Nervous System	-Membrane Transport	0	0	0	0	0	0	0	0	0
-Sensory System	-Membrane Transport	0	0	0	0	0	0	0	0	0
-Development	-Membrane Transport	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Membrane Transport	0	0	0.0007116	0	0	0.0004656	0	0	0.0003934
Human Diseases	-Membrane Transport	0.03845	0.1269	0.391	0.0385	0.0807	0.2647	0.02564	0.1556	0.4139
-Cancers	-Membrane Transport	0	0.000884	0.0009271	0	0.00145	0.001506	0	0.0006958	0.000717
-Immune System Diseases	-Membrane Transport	0	0	0.0009453	0	0	0.0006562	0	0	0.0008441
-Neurodegenerative Diseases	-Membrane Transport	0	1.782e-05	0.1397	0	0.0005891	0.1441	0	9.334e-06	0.1215
-Cardiovascular Diseases	-Membrane Transport	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Membrane Transport	0	0	0.1115	0	0	0.04444	0	0	0.1468
-Infectious Diseases	-Membrane Transport	0.005704	0.0378	0.2217	0.02311	0.05027	0.1133	0.007057	0.02601	0.2888
Not Mapped	-Membrane Transport	1.914	1.977	2.073	1.698	1.743	1.791	1.412	1.452	1.474
-Not Mapped	-Membrane Transport	1.914	1.977	2.073	1.698	1.743	1.791	1.412	1.452	1.474
TOTAL	-Central Carbon Metabolism	12.84	15.81	17.19	10.66	13.79	14.99	13.99	17.53	19.39
MAPPED	-Central Carbon Metabolism	11.31	13.92	15.14	9.083	11.75	12.78	12.44	15.59	17.24
Genetic Information Processing	-Central Carbon Metabolism	5.326	6.408	7.27	2.405	3.114	3.45	4.751	6.135	6.812
-Transcription	-Central Carbon Metabolism	0.1754	0.2162	0.2597	0.1847	0.1963	0.2245	0.2089	0.2386	0.2969
-Translation	-Central Carbon Metabolism	4.278	5.293	5.712	1.667	2.188	2.368	3.65	4.593	5.089
-Folding, Sorting and Degradation	-Central Carbon Metabolism	0.5052	0.7934	0.994	0.3377	0.5377	0.6011	0.5673	0.9944	1.179
-DNA Maintenance	-Central Carbon Metabolism	0.2239	0.2641	0.3723	0.1635	0.2042	0.2568	0.1934	0.2466	0.3419
-RNA Family	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Central Carbon Metabolism	0.1813	0.2076	0.2322	0.1025	0.124	0.1331	0.1534	0.18	0.2079
-Signal Transduction	-Central Carbon Metabolism	0.04016	0.05192	0.05895	0.04322	0.05234	0.06376	0.04199	0.04568	0.06222
-Signaling Molecules and Interaction	-Central Carbon Metabolism	0.1294	0.1593	0.1732	0.05258	0.06803	0.07554	0.1079	0.1353	0.1496
Cellular Processes	-Central Carbon Metabolism	1.364	1.677	1.834	1.545	2.015	2.17	1.253	1.565	1.744
-Cell structure	-Central Carbon Metabolism	1.296	1.595	1.735	1.457	1.885	2.05	1.189	1.49	1.648
-Crystallins	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
-Stress Response	-Central Carbon Metabolism	0.0007369	0.0009068	0.0009863	0.04344	0.05621	0.06111	0.001102	0.001381	0.001527
-Vesicular Transport	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Central Carbon Metabolism	0.02633	0.03239	0.03523	0.02107	0.02726	0.02964	0.02689	0.0337	0.03728
-Cell Motility	-Central Carbon Metabolism	0.001519	0.002681	0.01218	0.002092	0.003247	0.0109	0.0003156	0.001636	0.002214
-Cell Growth and Death	-Central Carbon Metabolism	0.03784	0.04563	0.05882	0.02036	0.02713	0.03448	0.03447	0.0433	0.05548
-Cell Communication	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
Metabolism	-Central Carbon Metabolism	4.266	5.305	5.734	4.933	6.33	6.936	5.973	7.525	8.31
-Membrane Transport	-Central Carbon Metabolism	0.8015	0.9584	1.021	0.9264	1.153	1.272	1.096	1.32	1.499
-Central Carbon Metabolism	-Central Carbon Metabolism	1	1	1	1	1	1	1	1	1
-Energy Metabolism	-Central Carbon Metabolism	0.2481	0.34	0.3575	0.1723	0.2576	0.347	0.2445	0.3178	0.3634
-Biosynthesis	-Central Carbon Metabolism	1.083	1.392	1.623	1.53	1.85	2.369	1.716	2.873	3.346
-Other Enzymes	-Central Carbon Metabolism	1.12	1.573	1.725	1.181	1.871	2.163	1.15	1.897	3.17
Organismal Systems	-Central Carbon Metabolism	0	0.0006792	0.001406	0	0.0007866	0.003424	0	0.0005151	0.001041
-Immune System	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
-Endocrine System	-Central Carbon Metabolism	0	0	0.0007469	0	0	0.0005587	0	0	0.000574
-Circulatory System	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
-Digestive System	-Central Carbon Metabolism	0	0	5.817e-05	0	0	0.001819	0	0	5.831e-08
-Excretory System	-Central Carbon Metabolism	0	0	0.0004837	0	0	0.001015	0	0	0.0003653
-Nervous System	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
-Sensory System	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
-Development	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Central Carbon Metabolism	0	0	0.0007415	0	0	0.0005612	0	0	0.0005896
Human Diseases	-Central Carbon Metabolism	0.03339	0.1216	0.3828	0.03921	0.09681	0.3052	0.03385	0.2221	0.5779
-Cancers	-Central Carbon Metabolism	0	0.0008347	0.0009465	0	0.001567	0.001746	0	0.0009083	0.001083
-Immune System Diseases	-Central Carbon Metabolism	0	0	0.0008748	0	0	0.000828	0	0	0.001196
-Neurodegenerative Diseases	-Central Carbon Metabolism	0	1.428e-05	0.1276	0	0.0005457	0.1702	0	1.023e-05	0.1623
-Cardiovascular Diseases	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Central Carbon Metabolism	0	0	0.1128	0	0	0.05321	0	0	0.2109
-Infectious Diseases	-Central Carbon Metabolism	0.005771	0.03938	0.2154	0.0294	0.06561	0.1364	0.009148	0.03666	0.3813
Not Mapped	-Central Carbon Metabolism	1.534	1.887	2.053	1.573	2.035	2.213	1.547	1.939	2.144
-Not Mapped	-Central Carbon Metabolism	1.534	1.887	2.053	1.573	2.035	2.213	1.547	1.939	2.144
TOTAL	-Energy Metabolism	41.4	48.86	53.31	39.9	49.55	60.45	43.99	54.47	66.78
MAPPED	-Energy Metabolism	36.46	43.03	46.94	34.01	42.23	51.53	39.12	48.44	59.4
Genetic Information Processing	-Energy Metabolism	17.31	20.36	22.68	8.736	11.52	13.76	15.22	18.49	22.53
-Transcription	-Energy Metabolism	0.5327	0.6804	0.8509	0.5322	0.7622	1.023	0.6384	0.7579	0.9287
-Translation	-Energy Metabolism	13.87	16.35	17.71	6.289	7.754	9.498	11.57	14.26	17.46
-Folding, Sorting and Degradation	-Energy Metabolism	1.931	2.407	3.197	1.282	1.75	2.579	2.104	2.998	3.868
-DNA Maintenance	-Energy Metabolism	0.6584	0.8715	1.272	0.5506	0.6779	1.098	0.5454	0.7255	1.237
-RNA Family	-Energy Metabolism	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Energy Metabolism	0.5437	0.6497	0.7443	0.3256	0.4231	0.5983	0.4648	0.572	0.7521
-Signal Transduction	-Energy Metabolism	0.1252	0.1558	0.2151	0.1287	0.1802	0.2923	0.1253	0.1386	0.2356
-Signaling Molecules and Interaction	-Energy Metabolism	0.4173	0.4923	0.5373	0.1969	0.2508	0.306	0.3395	0.4203	0.5154
Cellular Processes	-Energy Metabolism	4.388	5.212	5.65	5.772	7.174	8.783	3.93	4.904	6
-Cell structure	-Energy Metabolism	4.177	4.93	5.378	5.456	6.775	8.266	3.739	4.63	5.677
-Crystallins	-Energy Metabolism	0	0	0	0	0	0	0	0	0
-Stress Response	-Energy Metabolism	0.002375	0.002803	0.003058	0.1627	0.202	0.2465	0.003465	0.00429	0.00526
-Vesicular Transport	-Energy Metabolism	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Energy Metabolism	0.08485	0.1001	0.1092	0.0789	0.09798	0.1195	0.08458	0.1047	0.1284
-Cell Motility	-Energy Metabolism	0.00398	0.01025	0.03466	0.00743	0.01591	0.03566	0.0007464	0.005103	0.009053
-Cell Growth and Death	-Energy Metabolism	0.1195	0.1465	0.1706	0.06772	0.09979	0.14	0.1024	0.1342	0.1657
-Cell Communication	-Energy Metabolism	0	0	0	0	0	0	0	0	0
Metabolism	-Energy Metabolism	13.9	16.18	17.8	18.22	22.83	27.06	18.98	23.38	28.01
-Membrane Transport	-Energy Metabolism	2.511	2.983	3.161	3.375	4.083	4.93	3.349	4.19	5.089
-Central Carbon Metabolism	-Energy Metabolism	2.62	2.93	3.822	2.805	3.482	4.901	2.365	3.106	3.892
-Energy Metabolism	-Energy Metabolism	1	1	1	1	1	1	1	1	1
-Biosynthesis	-Energy Metabolism	3.646	4.507	5.104	5.503	7.052	8.584	5.331	8.638	9.691
-Other Enzymes	-Energy Metabolism	4.06	4.81	5.611	4.812	5.786	9.247	4.419	5.77	11.9
Organismal Systems	-Energy Metabolism	0	0.001998	0.004228	0	0.003855	0.01464	0	0.001494	0.003444
-Immune System	-Energy Metabolism	0	0	0	0	0	0	0	0	0
-Endocrine System	-Energy Metabolism	0	0	0.002316	0	0	0.001966	0	0	0.001704
-Circulatory System	-Energy Metabolism	0	0	0	0	0	0	0	0	0
-Digestive System	-Energy Metabolism	0	0	0.0001912	0	0	0.006373	0	0	1.756e-07
-Excretory System	-Energy Metabolism	0	0	0.001715	0	0	0.004463	0	0	0.001413
-Nervous System	-Energy Metabolism	0	0	0	0	0	0	0	0	0
-Sensory System	-Energy Metabolism	0	0	0	0	0	0	0	0	0
-Development	-Energy Metabolism	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Energy Metabolism	0	0	0.002123	0	0	0.002116	0	0	0.001761
Human Diseases	-Energy Metabolism	0.12	0.3345	1.17	0.1788	0.3615	1.212	0.1051	0.611	1.819
-Cancers	-Energy Metabolism	0	0.002553	0.002846	0	0.00498	0.007423	0	0.002785	0.003581
-Immune System Diseases	-Energy Metabolism	0	0	0.00295	0	0	0.002883	0	0	0.003723
-Neurodegenerative Diseases	-Energy Metabolism	0	5.35e-05	0.421	0	0.002077	0.7276	0	3.797e-05	0.6183
-Cardiovascular Diseases	-Energy Metabolism	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Energy Metabolism	0	0	0.3157	0	0	0.1642	0	0	0.5803
-Infectious Diseases	-Energy Metabolism	0.01615	0.1142	0.6644	0.0856	0.2462	0.4718	0.02781	0.1164	1.203
Not Mapped	-Energy Metabolism	4.943	5.834	6.364	5.889	7.313	8.923	4.865	6.024	7.386
-Not Mapped	-Energy Metabolism	4.943	5.834	6.364	5.889	7.313	8.923	4.865	6.024	7.386
TOTAL	-Biosynthesis	10.04	10.81	11.83	6.024	6.569	8.011	5.532	5.661	9.954
MAPPED	-Biosynthesis	8.841	9.521	10.42	5.135	5.599	6.829	4.92	5.035	8.853
Genetic Information Processing	-Biosynthesis	4.116	4.602	4.92	1.348	1.482	1.861	1.856	1.956	3.535
