Category	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
--G protein-coupled receptors	9.3171369e-07	1.5362584e-05	6.7656216e-06	9.8080479e-07	3.1881124e-05	6.5271803e-06	0	8.1117812e-06	5.8400471e-06	4.0490921e-06	1.6488611e-06	1.4817133e-06	1.0910588e-06	9.6359071e-06	4.8173349e-06	1.0270613e-06	0.00010351769	1.1186824e-05	1.8180654e-07	4.357505e-05	1.4868968e-05	8.2600011e-06	1.7724681e-05	2.7213188e-05	1.3619642e-05	2.0834739e-05	6.1051631e-06	3.8194094e-05
--Enzyme-linked receptors	0	0	0	0	8.7291786e-08	0	0	0	2.8509617e-05	4.1548717e-07	7.9687998e-06	2.0432965e-06	1.384784e-06	1.3307635e-07	0	1.0474114e-07	1.567067e-06	0	0	1.0836534e-07	3.7991296e-06	0	0	2.0482964e-06	0	0	0	0
--Ion channels	0.00084813056	0.00051465223	0.0013216501	0.00075309264	0.0010160252	0.0019865209	0.00015597098	0.0021199396	0.0014773557	0.000638765	0.00020794299	0.0022504584	0.0022181229	0.0029865536	0.0020303871	0.00036752802	0.0084591947	0.00052060179	0.00014154735	0.00098548454	0.0018137302	0.00027944295	0.00069425034	0.0028753299	0.0010259996	0.003606202	0.0016748766	0.00091383053
--Neuroactive ligand-receptor interaction	0.00012394887	0.00011389869	0.00011019606	7.4819595e-05	0.00016489272	0.00050843412	4.7681184e-05	0.0015057758	0.00018620448	9.7161564e-05	5.603193e-05	0.0020864784	0.0019832191	0.00010934542	4.3515249e-05	0.00019628594	0.00022582063	9.1355981e-05	4.5123295e-05	0.00014323306	0.00035163498	0.0021931383	0.00037717813	7.2987699e-05	0.00076741479	0.00022179514	0.0010418343	0.00031908705
--Cytokine-cytokine receptor interaction	5.2683809e-05	2.5310795e-05	8.4174155e-05	5.0578768e-05	3.1892081e-05	0.00015196867	5.3006619e-06	1.4758249e-05	0.00022497752	1.8941757e-05	0.00050735931	1.8277326e-06	8.5220305e-07	2.6755795e-05	1.356043e-05	5.3920174e-05	0.00516749	1.7101397e-05	5.283341e-05	1.7586969e-05	5.3187368e-05	0.00030177227	5.3282083e-05	0.0041062441	2.7431008e-05	8.0162846e-05	3.7052658e-05	0.00010070186
--Cytokines	2.5988622e-07	6.9787368e-07	4.6192917e-07	5.7595461e-07	5.3721695e-07	9.2624939e-05	6.1282177e-07	8.3101205e-06	1.1410444e-06	1.7493319e-06	2.8645802e-07	5.3531129e-06	1.1288063e-05	3.6241982e-07	1.0879825e-06	1.7332986e-06	7.5857739e-06	4.5020479e-07	0	1.6879193e-07	1.3232192e-05	8.4815919e-07	3.2504474e-06	6.9462065e-06	1.0263031e-05	3.0543627e-05	0	0
--ECM-receptor interaction	7.6419189e-05	9.0247125e-05	0.00019296297	7.9460391e-05	0.00048802825	5.9011218e-05	6.5557785e-05	0.00012021755	0.00011059767	9.3377791e-05	9.6356545e-05	4.6214422e-05	8.1818762e-05	0.00017676483	7.6505934e-05	9.235597e-05	0.00043339473	0.00035569791	5.7557191e-05	0.00061847381	0.00019893011	8.3789885e-05	0.00018993635	0.00071296378	0.00016792188	0.00021712832	5.3841721e-05	0.00012490277
--Cell adhesion molecules (CAMs)	5.2859383e-05	0.00016938963	0.00077095901	4.3417942e-05	0.0010939224	7.2523771e-05	4.0519413e-05	0.00068479668	0.00041176703	0.00017893154	2.6318977e-05	0.00025699469	0.0001505621	7.07577e-05	7.0932398e-05	2.7892068e-05	0.00032728303	0.00038218298	4.0595414e-05	0.0015350198	0.00019097943	6.7819706e-05	5.4045693e-05	0.00037538136	0.00035999177	0.00045858087	0.00025665169	7.0336248e-05
--CAM ligands	0.0020769704	0.00069182405	0.00070562739	0.0017130903	0.00046721354	0.0063749482	0.00074318194	0.0016337135	0.0023219186	0.00099337147	0.0014030885	0.0026722559	0.0030362718	0.0010898156	0.0015267628	0.00029406991	0.0027617089	0.0006837835	0.0026894906	0.00066084338	0.0039787274	0.0035149382	0.00066576984	0.0018240102	0.0036866805	0.004359746	0.0071143915	0.007458116
--Cellular antigens	0.00017611793	0.0002780212	0.00013931789	0.00061469573	0.00030637871	0.00078354777	0.00012764193	0.00036655299	0.0002186857	0.00041814861	0.00017663003	0.0009018728	0.00072435778	0.00049267332	0.00026659806	0.0001740606	0.00020403382	0.00013662044	2.626834e-05	0.00034037448	0.00024191597	7.7626837e-05	0.00014957063	0.00018344151	0.00014057885	0.00024199401	8.9768631e-05	0.00022168264
--GTP-binding signaling proteins	0.0017724378	0.001248864	0.0032742738	0.0016668785	0.0059133423	0.0037466923	0.00071876583	0.0029185026	0.0037200555	0.0019030947	0.0007084813	0.0059760857	0.0063302214	0.0034101689	0.0016060955	0.0013261707	0.0032895247	0.0029140254	0.00036497834	0.0035256025	0.0035028184	0.00091970988	0.0028864687	0.0027957739	0.0014093936	0.002265755	0.0015789181	0.0017673733
--Glycan binding proteins	9.4369466e-05	7.3586319e-05	7.1155061e-05	8.3267567e-05	7.7093451e-05	0.0040018739	8.6582257e-05	0.0037550532	5.6671727e-05	0.00010861026	4.9130572e-05	0.0084800568	0.010421326	5.3321754e-05	5.0923026e-05	0.0001937301	7.6278334e-05	0.00011756433	0.00082619952	0.00013677841	8.8673674e-05	0.00041143086	0.00012215415	9.4244869e-05	0.009919903	0.00029937119	0.00010280124	0.00011559272
--Bacterial toxins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellular Processes	0.074705096	0.17043713	0.14713753	0.06891398	0.15297529	0.10879527	0.21224031	0.11160186	0.087965424	0.45116489	0.076472678	0.08549644	0.099379136	0.079376253	0.086757181	0.057338611	0.095710496	0.18013587	0.32879215	0.14253264	0.09643931	0.040667603	0.083134294	0.10703339	0.11170799	0.11568062	0.097504884	0.083451283
-Crystallins	0.0021115233	0.0042697842	0.0022938815	0.00058851389	0.0017136902	0.0010259542	0.012150406	0.00076699929	0.00058484988	0.36309649	0.029289292	0.0012708597	0.00059336254	0.00074168999	0.0060286487	0.00061203858	0.004944031	0.0045422138	0.0045904399	0.0017421479	0.00094188964	0.00069210169	0.00082861124	0.00046943642	0.017525942	0.00099643117	0.0013570755	0.0021901886
--Crystallins	0.0021115233	0.0042697842	0.0022938815	0.00058851389	0.0017136902	0.0010259542	0.012150406	0.00076699929	0.00058484988	0.36309649	0.029289292	0.0012708597	0.00059336254	0.00074168999	0.0060286487	0.00061203858	0.004944031	0.0045422138	0.0045904399	0.0017421479	0.00094188964	0.00069210169	0.00082861124	0.00046943642	0.017525942	0.00099643117	0.0013570755	0.0021901886
-Vesicular Transport	0.024517177	0.03499744	0.030132182	0.024284266	0.032504854	0.022025514	0.0084744655	0.016237074	0.015357941	0.012424932	0.0098736782	0.024205975	0.027487958	0.037200755	0.037869167	0.03027706	0.023798683	0.0350999	0.0049221613	0.035393052	0.028736706	0.0093517472	0.020754361	0.027449243	0.019673759	0.030235002	0.019762115	0.032308532
--Motor proteins	0.00056838119	0.0015343378	0.0033106259	0.0001535201	0.0022533052	0.00062297078	0.00013912094	0.00048589779	0.00093300331	0.00040724181	0.00016153394	0.00087845217	0.00089222727	0.00073617588	0.00049524385	0.00040221704	0.00071535368	0.0016697144	7.9129592e-05	0.002576897	0.00082164522	0.00044198732	0.0010713444	0.00042493484	0.00038367272	0.0008739026	0.00064027623	0.00073729974
--Endocytosis	0.003167223	0.013296294	0.0089452943	0.0038334268	0.010119726	0.0044208299	0.00097462123	0.0046349355	0.0036386426	0.0017033522	0.0010231589	0.0036021724	0.0046231111	0.0049589562	0.0030080966	0.0022862649	0.0080086748	0.013427554	0.00055634664	0.012515696	0.0046456567	0.0017406085	0.0030687425	0.0037442704	0.002286833	0.003754181	0.0032714737	0.0098628083
--Phagosome	0.00077889725	0.001020582	0.0012907975	0.00048245595	0.0019664297	0.00097826883	0.00026113084	0.0011044685	0.0011507115	0.00039976399	0.00024037053	0.0026035493	0.0021344979	0.000736117	0.00058864907	0.00066100804	0.002587476	0.0011307197	0.00010145428	0.0024627642	0.0012082115	0.00031236475	0.0014765153	0.0048414482	0.00043375453	0.0096161492	0.0013666842	0.0013457853
--Lysosome	0.0044959479	0.0078100085	0.0052228553	0.0042126917	0.0061608991	0.0034498318	0.00064116661	0.0027934897	0.0022690132	0.0021052716	0.0011297259	0.0028103993	0.0035384023	0.0081333177	0.0056356194	0.0030820169	0.0033004837	0.006492772	0.0008165875	0.0050897974	0.0048004764	0.001837717	0.0028216904	0.0066904271	0.002850361	0.0054678325	0.0039916223	0.00443913
--Peroxisome	0.015479299	0.011326245	0.011289405	0.01557308	0.011900139	0.012489552	0.0064535813	0.0071756146	0.0072933317	0.0077927507	0.007318434	0.014294345	0.016260419	0.022574886	0.028130954	0.023784007	0.0091191793	0.012361415	0.0033598528	0.01269684	0.017227628	0.0050126197	0.012295305	0.011676263	0.013714312	0.010492045	0.010472856	0.015883678
--Regulation of autophagy	2.7428821e-05	9.9727015e-06	7.3203702e-05	2.9092005e-05	0.00010435483	6.4060056e-05	4.8445835e-06	4.2668224e-05	7.3238611e-05	1.6552149e-05	4.548622e-07	1.7056494e-05	3.9299884e-05	6.1302373e-05	1.0603621e-05	6.1546249e-05	6.7515497e-05	1.7723992e-05	8.7904605e-06	5.1058286e-05	3.3088994e-05	6.4499343e-06	2.076369e-05	7.1899406e-05	4.8253737e-06	3.0892315e-05	1.9203004e-05	3.9830132e-05
-Cytoskeleton	0.021975884	0.072428056	0.077603443	0.017763733	0.073150927	0.055788617	0.07703572	0.047858041	0.049311501	0.047977127	0.013649657	0.03503375	0.045757038	0.020902025	0.022031155	0.01341558	0.036584324	0.090929619	0.1450497	0.068174191	0.042240275	0.020863586	0.038048406	0.054539337	0.05296354	0.061109791	0.051639497	0.028410147
--Regulation of actin cytoskeleton	0.0062363156	0.012498596	0.0074564674	0.0025901139	0.013988143	0.0088575366	0.0072502985	0.0086915328	0.016903227	0.0032661462	0.0027300039	0.0082312674	0.0091525402	0.0067036503	0.0069466423	0.0041657783	0.0083377032	0.016596948	0.016110144	0.016923366	0.011971757	0.0046801774	0.0062359759	0.024389276	0.0075747348	0.025180484	0.018011046	0.0081188647
--Cytoskeleton proteins	0.015739568	0.059929461	0.070146976	0.015173619	0.059162784	0.046931081	0.069785421	0.039166508	0.032408274	0.04471098	0.010919653	0.026802483	0.036604498	0.014198375	0.015084512	0.0092498019	0.028246621	0.074332671	0.12893955	0.051250826	0.030268518	0.016183408	0.03181243	0.030150061	0.045388805	0.035929307	0.033628451	0.020291283
-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Bacterial chemotaxis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Bacterial motility proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	0.021023392	0.054419242	0.033485011	0.020463912	0.040781255	0.020685242	0.012044091	0.021405915	0.017145997	0.01421169	0.016176853	0.01770925	0.017451888	0.01505076	0.017619142	0.010226359	0.016642216	0.045689682	0.0046546615	0.03316902	0.014667688	0.0083691289	0.010068409	0.011431694	0.015956185	0.017712727	0.017234977	0.015147856
--Nuclear membrane	0.0014675083	0.00084553014	0.00025418437	0.00047928647	0.00076187407	0.0018239465	0.00075698617	0.002196719	0.00020074713	0.0006828005	0.0009170886	0.00049477886	0.00072132193	0.00078297088	0.0011807964	0.00044778193	0.0032067268	0.0012495574	0.00018187116	0.00043624247	0.0025250057	0.00033707359	0.0017328427	0.00078558994	0.0024080258	0.00066424666	0.0039280955	0.00083857905
--Cell cycle	0.015360587	0.052778453	0.026660572	0.008986036	0.035762466	0.014027317	0.0034641487	0.016235982	0.014332491	0.010642282	0.0044614348	0.011920603	0.011106614	0.0079625638	0.0086299156	0.0047789268	0.011381886	0.040337488	0.001452614	0.026320793	0.0096412181	0.0037859032	0.005587593	0.0092528664	0.0085188323	0.015128518	0.01129307	0.010064788
--Meiosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Oocyte meiosis	1.2350006e-05	9.3089188e-06	7.5938622e-06	3.8102974e-06	3.2443216e-05	2.7929685e-05	1.1661624e-06	1.8725536e-05	9.5310994e-06	4.2222705e-06	1.6186186e-06	5.9959234e-06	1.5951547e-05	2.4062196e-05	1.2147224e-05	6.329082e-06	2.8980022e-05	1.0943765e-05	0	1.0944655e-05	4.9602895e-06	1.3441316e-06	3.3339884e-06	1.3189687e-05	4.5061242e-06	1.3729044e-05	1.1479046e-05	1.7891676e-05
--Apoptosis	0.0041562863	0.00078073642	0.0065080562	0.01099015	0.004200792	0.0040358618	0.0078183552	0.0027703828	0.0025132784	0.0028052478	0.010793722	0.0051540516	0.005316398	0.0062372954	0.0077815961	0.0049530355	0.0019472615	0.0040522441	0.0030120138	0.0063674622	0.0024404943	0.0042339353	0.0025103043	0.0012674492	0.0048071171	0.0016707604	0.0019716329	0.0042008318
--p53 signaling pathway	2.6661185e-05	5.2137394e-06	5.460547e-05	4.6296279e-06	2.3679392e-05	0.00077018742	3.435116e-06	0.00018410495	8.9949559e-05	7.7137399e-05	2.9888086e-06	0.0001338204	0.00029160251	4.386763e-05	1.4686393e-05	4.0286049e-05	7.7361718e-05	3.9448041e-05	8.1624643e-06	3.3578455e-05	5.6009981e-05	1.0872795e-05	0.00023433538	0.00011259899	0.0002177036	0.00023547263	3.0699127e-05	2.576573e-05
-Cell Communication	0.0050771195	0.004322603	0.0036230074	0.0058135545	0.0048245627	0.0092699415	0.10253563	0.025333835	0.005565135	0.013454648	0.0074831979	0.0072766055	0.0080888893	0.0054810227	0.0032090694	0.0028075733	0.013741242	0.0038744575	0.16957519	0.0040542309	0.0098527504	0.0013910389	0.013434507	0.013143676	0.005588561	0.0056266672	0.0075112201	0.0053945591
--Focal adhesion	0.0022764987	0.0012778667	0.00090346317	0.0028603212	0.0011361339	0.0030387415	0.043250057	0.0048801846	0.0025856479	0.0065145959	0.005725456	0.0028620665	0.0031341709	0.0026215125	0.0015179256	0.0011716277	0.0064501962	0.00075065299	0.14787113	0.0015263522	0.0041224043	0.00072186105	0.0095992391	0.0072418479	0.0031210105	0.002615509	0.0034478679	0.0030112314
--Adherens junction	0.00016024517	0.00035685821	0.00011238667	5.8438994e-05	0.00035910366	0.00044928287	0.0002630606	0.00023014413	0.00010555286	8.2375443e-05	0.00012116864	0.00045711846	0.00049640305	0.00041428396	0.00023553838	0.00012934098	0.0019854891	0.00024034665	0.00013735224	0.00039896211	0.00017334403	5.0185593e-05	0.00024142612	0.0010615705	0.00015981706	0.00039065665	0.00011012388	7.1171457e-05
--Tight junction	0.0026365139	0.0026822006	0.0026016442	0.0028932	0.0033169325	0.0057815335	0.059022512	0.020223506	0.0028739342	0.006853962	0.0016257589	0.0039497442	0.0044287901	0.0024443732	0.0014556055	0.0015066046	0.005302712	0.0028770433	0.021566707	0.0021267588	0.0055570021	0.00061899224	0.0035938422	0.0048402572	0.0023077334	0.0026205016	0.0039532283	0.0023121563
--Gap junction	3.8617005e-06	5.6775166e-06	5.5133749e-06	1.5942777e-06	1.2392626e-05	3.8358725e-07	0	0	0	3.7143102e-06	1.0814331e-05	7.6763591e-06	2.9525227e-05	8.5299661e-07	0	0	2.8448655e-06	6.4146326e-06	0	2.1576616e-06	0	0	0	0	0	0	0	0
Metabolism	0.33482559	0.2766515	0.32220861	0.53114657	0.30977673	0.32328836	0.36250225	0.21077842	0.14511029	0.19880138	0.3154336	0.33438258	0.29229839	0.46954723	0.45860969	0.54150659	0.19600729	0.26776123	0.21831548	0.32360895	0.20794031	0.18551918	0.23084686	0.15296042	0.24402664	0.18143464	0.14013726	0.30121688
-Membrane Transport	3.293342e-05	3.4454405e-05	0.00011315341	0.00015074028	1.7437208e-05	0.00013681411	3.3913713e-05	6.9600967e-05	0.00010229168	0.00010190925	1.7085228e-05	0.00024217001	0.00018677341	0.00010193624	3.3900461e-05	0.00016055743	4.2323226e-05	1.6671584e-05	1.3676861e-05	5.4101326e-05	6.3594792e-05	1.7446708e-05	0.00012519192	8.2256767e-05	4.5872106e-05	9.5569456e-05	4.965355e-05	5.9484876e-05
--Transport	3.293342e-05	3.4454405e-05	0.00011315341	0.00015074028	1.7437208e-05	0.00013681411	3.3913713e-05	6.9600967e-05	0.00010229168	0.00010190925	1.7085228e-05	0.00024217001	0.00018677341	0.00010193624	3.3900461e-05	0.00016055743	4.2323226e-05	1.6671584e-05	1.3676861e-05	5.4101326e-05	6.3594792e-05	1.7446708e-05	0.00012519192	8.2256767e-05	4.5872106e-05	9.5569456e-05	4.965355e-05	5.9484876e-05
--Secretion system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Central Carbon Metabolism	0.13819313	0.083886018	0.12521272	0.16960882	0.11570898	0.11124236	0.1148868	0.061500871	0.060652216	0.087776827	0.070518433	0.11153777	0.10892897	0.1446806	0.14282385	0.14854044	0.047553666	0.092645402	0.089504364	0.14208433	0.076077319	0.034538389	0.084197152	0.061104254	0.057117357	0.07324768	0.044216042	0.096527452
--Glycolysis	0.061601971	0.056823769	0.0800287	0.070968975	0.072098383	0.055053504	0.060495103	0.032036362	0.041980427	0.061323067	0.031454664	0.053543717	0.05425677	0.069968847	0.073329808	0.075310875	0.025305842	0.064043215	0.071083737	0.093709601	0.0446901	0.015003824	0.044003996	0.034606636	0.031483275	0.04135153	0.027109476	0.047055404
--TCA cycle and anaplerotic enzymes	0.029214735	0.015189545	0.031081749	0.074769947	0.028367529	0.021550609	0.043486624	0.012927089	0.008460411	0.014289213	0.030902041	0.025443205	0.021768365	0.041441884	0.043433373	0.023437067	0.01029139	0.018436433	0.0053195032	0.03194566	0.014415055	0.010342889	0.017325849	0.011229267	0.015045552	0.013544636	0.0079732004	0.024145112
--Pentose phosphate metabolism	0.0086382048	0.0018914042	0.0026913164	0.011764369	0.0030788057	0.0072160248	0.00054948381	0.0041108818	0.0036845135	0.0044467633	0.00065478432	0.0059880027	0.0074560346	0.003995015	0.0038748651	0.0035765116	0.003792447	0.001869961	0.00049201327	0.0028842119	0.0056463063	0.002394875	0.0060036565	0.0050146568	0.0027932517	0.0062168335	0.0034709079	0.010839332
--Carbohydrate metabolism	0.030139748	0.0033938287	0.0055517997	0.0051410715	0.0061823339	0.011914556	0.0061094498	0.0070677446	0.0035250541	0.0038586783	0.0030618403	0.01853271	0.016811597	0.012059887	0.010978279	0.022416112	0.0044808548	0.0039639254	0.0049258757	0.0064042616	0.005802824	0.0035777887	0.0081980462	0.0069195449	0.0033908709	0.007016931	0.0035179549	0.0061630788
--Pyruvate metabolism	0.0061806867	0.0051874956	0.0038232263	0.004735552	0.0031117469	0.0016873381	0.0022534547	0.0016346618	0.00038772365	0.0022878505	0.003038691	0.0026321085	0.0027021181	0.0043515692	0.0034172542	0.0065785389	0.0015668587	0.0029644899	0.0072160051	0.0043272807	0.0021975605	0.0012665251	0.00098226974	0.0014059651	0.0013959104	0.002787002	0.001003797	0.0056818193
--Butanoate metabolism	0.00062639576	0.00074681564	0.00099163695	0.001111229	0.0014288715	0.0066322713	0.0016039561	0.00076711521	0.00086209518	0.00062336954	0.0011764643	0.0010868795	0.0010925312	0.0079145508	0.004875216	0.0086911232	0.00030422919	0.00061624428	0.00015248811	0.0015263382	0.00098023242	0.00016700795	0.00073785442	0.00037236049	0.00092238859	0.00041421326	0.00034601634	0.00074064287
--C5-Branched dibasic acid metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Other central metabolism enzymes	0.0017913845	0.00065315982	0.0010442937	0.0011176762	0.0014413128	0.0071880531	0.00038873294	0.0029570159	0.001751991	0.00094788593	0.00022994855	0.0043111418	0.0048415538	0.0049488492	0.0029150532	0.0085302088	0.0018120454	0.0007511328	0.00031474153	0.001286975	0.002345241	0.0017854791	0.0069454801	0.0015558235	0.002086108	0.0019165337	0.00079469023	0.0019020628
-Energy Metabolism	0.045585531	0.11679544	0.085541802	0.14659814	0.088871984	0.065996294	0.12663911	0.038464538	0.022276867	0.036255735	0.16169287	0.063021175	0.054878012	0.12339093	0.14090375	0.055899277	0.018403176	0.099042547	0.02457975	0.077679106	0.029051556	0.043887459	0.050833214	0.017568667	0.085014556	0.02818765	0.034721546	0.039147531
--Oxidative phosphorylation	0.04555666	0.11679427	0.085539238	0.14655145	0.088868228	0.065966895	0.12662544	0.038443465	0.022274832	0.036248554	0.16169104	0.062850045	0.05474234	0.12331316	0.14088704	0.055455909	0.018056776	0.099041941	0.02457975	0.077676498	0.029021345	0.043884872	0.050823792	0.017562724	0.085013428	0.028183341	0.034718584	0.039073192
--Photosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Photosynthesis - antenna proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Carbon fixation in photosynthetic organisms	4.0289198e-07	3.2881853e-07	1.6470766e-06	1.147871e-05	3.2372936e-06	2.1384061e-05	0	0	0	9.6600084e-07	0	1.8916518e-05	8.3828798e-06	2.2702679e-05	8.9335243e-06	3.2973799e-05	1.842366e-06	0	0	1.0308909e-06	4.7030626e-06	8.9124345e-07	2.0945642e-06	1.5515451e-07	0	7.145841e-07	1.0634706e-07	3.1539496e-06
--Carbon fixation pathways in prokaryotes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Methane metabolism	2.8468244e-05	8.4359909e-07	9.1763776e-07	3.5212884e-05	5.1856743e-07	8.0147103e-06	1.3664288e-05	2.1073204e-05	2.0354076e-06	6.2150502e-06	1.8340166e-06	0.00015221345	0.00012728901	5.5071078e-05	7.7707586e-06	0.00041039352	0.00034455691	6.0571667e-07	0	1.5774353e-06	2.5508586e-05	1.6958931e-06	7.327379e-06	5.788096e-06	1.1272304e-06	3.593619e-06	2.8562155e-06	7.1184768e-05
-Biosynthesis	0.12808999	0.064600637	0.09081409	0.1946749	0.089884744	0.13094646	0.11304348	0.096538059	0.049145436	0.067684696	0.074631859	0.13620155	0.11050232	0.17517225	0.1516585	0.31047963	0.11822237	0.064117098	0.10065486	0.08638636	0.089088294	0.08060219	0.084617746	0.063041908	0.083408765	0.069013522	0.051395456	0.15609024
--Lipid and steroid metabolism	0.038771985	0.006983636	0.01179199	0.11530343	0.014739753	0.020959322	0.028542661	0.017699342	0.0095809789	0.012221171	0.027843096	0.031777726	0.026531436	0.041680311	0.036977786	0.050334308	0.030696408	0.006541104	0.003921942	0.011829967	0.015175982	0.0193936	0.01489132	0.0092242544	0.013878323	0.016645757	0.0091693348	0.037856512
--Purine metabolism	0.01278177	0.017499822	0.012698896	0.011173476	0.013757136	0.013260858	0.024710363	0.012233252	0.01447337	0.010308492	0.015137949	0.024153468	0.013762694	0.018183425	0.019017627	0.02179548	0.011970465	0.015344876	0.029621431	0.012110557	0.008234772	0.012691755	0.016233692	0.011609275	0.011447938	0.014018545	0.0080990693	0.0058090928
--Pyrimidine metabolism	0.0025720464	0.0028327245	0.0018205084	0.0032930562	0.0020662004	0.0058255561	0.00066341294	0.0031063883	0.0019101182	0.00068404452	0.00095613293	0.0034117947	0.0042781781	0.0048427996	0.0039703309	0.0038836505	0.0023474627	0.002016406	0.00027356561	0.0022377786	0.0017034276	0.0018863282	0.0037346146	0.0020140953	0.00255728	0.0021564061	0.0013075161	0.0016168528
--Amino acid metabolism	0.051825462	0.025210567	0.049508843	0.045931064	0.043690748	0.062711713	0.048356823	0.028651943	0.015062224	0.026605362	0.02248746	0.036891392	0.037288992	0.077086816	0.062400415	0.16761209	0.038515362	0.028851047	0.050411372	0.045777035	0.028258608	0.02308085	0.034041188	0.025466734	0.029350568	0.025240808	0.015661764	0.080493791
--Glycan metabolism	0.0015092776	0.00069063966	0.0011387978	0.0013778084	0.0017075096	0.0033153002	0.0018094746	0.003755213	0.0018654487	0.0024228999	0.00046554948	0.0028127522	0.0030908287	0.0010411789	0.00078649733	0.001619171	0.0032206464	0.00069185923	0.00063392811	0.0017695607	0.0038838934	0.0020317239	0.0030538769	0.0023012266	0.003160373	0.0014974544	0.0023452456	0.0031995764
--Cofactor biosynthesis	0.019409903	0.011279335	0.013653939	0.013476572	0.01380407	0.023641623	0.0086854667	0.030491941	0.0062204133	0.015192283	0.0073736005	0.036829495	0.025321505	0.031127761	0.027618333	0.061668944	0.027914654	0.010616554	0.01563539	0.012589929	0.029591334	0.021045113	0.011592433	0.012025694	0.0222747	0.0084317087	0.010701045	0.019414842
--Biosynthesis of other secondary metabolites	0.0012195484	0.00010391228	0.00020111621	0.0041194961	0.00011932594	0.0012320897	0.00027528076	0.00059997976	3.2882905e-05	0.00025044341	0.00036807132	0.00032492704	0.00022868895	0.0012099537	0.00088751368	0.0035659875	0.0035573751	5.5251684e-05	0.00015722585	7.1532514e-05	0.0022402777	0.00047281925	0.0010706216	0.000400629	0.00073958446	0.0010228431	0.004111481	0.0076995729
-Other Enzymes	0.022924002	0.011334949	0.020526845	0.020113969	0.015293582	0.014966439	0.0078989402	0.014205355	0.012933479	0.0069822108	0.008573345	0.02337992	0.01780231	0.026201512	0.023189689	0.026426685	0.011785746	0.011939509	0.0035628351	0.01740505	0.013659545	0.026473696	0.011073558	0.011163331	0.018440095	0.010890216	0.0097545613	0.0093921686
--Other enzymes	0.022091692	0.010662375	0.020038283	0.018654296	0.014333853	0.014166426	0.0070479547	0.013687417	0.012326035	0.0066757322	0.0082075092	0.022686291	0.017281096	0.025611626	0.022809348	0.024911856	0.01090061	0.011504452	0.0034136226	0.016328262	0.012826262	0.026171457	0.010341621	0.0099621058	0.017993188	0.01010002	0.0090859668	0.0090230404
--Protein kinases	0.00051985032	0.00066883134	0.00047091226	0.0014257883	0.00093222939	0.00077594145	0.00082524899	0.00038925843	0.00060433495	0.00026236506	0.00031835043	0.00046123691	0.00037116624	0.00055104138	0.00036846924	0.00055441605	0.00057269795	0.00042935792	0.00014170152	0.0010591779	0.00061211278	0.00028607284	0.00050152217	0.0011054375	0.00043524831	0.000746105	0.00063147449	0.00027223225
--Cytochrome P450	0.00031246034	3.7425439e-06	1.7649059e-05	3.3884918e-05	2.7499713e-05	2.4071881e-05	2.5736528e-05	0.0001286799	3.1099611e-06	4.4113577e-05	4.7485303e-05	0.00023239168	0.00015004755	3.8845231e-05	1.1871984e-05	0.00096041354	0.00031243763	5.6995895e-06	7.5110156e-06	1.7610934e-05	0.00022117027	1.6165866e-05	0.00023041558	9.5787367e-05	1.1658734e-05	4.4090873e-05	3.7119956e-05	9.6895985e-05
