Category	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
--G protein-coupled receptors	2.0364891e-06	5.9801633e-05	1.7662037e-05	2.2523644e-06	0.00010310763	1.3147795e-05	0	1.5531549e-05	1.2479144e-05	9.7081724e-06	4.370739e-06	3.4134536e-06	2.4701223e-06	1.6545255e-05	1.1110709e-05	2.2516278e-06	0.00014425237	3.3971196e-05	3.9386604e-07	0.00010558852	3.1187388e-05	2.2476036e-05	4.3374587e-05	6.4669421e-05	3.8783053e-05	4.5258338e-05	1.4724573e-05	8.0286852e-05
--Enzyme-linked receptors	0	0	0	0	2.3990089e-07	0	0	0	8.448643e-05	1.2630868e-06	2.7520593e-05	5.7199771e-06	3.9016607e-06	4.0903626e-07	0	2.7902982e-07	4.9288662e-06	0	0	2.833446e-07	1.1410387e-05	0	0	6.7632133e-06	0	0	0	0
--Ion channels	0.00063543676	0.00044127055	0.0012325513	0.0005594295	0.00081909294	0.0013484089	0.00011454323	0.0013735	0.0010459467	0.00056702259	0.00019150279	0.0016017295	0.0015353794	0.0021494334	0.0016130545	0.00024669756	0.0063263928	0.00049516409	0.00011051982	0.0011712994	0.001320378	0.00024887301	0.00056483234	0.0022648206	0.0012152246	0.0026910058	0.0013332883	0.00070634806
--Neuroactive ligand-receptor interaction	0.00020320138	0.00013580025	0.00017926777	0.00019915072	0.00037441837	0.0014856886	9.560953e-05	0.0016368932	0.00057958528	0.00014937895	0.00014624932	0.0025147157	0.0023940232	0.00029967634	0.0001077934	0.00055178182	0.00050978762	0.0001473203	5.0915446e-05	0.00029016131	0.00091151985	0.0022383964	0.0013238189	0.00024364753	0.00040684542	0.00038994702	0.0028400344	0.00071016503
--Cytokine-cytokine receptor interaction	1.8972293e-05	1.4682107e-05	6.1125833e-05	2.6517125e-05	2.3836624e-05	9.3260804e-05	1.8604868e-06	4.065246e-06	0.00013710753	8.2202246e-06	0.00029457935	4.4704291e-06	2.5756255e-06	1.236804e-05	5.451054e-06	2.4957314e-05	0.001777399	7.145535e-06	2.6752397e-05	9.6972385e-06	2.3049885e-05	0.00026749454	2.9043807e-05	0.0021096807	1.7101865e-05	6.4523201e-05	3.7402034e-05	4.6175891e-05
--Cytokines	1.374731e-07	3.9629897e-07	2.3045762e-07	2.8781342e-07	2.6438803e-07	4.5516255e-05	2.913806e-07	3.8805208e-06	5.7595713e-07	1.0102485e-06	1.8684563e-07	2.6835082e-06	5.5610452e-06	1.8671034e-07	6.1558819e-07	8.2687587e-07	3.9990315e-06	2.5226764e-07	0	8.3841035e-08	6.6610628e-06	5.355673e-07	1.7727239e-06	3.944124e-06	6.1758483e-06	1.658109e-05	0	0
--ECM-receptor interaction	0.00026983463	0.00019580625	0.0003209052	0.00022936883	0.00068300949	0.0001075574	0.00013452467	0.00030704423	0.00022413963	0.00022892381	0.00031554932	7.544357e-05	8.1025095e-05	0.00042513932	0.00021154393	0.00013559145	0.0007816203	0.00076283357	0.00016257169	0.00060876075	0.00047445554	0.00025365226	0.00050857855	0.00086433168	0.00052978787	0.00026357735	0.0001664034	0.00033016156
--Cell adhesion molecules (CAMs)	9.4830182e-05	0.00061895201	0.0022440486	5.2227162e-05	0.0031834649	0.00012387451	4.00051e-05	0.00055859509	0.0013142489	0.00058009556	5.2547106e-05	0.00036955172	0.00022172298	0.00011513817	0.00012188459	5.547494e-05	0.00040275578	0.00126125	6.5234537e-05	0.0044340827	0.00031400655	0.00016335429	0.0001478114	0.0011915066	0.00051775102	0.0012870593	0.00034789639	0.00013638886
--CAM ligands	0.0012178175	0.00087363667	0.00082416994	0.00097804654	0.00062906561	0.0051950302	0.00047662732	0.0011038096	0.0010906775	0.00083648334	0.0011277464	0.0039255884	0.0046585256	0.00086999488	0.001011792	0.00017409498	0.0020319727	0.00075537832	0.001257414	0.00052771155	0.0021611655	0.0018339705	0.00058533829	0.001213901	0.0024075471	0.0020795279	0.0033936333	0.0043915439
--Cellular antigens	0.00021778279	0.00037745065	0.00017357343	0.00067685415	0.00034645918	0.00080775329	0.00012020956	0.00032830617	0.00027326346	0.0005204205	0.00024786166	0.00099677593	0.00079597757	0.00060205923	0.00032981989	0.00018334604	0.00024958963	0.00018003682	3.4704513e-05	0.00037155619	0.0003356926	0.00010523342	0.00018201491	0.00028283407	0.00017974557	0.00035847638	0.00011090138	0.0002513964
--GTP-binding signaling proteins	0.0010758993	0.00080285406	0.0018926232	0.0009847719	0.0034038306	0.002103946	0.00041464398	0.0015639471	0.0021491828	0.0015053226	0.00053136384	0.0034700169	0.003627709	0.0020517597	0.0010699187	0.00073781732	0.0020293133	0.0018969269	0.00023418341	0.0020242267	0.0020473104	0.00066773239	0.0018272144	0.0018461938	0.0010121239	0.0014323989	0.0010517416	0.0010775464
--Glycan binding proteins	5.4725354e-05	4.0508744e-05	3.8087347e-05	5.0509921e-05	3.9245775e-05	0.0035024345	3.4439418e-05	0.0014676188	2.4676924e-05	6.1817328e-05	3.7782503e-05	0.0052738984	0.0060809055	3.981645e-05	2.7646773e-05	0.00016132009	4.1150486e-05	6.0230311e-05	0.00035732955	7.7110352e-05	6.1561676e-05	0.00019656268	5.1407416e-05	4.7649281e-05	0.0043910499	0.00014211438	5.8610953e-05	6.3069787e-05
--Bacterial toxins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellular Processes	0.086347479	0.22004565	0.19647982	0.076784622	0.20114476	0.15189259	0.32011898	0.20382809	0.10968734	0.41969544	0.085154523	0.11600705	0.13694968	0.10037851	0.090089359	0.057776092	0.15682191	0.23909413	0.33995593	0.17567049	0.12948804	0.050855193	0.10672219	0.13259733	0.13663981	0.13426021	0.12347194	0.094905779
-Crystallins	0.0012764277	0.002494206	0.0013109615	0.00037063047	0.00093165203	0.00062738397	0.0057596533	0.00043927851	0.00035781121	0.27878384	0.022355105	0.00078367499	0.00036459505	0.00044115626	0.0034419618	0.00035518951	0.0028101555	0.0026944498	0.0026965493	0.0010046752	0.00055904265	0.00053041723	0.00052409069	0.000318763	0.011573097	0.00065054492	0.00094880479	0.0014286714
--Crystallins	0.0012764277	0.002494206	0.0013109615	0.00037063047	0.00093165203	0.00062738397	0.0057596533	0.00043927851	0.00035781121	0.27878384	0.022355105	0.00078367499	0.00036459505	0.00044115626	0.0034419618	0.00035518951	0.0028101555	0.0026944498	0.0026965493	0.0010046752	0.00055904265	0.00053041723	0.00052409069	0.000318763	0.011573097	0.00065054492	0.00094880479	0.0014286714
-Vesicular Transport	0.021721569	0.035813565	0.034789683	0.02348281	0.043276592	0.022891094	0.0071629299	0.016828015	0.020277207	0.013472021	0.010515735	0.025259962	0.027807957	0.037647215	0.033094504	0.025239864	0.028644056	0.038990057	0.0041820991	0.04523007	0.027592724	0.010332549	0.0214104	0.032391404	0.018178031	0.034437373	0.021013425	0.029286094
--Motor proteins	0.00030030347	0.00055768982	0.0013139064	0.00010525535	0.0010377558	0.00044507208	6.2982758e-05	0.00021736241	0.00074444679	0.00024403773	8.3063206e-05	0.00030689788	0.00038420095	0.00044688126	0.00024240161	0.00014170686	0.00051917981	0.00055803234	4.3421838e-05	0.0011003758	0.00038528685	0.00018922029	0.00050071826	0.00045312032	0.00020547949	0.00040757887	0.00026811673	0.00027347429
--Endocytosis	0.0045688755	0.018231323	0.01183009	0.0040138945	0.015275119	0.0056910153	0.0010782063	0.0049959097	0.0046539199	0.0026451028	0.001463119	0.0049684783	0.0061334173	0.007870695	0.0050312166	0.0030136661	0.010428417	0.018044646	0.00062790852	0.017681471	0.0052980334	0.0026285935	0.004169468	0.0060059672	0.0030896646	0.0054607236	0.0041448702	0.0087955893
--Phagosome	0.0021082801	0.0018142136	0.0038785645	0.0014240434	0.0054458836	0.0026479631	0.00074404605	0.0028583275	0.0050638151	0.0013935476	0.00064543572	0.005022288	0.004514127	0.0021501093	0.0015074792	0.0021498239	0.0063729279	0.0025223445	0.00023537126	0.005617021	0.0046243449	0.00089206005	0.0034253256	0.0082721585	0.0009679236	0.014080443	0.0046213537	0.0041041751
--Lysosome	0.0059040707	0.008057581	0.010994592	0.0055135153	0.014565235	0.0067550688	0.00094802711	0.0047498598	0.0053505557	0.0041355952	0.001686599	0.0060554792	0.0070605082	0.011313484	0.0061890139	0.0047065892	0.0057124166	0.00958653	0.0011363033	0.01328409	0.0070178271	0.002790001	0.0054283719	0.0099418318	0.0038968928	0.0076071306	0.0049341296	0.006218567
--Peroxisome	0.0088057337	0.007141794	0.0066903821	0.01238675	0.0068258126	0.0072672109	0.0043219075	0.0039588969	0.0043513299	0.0050291857	0.006636636	0.0088817343	0.0096635006	0.015780265	0.020112063	0.015149903	0.0055242996	0.0082574136	0.0021044658	0.0074688474	0.010218381	0.003823252	0.007854897	0.0075998641	0.010012521	0.0068355058	0.007011974	0.0098289743
--Regulation of autophagy	3.4305863e-05	1.0963575e-05	8.2147738e-05	3.9351156e-05	0.00012678655	8.4763972e-05	7.7601734e-06	4.7659027e-05	0.00011313959	2.4551685e-05	8.8258785e-07	2.5084731e-05	5.2203333e-05	8.5779879e-05	1.2328928e-05	7.8174695e-05	8.6815364e-05	2.1090918e-05	3.4628329e-05	7.8265166e-05	4.8850449e-05	9.4221112e-06	3.1619163e-05	0.00011846248	5.5494664e-06	4.5991102e-05	3.2980549e-05	6.5314025e-05
-Cytoskeleton	0.030500041	0.12807633	0.12946952	0.024429344	0.11584805	0.076825385	0.089131614	0.056965349	0.058672577	0.078090767	0.025093597	0.052784024	0.070217482	0.034120095	0.030815013	0.017132603	0.065914578	0.15232636	0.13412488	0.098017514	0.050218403	0.030387081	0.047347612	0.05479358	0.074011112	0.068698588	0.055508515	0.035266825
--Regulation of actin cytoskeleton	0.0045130114	0.0082463247	0.0046050768	0.0019107608	0.0082102768	0.0065274055	0.0061715328	0.0057078419	0.0099349029	0.0024526797	0.0020350463	0.0071955313	0.0080586101	0.0052040529	0.0054590443	0.0039879514	0.0067319927	0.010455271	0.015851409	0.010096636	0.0074605522	0.0041244253	0.0061951834	0.016843452	0.0053638657	0.014974061	0.01137757	0.0051143763
--Cytoskeleton proteins	0.02598703	0.11983001	0.12486444	0.022518583	0.10763778	0.070297979	0.082960082	0.051257507	0.048737674	0.075638087	0.023058551	0.045588493	0.062158872	0.028916042	0.025355969	0.013144652	0.059182585	0.14187109	0.11827347	0.087920878	0.042757851	0.026262656	0.041152428	0.037950127	0.068647247	0.053724527	0.044130945	0.030152449
-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Bacterial chemotaxis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Bacterial motility proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	0.017387071	0.044908135	0.021914779	0.012749188	0.028410224	0.016608926	0.0064124673	0.016521832	0.014009813	0.011746119	0.011218022	0.012740075	0.012529126	0.011200291	0.01352912	0.0067586175	0.016898383	0.036317364	0.0027347568	0.022354297	0.014291323	0.0062659595	0.010031712	0.010850415	0.015320303	0.015780042	0.018813763	0.011413378
--Nuclear membrane	0.0029001247	0.0017938117	0.00047376847	0.00089478684	0.0014008026	0.0033485157	0.001344671	0.0038322941	0.00037856338	0.0014731654	0.0022347806	0.00092663629	0.0013276016	0.0015069667	0.0024960026	0.00079805925	0.0063156571	0.0026158287	0.00037537825	0.00080953298	0.004748711	0.00079517558	0.0035306831	0.0016664812	0.0054135699	0.0013471734	0.0082585533	0.001621795
--Cell cycle	0.011665388	0.041988813	0.018765048	0.0064233854	0.024945306	0.010110318	0.0023619845	0.010936438	0.012197142	0.0087601411	0.004161075	0.0088446193	0.0082176759	0.0061056808	0.0070139367	0.0033449662	0.0088832613	0.031830708	0.0011834731	0.018892849	0.0076465297	0.0034410668	0.0044880643	0.0079996635	0.0073049336	0.012892194	0.0092048853	0.0074762851
--Meiosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Oocyte meiosis	4.525272e-05	3.6617478e-05	2.6243482e-05	1.318939e-05	0.000110601	9.5070922e-05	3.8408607e-06	6.0570342e-05	3.332527e-05	1.6890603e-05	7.3132353e-06	2.0820716e-05	5.4435584e-05	8.586867e-05	4.7608939e-05	2.0914656e-05	0.00010582706	4.2477727e-05	0	3.765738e-05	1.7296644e-05	5.8792442e-06	1.2595201e-05	5.1877667e-05	1.8783097e-05	5.1626874e-05	4.474754e-05	6.4157054e-05
--Apoptosis	0.0027505036	0.0010688162	0.002605865	0.0054120198	0.0019197854	0.0022303615	0.0026924926	0.0014905986	0.0012862513	0.0014028349	0.0048083714	0.00278087	0.0025606097	0.0034569063	0.0039458067	0.0025507757	0.0014779282	0.0017730803	0.0011644514	0.0025782216	0.0018131528	0.0019722518	0.0017728639	0.00098816548	0.0023040864	0.0011982507	0.0012701553	0.0022193574
--p53 signaling pathway	2.5802248e-05	2.0076859e-05	4.3853897e-05	5.8069574e-06	3.3728829e-05	0.00082466016	9.4782595e-06	0.00020193063	0.00011453179	9.30872e-05	6.4816049e-06	0.00016712889	0.0003688028	4.4868764e-05	2.5764571e-05	4.3901781e-05	0.00011570889	5.5269265e-05	1.1454064e-05	3.6036461e-05	6.5633007e-05	5.1586145e-05	0.00022750545	0.00014422702	0.00027892981	0.00029079717	3.5421956e-05	3.1783864e-05
-Cell Communication	0.015462369	0.0087534143	0.0089948803	0.01575265	0.012678236	0.034939797	0.21165232	0.11307362	0.016369935	0.03760269	0.015972064	0.024439312	0.026030516	0.01696975	0.0092087605	0.0082898172	0.042554735	0.0087658968	0.19621765	0.0090639319	0.036826545	0.0033391865	0.027408375	0.034243171	0.017557263	0.014693665	0.027187435	0.01751081
--Focal adhesion	0.0049526887	0.0015427674	0.0016472021	0.0033316336	0.0022739086	0.0071228511	0.027885157	0.011339578	0.0050808378	0.0065863594	0.0057069453	0.0067416233	0.0068656998	0.0065084665	0.003314764	0.002111257	0.014266643	0.0012219251	0.080414364	0.0029919023	0.0097916196	0.0010510291	0.0083388301	0.011424788	0.005640821	0.0052546472	0.0071464991	0.0064707842
--Adherens junction	0.00050999908	0.00064819177	0.00023113847	0.00011379585	0.00060047306	0.00060307104	0.00037498198	0.00031964907	0.0002361949	0.00016114384	0.00018619015	0.00062375523	0.00068373627	0.00063791431	0.00046315471	0.00024430795	0.0030228306	0.00044559253	0.00022430559	0.00065858126	0.00031864264	0.00012044684	0.0004554692	0.0020570451	0.00027030253	0.00066002189	0.00025277898	0.0001482484
--Tight junction	0.0099952977	0.0065555361	0.0071106367	0.01230551	0.0097906097	0.027213196	0.18339218	0.10141439	0.011052902	0.030850584	0.01006359	0.017057459	0.018418812	0.009822426	0.0054308418	0.0059342523	0.025259617	0.0070906654	0.11557898	0.0054110029	0.026716283	0.0021677106	0.018614076	0.020761338	0.011646139	0.0087789962	0.019788157	0.010891777
--Gap junction	4.3838574e-06	6.9190725e-06	5.9030512e-06	1.7097401e-06	1.3244577e-05	6.790672e-07	0	0	0	4.6033878e-06	1.5338725e-05	1.6473534e-05	6.2268042e-05	9.4307684e-07	0	0	5.6444354e-06	7.7137682e-06	0	2.4454339e-06	0	0	0	0	0	0	0	0
Metabolism	0.37614237	0.2464846	0.3120344	0.57599896	0.29726969	0.3030217	0.31222679	0.18761898	0.15209498	0.22230169	0.32232271	0.34059431	0.30404801	0.46261975	0.47231218	0.60324153	0.19351994	0.25259404	0.21101621	0.3159558	0.20901791	0.19966605	0.24193554	0.1706241	0.23492201	0.20064303	0.14325326	0.35017517
-Membrane Transport	8.7598556e-05	6.5987534e-05	0.00017626889	0.0003031819	5.5870848e-05	0.00031101842	9.3553114e-05	0.00023528366	0.00042944196	0.00027267978	4.8396038e-05	0.00054164685	0.00042502826	0.00019420544	9.2518556e-05	0.00043189312	0.00023838116	6.2944853e-05	5.7496918e-05	0.00013397863	0.00011780855	0.00010108021	0.00035272352	0.00019461292	0.00016008483	0.00016398064	0.00010230949	0.00012625312
--Transport	8.7598556e-05	6.5987534e-05	0.00017626889	0.0003031819	5.5870848e-05	0.00031101842	9.3553114e-05	0.00023528366	0.00042944196	0.00027267978	4.8396038e-05	0.00054164685	0.00042502826	0.00019420544	9.2518556e-05	0.00043189312	0.00023838116	6.2944853e-05	5.7496918e-05	0.00013397863	0.00011780855	0.00010108021	0.00035272352	0.00019461292	0.00016008483	0.00016398064	0.00010230949	0.00012625312
--Secretion system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Central Carbon Metabolism	0.17519417	0.098244868	0.144632	0.22609902	0.13320129	0.12861641	0.12639688	0.068042176	0.069439921	0.11593597	0.10116698	0.1274558	0.12288764	0.17211321	0.18050746	0.17315949	0.058743428	0.1115399	0.097766925	0.16026221	0.086764956	0.049192898	0.10391181	0.077022946	0.075316352	0.091704308	0.054681618	0.13287448
--Glycolysis	0.072562385	0.067722232	0.088834367	0.082213803	0.07858067	0.060063522	0.061580756	0.033631581	0.045638783	0.07756694	0.043216477	0.0596474	0.059891706	0.077464018	0.086866804	0.07924608	0.029840205	0.076932033	0.079316052	0.10341004	0.048286844	0.021146261	0.051595834	0.042359625	0.039743042	0.047970989	0.033030459	0.053916201
--TCA cycle and anaplerotic enzymes	0.046136071	0.019159871	0.039047429	0.10929211	0.035411665	0.027354834	0.053012291	0.015304561	0.010903776	0.02036972	0.049357502	0.030633071	0.025357035	0.054386713	0.060293481	0.030991368	0.014141658	0.023481006	0.0079037498	0.037358135	0.017895408	0.015153715	0.023690902	0.014805495	0.021182849	0.020324365	0.010360918	0.039411096
--Pentose phosphate metabolism	0.015206755	0.0025271252	0.0043776382	0.019614493	0.0044681803	0.0099749692	0.00073710992	0.0059414562	0.0057471052	0.0089495312	0.0010278883	0.0089932496	0.011050032	0.0060993866	0.0066089403	0.0053253518	0.0057253769	0.0026951946	0.00070887439	0.0042461645	0.0085684372	0.0038219946	0.0083677524	0.0082579652	0.0043656771	0.010327243	0.0052677919	0.020632954
--Carbohydrate metabolism	0.028888066	0.0034717432	0.0069678315	0.0069206327	0.008768619	0.012930159	0.0076356868	0.0069784468	0.0034800339	0.0049958285	0.0035143137	0.019133158	0.016560362	0.011679575	0.011538511	0.024747082	0.0049259606	0.0040762442	0.0063679534	0.0084186243	0.0057787101	0.0041404483	0.0087818055	0.0076927847	0.0039165837	0.0069077408	0.0038998032	0.0068519158
--Pyruvate metabolism	0.0087858477	0.0033217908	0.0024759816	0.0046320482	0.0021068253	0.0014651638	0.0011021163	0.0015699768	0.00028909077	0.0018211533	0.001629077	0.0024172	0.0026473531	0.0036237147	0.0031321678	0.0056944194	0.0012727087	0.0024163774	0.0028185028	0.0027567618	0.0023028264	0.0011495993	0.00079908576	0.001044089	0.0012235301	0.0030332174	0.00061827347	0.0077027402
--Butanoate metabolism	0.00096140249	0.0011679138	0.0012667535	0.0017445676	0.0018161756	0.0088212341	0.0018479273	0.00092714456	0.0012410807	0.00093056084	0.002015204	0.0012716222	0.0012257517	0.010895596	0.0072121203	0.011333424	0.00045702013	0.00089032818	0.00023738112	0.00206039	0.0014152843	0.00029013255	0.0011054085	0.00061870357	0.0015385812	0.00061934351	0.00051826798	0.0011541631
--C5-Branched dibasic acid metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Other central metabolism enzymes	0.0026536391	0.00087419185	0.0016619957	0.0016813662	0.0020491511	0.0080065248	0.00048099613	0.0036890098	0.0021400512	0.0013022374	0.00040651534	0.0053600998	0.0061553974	0.0079642114	0.0048554305	0.015821766	0.0023804988	0.0010487148	0.00041441165	0.0020120936	0.0025174464	0.0034907466	0.0095710184	0.0022442832	0.00334609	0.0025214089	0.00098610365	0.0032054135
-Energy Metabolism	0.030599435	0.077396233	0.057722526	0.075423253	0.059668524	0.039015819	0.068985535	0.022325132	0.013266433	0.025732393	0.11758162	0.037731819	0.033038706	0.076405198	0.099718365	0.033008922	0.012652946	0.068012994	0.013426375	0.050133297	0.01653563	0.03093301	0.031757749	0.01358203	0.056121298	0.017587684	0.020577605	0.022901052
--Oxidative phosphorylation	0.030553792	0.077394298	0.057718952	0.07535529	0.059663496	0.038975892	0.068966042	0.022295586	0.013263361	0.025720129	0.11757803	0.03747667	0.032838117	0.07628883	0.099691572	0.032380565	0.012104655	0.068011974	0.013426375	0.050129584	0.016490738	0.030928286	0.031742683	0.013571917	0.056119259	0.017580803	0.020572614	0.022786341
--Photosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Photosynthesis - antenna proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Carbon fixation in photosynthetic organisms	5.6991492e-07	4.9933194e-07	2.1974369e-06	1.5339203e-05	4.2605055e-06	2.8100609e-05	0	0	0	1.4918339e-06	0	2.5358565e-05	1.1043766e-05	3.1276669e-05	1.3516933e-05	4.2065192e-05	2.5972742e-06	0	0	1.369319e-06	6.331104e-06	1.5049427e-06	3.0547703e-06	2.3558857e-07	0	1.0373678e-06	1.6004154e-07	4.3660832e-06
--Carbon fixation pathways in prokaryotes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Methane metabolism	4.5073146e-05	1.4358499e-06	1.3760073e-06	5.2623599e-05	7.6706313e-07	1.1826907e-05	1.9492351e-05	2.9545481e-05	3.0725168e-06	1.0772649e-05	3.5927523e-06	0.00022979055	0.00018954549	8.5091248e-05	1.3275498e-05	0.00058629222	0.000545694	1.0201282e-06	0	2.343743e-06	3.8560759e-05	3.2186141e-06	1.2011034e-05	9.8780763e-06	2.0387663e-06	5.8438076e-06	4.8310892e-06	0.00011034409
-Biosynthesis	0.14587306	0.060428453	0.088788036	0.25130361	0.088510291	0.12037696	0.10913267	0.08546109	0.055564559	0.073180299	0.093604171	0.15294504	0.12867141	0.18999163	0.17014495	0.37098525	0.11020293	0.061364901	0.096233114	0.087785824	0.092040859	0.10204208	0.094206486	0.067635662	0.087325994	0.07937362	0.058127522	0.18272069
--Lipid and steroid metabolism	0.058328413	0.0090439831	0.014630275	0.17047897	0.018043811	0.025810042	0.03604682	0.021441878	0.013776333	0.017205203	0.043681717	0.042355633	0.034607592	0.052060554	0.04981241	0.064573861	0.029730877	0.0089466388	0.0054797317	0.014796381	0.019770088	0.032961284	0.019645899	0.013083474	0.018866007	0.026828786	0.011773224	0.070619932
--Purine metabolism	0.0081071889	0.010657625	0.0078189682	0.007206208	0.0084758777	0.0099355583	0.013190891	0.007433578	0.010696735	0.0073819757	0.010250901	0.023648359	0.010789705	0.012108355	0.011653427	0.01499351	0.008513768	0.0088705458	0.019497909	0.0077264282	0.006370544	0.0082728305	0.0094762508	0.0092152647	0.0076500002	0.010519607	0.0061071704	0.0046396727
--Pyrimidine metabolism	0.0023868888	0.0019331262	0.0012881632	0.0026116381	0.0013845258	0.0036088904	0.00047532489	0.0018687024	0.0015641451	0.00059209803	0.00084368725	0.0029423764	0.0033026667	0.0033546784	0.0029047853	0.0036587271	0.0017661621	0.0014266406	0.00019542142	0.0015196846	0.0013413013	0.0015064267	0.0024743668	0.001686873	0.001915216	0.0018818258	0.00105725	0.0011789585
--Amino acid metabolism	0.056191177	0.029149625	0.052978175	0.05113629	0.047588502	0.055444297	0.04970421	0.028965179	0.020849208	0.030367873	0.029930695	0.0488919	0.050525671	0.093924428	0.080690378	0.23232434	0.035284808	0.032975211	0.05742363	0.051555025	0.030282335	0.034382383	0.045628414	0.028030297	0.034002307	0.027717259	0.018798134	0.074517597
--Glycan metabolism	0.0022404139	0.00090767029	0.0015193422	0.0017459945	0.0021592435	0.0050694933	0.0019762672	0.004484829	0.0031431999	0.0031163359	0.00068333025	0.0047175191	0.0051275025	0.0016566172	0.0012462277	0.0025790743	0.0039280343	0.0010412317	0.00079169367	0.0026872528	0.005458256	0.0040943151	0.0051906732	0.0041947806	0.0052607241	0.0024362966	0.0034158017	0.0039755402
--Cofactor biosynthesis	0.016574949	0.0085497824	0.010238772	0.011595854	0.010673131	0.018581008	0.0073266154	0.020379701	0.0054823514	0.01406189	0.0074606771	0.029873449	0.023956058	0.024909227	0.022248726	0.047442536	0.025034324	0.0080070607	0.01256959	0.0093886948	0.025263864	0.019881009	0.0099430441	0.010708712	0.018226351	0.0082341564	0.0097126528	0.015164624
--Biosynthesis of other secondary metabolites	0.0020440262	0.00018664044	0.00031434079	0.0065286522	0.00018519899	0.0019276681	0.00041254523	0.00088722255	5.2586283e-05	0.00045492292	0.00075316351	0.00051580386	0.00036221204	0.0019777659	0.0015889948	0.0054132005	0.0059449537	9.7571716e-05	0.00027513779	0.00011235718	0.0035544705	0.00094383123	0.0018478378	0.00071626156	0.0014053886	0.0017556886	0.0072632901	0.012624368
-Other Enzymes	0.024388114	0.010349056	0.020715571	0.0228699	0.01583372	0.014701497	0.0076181475	0.011555301	0.013394622	0.0071803434	0.0099215429	0.021920007	0.019025229	0.023915509	0.021848888	0.02565598	0.011682262	0.011613307	0.003532297	0.017640494	0.013558658	0.01739698	0.011706774	0.012188844	0.015998282	0.011813434	0.0097642046	0.011552693
--Other enzymes	0.023330731	0.0095540461	0.020146181	0.020389882	0.014738365	0.013884113	0.0062881832	0.011014615	0.012735169	0.0067714268	0.0093465168	0.021120452	0.018431946	0.023170103	0.021338867	0.023958602	0.010635122	0.01102796	0.0033927665	0.016368533	0.012652461	0.016965242	0.010852088	0.010776492	0.015514231	0.010918578	0.0090290321	0.011137677
--Protein kinases	0.00062547022	0.00078953514	0.00054687145	0.0024364314	0.0010606076	0.00078695519	0.0012986108	0.00038665395	0.00065537256	0.00034340238	0.00048475761	0.00048783293	0.00038583138	0.00069415536	0.00049279581	0.0007428974	0.00060790905	0.00057717189	0.00012874571	0.0012495741	0.00062103112	0.00040553799	0.00052857795	0.0012731354	0.00046599654	0.00083357159	0.00068166025	0.00028602241
--Cytochrome P450	0.00043191297	5.4742299e-06	2.2519112e-05	4.3587031e-05	3.4747542e-05	3.0429283e-05	3.1353426e-05	0.00015403189	4.0808547e-06	6.551427e-05	9.0268428e-05	0.00031172241	0.00020745193	5.1250819e-05	1.7224652e-05	0.00095448078	0.00043923088	8.1758109e-06	1.0784849e-05	2.238645e-05	0.00028516639	2.6199674e-05	0.00032610819	0.00013921649	1.8054654e-05	6.1284044e-05	5.3512201e-05	0.00012899424
Organismal Systems	0.10377175	0.06938172	0.12112876	0.071784485	0.076508316	0.067021265	0.18481122	0.12455081	0.10765929	0.10729687	0.36791313	0.053418527	0.056530531	0.05465185	0.078529655	0.034393408	0.22760157	0.09493667	0.2610065	0.067477088	0.15021456	0.072464539	0.14257549	0.22883728	0.17141873	0.13413577	0.21129748	0.18006441
