Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-RNA Family	-Signal Transduction	0	0	0	0
Environmental Information Processing	-Signal Transduction	10.1	17.58	8.971	21.66
-Signal Transduction	-Signal Transduction	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	9.099	16.58	7.971	20.66
Cellular Processes	-Signal Transduction	94.93	78.05	109.2	61.57
-Crystallins	-Signal Transduction	0	0	0	0
-Stress Response	-Signal Transduction	0	0	0	0
-Vesicular Transport	-Signal Transduction	3.042	2.625	3.652	2.726
-Cytoskeleton	-Signal Transduction	80.91	60.26	96.8	46.3
-Cell Motility	-Signal Transduction	0	0	0	0
-Cell Growth and Death	-Signal Transduction	1.545	1.962	1.197	2.165
-Cell Communication	-Signal Transduction	7.872	11.71	7.577	12.54
Metabolism	-Signal Transduction	26.63	32.54	26.87	29.18
-Membrane Transport	-Signal Transduction	0.03021	0.02512	0.01664	0.02096
-Central Carbon Metabolism	-Signal Transduction	3.683	4.947	3.112	5.155
-Energy Metabolism	-Signal Transduction	1.898	2.058	1.75	2.011
-Biosynthesis	-Signal Transduction	4.75	4.121	3.872	3.784
-Other Enzymes	-Signal Transduction	9.982	10.21	8.967	11.18
Organismal Systems	-Signal Transduction	11.81	10.94	9.981	11.35
-Immune System	-Signal Transduction	2.768	2.611	2.284	2.616
-Endocrine System	-Signal Transduction	0.3354	0.3422	0.2941	0.3677
-Circulatory System	-Signal Transduction	3.662	2.915	3.071	3.629
-Digestive System	-Signal Transduction	0.09553	0.08538	0.08014	0.07783
-Excretory System	-Signal Transduction	0.3449	0.3537	0.3286	0.3352
-Nervous System	-Signal Transduction	0.3093	0.3295	0.2153	0.3051
-Sensory System	-Signal Transduction	0	0	0	0
-Development	-Signal Transduction	0.265	0.3077	0.2186	0.3415
-Environmental Adaptation	-Signal Transduction	0.02295	0.01685	0.01921	0.01425
Human Diseases	-Signal Transduction	17.75	19.68	18.94	18.16
-Cancers	-Signal Transduction	0.6385	0.7807	0.6818	0.8441
-Immune System Diseases	-Signal Transduction	0.9204	1.143	0.4678	1.147
-Neurodegenerative Diseases	-Signal Transduction	3.99	4.361	3.683	4.414
-Cardiovascular Diseases	-Signal Transduction	4.747	6.764	4.837	6.69
-Metabolic Diseases	-Signal Transduction	0	0	0	0
-Infectious Diseases	-Signal Transduction	6.361	5.804	6.287	5.567
Not Mapped	-Signal Transduction	35.91	39.11	38.98	38.49
-Not Mapped	-Signal Transduction	35.91	39.11	38.98	38.49
TOTAL	-Signaling Molecules and Interaction	15.76	10.01	18.02	9.314
MAPPED	-Signaling Molecules and Interaction	13.71	8.728	15.58	8.063
Genetic Information Processing	-Signaling Molecules and Interaction	3.975	2.909	4.115	2.979
-Transcription	-Signaling Molecules and Interaction	0.1838	0.1422	0.1696	0.1347
-Translation	-Signaling Molecules and Interaction	0.6453	0.483	0.659	0.4862
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	1.932	1.298	2.216	1.296
-DNA Maintenance	-Signaling Molecules and Interaction	1.006	0.4638	0.4834	0.3148
-RNA Family	-Signaling Molecules and Interaction	0	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1.095	1.058	1.087	1.044
-Signal Transduction	-Signaling Molecules and Interaction	0.09544	0.05789	0.08661	0.04381
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	5.859	3.25	6.948	2.788
-Crystallins	-Signaling Molecules and Interaction	0	0	0	0
-Stress Response	-Signaling Molecules and Interaction	0	0	0	0
-Vesicular Transport	-Signaling Molecules and Interaction	0.2048	0.107	0.2801	0.1039
-Cytoskeleton	-Signaling Molecules and Interaction	5.136	2.685	6.214	2.33
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	0.131	0.09003	0.1663	0.08647
-Cell Communication	-Signaling Molecules and Interaction	0.581	0.4535	0.5037	0.3834
Metabolism	-Signaling Molecules and Interaction	1.44	1.072	1.702	0.9467
-Membrane Transport	-Signaling Molecules and Interaction	0.002614	0.001158	0.001441	0.0009479
-Central Carbon Metabolism	-Signaling Molecules and Interaction	0.363	0.2555	0.3516	0.2334
-Energy Metabolism	-Signaling Molecules and Interaction	0.1474	0.1117	0.129	0.09733
-Biosynthesis	-Signaling Molecules and Interaction	0.2639	0.1565	0.2878	0.1481
-Other Enzymes	-Signaling Molecules and Interaction	0.8939	0.5952	1.009	0.4893
Organismal Systems	-Signaling Molecules and Interaction	0.9495	0.6921	1.017	0.6902
-Immune System	-Signaling Molecules and Interaction	0.2232	0.1439	0.2866	0.1611
-Endocrine System	-Signaling Molecules and Interaction	0.03663	0.01981	0.03999	0.01894
-Circulatory System	-Signaling Molecules and Interaction	0.2449	0.1545	0.2445	0.1516
-Digestive System	-Signaling Molecules and Interaction	0.009261	0.005641	0.009089	0.004765
-Excretory System	-Signaling Molecules and Interaction	0.0379	0.02048	0.03828	0.01727
-Nervous System	-Signaling Molecules and Interaction	0.02592	0.0139	0.01588	0.0094
-Sensory System	-Signaling Molecules and Interaction	0	0	0	0
-Development	-Signaling Molecules and Interaction	0.04395	0.02925	0.02446	0.02259
-Environmental Adaptation	-Signaling Molecules and Interaction	0.0009993	0.0005143	0.001043	0.000431
Human Diseases	-Signaling Molecules and Interaction	1.377	0.9791	1.37	0.9131
-Cancers	-Signaling Molecules and Interaction	0.126	0.06829	0.09128	0.05625
-Immune System Diseases	-Signaling Molecules and Interaction	0.07402	0.05772	0.05651	0.0543
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	0.4373	0.2519	0.4537	0.1906
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0.4531	0.3403	0.4471	0.2931
-Metabolic Diseases	-Signaling Molecules and Interaction	0	0	0	0
-Infectious Diseases	-Signaling Molecules and Interaction	0.3351	0.22	0.3899	0.2053
Not Mapped	-Signaling Molecules and Interaction	2.052	1.278	2.438	1.251
-Not Mapped	-Signaling Molecules and Interaction	2.052	1.278	2.438	1.251
TOTAL	Cellular Processes	2.753	3.654	2.522	4.112
MAPPED	Cellular Processes	2.395	3.187	2.181	3.559
Genetic Information Processing	Cellular Processes	0.5333	0.7925	0.4634	0.9822
-Transcription	Cellular Processes	0.03314	0.05344	0.02422	0.062
-Translation	Cellular Processes	0.1144	0.1816	0.09188	0.224
-Folding, Sorting and Degradation	Cellular Processes	0.3093	0.419	0.2796	0.517
-DNA Maintenance	Cellular Processes	0.03827	0.0555	0.03115	0.06503
-RNA Family	Cellular Processes	0	0	0	0
Environmental Information Processing	Cellular Processes	0.1677	0.3092	0.1195	0.332
-Signal Transduction	Cellular Processes	0.007744	0.009814	0.007886	0.01159
-Signaling Molecules and Interaction	Cellular Processes	0.1664	0.3019	0.1062	0.3102
Cellular Processes	Cellular Processes	1	1	1	1
-Crystallins	Cellular Processes	0	0	0	0
-Stress Response	Cellular Processes	0	0	0	0
-Vesicular Transport	Cellular Processes	0.0286	0.03037	0.03151	0.03187
-Cytoskeleton	Cellular Processes	0.8568	0.7883	0.8864	0.7671
-Cell Motility	Cellular Processes	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.02205	0.02768	0.0227	0.03236
-Cell Communication	Cellular Processes	0.08578	0.1457	0.0539	0.1533
Metabolism	Cellular Processes	0.255	0.3337	0.2241	0.3509
-Membrane Transport	Cellular Processes	0.0002148	0.0002885	0.0001808	0.00034
-Central Carbon Metabolism	Cellular Processes	0.06042	0.08958	0.0506	0.1009
-Energy Metabolism	Cellular Processes	0.01349	0.0217	0.01297	0.02588
-Biosynthesis	Cellular Processes	0.03503	0.04322	0.03037	0.04693
-Other Enzymes	Cellular Processes	0.1167	0.1743	0.1077	0.1755
Organismal Systems	Cellular Processes	0.0959	0.1217	0.08935	0.1511
-Immune System	Cellular Processes	0.03396	0.04278	0.03044	0.04893
-Endocrine System	Cellular Processes	0.006168	0.00654	0.005837	0.007392
-Circulatory System	Cellular Processes	0.02637	0.02755	0.02952	0.03232
-Digestive System	Cellular Processes	0.0006753	0.001014	0.0005964	0.001072
-Excretory System	Cellular Processes	0.003145	0.003083	0.002628	0.00327
-Nervous System	Cellular Processes	0.002145	0.003041	0.001257	0.003365
-Sensory System	Cellular Processes	0	0	0	0
-Development	Cellular Processes	0.002277	0.003714	0.001716	0.004306
-Environmental Adaptation	Cellular Processes	0.0001946	0.0002155	0.0001603	0.0002289
Human Diseases	Cellular Processes	0.2231	0.3179	0.1955	0.3216
-Cancers	Cellular Processes	0.00678	0.01	0.006685	0.01349
-Immune System Diseases	Cellular Processes	0.006723	0.01029	0.004918	0.01139
-Neurodegenerative Diseases	Cellular Processes	0.03694	0.03358	0.03988	0.04008
-Cardiovascular Diseases	Cellular Processes	0.06571	0.09617	0.05123	0.09466
-Metabolic Diseases	Cellular Processes	0	0	0	0
-Infectious Diseases	Cellular Processes	0.04539	0.06407	0.04366	0.07394
Not Mapped	Cellular Processes	0.3584	0.4667	0.3412	0.5524
-Not Mapped	Cellular Processes	0.3584	0.4667	0.3412	0.5524
TOTAL	-Crystallins	Inf	Inf	Inf	Inf
MAPPED	-Crystallins	Inf	Inf	Inf	Inf
Genetic Information Processing	-Crystallins	Inf	Inf	Inf	Inf
-Transcription	-Crystallins	Inf	Inf	Inf	Inf
-Translation	-Crystallins	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Crystallins	Inf	Inf	Inf	Inf
-DNA Maintenance	-Crystallins	Inf	Inf	Inf	Inf
-RNA Family	-Crystallins	NaN	NaN	NaN	NaN
Environmental Information Processing	-Crystallins	Inf	Inf	Inf	Inf
-Signal Transduction	-Crystallins	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Crystallins	Inf	Inf	Inf	Inf
Cellular Processes	-Crystallins	Inf	Inf	Inf	Inf
-Crystallins	-Crystallins	NaN	NaN	NaN	NaN
-Stress Response	-Crystallins	NaN	NaN	NaN	NaN
-Vesicular Transport	-Crystallins	Inf	Inf	Inf	Inf
-Cytoskeleton	-Crystallins	Inf	Inf	Inf	Inf
-Cell Motility	-Crystallins	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Crystallins	Inf	Inf	Inf	Inf
-Cell Communication	-Crystallins	Inf	Inf	Inf	Inf
Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Membrane Transport	-Crystallins	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Energy Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Biosynthesis	-Crystallins	Inf	Inf	Inf	Inf
-Other Enzymes	-Crystallins	Inf	Inf	Inf	Inf
Organismal Systems	-Crystallins	Inf	Inf	Inf	Inf
-Immune System	-Crystallins	Inf	Inf	Inf	Inf
-Endocrine System	-Crystallins	Inf	Inf	Inf	Inf
-Circulatory System	-Crystallins	Inf	Inf	Inf	Inf
-Digestive System	-Crystallins	Inf	Inf	Inf	Inf
-Excretory System	-Crystallins	Inf	Inf	Inf	Inf
-Nervous System	-Crystallins	Inf	Inf	Inf	Inf
-Sensory System	-Crystallins	NaN	NaN	NaN	NaN
-Development	-Crystallins	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Crystallins	Inf	Inf	Inf	Inf
Human Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Cancers	-Crystallins	Inf	Inf	Inf	Inf
-Immune System Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Infectious Diseases	-Crystallins	Inf	Inf	Inf	Inf
Not Mapped	-Crystallins	Inf	Inf	Inf	Inf
-Not Mapped	-Crystallins	Inf	Inf	Inf	Inf
TOTAL	-Stress Response	Inf	Inf	Inf	Inf
MAPPED	-Stress Response	Inf	Inf	Inf	Inf
Genetic Information Processing	-Stress Response	Inf	Inf	Inf	Inf
-Transcription	-Stress Response	Inf	Inf	Inf	Inf
-Translation	-Stress Response	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Stress Response	Inf	Inf	Inf	Inf
-DNA Maintenance	-Stress Response	Inf	Inf	Inf	Inf
-RNA Family	-Stress Response	NaN	NaN	NaN	NaN
Environmental Information Processing	-Stress Response	Inf	Inf	Inf	Inf
-Signal Transduction	-Stress Response	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Stress Response	Inf	Inf	Inf	Inf
Cellular Processes	-Stress Response	Inf	Inf	Inf	Inf
-Crystallins	-Stress Response	NaN	NaN	NaN	NaN
-Stress Response	-Stress Response	NaN	NaN	NaN	NaN
-Vesicular Transport	-Stress Response	Inf	Inf	Inf	Inf
-Cytoskeleton	-Stress Response	Inf	Inf	Inf	Inf
-Cell Motility	-Stress Response	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Stress Response	Inf	Inf	Inf	Inf
-Cell Communication	-Stress Response	Inf	Inf	Inf	Inf
Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Membrane Transport	-Stress Response	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Energy Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Biosynthesis	-Stress Response	Inf	Inf	Inf	Inf
-Other Enzymes	-Stress Response	Inf	Inf	Inf	Inf
Organismal Systems	-Stress Response	Inf	Inf	Inf	Inf
-Immune System	-Stress Response	Inf	Inf	Inf	Inf
-Endocrine System	-Stress Response	Inf	Inf	Inf	Inf
-Circulatory System	-Stress Response	Inf	Inf	Inf	Inf
-Digestive System	-Stress Response	Inf	Inf	Inf	Inf
-Excretory System	-Stress Response	Inf	Inf	Inf	Inf
-Nervous System	-Stress Response	Inf	Inf	Inf	Inf
-Sensory System	-Stress Response	NaN	NaN	NaN	NaN
-Development	-Stress Response	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Stress Response	Inf	Inf	Inf	Inf
Human Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Cancers	-Stress Response	Inf	Inf	Inf	Inf
-Immune System Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Infectious Diseases	-Stress Response	Inf	Inf	Inf	Inf
Not Mapped	-Stress Response	Inf	Inf	Inf	Inf
-Not Mapped	-Stress Response	Inf	Inf	Inf	Inf
TOTAL	-Vesicular Transport	90.66	113.3	73.24	109
MAPPED	-Vesicular Transport	78.86	98.86	63.33	94.32
Genetic Information Processing	-Vesicular Transport	17.54	22.69	13.61	23.69
-Transcription	-Vesicular Transport	1.071	1.627	0.7192	1.646
-Translation	-Vesicular Transport	3.783	5.557	2.801	5.684
-Folding, Sorting and Degradation	-Vesicular Transport	8.795	11.55	7.321	11.52
-DNA Maintenance	-Vesicular Transport	1.275	1.734	0.9886	1.794
-RNA Family	-Vesicular Transport	0	0	0	0
Environmental Information Processing	-Vesicular Transport	4.481	6.4	3.03	6.965
-Signal Transduction	-Vesicular Transport	0.3027	0.3702	0.2593	0.3492
-Signaling Molecules and Interaction	-Vesicular Transport	4.148	6.019	2.677	6.644
Cellular Processes	-Vesicular Transport	32.18	32.74	30.19	27.74
-Crystallins	-Vesicular Transport	0	0	0	0
-Stress Response	-Vesicular Transport	0	0	0	0
-Vesicular Transport	-Vesicular Transport	1	1	1	1
-Cytoskeleton	-Vesicular Transport	29.24	25.95	27.67	21.28
-Cell Motility	-Vesicular Transport	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	0.7725	0.9914	0.7118	0.9933
-Cell Communication	-Vesicular Transport	2.624	4.462	1.766	4.256
Metabolism	-Vesicular Transport	8.718	11.74	7.234	10.54
-Membrane Transport	-Vesicular Transport	0.007511	0.01082	0.005294	0.0104
-Central Carbon Metabolism	-Vesicular Transport	2.23	3.24	1.606	3.134
-Energy Metabolism	-Vesicular Transport	0.554	0.6648	0.4767	0.6467
-Biosynthesis	-Vesicular Transport	1.205	1.423	0.9415	1.367
-Other Enzymes	-Vesicular Transport	3.64	5.036	3.222	4.551
Organismal Systems	-Vesicular Transport	3.459	4.166	2.793	4.065
-Immune System	-Vesicular Transport	0.9612	1.217	0.7746	1.197
-Endocrine System	-Vesicular Transport	0.1584	0.144	0.1428	0.141
-Circulatory System	-Vesicular Transport	0.9732	1.066	0.9369	1.141
-Digestive System	-Vesicular Transport	0.02173	0.02647	0.01657	0.02855
-Excretory System	-Vesicular Transport	0.1161	0.129	0.08521	0.1181
-Nervous System	-Vesicular Transport	0.07036	0.09065	0.03805	0.09476
-Sensory System	-Vesicular Transport	0	0	0	0
-Development	-Vesicular Transport	0.0726	0.1189	0.04989	0.1253
-Environmental Adaptation	-Vesicular Transport	0.006073	0.006227	0.004794	0.005563
Human Diseases	-Vesicular Transport	7.841	10.44	5.734	9.835
-Cancers	-Vesicular Transport	0.2319	0.3132	0.2111	0.3313
-Immune System Diseases	-Vesicular Transport	0.215	0.3147	0.1386	0.3198
-Neurodegenerative Diseases	-Vesicular Transport	1.214	1.085	1.182	1.31
-Cardiovascular Diseases	-Vesicular Transport	2.114	3.103	1.398	2.589
-Metabolic Diseases	-Vesicular Transport	0	0	0	0
-Infectious Diseases	-Vesicular Transport	1.427	1.746	1.415	1.872
Not Mapped	-Vesicular Transport	11.8	14.48	9.911	14.64
-Not Mapped	-Vesicular Transport	11.8	14.48	9.911	14.64
TOTAL	-Cytoskeleton	3.213	4.632	2.857	5.466
MAPPED	-Cytoskeleton	2.795	4.04	2.47	4.731
Genetic Information Processing	-Cytoskeleton	0.6197	1.005	0.52	1.29
-Transcription	-Cytoskeleton	0.03867	0.06775	0.02744	0.08146
-Translation	-Cytoskeleton	0.1336	0.2302	0.1041	0.2989
-Folding, Sorting and Degradation	-Cytoskeleton	0.359	0.5634	0.3154	0.7221
-DNA Maintenance	-Cytoskeleton	0.0449	0.07189	0.03484	0.08646
-RNA Family	-Cytoskeleton	0	0	0	0
Environmental Information Processing	-Cytoskeleton	0.1892	0.3641	0.1394	0.4287
-Signal Transduction	-Cytoskeleton	0.009028	0.01245	0.008941	0.01511
-Signaling Molecules and Interaction	-Cytoskeleton	0.1877	0.3623	0.1239	0.4261
Cellular Processes	-Cytoskeleton	1.166	1.268	1.128	1.299
-Crystallins	-Cytoskeleton	0	0	0	0
-Stress Response	-Cytoskeleton	0	0	0	0
-Vesicular Transport	-Cytoskeleton	0.03323	0.03538	0.03524	0.04116
-Cytoskeleton	-Cytoskeleton	1	1	1	1
-Cell Motility	-Cytoskeleton	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	0.02439	0.03262	0.02529	0.03933
-Cell Communication	-Cytoskeleton	0.09968	0.183	0.06049	0.1951
Metabolism	-Cytoskeleton	0.2986	0.4162	0.2465	0.4819
-Membrane Transport	-Cytoskeleton	0.0002496	0.0003396	0.0002021	0.0004039
-Central Carbon Metabolism	-Cytoskeleton	0.07052	0.1105	0.05657	0.1256
-Energy Metabolism	-Cytoskeleton	0.01568	0.02751	0.01463	0.03362
-Biosynthesis	-Cytoskeleton	0.04073	0.05483	0.03396	0.05986
-Other Enzymes	-Cytoskeleton	0.1369	0.2156	0.1215	0.2115
Organismal Systems	-Cytoskeleton	0.1082	0.1521	0.1024	0.1982
-Immune System	-Cytoskeleton	0.04001	0.05212	0.0355	0.05813
-Endocrine System	-Cytoskeleton	0.006957	0.0077	0.006613	0.008781
-Circulatory System	-Cytoskeleton	0.02974	0.03244	0.03301	0.04322
-Digestive System	-Cytoskeleton	0.0007798	0.001285	0.0006756	0.001393
-Excretory System	-Cytoskeleton	0.003547	0.003845	0.002938	0.004161
-Nervous System	-Cytoskeleton	0.00249	0.003792	0.001431	0.003997
-Sensory System	-Cytoskeleton	0	0	0	0
-Development	-Cytoskeleton	0.002683	0.005007	0.002002	0.006442
-Environmental Adaptation	-Cytoskeleton	0.0002283	0.0002791	0.0001808	0.0003043
Human Diseases	-Cytoskeleton	0.2604	0.3614	0.2214	0.4004
-Cancers	-Cytoskeleton	0.007988	0.01296	0.007542	0.01793
-Immune System Diseases	-Cytoskeleton	0.007847	0.01305	0.005572	0.01479
-Neurodegenerative Diseases	-Cytoskeleton	0.04336	0.04515	0.04626	0.05436
-Cardiovascular Diseases	-Cytoskeleton	0.07236	0.1285	0.05749	0.1304
-Metabolic Diseases	-Cytoskeleton	0	0	0	0
-Infectious Diseases	-Cytoskeleton	0.05287	0.08259	0.04864	0.09922
Not Mapped	-Cytoskeleton	0.4184	0.5917	0.3866	0.7342
-Not Mapped	-Cytoskeleton	0.4184	0.5917	0.3866	0.7342
TOTAL	-Cell Motility	Inf	Inf	Inf	Inf
MAPPED	-Cell Motility	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Motility	Inf	Inf	Inf	Inf
-Transcription	-Cell Motility	Inf	Inf	Inf	Inf
-Translation	-Cell Motility	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Motility	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell Motility	Inf	Inf	Inf	Inf
-RNA Family	-Cell Motility	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell Motility	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell Motility	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Motility	Inf	Inf	Inf	Inf
Cellular Processes	-Cell Motility	Inf	Inf	Inf	Inf
-Crystallins	-Cell Motility	NaN	NaN	NaN	NaN
-Stress Response	-Cell Motility	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell Motility	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell Motility	Inf	Inf	Inf	Inf
-Cell Motility	-Cell Motility	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Cell Motility	Inf	Inf	Inf	Inf
-Cell Communication	-Cell Motility	Inf	Inf	Inf	Inf
Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell Motility	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell Motility	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell Motility	Inf	Inf	Inf	Inf
Organismal Systems	-Cell Motility	Inf	Inf	Inf	Inf
-Immune System	-Cell Motility	Inf	Inf	Inf	Inf
-Endocrine System	-Cell Motility	Inf	Inf	Inf	Inf
-Circulatory System	-Cell Motility	Inf	Inf	Inf	Inf
-Digestive System	-Cell Motility	Inf	Inf	Inf	Inf
-Excretory System	-Cell Motility	Inf	Inf	Inf	Inf
-Nervous System	-Cell Motility	Inf	Inf	Inf	Inf
-Sensory System	-Cell Motility	NaN	NaN	NaN	NaN
-Development	-Cell Motility	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell Motility	Inf	Inf	Inf	Inf
Human Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Cancers	-Cell Motility	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Infectious Diseases	-Cell Motility	Inf	Inf	Inf	Inf
Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf
-Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf
TOTAL	-Cell Growth and Death	113.6	107.4	102.6	102.3
MAPPED	-Cell Growth and Death	98.82	93.69	88.7	88.53
Genetic Information Processing	-Cell Growth and Death	25.72	28.8	21.07	30.44
-Transcription	-Cell Growth and Death	1.371	1.579	0.998	1.553
-Translation	-Cell Growth and Death	4.751	5.346	3.808	5.618
-Folding, Sorting and Degradation	-Cell Growth and Death	13.16	13.14	11.88	13.66
-DNA Maintenance	-Cell Growth and Death	8.173	9.992	5.878	11.33
-RNA Family	-Cell Growth and Death	0	0	0	0
Environmental Information Processing	-Cell Growth and Death	7.43	10.64	6.454	11.01
-Signal Transduction	-Cell Growth and Death	0.3508	0.3421	0.342	0.3527
-Signaling Molecules and Interaction	-Cell Growth and Death	6.782	10.13	5.666	10.54
Cellular Processes	-Cell Growth and Death	45.29	36.1	43.37	30.19
-Crystallins	-Cell Growth and Death	0	0	0	0
-Stress Response	-Cell Growth and Death	0	0	0	0
-Vesicular Transport	-Cell Growth and Death	1.269	0.9651	1.401	0.9751
-Cytoskeleton	-Cell Growth and Death	38.86	29.06	38.26	23.72
-Cell Motility	-Cell Growth and Death	0	0	0	0
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1
-Cell Communication	-Cell Growth and Death	3.419	4.091	2.296	3.553
Metabolism	-Cell Growth and Death	11.2	11.49	9.915	10.61
-Membrane Transport	-Cell Growth and Death	0.01373	0.01348	0.008917	0.01298
-Central Carbon Metabolism	-Cell Growth and Death	2.794	3.023	2.249	2.861
-Energy Metabolism	-Cell Growth and Death	0.5378	0.6511	0.5302	0.6523
-Biosynthesis	-Cell Growth and Death	1.514	1.477	1.269	1.377
-Other Enzymes	-Cell Growth and Death	5.167	5.455	4.853	4.691
Organismal Systems	-Cell Growth and Death	3.96	4.055	3.633	3.981
-Immune System	-Cell Growth and Death	1.718	1.598	1.679	1.577
-Endocrine System	-Cell Growth and Death	0.2813	0.2306	0.2456	0.2277
-Circulatory System	-Cell Growth and Death	1.174	0.9664	1.304	1.037
-Digestive System	-Cell Growth and Death	0.03062	0.03041	0.02457	0.0274
-Excretory System	-Cell Growth and Death	0.2893	0.2384	0.2302	0.2076
-Nervous System	-Cell Growth and Death	0.0854	0.09143	0.0518	0.08849
-Sensory System	-Cell Growth and Death	0	0	0	0
-Development	-Cell Growth and Death	0.08816	0.105	0.0763	0.1063
-Environmental Adaptation	-Cell Growth and Death	0.01541	0.01808	0.01604	0.02143
Human Diseases	-Cell Growth and Death	11.05	11.52	9.066	10.56
-Cancers	-Cell Growth and Death	0.5001	0.4525	0.4954	0.4681
-Immune System Diseases	-Cell Growth and Death	0.352	0.3823	0.2195	0.3605
-Neurodegenerative Diseases	-Cell Growth and Death	1.675	1.075	1.715	0.9485
-Cardiovascular Diseases	-Cell Growth and Death	2.98	3.447	2.096	3.284
-Metabolic Diseases	-Cell Growth and Death	0	0	0	0
-Infectious Diseases	-Cell Growth and Death	2.179	2.229	2.174	2.128
Not Mapped	-Cell Growth and Death	14.79	13.72	13.88	13.74
-Not Mapped	-Cell Growth and Death	14.79	13.72	13.88	13.74
TOTAL	-Cell Communication	30.46	22.96	41.65	25.29
MAPPED	-Cell Communication	26.49	20.03	36.01	21.9
Genetic Information Processing	-Cell Communication	6.217	5.44	7.129	6.401
-Transcription	-Cell Communication	0.3553	0.3257	0.392	0.3658
-Translation	-Cell Communication	1.247	1.108	1.497	1.311
-Folding, Sorting and Degradation	-Cell Communication	3.349	2.916	3.77	3.17
-DNA Maintenance	-Cell Communication	0.5339	0.4617	0.7111	0.5143
-RNA Family	-Cell Communication	0	0	0	0
Environmental Information Processing	-Cell Communication	1.708	1.434	1.911	1.819
-Signal Transduction	-Cell Communication	0.0931	0.06743	0.1233	0.0763
-Signaling Molecules and Interaction	-Cell Communication	1.581	1.349	1.459	1.641
Cellular Processes	-Cell Communication	10.58	6.815	15.77	6.517
-Crystallins	-Cell Communication	0	0	0	0
-Stress Response	-Cell Communication	0	0	0	0
