Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-Endocrine System	-Development	0.2489	0.8499	3.629	0.1901	0.6124	3.95	0.3085	1.149	4.11	0.186	0.6232	3.424
-Circulatory System	-Development	1.909	9.675	18.17	1.402	6.275	15.37	2.531	14.22	19.73	1.391	6.71	17.09
-Digestive System	-Development	0.02242	0.2839	5.415	0.02671	0.1898	5.142	0.0228	0.3113	3.379	0.007837	0.2279	4.058
-Excretory System	-Development	0.1119	1.277	3.842	0.08832	0.9349	2.692	0.1128	1.478	4.392	0.0706	0.7497	2.464
-Nervous System	-Development	0.1197	0.9824	2.165	0.09666	0.8222	1.953	0.1142	0.7326	2.556	0.07902	0.8322	1.846
-Sensory System	-Development	0	0	0.1821	0	0	0.1469	0	0	0.2087	0	0	0.1394
-Development	-Development	1	1	1	1	1	1	1	1	1	1	1	1
-Environmental Adaptation	-Development	0	0.08658	1.927	0	0.05593	1.65	0	0.09335	2.077	0	0.04727	1.488
Human Diseases	-Development	15.31	93.03	166.3	13.42	83.02	155.5	17.03	95.04	165.5	11.89	74.69	148.7
-Cancers	-Development	0.5049	2.663	28.64	0.4908	2.288	26.43	0.5934	3.337	29.15	0.4963	2.436	24.26
-Immune System Diseases	-Development	0.2943	1.846	6.758	0.3143	1.365	6.649	0.2688	1.692	5.121	0.3531	1.316	6.437
-Neurodegenerative Diseases	-Development	1.548	12.07	30.7	1.247	7.613	24.7	1.963	15.54	37.67	1.239	8.272	23.38
-Cardiovascular Diseases	-Development	4.093	26.97	39.19	4.1	25.22	36.27	4.349	29.05	39.13	3.608	19.66	31.89
-Metabolic Diseases	-Development	0	0	8.001	0	0	8.391	0	0	7.031	0	0	7.792
-Infectious Diseases	-Development	2.574	19.14	38.31	2.272	17.21	36.91	2.831	23.46	48.82	2.144	16.03	35.5
Not Mapped	-Development	30.19	157.9	170.2	26.05	127.5	130.6	34.31	181	208.7	24.88	126.2	129.7
-Not Mapped	-Development	30.19	157.9	170.2	26.05	127.5	130.6	34.31	181	208.7	24.88	126.2	129.7
TOTAL	-Environmental Adaptation	122.9	6936	Inf	125.9	5606	Inf	124	6362	Inf	125.9	4582	Inf
MAPPED	-Environmental Adaptation	106.9	6033	Inf	109.8	4890	Inf	107.3	5501	Inf	109	3966	Inf
Genetic Information Processing	-Environmental Adaptation	30.46	1749	Inf	36.86	1630	Inf	27.1	1453	Inf	40.34	1466	Inf
-Transcription	-Environmental Adaptation	1.479	80.91	Inf	1.841	79.51	Inf	1.191	59.87	Inf	1.877	66.26	Inf
-Translation	-Environmental Adaptation	5.104	284	Inf	6.242	270.6	Inf	4.52	228.7	Inf	6.887	233.5	Inf
-Folding, Sorting and Degradation	-Environmental Adaptation	13.92	854.1	Inf	15.64	726.9	Inf	13.53	782.6	Inf	16.25	637.4	Inf
-DNA Maintenance	-Environmental Adaptation	9.656	196.7	Inf	12.8	257.5	Inf	7.472	192.3	Inf	14.85	284.1	Inf
-RNA Family	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Environmental Information Processing	-Environmental Adaptation	7.782	482.1	Inf	10.88	588.4	Inf	5.782	405.2	Inf	10.25	513.5	Inf
-Signal Transduction	-Environmental Adaptation	0.5789	42.21	Inf	0.6478	28.18	Inf	0.6446	49.01	Inf	0.6722	21.55	Inf
-Signaling Molecules and Interaction	-Environmental Adaptation	7.204	440.1	Inf	10.23	560.2	Inf	5.138	353.1	Inf	9.573	491.9	Inf
Cellular Processes	-Environmental Adaptation	42.21	2393	Inf	33.9	1480	Inf	48.38	2409	Inf	29.93	1042	Inf
-Crystallins	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Stress Response	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Vesicular Transport	-Environmental Adaptation	1.675	58.89	Inf	1.43	39.39	Inf	1.92	65.87	Inf	1.483	32.89	Inf
-Cytoskeleton	-Environmental Adaptation	35.82	2044	Inf	24.52	1247	Inf	41.48	2136	Inf	20.04	857.7	Inf
-Cell Motility	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Cell Growth and Death	-Environmental Adaptation	0.08936	46.39	Inf	0.09789	39.98	Inf	0.09645	48.45	Inf	0.08703	33.73	Inf
-Cell Communication	-Environmental Adaptation	3.644	227.7	Inf	4.698	244.1	Inf	2.566	152.8	Inf	4.219	181.1	Inf
Metabolism	-Environmental Adaptation	9.113	610.2	Inf	9.878	528.7	Inf	8.417	526.5	Inf	9.977	418	Inf
-Membrane Transport	-Environmental Adaptation	0.008891	1.833	Inf	0.007469	1.465	Inf	0.004951	1.646	Inf	0.005562	0.89	Inf
-Central Carbon Metabolism	-Environmental Adaptation	1.877	154.7	Inf	2.266	143.2	Inf	1.573	132.8	Inf	2.234	114.2	Inf
-Energy Metabolism	-Environmental Adaptation	0.5636	33.48	Inf	0.7476	39.31	Inf	0.4543	31.25	Inf	0.7746	32.21	Inf
-Biosynthesis	-Environmental Adaptation	1.373	98.25	Inf	1.376	85.85	Inf	1.311	79.08	Inf	1.295	66.56	Inf
-Other Enzymes	-Environmental Adaptation	3.271	325.7	Inf	3.614	277.3	Inf	2.809	283.3	Inf	3.69	218.9	Inf
Organismal Systems	-Environmental Adaptation	4.132	266.8	Inf	4.133	224.3	Inf	4.337	255.6	Inf	4.521	185.8	Inf
-Immune System	-Environmental Adaptation	0.9131	120.6	Inf	1.039	129.1	Inf	0.981	107.4	Inf	1.31	103	Inf
-Endocrine System	-Environmental Adaptation	0.2751	9.914	Inf	0.2449	10.41	Inf	0.2871	12.31	Inf	0.2704	9.461	Inf
-Circulatory System	-Environmental Adaptation	0.9902	99.7	Inf	0.85	81.17	Inf	1.219	86.35	Inf	0.935	76.46	Inf
-Digestive System	-Environmental Adaptation	0.02982	4.906	Inf	0.03492	5.068	Inf	0.02933	4.231	Inf	0.03209	5.451	Inf
-Excretory System	-Environmental Adaptation	0.06353	13.7	Inf	0.05448	10.4	Inf	0.07272	11.27	Inf	0.0494	7.789	Inf
-Nervous System	-Environmental Adaptation	0.06211	4.93	Inf	0.0586	3.851	Inf	0.06184	5.445	Inf	0.0531	3.232	Inf
-Sensory System	-Environmental Adaptation	0	0.006331	NaN	0	0.005346	NaN	0	0.002134	NaN	0	0.002292	NaN
-Development	-Environmental Adaptation	0.09612	5.721	Inf	0.1259	5.615	Inf	0.08301	5.153	Inf	0.1329	4.878	Inf
-Environmental Adaptation	-Environmental Adaptation	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN
Human Diseases	-Environmental Adaptation	9.089	532.2	Inf	9.793	466.2	Inf	9.614	452	Inf	9.225	376.8	Inf
-Cancers	-Environmental Adaptation	0.2619	33.76	Inf	0.254	46.42	Inf	0.277	41.7	Inf	0.2892	58.94	Inf
-Immune System Diseases	-Environmental Adaptation	0.1774	18.4	Inf	0.1719	27.4	Inf	0.1405	17.08	Inf	0.1749	31.4	Inf
-Neurodegenerative Diseases	-Environmental Adaptation	3.54	168.4	Inf	3.374	130.4	Inf	3.853	173.9	Inf	3.107	98.1	Inf
-Cardiovascular Diseases	-Environmental Adaptation	2.403	199.4	Inf	2.978	190.6	Inf	2.496	157.9	Inf	2.425	144.2	Inf
-Metabolic Diseases	-Environmental Adaptation	0	0.5204	Inf	0	0.5444	Inf	0	0.5025	Inf	0	0.5932	Inf
-Infectious Diseases	-Environmental Adaptation	2.026	147.5	Inf	2.245	123.3	Inf	2.065	137.7	Inf	2.286	101	Inf
Not Mapped	-Environmental Adaptation	16	903	Inf	16.08	716	Inf	16.79	860.8	Inf	16.92	615.5	Inf
-Not Mapped	-Environmental Adaptation	16	903	Inf	16.08	716	Inf	16.79	860.8	Inf	16.92	615.5	Inf
TOTAL	Human Diseases	5.445	11.01	14.81	4.277	9.876	14.58	6.996	11.33	14.08	4.028	9.811	14.37
MAPPED	Human Diseases	4.736	9.576	12.88	3.731	8.615	12.72	6.049	9.795	12.17	3.487	8.493	12.44
Genetic Information Processing	Human Diseases	1.016	1.815	3.393	0.8753	1.757	3.82	1.258	1.944	3.17	0.8689	1.978	4.373
-Transcription	Human Diseases	0.06553	0.1332	0.183	0.06221	0.1452	0.217	0.06767	0.109	0.1377	0.05968	0.1474	0.2172
-Translation	Human Diseases	0.2354	0.4604	0.6144	0.2147	0.4916	0.7102	0.2741	0.4271	0.5073	0.2159	0.5325	0.7466
-Folding, Sorting and Degradation	Human Diseases	0.6635	0.971	1.703	0.5555	0.9398	1.861	0.8504	1.079	1.707	0.5524	1.052	2.004
-DNA Maintenance	Human Diseases	0.05166	0.2053	1.062	0.04291	0.2202	1.307	0.06565	0.1777	0.818	0.04104	0.2205	1.61
-RNA Family	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Human Diseases	0.1176	0.7516	0.999	0.184	1.01	1.444	0.2263	0.5487	0.8965	0.2222	1.032	1.627
-Signal Transduction	Human Diseases	0.005693	0.02901	0.09893	0.005069	0.02969	0.07901	0.007223	0.03343	0.1212	0.006519	0.03386	0.07973
-Signaling Molecules and Interaction	Human Diseases	0.09254	0.7009	0.9001	0.1732	0.9497	1.365	0.207	0.4668	0.7968	0.2119	0.9644	1.548
Cellular Processes	Human Diseases	1.905	4.107	5.365	1.104	3.135	3.967	2.715	4.88	5.765	0.8847	3.053	3.391
-Crystallins	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Human Diseases	0.05449	0.1214	0.1719	0.03355	0.08579	0.146	0.08283	0.1617	0.1928	0.0319	0.08646	0.1607
-Cytoskeleton	Human Diseases	1.64	3.729	4.573	0.8706	2.389	3.063	2.419	4.473	5.11	0.6786	2.019	2.798
-Cell Motility	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Human Diseases	0.008695	0.0715	0.1219	0.009084	0.06249	0.1186	0.008762	0.09224	0.1332	0.008768	0.06499	0.1287
-Cell Communication	Human Diseases	0.1562	0.306	0.4434	0.1609	0.3324	0.7041	0.1347	0.2727	0.4437	0.1357	0.3016	0.6905
Metabolism	Human Diseases	0.4966	1.003	1.194	0.4056	1.009	1.255	0.6194	0.9668	1.356	0.3576	1.051	1.128
-Membrane Transport	Human Diseases	0.0003502	0.0008939	0.005056	0.0002448	0.0009575	0.004852	0.0001525	0.001001	0.004525	0.0001934	0.0008442	0.00352
-Central Carbon Metabolism	Human Diseases	0.04843	0.2845	0.3954	0.0402	0.2779	0.4562	0.05613	0.2801	0.3799	0.03957	0.271	0.4319
-Energy Metabolism	Human Diseases	0.02571	0.06073	0.154	0.0223	0.07634	0.1857	0.02834	0.06177	0.1573	0.02063	0.08045	0.1797
-Biosynthesis	Human Diseases	0.06565	0.151	0.2292	0.04773	0.1405	0.2204	0.07799	0.1378	0.2055	0.04062	0.1281	0.2243
-Other Enzymes	Human Diseases	0.2503	0.4912	0.6668	0.2133	0.475	0.6914	0.2552	0.4567	0.7678	0.202	0.4161	0.6381
Organismal Systems	Human Diseases	0.1885	0.4298	0.6655	0.1618	0.4041	0.6573	0.2313	0.4259	0.5845	0.1536	0.4011	0.7688
-Immune System	Human Diseases	0.01125	0.1395	0.2438	0.01071	0.1346	0.2768	0.01302	0.1403	0.2376	0.01065	0.142	0.2733
-Endocrine System	Human Diseases	0.004866	0.02676	0.0852	0.003825	0.02171	0.08285	0.005602	0.02705	0.08821	0.003485	0.02257	0.07448
-Circulatory System	Human Diseases	0.05489	0.1089	0.2559	0.03725	0.0868	0.2568	0.08276	0.1436	0.2018	0.03699	0.09957	0.3059
-Digestive System	Human Diseases	0.0005263	0.003281	0.05065	0.0005603	0.003566	0.06008	0.000629	0.003051	0.02548	0.0001705	0.003479	0.05433
-Excretory System	Human Diseases	0.006181	0.009814	0.03779	0.005056	0.008361	0.03277	0.006607	0.01225	0.03099	0.004976	0.007519	0.03124
-Nervous System	Human Diseases	0.004082	0.007563	0.1117	0.003696	0.006887	0.1127	0.003152	0.006647	0.1133	0.003129	0.0062	0.1325
-Sensory System	Human Diseases	0	0	0.001957	0	0	0.00177	0	0	0.002196	0	0	0.001805
-Development	Human Diseases	0.005887	0.009352	0.05708	0.006246	0.01168	0.0619	0.006041	0.008287	0.05009	0.006169	0.01295	0.07285
-Environmental Adaptation	Human Diseases	0	0.001044	0.0973	0	0.0008549	0.0928	0	0.0009242	0.09085	0	0.0007761	0.1007
Human Diseases	Human Diseases	1	1	1	1	1	1	1	1	1	1	1	1
-Cancers	Human Diseases	0.01456	0.03525	0.2202	0.01183	0.03968	0.2364	0.02142	0.03824	0.213	0.01264	0.0437	0.2476
-Immune System Diseases	Human Diseases	0.01405	0.02516	0.05375	0.01277	0.02389	0.05947	0.01053	0.02016	0.04124	0.01277	0.02343	0.06615
-Neurodegenerative Diseases	Human Diseases	0.03634	0.1516	0.4646	0.02616	0.09327	0.4321	0.05416	0.1892	0.4781	0.02694	0.1071	0.3934
-Cardiovascular Diseases	Human Diseases	0.1406	0.2522	0.3747	0.1279	0.2947	0.4089	0.1391	0.2365	0.3289	0.1324	0.2633	0.3826
-Metabolic Diseases	Human Diseases	0	0	0.086	0	0	0.1011	0	0	0.07398	0	0	0.1009
-Infectious Diseases	Human Diseases	0.1127	0.2229	0.6506	0.1075	0.222	0.6826	0.1417	0.2398	0.628	0.1078	0.247	0.7269
Not Mapped	Human Diseases	0.7088	1.433	1.928	0.5464	1.261	1.862	0.9467	1.533	1.905	0.5411	1.318	1.931
-Not Mapped	Human Diseases	0.7088	1.433	1.928	0.5464	1.261	1.862	0.9467	1.533	1.905	0.5411	1.318	1.931
TOTAL	-Cancers	13.91	373.9	469.1	10.39	361.7	447.3	19.05	308	434.2	11.05	318.6	390.7
MAPPED	-Cancers	12.1	325.2	408.1	9.06	315.5	390.2	16.47	266.3	375.4	9.567	275.8	338.2
Genetic Information Processing	-Cancers	3.281	69.78	106.5	2.858	74.01	125.7	3.976	55.37	95.76	3.35	68.73	121
-Transcription	-Cancers	0.1645	4.5	5.646	0.148	5.261	6.314	0.182	2.979	4.17	0.1604	4.721	5.632
-Translation	-Cancers	0.6012	16.17	19.5	0.5298	17.74	22.38	0.7444	12.07	16.01	0.6298	16.85	21.58
-Folding, Sorting and Degradation	-Cancers	1.452	45.57	50.26	1.143	46.89	55.51	1.94	37.43	48.84	1.277	43.69	50.15
-DNA Maintenance	-Cancers	0.3746	5.816	34.81	0.3184	5.548	43	0.4498	4.612	26.15	0.3223	4.821	44.53
-RNA Family	-Cancers	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cancers	0.2697	8.867	31.24	0.3683	15.56	43.17	0.5472	11.13	24.35	0.5253	17.57	40.58
-Signal Transduction	-Cancers	0.0276	1.294	3.091	0.02094	1.126	2.55	0.04204	1.37	3.395	0.02106	0.9867	2.205
-Signaling Molecules and Interaction	-Cancers	0.2421	7.745	29.64	0.3473	14.17	41.89	0.5052	9.664	22.98	0.5043	16.76	39.37
Cellular Processes	-Cancers	4.873	130.8	170.4	2.728	93.39	133.5	7.334	119.5	174.6	2.47	69.98	106.7
-Crystallins	-Cancers	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Cancers	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cancers	0.1651	3.742	6.069	0.1001	2.837	4.805	0.265	3.646	6.93	0.1108	2.523	4.446
-Cytoskeleton	-Cancers	4.045	112.6	146	2.029	73.62	103.2	6.323	106.5	152	1.768	53.68	78.7
-Cell Motility	-Cancers	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cancers	0.1276	0.5559	4.092	0.09925	0.4637	3.859	0.1886	0.7454	4.178	0.1101	0.5046	3.56
-Cell Communication	-Cancers	0.5353	10.68	17.22	0.4995	12.79	22.5	0.5577	6.44	12	0.4806	10.74	17.89
Metabolism	-Cancers	1.439	30.96	42.69	1.176	31.35	43.2	1.917	25.99	36.8	1.168	25.82	37.45
-Membrane Transport	-Cancers	0.0006329	0.02811	0.1368	0.0003981	0.02302	0.1212	0.0003119	0.01574	0.1183	0.0003276	0.01562	0.07696
-Central Carbon Metabolism	-Cancers	0.5143	4.767	12.59	0.4292	5.72	12.88	0.5257	4.299	9.856	0.4353	5.228	11.35
-Energy Metabolism	-Cancers	0.09476	1.612	7.824	0.07176	1.886	6.583	0.1263	1.127	6.854	0.07617	1.631	5.654
-Biosynthesis	-Cancers	0.1707	4.509	7.821	0.1329	4.036	6.914	0.1976	3.433	6.615	0.1515	3.213	6.289
-Other Enzymes	-Cancers	0.6591	11.43	17.75	0.5414	12.95	17.42	0.9154	10.14	16.11	0.5043	10.02	14.61
Organismal Systems	-Cancers	0.4279	12.94	23.9	0.3042	12.47	27.89	0.6553	10.18	23.22	0.3603	12.15	26.39
-Immune System	-Cancers	0.2463	3.486	8.55	0.1806	3.492	7.088	0.3851	3.433	7.448	0.2198	3.614	6.343
-Endocrine System	-Cancers	0.008794	0.4611	5.851	0.00622	0.3571	7.006	0.01146	0.4699	3.883	0.005902	0.3419	5.891
-Circulatory System	-Cancers	0.103	3.428	7.3	0.06374	2.537	6.718	0.1756	3.826	5.756	0.07644	2.427	7.016
-Digestive System	-Cancers	0.007582	0.1066	0.4496	0.006898	0.08264	0.5607	0.007436	0.08783	0.3496	0.008184	0.09221	0.5298
-Excretory System	-Cancers	0.04089	0.222	1.003	0.02735	0.2145	0.8606	0.05426	0.2625	0.9619	0.02807	0.1708	0.7147
-Nervous System	-Cancers	0.01045	0.2008	4.011	0.009075	0.1969	3.668	0.009051	0.1387	3.894	0.0105	0.1592	3.394
-Sensory System	-Cancers	0	0	0.03209	0	0	0.03296	0	0	0.03214	0	0	0.03114
-Development	-Cancers	0.01064	0.3359	1.852	0.01016	0.4355	1.878	0.01235	0.2822	1.523	0.01139	0.4046	1.838
-Environmental Adaptation	-Cancers	0	0.016	3.495	0	0.01405	3.361	0	0.01979	3.5	0	0.01694	2.998
Human Diseases	-Cancers	1.807	26.55	62.45	1.626	24.99	67.7	2.045	25.95	44.02	1.693	21.86	65.6
-Cancers	-Cancers	1	1	1	1	1	1	1	1	1	1	1	1
-Immune System Diseases	-Cancers	0.04307	0.62	1.571	0.03622	0.6768	1.618	0.04047	0.5072	0.9411	0.03968	0.6492	1.438
-Neurodegenerative Diseases	-Cancers	0.1754	2.495	13.66	0.0916	2.212	11.64	0.2925	2.384	13.91	0.09613	2.131	9.734
-Cardiovascular Diseases	-Cancers	0.3629	6.145	9.654	0.3106	7.617	12.5	0.3953	5.291	9.69	0.3614	6.601	10.47
-Metabolic Diseases	-Cancers	0	0	1.987	0	0	1.883	0	0	1.619	0	0	1.778
-Infectious Diseases	-Cancers	0.2037	4.769	40.63	0.1748	4.925	46.22	0.2898	4.458	29.32	0.1826	4.625	47.68
Not Mapped	-Cancers	1.811	48.68	61.08	1.327	46.2	57.13	2.578	41.67	58.75	1.485	42.8	52.49
-Not Mapped	-Cancers	1.811	48.68	61.08	1.327	46.2	57.13	2.578	41.67	58.75	1.485	42.8	52.49
TOTAL	-Immune System Diseases	179.4	322.9	783.7	149.9	286.8	736.7	261.2	470.8	963.7	145.9	287.4	725.6
MAPPED	-Immune System Diseases	156	280.9	681.7	130.7	250.2	642.6	225.9	407.1	833.3	126.3	248.8	628.1
Genetic Information Processing	-Immune System Diseases	28.82	76.17	143.4	26.18	78.92	135.2	41.16	98.23	175.4	27.09	84.45	140.2
-Transcription	-Immune System Diseases	2.093	3.818	9.484	2.126	4.086	10.76	2.459	4.498	9.134	2.11	4.144	10.94
-Translation	-Immune System Diseases	7.346	13.96	32.77	7.235	14.63	36.31	9.391	18.39	36.99	7.435	15.88	39.53
-Folding, Sorting and Degradation	-Immune System Diseases	17.27	33.71	78.45	15.16	31.56	79.44	25.86	47.94	102.1	15.9	32.56	74.87
-DNA Maintenance	-Immune System Diseases	1.535	11.02	33.08	1.266	11.66	36.78	2.323	15.69	32.59	1.206	12.14	43.58
-RNA Family	-Immune System Diseases	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Immune System Diseases	4.674	12.47	53.51	7.631	16.4	73.13	9.321	18.51	59.48	9.892	18.67	62.5
-Signal Transduction	-Immune System Diseases	0.4052	0.9966	3.263	0.3971	0.7536	2.293	0.6861	1.559	4.816	0.4567	0.6864	2.158
-Signaling Molecules and Interaction	-Immune System Diseases	3.677	11.38	53.1	7.182	14.98	70.96	8.578	16.69	56.13	9.436	18.15	60.65
Cellular Processes	-Immune System Diseases	61.88	128.7	279.2	38.83	94.8	197.2	98.91	197.6	365.3	32.07	85.83	176.5
-Crystallins	-Immune System Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Immune System Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Immune System Diseases	1.457	3.833	8.948	1.053	2.764	6.72	2.353	6.548	13.66	0.9808	2.793	6.768
-Cytoskeleton	-Immune System Diseases	52.86	110.4	238	29.77	76.01	142.6	87.72	174.3	323.8	23.83	67.45	114.6
-Cell Motility	-Immune System Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Immune System Diseases	0.5036	1.817	3.665	0.5615	1.631	3.293	0.6865	2.746	5.307	0.3557	1.711	3.485
-Cell Communication	-Immune System Diseases	2.905	12.14	25.69	3.126	13.25	32.18	3.267	11.44	28.27	2.935	12.11	23.61
Metabolism	-Immune System Diseases	15.78	33.41	78.32	14.14	31.2	70.6	21.62	39.59	89.88	13.31	29.28	61.92
-Membrane Transport	-Immune System Diseases	0.008163	0.05011	0.1448	0.005745	0.04344	0.1206	0.004277	0.04401	0.1803	0.004326	0.03181	0.0846
-Central Carbon Metabolism	-Immune System Diseases	1.841	10.58	19.27	1.667	11.35	21.77	2.312	11.2	24.07	1.762	10.24	17.49
-Energy Metabolism	-Immune System Diseases	0.8074	1.878	8.016	0.5948	1.981	8.581	1.167	1.878	9.968	0.5809	1.92	8.015
-Biosynthesis	-Immune System Diseases	2.495	4.574	13.28	1.98	3.881	11.22	3.212	5.421	16.1	1.809	3.819	9.905
-Other Enzymes	-Immune System Diseases	8.423	14.84	32.57	7.414	12.89	29.52	11.63	18.81	39.36	6.97	11.42	21.49
Organismal Systems	-Immune System Diseases	4.149	13.35	38.55	3.268	11.65	41.2	6.585	16.97	48.16	3.396	12.71	43.63
-Immune System	-Immune System Diseases	0.4275	4.471	11.85	0.4441	3.868	11.51	0.5363	5.589	19.87	0.4741	3.844	9.771
-Endocrine System	-Immune System Diseases	0.1216	0.8459	3.238	0.0876	0.6049	3.436	0.2036	1.148	3.633	0.09615	0.5266	3.316
-Circulatory System	-Immune System Diseases	1.977	2.39	12.98	1.41	1.76	10.96	3.483	4.34	14.09	1.505	1.927	10.3
-Digestive System	-Immune System Diseases	0.02	0.09939	2.934	0.02324	0.09848	3.766	0.02591	0.1213	1.996	0.00759	0.08077	3.084
-Excretory System	-Immune System Diseases	0.1826	0.3802	1.033	0.1406	0.3169	0.7718	0.3109	0.5176	1.341	0.1264	0.2824	0.7234
-Nervous System	-Immune System Diseases	0.05955	0.2166	6.473	0.05406	0.196	6.215	0.06739	0.2648	8.877	0.038	0.1731	5.228
-Sensory System	-Immune System Diseases	0	0	0.02694	0	0	0.02206	0	0	0.04076	0	0	0.02166
-Development	-Immune System Diseases	0.143	0.4334	1.729	0.1501	0.435	1.71	0.1772	0.5645	1.99	0.1543	0.4252	1.972
-Environmental Adaptation	-Immune System Diseases	0	0.02586	3.332	0	0.02674	2.82	0	0.04106	4.134	0	0.02614	2.934
Human Diseases	-Immune System Diseases	13.76	38.01	57.93	12.47	41.47	62.68	18.56	41.19	78.35	12	33.68	56.76
-Cancers	-Immune System Diseases	0.5535	1.079	12.41	0.4904	0.9952	15.53	0.9357	1.523	15.88	0.5629	1.036	14.69
-Immune System Diseases	-Immune System Diseases	1	1	1	1	1	1	1	1	1	1	1	1
-Neurodegenerative Diseases	-Immune System Diseases	1.381	4.072	19.95	1.085	2.529	19.72	2.231	7.227	29.65	1.2	2.423	17.76
-Cardiovascular Diseases	-Immune System Diseases	5.017	8.008	14.61	5.07	8.399	18.47	5.147	9.768	19.11	3.98	7.115	14.94
-Metabolic Diseases	-Immune System Diseases	0	0	1.734	0	0	1.535	0	0	2.077	0	0	1.741
-Infectious Diseases	-Immune System Diseases	3.668	6.751	25.85	3.253	6.33	28.57	5.653	10.21	29.78	3.088	6.072	34.38
Not Mapped	-Immune System Diseases	23.36	42.04	102	19.15	36.63	94.1	35.35	63.7	130.4	19.6	38.61	97.47
-Not Mapped	-Immune System Diseases	23.36	42.04	102	19.15	36.63	94.1	35.35	63.7	130.4	19.6	38.61	97.47
TOTAL	-Neurodegenerative Diseases	30.55	42.73	108.9	33.68	43.27	145.5	29.02	40.94	98.87	36.54	40.84	147.3
MAPPED	-Neurodegenerative Diseases	26.58	37.17	94.73	29.38	37.75	126.9	25.09	35.4	85.49	31.63	35.36	127.5
Genetic Information Processing	-Neurodegenerative Diseases	5.401	8.62	25.58	6.654	11.09	33.46	4.804	7.034	21.45	7.269	12.99	34.85
-Transcription	-Neurodegenerative Diseases	0.361	0.5171	1.273	0.4834	0.6363	2.054	0.275	0.402	0.934	0.5455	0.6158	2.124
-Translation	-Neurodegenerative Diseases	1.299	1.787	4.566	1.644	2.154	7.279	1.061	1.506	3.652	1.872	2.225	8.012
-Folding, Sorting and Degradation	-Neurodegenerative Diseases	3.338	4.08	12.49	4.027	4.895	17	3.076	3.57	11.55	3.881	5.322	16.69
-DNA Maintenance	-Neurodegenerative Diseases	0.4025	1.422	6.061	0.4766	1.841	11.32	0.3391	1.212	3.791	0.5209	1.891	13.1
-RNA Family	-Neurodegenerative Diseases	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Neurodegenerative Diseases	0.8787	2.199	4.981	1.526	4.191	11.37	1.148	2.074	4.178	2.188	4.624	12.73
-Signal Transduction	-Neurodegenerative Diseases	0.02209	0.1913	0.3728	0.02221	0.2286	0.4603	0.02314	0.1766	0.3345	0.02646	0.2191	0.4467
-Signaling Molecules and Interaction	-Neurodegenerative Diseases	0.6281	2.048	4.79	1.313	3.961	11.05	0.8762	1.785	3.857	1.975	4.444	12.19
Cellular Processes	-Neurodegenerative Diseases	10.52	17.39	44.63	8.586	14.54	42.22	11	17.74	42.42	8.011	12.39	35.03
-Crystallins	-Neurodegenerative Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Neurodegenerative Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Neurodegenerative Diseases	0.337	0.4906	1.142	0.2958	0.4979	1.192	0.3678	0.559	1.29	0.3296	0.6196	1.184
-Cytoskeleton	-Neurodegenerative Diseases	8.963	15.42	38.28	6.629	12.35	33.28	9.751	15.86	37.41	6.025	10.43	30.73
-Cell Motility	-Neurodegenerative Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Neurodegenerative Diseases	0.02524	0.3761	0.9853	0.02847	0.4029	1.376	0.02503	0.3991	0.9779	0.02495	0.3843	1.426
