Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-Endocrine System	-Signaling Molecules and Interaction	0.004621	0.002921	0.0061	0.003617
-Circulatory System	-Signaling Molecules and Interaction	0.1009	0.05182	0.1491	0.05315
-Digestive System	-Signaling Molecules and Interaction	0.0001865	8.985e-05	0.0003006	9.34e-05
-Excretory System	-Signaling Molecules and Interaction	0.0128	0.007117	0.01722	0.007242
-Nervous System	-Signaling Molecules and Interaction	0.0004447	0.00031	0.0004157	0.0002428
-Sensory System	-Signaling Molecules and Interaction	0	0	0	0
-Development	-Signaling Molecules and Interaction	0.01114	0.008983	0.01097	0.008947
-Environmental Adaptation	-Signaling Molecules and Interaction	0	0	0	0
Human Diseases	-Signaling Molecules and Interaction	0.015	0.009647	0.01816	0.01221
-Cancers	-Signaling Molecules and Interaction	0.005874	0.003808	0.008134	0.006303
-Immune System Diseases	-Signaling Molecules and Interaction	0.005712	0.003835	0.005911	0.004422
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	0.0005894	0.0005326	0.0007984	0.0005395
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0	0	0	0
-Infectious Diseases	-Signaling Molecules and Interaction	0.002823	0.001472	0.00332	0.0009491
Not Mapped	-Signaling Molecules and Interaction	1.913	1.184	2.29	1.166
-Not Mapped	-Signaling Molecules and Interaction	1.913	1.184	2.29	1.166
TOTAL	Cellular Processes	2.516	3.214	2.328	3.622
MAPPED	Cellular Processes	2.189	2.803	2.013	3.136
Genetic Information Processing	Cellular Processes	0.7499	1.109	0.6266	1.348
-Transcription	Cellular Processes	0.03263	0.05061	0.02424	0.05848
-Translation	Cellular Processes	0.1164	0.1746	0.09707	0.2168
-Folding, Sorting and Degradation	Cellular Processes	0.3997	0.5498	0.3645	0.6392
-DNA Maintenance	Cellular Processes	0.2011	0.3336	0.1408	0.4339
Environmental Information Processing	Cellular Processes	0.1906	0.37	0.1557	0.4427
-Signal Transduction	Cellular Processes	0.01928	0.02318	0.01815	0.02542
-Signaling Molecules and Interaction	Cellular Processes	0.1713	0.3468	0.1376	0.4173
Cellular Processes	Cellular Processes	1	1	1	1
-Vesicular Transport	Cellular Processes	0.03847	0.04033	0.0396	0.04592
-Cytoskeleton	Cellular Processes	0.8963	0.861	0.9046	0.8432
-Cell Motility	Cellular Processes	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.02247	0.03008	0.02248	0.03579
-Cell Communication	Cellular Processes	0.04274	0.06859	0.03335	0.07511
Metabolism	Cellular Processes	0.2212	0.2936	0.2007	0.3044
-Membrane Transport	Cellular Processes	1.135e-05	3.251e-05	8.409e-06	9.353e-05
-Central Carbon Metabolism	Cellular Processes	0.128	0.1815	0.1113	0.1953
-Energy Metabolism	Cellular Processes	0.03889	0.03546	0.04249	0.03917
-Biosynthesis	Cellular Processes	0.03265	0.04359	0.02601	0.05145
-Other Enzymes	Cellular Processes	0.02163	0.03297	0.02087	0.01836
Organismal Systems	Cellular Processes	0.02437	0.02807	0.02721	0.03496
-Immune System	Cellular Processes	0.002089	0.003362	0.001875	0.004377
-Endocrine System	Cellular Processes	0.0007915	0.001013	0.0008391	0.001509
-Circulatory System	Cellular Processes	0.01728	0.01797	0.02051	0.02218
-Digestive System	Cellular Processes	3.194e-05	3.116e-05	4.134e-05	3.898e-05
-Excretory System	Cellular Processes	0.002192	0.002468	0.002369	0.003022
-Nervous System	Cellular Processes	7.617e-05	0.0001075	5.717e-05	0.0001013
-Sensory System	Cellular Processes	0	0	0	0
-Development	Cellular Processes	0.001908	0.003115	0.001509	0.003734
-Environmental Adaptation	Cellular Processes	0	0	0	0
Human Diseases	Cellular Processes	0.002569	0.003346	0.002498	0.005097
-Cancers	Cellular Processes	0.001006	0.001321	0.001119	0.00263
-Immune System Diseases	Cellular Processes	0.0009783	0.00133	0.0008131	0.001845
-Neurodegenerative Diseases	Cellular Processes	0.000101	0.0001847	0.0001098	0.0002252
-Cardiovascular Diseases	Cellular Processes	0	0	0	0
-Infectious Diseases	Cellular Processes	0.0004835	0.0005104	0.0004567	0.0003961
Not Mapped	Cellular Processes	0.3276	0.4105	0.315	0.4866
-Not Mapped	Cellular Processes	0.3276	0.4105	0.315	0.4866
TOTAL	-Vesicular Transport	65.4	79.68	58.78	78.88
MAPPED	-Vesicular Transport	56.89	69.51	50.83	68.28
Genetic Information Processing	-Vesicular Transport	19.49	27.48	15.82	29.36
-Transcription	-Vesicular Transport	0.8481	1.255	0.6121	1.273
-Translation	-Vesicular Transport	3.026	4.328	2.451	4.722
-Folding, Sorting and Degradation	-Vesicular Transport	10.39	13.63	9.204	13.92
-DNA Maintenance	-Vesicular Transport	5.226	8.271	3.557	9.449
Environmental Information Processing	-Vesicular Transport	4.953	9.173	3.932	9.64
-Signal Transduction	-Vesicular Transport	0.5011	0.5747	0.4582	0.5536
-Signaling Molecules and Interaction	-Vesicular Transport	4.452	8.598	3.474	9.087
Cellular Processes	-Vesicular Transport	25.99	24.79	25.25	21.78
-Vesicular Transport	-Vesicular Transport	1	1	1	1
-Cytoskeleton	-Vesicular Transport	23.3	21.35	22.84	18.36
-Cell Motility	-Vesicular Transport	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	0.5841	0.7458	0.5677	0.7793
-Cell Communication	-Vesicular Transport	1.111	1.701	0.8421	1.636
Metabolism	-Vesicular Transport	5.749	7.278	5.067	6.628
-Membrane Transport	-Vesicular Transport	0.0002949	0.0008059	0.0002123	0.002037
-Central Carbon Metabolism	-Vesicular Transport	3.327	4.5	2.81	4.253
-Energy Metabolism	-Vesicular Transport	1.011	0.8793	1.073	0.8529
-Biosynthesis	-Vesicular Transport	0.8485	1.081	0.6569	1.12
-Other Enzymes	-Vesicular Transport	0.5622	0.8175	0.5271	0.3998
Organismal Systems	-Vesicular Transport	0.6334	0.6959	0.687	0.7613
-Immune System	-Vesicular Transport	0.0543	0.08335	0.04735	0.09531
-Endocrine System	-Vesicular Transport	0.02057	0.02512	0.02119	0.03286
-Circulatory System	-Vesicular Transport	0.4491	0.4456	0.5181	0.4829
-Digestive System	-Vesicular Transport	0.0008303	0.0007725	0.001044	0.0008487
-Excretory System	-Vesicular Transport	0.05696	0.06119	0.05983	0.06581
-Nervous System	-Vesicular Transport	0.00198	0.002666	0.001444	0.002206
-Sensory System	-Vesicular Transport	0	0	0	0
-Development	-Vesicular Transport	0.0496	0.07724	0.03811	0.0813
-Environmental Adaptation	-Vesicular Transport	0	0	0	0
Human Diseases	-Vesicular Transport	0.06677	0.08295	0.06309	0.111
-Cancers	-Vesicular Transport	0.02615	0.03274	0.02825	0.05728
-Immune System Diseases	-Vesicular Transport	0.02543	0.03297	0.02053	0.04018
-Neurodegenerative Diseases	-Vesicular Transport	0.002624	0.004579	0.002773	0.004903
-Cardiovascular Diseases	-Vesicular Transport	0	0	0	0
-Infectious Diseases	-Vesicular Transport	0.01257	0.01265	0.01153	0.008624
Not Mapped	-Vesicular Transport	8.514	10.18	7.954	10.6
-Not Mapped	-Vesicular Transport	8.514	10.18	7.954	10.6
TOTAL	-Cytoskeleton	2.807	3.733	2.573	4.296
MAPPED	-Cytoskeleton	2.442	3.256	2.225	3.719
Genetic Information Processing	-Cytoskeleton	0.8366	1.288	0.6927	1.599
-Transcription	-Cytoskeleton	0.03641	0.05878	0.0268	0.06936
-Translation	-Cytoskeleton	0.1299	0.2028	0.1073	0.2572
-Folding, Sorting and Degradation	-Cytoskeleton	0.446	0.6385	0.4029	0.7581
-DNA Maintenance	-Cytoskeleton	0.2243	0.3875	0.1557	0.5146
Environmental Information Processing	-Cytoskeleton	0.2126	0.4297	0.1721	0.5251
-Signal Transduction	-Cytoskeleton	0.02151	0.02692	0.02006	0.03015
-Signaling Molecules and Interaction	-Cytoskeleton	0.1911	0.4028	0.1521	0.4949
Cellular Processes	-Cytoskeleton	1.116	1.161	1.105	1.186
-Vesicular Transport	-Cytoskeleton	0.04292	0.04685	0.04378	0.05446
-Cytoskeleton	-Cytoskeleton	1	1	1	1
-Cell Motility	-Cytoskeleton	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	0.02507	0.03494	0.02485	0.04244
-Cell Communication	-Cytoskeleton	0.04769	0.07967	0.03686	0.08908
Metabolism	-Cytoskeleton	0.2468	0.341	0.2218	0.361
-Membrane Transport	-Cytoskeleton	1.266e-05	3.775e-05	9.296e-06	0.0001109
-Central Carbon Metabolism	-Cytoskeleton	0.1428	0.2108	0.123	0.2316
-Energy Metabolism	-Cytoskeleton	0.04339	0.04119	0.04697	0.04646
-Biosynthesis	-Cytoskeleton	0.03642	0.05063	0.02876	0.06102
-Other Enzymes	-Cytoskeleton	0.02413	0.0383	0.02307	0.02178
Organismal Systems	-Cytoskeleton	0.02719	0.0326	0.03008	0.04146
-Immune System	-Cytoskeleton	0.002331	0.003905	0.002073	0.005191
-Endocrine System	-Cytoskeleton	0.000883	0.001177	0.0009276	0.00179
-Circulatory System	-Cytoskeleton	0.01928	0.02087	0.02268	0.0263
-Digestive System	-Cytoskeleton	3.564e-05	3.619e-05	4.57e-05	4.622e-05
-Excretory System	-Cytoskeleton	0.002445	0.002867	0.002619	0.003584
-Nervous System	-Cytoskeleton	8.498e-05	0.0001249	6.32e-05	0.0001201
-Sensory System	-Cytoskeleton	0	0	0	0
-Development	-Cytoskeleton	0.002129	0.003618	0.001669	0.004428
-Environmental Adaptation	-Cytoskeleton	0	0	0	0
Human Diseases	-Cytoskeleton	0.002866	0.003886	0.002762	0.006045
-Cancers	-Cytoskeleton	0.001122	0.001534	0.001237	0.003119
-Immune System Diseases	-Cytoskeleton	0.001091	0.001545	0.0008989	0.002189
-Neurodegenerative Diseases	-Cytoskeleton	0.0001126	0.0002145	0.0001214	0.000267
-Cardiovascular Diseases	-Cytoskeleton	0	0	0	0
-Infectious Diseases	-Cytoskeleton	0.0005395	0.0005928	0.0005049	0.0004697
Not Mapped	-Cytoskeleton	0.3655	0.4768	0.3482	0.5771
-Not Mapped	-Cytoskeleton	0.3655	0.4768	0.3482	0.5771
TOTAL	-Cell Motility	Inf	Inf	Inf	Inf
MAPPED	-Cell Motility	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Motility	Inf	Inf	Inf	Inf
-Transcription	-Cell Motility	Inf	Inf	Inf	Inf
-Translation	-Cell Motility	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Motility	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell Motility	Inf	Inf	Inf	Inf
Environmental Information Processing	-Cell Motility	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell Motility	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Motility	Inf	Inf	Inf	Inf
Cellular Processes	-Cell Motility	Inf	Inf	Inf	Inf
-Vesicular Transport	-Cell Motility	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell Motility	Inf	Inf	Inf	Inf
-Cell Motility	-Cell Motility	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Cell Motility	Inf	Inf	Inf	Inf
-Cell Communication	-Cell Motility	Inf	Inf	Inf	Inf
Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell Motility	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell Motility	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell Motility	Inf	Inf	Inf	Inf
Organismal Systems	-Cell Motility	Inf	Inf	Inf	Inf
-Immune System	-Cell Motility	Inf	Inf	Inf	Inf
-Endocrine System	-Cell Motility	Inf	Inf	Inf	Inf
-Circulatory System	-Cell Motility	Inf	Inf	Inf	Inf
-Digestive System	-Cell Motility	Inf	Inf	Inf	Inf
-Excretory System	-Cell Motility	Inf	Inf	Inf	Inf
-Nervous System	-Cell Motility	Inf	Inf	Inf	Inf
-Sensory System	-Cell Motility	NaN	NaN	NaN	NaN
-Development	-Cell Motility	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell Motility	NaN	NaN	NaN	NaN
Human Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Cancers	-Cell Motility	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell Motility	NaN	NaN	NaN	NaN
-Infectious Diseases	-Cell Motility	Inf	Inf	Inf	Inf
Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf
-Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf
TOTAL	-Cell Growth and Death	112	106.8	103.5	101.2
MAPPED	-Cell Growth and Death	97.39	93.2	89.54	87.62
Genetic Information Processing	-Cell Growth and Death	33.37	36.85	27.88	37.68
-Transcription	-Cell Growth and Death	1.452	1.682	1.078	1.634
-Translation	-Cell Growth and Death	5.182	5.803	4.318	6.059
-Folding, Sorting and Degradation	-Cell Growth and Death	17.79	18.28	16.21	17.86
-DNA Maintenance	-Cell Growth and Death	8.948	11.09	6.266	12.12
Environmental Information Processing	-Cell Growth and Death	8.48	12.3	6.926	12.37
-Signal Transduction	-Cell Growth and Death	0.8579	0.7705	0.8072	0.7103
-Signaling Molecules and Interaction	-Cell Growth and Death	7.622	11.53	6.119	11.66
Cellular Processes	-Cell Growth and Death	44.5	33.24	44.49	27.94
-Vesicular Transport	-Cell Growth and Death	1.712	1.341	1.762	1.283
-Cytoskeleton	-Cell Growth and Death	39.89	28.62	40.24	23.56
-Cell Motility	-Cell Growth and Death	0	0	0	0
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1
-Cell Communication	-Cell Growth and Death	1.902	2.28	1.483	2.099
Metabolism	-Cell Growth and Death	9.843	9.759	8.927	8.505
-Membrane Transport	-Cell Growth and Death	0.0005049	0.001081	0.0003741	0.002613
-Central Carbon Metabolism	-Cell Growth and Death	5.696	6.034	4.95	5.457
-Energy Metabolism	-Cell Growth and Death	1.731	1.179	1.89	1.094
-Biosynthesis	-Cell Growth and Death	1.453	1.449	1.157	1.438
-Other Enzymes	-Cell Growth and Death	0.9625	1.096	0.9286	0.5131
Organismal Systems	-Cell Growth and Death	1.084	0.9332	1.21	0.9769
-Immune System	-Cell Growth and Death	0.09297	0.1118	0.08341	0.1223
-Endocrine System	-Cell Growth and Death	0.03522	0.03368	0.03733	0.04217
-Circulatory System	-Cell Growth and Death	0.769	0.5975	0.9126	0.6197
-Digestive System	-Cell Growth and Death	0.001421	0.001036	0.001839	0.001089
-Excretory System	-Cell Growth and Death	0.09753	0.08205	0.1054	0.08444
-Nervous System	-Cell Growth and Death	0.00339	0.003574	0.002543	0.002831
-Sensory System	-Cell Growth and Death	0	0	0	0
-Development	-Cell Growth and Death	0.08491	0.1036	0.06714	0.1043
-Environmental Adaptation	-Cell Growth and Death	0	0	0	0
Human Diseases	-Cell Growth and Death	0.1143	0.1112	0.1111	0.1424
-Cancers	-Cell Growth and Death	0.04477	0.0439	0.04977	0.0735
-Immune System Diseases	-Cell Growth and Death	0.04354	0.04421	0.03617	0.05156
-Neurodegenerative Diseases	-Cell Growth and Death	0.004493	0.006141	0.004886	0.006291
-Cardiovascular Diseases	-Cell Growth and Death	0	0	0	0
-Infectious Diseases	-Cell Growth and Death	0.02152	0.01697	0.02032	0.01107
Not Mapped	-Cell Growth and Death	14.58	13.65	14.01	13.6
-Not Mapped	-Cell Growth and Death	14.58	13.65	14.01	13.6
TOTAL	-Cell Communication	58.87	46.86	69.8	48.22
MAPPED	-Cell Communication	51.2	40.87	60.36	41.75
Genetic Information Processing	-Cell Communication	17.54	16.16	18.79	17.95
-Transcription	-Cell Communication	0.7634	0.7377	0.7268	0.7785
-Translation	-Cell Communication	2.724	2.545	2.911	2.887
-Folding, Sorting and Degradation	-Cell Communication	9.353	8.015	10.93	8.51
-DNA Maintenance	-Cell Communication	4.704	4.863	4.224	5.777
Environmental Information Processing	-Cell Communication	4.458	5.394	4.669	5.894
-Signal Transduction	-Cell Communication	0.451	0.3379	0.5441	0.3384
-Signaling Molecules and Interaction	-Cell Communication	4.007	5.056	4.125	5.556
Cellular Processes	-Cell Communication	23.4	14.58	29.99	13.31
-Vesicular Transport	-Cell Communication	0.9001	0.588	1.187	0.6114
-Cytoskeleton	-Cell Communication	20.97	12.55	27.13	11.23
-Cell Motility	-Cell Communication	0	0	0	0
-Cell Growth and Death	-Cell Communication	0.5257	0.4385	0.6741	0.4765
-Cell Communication	-Cell Communication	1	1	1	1
Metabolism	-Cell Communication	5.175	4.28	6.017	4.052
-Membrane Transport	-Cell Communication	0.0002655	0.0004739	0.0002522	0.001245
-Central Carbon Metabolism	-Cell Communication	2.995	2.646	3.337	2.6
-Energy Metabolism	-Cell Communication	0.91	0.517	1.274	0.5215
-Biosynthesis	-Cell Communication	0.7638	0.6354	0.7801	0.6849
-Other Enzymes	-Cell Communication	0.506	0.4807	0.6259	0.2445
Organismal Systems	-Cell Communication	0.5701	0.4092	0.8158	0.4654
-Immune System	-Cell Communication	0.04888	0.04901	0.05623	0.05827
-Endocrine System	-Cell Communication	0.01852	0.01477	0.02516	0.02009
-Circulatory System	-Cell Communication	0.4043	0.262	0.6152	0.2953
-Digestive System	-Cell Communication	0.0007473	0.0004543	0.00124	0.0005189
-Excretory System	-Cell Communication	0.05128	0.03598	0.07105	0.04023
-Nervous System	-Cell Communication	0.001782	0.001567	0.001714	0.001349
-Sensory System	-Cell Communication	0	0	0	0
-Development	-Cell Communication	0.04464	0.04542	0.04526	0.04971
-Environmental Adaptation	-Cell Communication	0	0	0	0
Human Diseases	-Cell Communication	0.0601	0.04877	0.07492	0.06786
-Cancers	-Cell Communication	0.02354	0.01925	0.03355	0.03502
-Immune System Diseases	-Cell Communication	0.02289	0.01939	0.02438	0.02457
-Neurodegenerative Diseases	-Cell Communication	0.002362	0.002693	0.003293	0.002997
-Cardiovascular Diseases	-Cell Communication	0	0	0	0
-Infectious Diseases	-Cell Communication	0.01131	0.00744	0.0137	0.005273
Not Mapped	-Cell Communication	7.664	5.985	9.445	6.478
-Not Mapped	-Cell Communication	7.664	5.985	9.445	6.478
TOTAL	Metabolism	11.38	10.95	11.6	11.9
MAPPED	Metabolism	9.895	9.55	10.03	10.3
Genetic Information Processing	Metabolism	3.391	3.776	3.123	4.43
-Transcription	Metabolism	0.1475	0.1724	0.1208	0.1921
-Translation	Metabolism	0.5265	0.5947	0.4837	0.7124
-Folding, Sorting and Degradation	Metabolism	1.807	1.873	1.816	2.1
-DNA Maintenance	Metabolism	0.9091	1.136	0.7019	1.426
Environmental Information Processing	Metabolism	0.8616	1.26	0.7759	1.454
-Signal Transduction	Metabolism	0.08716	0.07896	0.09043	0.08351
-Signaling Molecules and Interaction	Metabolism	0.7744	1.181	0.6855	1.371
Cellular Processes	Metabolism	4.521	3.406	4.983	3.285
-Vesicular Transport	Metabolism	0.174	0.1374	0.1973	0.1509
-Cytoskeleton	Metabolism	4.053	2.933	4.508	2.77
-Cell Motility	Metabolism	0	0	0	0
-Cell Growth and Death	Metabolism	0.1016	0.1025	0.112	0.1176
-Cell Communication	Metabolism	0.1932	0.2337	0.1662	0.2468
Metabolism	Metabolism	1	1	1	1
-Membrane Transport	Metabolism	5.13e-05	0.0001107	4.19e-05	0.0003073
-Central Carbon Metabolism	Metabolism	0.5787	0.6183	0.5545	0.6417
-Energy Metabolism	Metabolism	0.1758	0.1208	0.2118	0.1287
-Biosynthesis	Metabolism	0.1476	0.1485	0.1296	0.169
-Other Enzymes	Metabolism	0.09779	0.1123	0.104	0.06032
Organismal Systems	Metabolism	0.1102	0.09562	0.1356	0.1149
-Immune System	Metabolism	0.009446	0.01145	0.009344	0.01438
-Endocrine System	Metabolism	0.003579	0.003451	0.004181	0.004958
-Circulatory System	Metabolism	0.07813	0.06122	0.1022	0.07286
-Digestive System	Metabolism	0.0001444	0.0001061	0.000206	0.000128
-Excretory System	Metabolism	0.009909	0.008408	0.01181	0.009928
-Nervous System	Metabolism	0.0003444	0.0003662	0.0002849	0.0003328
-Sensory System	Metabolism	0	0	0	0
-Development	Metabolism	0.008627	0.01061	0.007521	0.01227
-Environmental Adaptation	Metabolism	0	0	0	0
Human Diseases	Metabolism	0.01162	0.0114	0.01245	0.01674
-Cancers	Metabolism	0.004549	0.004499	0.005575	0.008641
-Immune System Diseases	Metabolism	0.004423	0.00453	0.004052	0.006063
-Neurodegenerative Diseases	Metabolism	0.0004565	0.0006292	0.0005473	0.0007397
-Cardiovascular Diseases	Metabolism	0	0	0	0
-Infectious Diseases	Metabolism	0.002186	0.001739	0.002276	0.001301
Not Mapped	Metabolism	1.481	1.398	1.57	1.599
-Not Mapped	Metabolism	1.481	1.398	1.57	1.599
TOTAL	-Membrane Transport	221800	98870	276800	38730
MAPPED	-Membrane Transport	192900	86250	239400	33530
Genetic Information Processing	-Membrane Transport	66090	34100	74520	14420
-Transcription	-Membrane Transport	2876	1557	2883	625.3
-Translation	-Membrane Transport	10260	5370	11540	2319
-Folding, Sorting and Degradation	-Membrane Transport	35230	16910	43340	6835
-DNA Maintenance	-Membrane Transport	17720	10260	16750	4640
Environmental Information Processing	-Membrane Transport	16790	11380	18520	4734
-Signal Transduction	-Membrane Transport	1699	713.1	2158	271.8
-Signaling Molecules and Interaction	-Membrane Transport	15090	10670	16360	4462
Cellular Processes	-Membrane Transport	88130	30760	118900	10690
-Vesicular Transport	-Membrane Transport	3391	1241	4709	491
-Cytoskeleton	-Membrane Transport	78990	26490	107600	9015
-Cell Motility	-Membrane Transport	0	0	0	0
-Cell Growth and Death	-Membrane Transport	1980	925.4	2673	382.7
-Cell Communication	-Membrane Transport	3767	2110	3966	803.1
Metabolism	-Membrane Transport	19490	9031	23860	3255
-Membrane Transport	-Membrane Transport	1	1	1	1
-Central Carbon Metabolism	-Membrane Transport	11280	5584	13230	2088
-Energy Metabolism	-Membrane Transport	3428	1091	5053	418.8
-Biosynthesis	-Membrane Transport	2877	1341	3094	550.1
-Other Enzymes	-Membrane Transport	1906	1014	2482	196.3
Organismal Systems	-Membrane Transport	2148	863.5	3236	373.8
-Immune System	-Membrane Transport	184.1	103.4	223	46.8
-Endocrine System	-Membrane Transport	69.75	31.17	99.79	16.14
-Circulatory System	-Membrane Transport	1523	552.9	2440	237.1
-Digestive System	-Membrane Transport	2.815	0.9586	4.917	0.4167
-Excretory System	-Membrane Transport	193.1	75.93	281.8	32.31
-Nervous System	-Membrane Transport	6.713	3.308	6.799	1.083
-Sensory System	-Membrane Transport	0	0	0	0
-Development	-Membrane Transport	168.2	95.84	179.5	39.92
-Environmental Adaptation	-Membrane Transport	0	0	0	0
Human Diseases	-Membrane Transport	226.4	102.9	297.1	54.5
-Cancers	-Membrane Transport	88.67	40.63	133.1	28.12
-Immune System Diseases	-Membrane Transport	86.22	40.91	96.7	19.73
-Neurodegenerative Diseases	-Membrane Transport	8.897	5.682	13.06	2.407
-Cardiovascular Diseases	-Membrane Transport	0	0	0	0
-Infectious Diseases	-Membrane Transport	42.62	15.7	54.32	4.235
Not Mapped	-Membrane Transport	28870	12630	37460	5203
-Not Mapped	-Membrane Transport	28870	12630	37460	5203
TOTAL	-Central Carbon Metabolism	19.66	17.71	20.92	18.55
MAPPED	-Central Carbon Metabolism	17.1	15.45	18.09	16.05
Genetic Information Processing	-Central Carbon Metabolism	5.859	6.107	5.631	6.904
-Transcription	-Central Carbon Metabolism	0.2549	0.2788	0.2178	0.2994
-Translation	-Central Carbon Metabolism	0.9097	0.9618	0.8723	1.11
-Folding, Sorting and Degradation	-Central Carbon Metabolism	3.123	3.029	3.275	3.273
-DNA Maintenance	-Central Carbon Metabolism	1.571	1.838	1.266	2.222
Environmental Information Processing	-Central Carbon Metabolism	1.489	2.038	1.399	2.267
-Signal Transduction	-Central Carbon Metabolism	0.1506	0.1277	0.1631	0.1302
-Signaling Molecules and Interaction	-Central Carbon Metabolism	1.338	1.911	1.236	2.137
Cellular Processes	-Central Carbon Metabolism	7.813	5.509	8.987	5.12
-Vesicular Transport	-Central Carbon Metabolism	0.3006	0.2222	0.3559	0.2351
-Cytoskeleton	-Central Carbon Metabolism	7.003	4.744	8.129	4.317
-Cell Motility	-Central Carbon Metabolism	0	0	0	0
-Cell Growth and Death	-Central Carbon Metabolism	0.1756	0.1657	0.202	0.1832
-Cell Communication	-Central Carbon Metabolism	0.3339	0.3779	0.2997	0.3846
Metabolism	-Central Carbon Metabolism	1.728	1.617	1.803	1.558
-Membrane Transport	-Central Carbon Metabolism	8.865e-05	0.0001791	7.556e-05	0.0004789
-Central Carbon Metabolism	-Central Carbon Metabolism	1	1	1	1
-Energy Metabolism	-Central Carbon Metabolism	0.3039	0.1954	0.3819	0.2006
-Biosynthesis	-Central Carbon Metabolism	0.2551	0.2402	0.2338	0.2634
-Other Enzymes	-Central Carbon Metabolism	0.169	0.1817	0.1876	0.09401
Organismal Systems	-Central Carbon Metabolism	0.1904	0.1546	0.2445	0.179
-Immune System	-Central Carbon Metabolism	0.01632	0.01852	0.01685	0.02241
-Endocrine System	-Central Carbon Metabolism	0.006184	0.005582	0.00754	0.007727
-Circulatory System	-Central Carbon Metabolism	0.135	0.09902	0.1844	0.1136
-Digestive System	-Central Carbon Metabolism	0.0002496	0.0001717	0.0003715	0.0001996
-Excretory System	-Central Carbon Metabolism	0.01712	0.0136	0.02129	0.01547
-Nervous System	-Central Carbon Metabolism	0.0005951	0.0005924	0.0005138	0.0005187
-Sensory System	-Central Carbon Metabolism	0	0	0	0
-Development	-Central Carbon Metabolism	0.01491	0.01716	0.01356	0.01912
-Environmental Adaptation	-Central Carbon Metabolism	0	0	0	0
Human Diseases	-Central Carbon Metabolism	0.02007	0.01843	0.02245	0.0261
-Cancers	-Central Carbon Metabolism	0.00786	0.007276	0.01005	0.01347
-Immune System Diseases	-Central Carbon Metabolism	0.007644	0.007327	0.007307	0.009448
-Neurodegenerative Diseases	-Central Carbon Metabolism	0.0007887	0.001018	0.0009869	0.001153
-Cardiovascular Diseases	-Central Carbon Metabolism	0	0	0	0
-Infectious Diseases	-Central Carbon Metabolism	0.003778	0.002812	0.004104	0.002028
Not Mapped	-Central Carbon Metabolism	2.559	2.262	2.83	2.491
-Not Mapped	-Central Carbon Metabolism	2.559	2.262	2.83	2.491
TOTAL	-Energy Metabolism	64.69	90.63	54.78	92.48
MAPPED	-Energy Metabolism	56.27	79.05	47.37	80.05
Genetic Information Processing	-Energy Metabolism	19.28	31.26	14.75	34.43
-Transcription	-Energy Metabolism	0.839	1.427	0.5704	1.493
-Translation	-Energy Metabolism	2.994	4.922	2.284	5.536
-Folding, Sorting and Degradation	-Energy Metabolism	10.28	15.5	8.577	16.32
-DNA Maintenance	-Energy Metabolism	5.17	9.406	3.315	11.08
Environmental Information Processing	-Energy Metabolism	4.899	10.43	3.664	11.3
-Signal Transduction	-Energy Metabolism	0.4957	0.6536	0.427	0.649
-Signaling Molecules and Interaction	-Energy Metabolism	4.404	9.779	3.237	10.65
Cellular Processes	-Energy Metabolism	25.71	28.2	23.53	25.53
-Vesicular Transport	-Energy Metabolism	0.9892	1.137	0.9319	1.172
-Cytoskeleton	-Energy Metabolism	23.05	24.28	21.29	21.53
-Cell Motility	-Energy Metabolism	0	0	0	0
-Cell Growth and Death	-Energy Metabolism	0.5778	0.8482	0.529	0.9137
-Cell Communication	-Energy Metabolism	1.099	1.934	0.7848	1.918
Metabolism	-Energy Metabolism	5.687	8.278	4.722	7.771
-Membrane Transport	-Energy Metabolism	0.0002917	0.0009166	0.0001979	0.002388
