Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-RNA Family	-Signal Transduction	0	0	0	0
Environmental Information Processing	-Signal Transduction	26.03	35.7	22.83	36.47
-Signal Transduction	-Signal Transduction	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	25.03	34.7	21.83	35.47
Cellular Processes	-Signal Transduction	176.6	130.2	174.5	117.3
-Crystallins	-Signal Transduction	0	0	0	0
-Stress Response	-Signal Transduction	0	0	0	0
-Vesicular Transport	-Signal Transduction	5.983	4.78	6.305	5.26
-Cytoskeleton	-Signal Transduction	146.6	96.88	150.4	83.95
-Cell Motility	-Signal Transduction	0	0	0	0
-Cell Growth and Death	-Signal Transduction	4.622	4.739	4.487	5.225
-Cell Communication	-Signal Transduction	19.4	23.85	13.27	22.82
Metabolism	-Signal Transduction	52.16	56.14	45.61	55.43
-Membrane Transport	-Signal Transduction	0.1085	0.1014	0.1003	0.06392
-Central Carbon Metabolism	-Signal Transduction	18.64	20.5	16.12	20.67
-Energy Metabolism	-Signal Transduction	4.996	4.651	4.673	4.773
-Biosynthesis	-Signal Transduction	6.186	6.346	4.83	7.193
-Other Enzymes	-Signal Transduction	26.31	27.23	25.32	25.02
Organismal Systems	-Signal Transduction	32.41	42.62	28.62	45.69
-Immune System	-Signal Transduction	8.926	8.626	9.16	10.43
-Endocrine System	-Signal Transduction	4.856	5.695	4.715	5.626
-Circulatory System	-Signal Transduction	4.528	5.052	4.818	5.553
-Digestive System	-Signal Transduction	0.8991	0.9995	0.4351	0.8023
-Excretory System	-Signal Transduction	1.482	1.306	1.291	1.153
-Nervous System	-Signal Transduction	2.415	2.117	2.493	1.956
-Sensory System	-Signal Transduction	0.02479	0.02927	0.01907	0.03155
-Development	-Signal Transduction	1.491	1.905	1.147	1.538
-Environmental Adaptation	-Signal Transduction	1.112	1.292	0.8584	1.36
Human Diseases	-Signal Transduction	73.82	92.27	55.44	97.5
-Cancers	-Signal Transduction	30.62	39.12	23.14	28.79
-Immune System Diseases	-Signal Transduction	1.942	2.225	1.346	1.959
-Neurodegenerative Diseases	-Signal Transduction	9.028	9.09	9.927	7.685
-Cardiovascular Diseases	-Signal Transduction	13.15	14.83	9.404	17.16
-Metabolic Diseases	-Signal Transduction	2.652	3.317	2.039	3.258
-Infectious Diseases	-Signal Transduction	25.94	32.66	25.09	40.25
Not Mapped	-Signal Transduction	65.62	63.35	61.33	70.48
-Not Mapped	-Signal Transduction	65.62	63.35	61.33	70.48
TOTAL	-Signaling Molecules and Interaction	57.44	29.91	37.71	21.92
MAPPED	-Signaling Molecules and Interaction	49.96	26.09	32.61	18.97
Genetic Information Processing	-Signaling Molecules and Interaction	13.55	7.759	7.567	6.097
-Transcription	-Signaling Molecules and Interaction	0.6792	0.4261	0.3603	0.318
-Translation	-Signaling Molecules and Interaction	2.483	1.525	1.473	1.249
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	6.351	3.517	4.083	2.694
-DNA Maintenance	-Signaling Molecules and Interaction	3.959	2.608	1.953	2.176
-RNA Family	-Signaling Molecules and Interaction	0	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1.271	1.116	1.162	1.074
-Signal Transduction	-Signaling Molecules and Interaction	0.271	0.116	0.1622	0.07437
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	20.54	8.641	14.52	5.38
-Crystallins	-Signaling Molecules and Interaction	0	0	0	0
-Stress Response	-Signaling Molecules and Interaction	0	0	0	0
-Vesicular Transport	-Signaling Molecules and Interaction	0.6819	0.2882	0.5246	0.2027
-Cytoskeleton	-Signaling Molecules and Interaction	18.16	7.28	12.57	4.427
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	0.5268	0.2857	0.3734	0.2183
-Cell Communication	-Signaling Molecules and Interaction	2.211	1.438	1.104	0.953
Metabolism	-Signaling Molecules and Interaction	5.945	3.385	3.795	2.315
-Membrane Transport	-Signaling Molecules and Interaction	0.01733	0.008553	0.0108	0.003476
-Central Carbon Metabolism	-Signaling Molecules and Interaction	2.124	1.236	1.341	0.8632
-Energy Metabolism	-Signaling Molecules and Interaction	0.3913	0.265	0.4793	0.2792
-Biosynthesis	-Signaling Molecules and Interaction	0.705	0.3826	0.4403	0.3004
-Other Enzymes	-Signaling Molecules and Interaction	2.722	1.559	1.812	1
Organismal Systems	-Signaling Molecules and Interaction	1.767	1.303	1.706	1.141
-Immune System	-Signaling Molecules and Interaction	1.017	0.5201	0.7622	0.4358
-Endocrine System	-Signaling Molecules and Interaction	0.7372	0.4784	0.4235	0.3515
-Circulatory System	-Signaling Molecules and Interaction	0.5931	0.2293	0.4173	0.2834
-Digestive System	-Signaling Molecules and Interaction	0.07226	0.06327	0.05459	0.05634
-Excretory System	-Signaling Molecules and Interaction	0.1295	0.06072	0.09591	0.0402
-Nervous System	-Signaling Molecules and Interaction	0.1353	0.08758	0.1694	0.08621
-Sensory System	-Signaling Molecules and Interaction	0.002366	0.001473	0.002811	0.001382
-Development	-Signaling Molecules and Interaction	0.06499	0.04536	0.06706	0.04707
-Environmental Adaptation	-Signaling Molecules and Interaction	0.1222	0.07482	0.1393	0.07004
Human Diseases	-Signaling Molecules and Interaction	8.652	5.548	4.802	4.118
-Cancers	-Signaling Molecules and Interaction	0.3033	0.2294	0.2919	0.2062
-Immune System Diseases	-Signaling Molecules and Interaction	0.2276	0.1326	0.09738	0.08532
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	0.7842	0.3336	0.7498	0.3245
-Cardiovascular Diseases	-Signaling Molecules and Interaction	1.499	0.8942	0.7826	0.7167
-Metabolic Diseases	-Signaling Molecules and Interaction	0.1483	0.1125	0.1431	0.1062
-Infectious Diseases	-Signaling Molecules and Interaction	6.457	3.788	3.034	2.993
Not Mapped	-Signaling Molecules and Interaction	7.478	3.82	5.103	2.944
-Not Mapped	-Signaling Molecules and Interaction	7.478	3.82	5.103	2.944
TOTAL	Cellular Processes	2.906	3.873	2.638	4.553
MAPPED	Cellular Processes	2.527	3.378	2.281	3.941
Genetic Information Processing	Cellular Processes	0.7218	1.087	0.5602	1.357
-Transcription	Cellular Processes	0.03439	0.0563	0.02493	0.06746
-Translation	Cellular Processes	0.1236	0.1942	0.1013	0.2457
-Folding, Sorting and Degradation	Cellular Processes	0.3482	0.5005	0.3133	0.6244
-DNA Maintenance	Cellular Processes	0.2217	0.3805	0.1586	0.5196
-RNA Family	Cellular Processes	0	0	0	0
Environmental Information Processing	Cellular Processes	0.2034	0.4104	0.1682	0.51
-Signal Transduction	Cellular Processes	0.01943	0.01941	0.02212	0.02178
-Signaling Molecules and Interaction	Cellular Processes	0.184	0.388	0.1496	0.4886
Cellular Processes	Cellular Processes	1	1	1	1
-Crystallins	Cellular Processes	0	0	0	0
-Stress Response	Cellular Processes	0	0	0	0
-Vesicular Transport	Cellular Processes	0.03754	0.0415	0.03968	0.04955
-Cytoskeleton	Cellular Processes	0.8866	0.8494	0.8975	0.8419
-Cell Motility	Cellular Processes	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.02618	0.03638	0.02572	0.04456
-Cell Communication	Cellular Processes	0.1099	0.19	0.07739	0.2036
Metabolism	Cellular Processes	0.2805	0.4169	0.246	0.4728
-Membrane Transport	Cellular Processes	0.0008438	0.0009898	0.000771	0.0008539
-Central Carbon Metabolism	Cellular Processes	0.1055	0.1508	0.09239	0.1623
-Energy Metabolism	Cellular Processes	0.03869	0.04682	0.03685	0.05301
-Biosynthesis	Cellular Processes	0.05139	0.06559	0.04423	0.07214
-Other Enzymes	Cellular Processes	0.172	0.2239	0.1573	0.2293
Organismal Systems	Cellular Processes	0.1621	0.2089	0.133	0.2473
-Immune System	Cellular Processes	0.05423	0.0709	0.0525	0.08898
-Endocrine System	Cellular Processes	0.03418	0.05255	0.02536	0.05713
-Circulatory System	Cellular Processes	0.0477	0.06473	0.0375	0.08792
-Digestive System	Cellular Processes	0.01233	0.0191	0.005798	0.01748
-Excretory System	Cellular Processes	0.008391	0.01003	0.007397	0.01137
-Nervous System	Cellular Processes	0.02635	0.03582	0.02578	0.0426
-Sensory System	Cellular Processes	0.0004353	0.0005681	0.0004121	0.0006754
-Development	Cellular Processes	0.01217	0.01879	0.01017	0.02459
-Environmental Adaptation	Cellular Processes	0.0224	0.02903	0.02033	0.0324
Human Diseases	Cellular Processes	0.3709	0.5963	0.2788	0.6857
-Cancers	Cellular Processes	0.05367	0.0754	0.04365	0.07762
-Immune System Diseases	Cellular Processes	0.01381	0.02183	0.008943	0.02539
-Neurodegenerative Diseases	Cellular Processes	0.08387	0.1007	0.08179	0.1085
-Cardiovascular Diseases	Cellular Processes	0.08335	0.1313	0.05941	0.1463
-Metabolic Diseases	Cellular Processes	0.01913	0.03256	0.01388	0.03777
-Infectious Diseases	Cellular Processes	0.2009	0.3014	0.1576	0.4087
Not Mapped	Cellular Processes	0.3783	0.4947	0.357	0.6117
-Not Mapped	Cellular Processes	0.3783	0.4947	0.357	0.6117
TOTAL	-Crystallins	Inf	Inf	Inf	Inf
MAPPED	-Crystallins	Inf	Inf	Inf	Inf
Genetic Information Processing	-Crystallins	Inf	Inf	Inf	Inf
-Transcription	-Crystallins	Inf	Inf	Inf	Inf
-Translation	-Crystallins	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Crystallins	Inf	Inf	Inf	Inf
-DNA Maintenance	-Crystallins	Inf	Inf	Inf	Inf
-RNA Family	-Crystallins	NaN	NaN	NaN	NaN
Environmental Information Processing	-Crystallins	Inf	Inf	Inf	Inf
-Signal Transduction	-Crystallins	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Crystallins	Inf	Inf	Inf	Inf
Cellular Processes	-Crystallins	Inf	Inf	Inf	Inf
-Crystallins	-Crystallins	NaN	NaN	NaN	NaN
-Stress Response	-Crystallins	NaN	NaN	NaN	NaN
-Vesicular Transport	-Crystallins	Inf	Inf	Inf	Inf
-Cytoskeleton	-Crystallins	Inf	Inf	Inf	Inf
-Cell Motility	-Crystallins	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Crystallins	Inf	Inf	Inf	Inf
-Cell Communication	-Crystallins	Inf	Inf	Inf	Inf
Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Membrane Transport	-Crystallins	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Energy Metabolism	-Crystallins	Inf	Inf	Inf	Inf
-Biosynthesis	-Crystallins	Inf	Inf	Inf	Inf
-Other Enzymes	-Crystallins	Inf	Inf	Inf	Inf
Organismal Systems	-Crystallins	Inf	Inf	Inf	Inf
-Immune System	-Crystallins	Inf	Inf	Inf	Inf
-Endocrine System	-Crystallins	Inf	Inf	Inf	Inf
-Circulatory System	-Crystallins	Inf	Inf	Inf	Inf
-Digestive System	-Crystallins	Inf	Inf	Inf	Inf
-Excretory System	-Crystallins	Inf	Inf	Inf	Inf
-Nervous System	-Crystallins	Inf	Inf	Inf	Inf
-Sensory System	-Crystallins	NaN	NaN	NaN	NaN
-Development	-Crystallins	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Crystallins	NaN	NaN	NaN	NaN
Human Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Cancers	-Crystallins	Inf	Inf	Inf	Inf
-Immune System Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Crystallins	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Crystallins	NaN	NaN	NaN	NaN
-Infectious Diseases	-Crystallins	Inf	Inf	Inf	Inf
Not Mapped	-Crystallins	Inf	Inf	Inf	Inf
-Not Mapped	-Crystallins	Inf	Inf	Inf	Inf
TOTAL	-Stress Response	Inf	Inf	Inf	Inf
MAPPED	-Stress Response	Inf	Inf	Inf	Inf
Genetic Information Processing	-Stress Response	Inf	Inf	Inf	Inf
-Transcription	-Stress Response	Inf	Inf	Inf	Inf
-Translation	-Stress Response	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Stress Response	Inf	Inf	Inf	Inf
-DNA Maintenance	-Stress Response	Inf	Inf	Inf	Inf
-RNA Family	-Stress Response	NaN	NaN	NaN	NaN
Environmental Information Processing	-Stress Response	Inf	Inf	Inf	Inf
-Signal Transduction	-Stress Response	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Stress Response	Inf	Inf	Inf	Inf
Cellular Processes	-Stress Response	Inf	Inf	Inf	Inf
-Crystallins	-Stress Response	NaN	NaN	NaN	NaN
-Stress Response	-Stress Response	NaN	NaN	NaN	NaN
-Vesicular Transport	-Stress Response	Inf	Inf	Inf	Inf
-Cytoskeleton	-Stress Response	Inf	Inf	Inf	Inf
-Cell Motility	-Stress Response	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Stress Response	Inf	Inf	Inf	Inf
-Cell Communication	-Stress Response	Inf	Inf	Inf	Inf
Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Membrane Transport	-Stress Response	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Energy Metabolism	-Stress Response	Inf	Inf	Inf	Inf
-Biosynthesis	-Stress Response	Inf	Inf	Inf	Inf
-Other Enzymes	-Stress Response	Inf	Inf	Inf	Inf
Organismal Systems	-Stress Response	Inf	Inf	Inf	Inf
-Immune System	-Stress Response	Inf	Inf	Inf	Inf
-Endocrine System	-Stress Response	Inf	Inf	Inf	Inf
-Circulatory System	-Stress Response	Inf	Inf	Inf	Inf
-Digestive System	-Stress Response	Inf	Inf	Inf	Inf
-Excretory System	-Stress Response	Inf	Inf	Inf	Inf
-Nervous System	-Stress Response	Inf	Inf	Inf	Inf
-Sensory System	-Stress Response	NaN	NaN	NaN	NaN
-Development	-Stress Response	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Stress Response	NaN	NaN	NaN	NaN
Human Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Cancers	-Stress Response	Inf	Inf	Inf	Inf
-Immune System Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Stress Response	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Stress Response	NaN	NaN	NaN	NaN
-Infectious Diseases	-Stress Response	Inf	Inf	Inf	Inf
Not Mapped	-Stress Response	Inf	Inf	Inf	Inf
-Not Mapped	-Stress Response	Inf	Inf	Inf	Inf
TOTAL	-Vesicular Transport	99.92	127.5	84.46	126.3
MAPPED	-Vesicular Transport	86.91	111.2	73.03	109.3
Genetic Information Processing	-Vesicular Transport	23.43	34.44	17.5	35.91
-Transcription	-Vesicular Transport	1.203	1.855	0.8169	1.871
-Translation	-Vesicular Transport	4.321	6.4	3.31	6.767
-Folding, Sorting and Degradation	-Vesicular Transport	12.18	16.56	10.27	17.32
-DNA Maintenance	-Vesicular Transport	7.112	11.57	4.517	12.81
-RNA Family	-Vesicular Transport	0	0	0	0
Environmental Information Processing	-Vesicular Transport	6.406	12.48	4.869	13.3
-Signal Transduction	-Vesicular Transport	0.7169	0.7155	0.7167	0.6352
-Signaling Molecules and Interaction	-Vesicular Transport	6.143	12.11	4.595	12.91
Cellular Processes	-Vesicular Transport	39.09	38.69	32.88	35.31
-Crystallins	-Vesicular Transport	0	0	0	0
-Stress Response	-Vesicular Transport	0	0	0	0
-Vesicular Transport	-Vesicular Transport	1	1	1	1
-Cytoskeleton	-Vesicular Transport	33.54	32.86	29.2	28.39
-Cell Motility	-Vesicular Transport	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	0.8772	1.172	0.8047	1.205
-Cell Communication	-Vesicular Transport	3.694	6.142	2.544	5.54
Metabolism	-Vesicular Transport	10.39	13.42	7.981	13.57
-Membrane Transport	-Vesicular Transport	0.03113	0.03755	0.02498	0.02524
-Central Carbon Metabolism	-Vesicular Transport	3.115	4.288	2.557	3.929
-Energy Metabolism	-Vesicular Transport	1.362	1.595	1.212	1.389
-Biosynthesis	-Vesicular Transport	1.604	1.895	1.323	1.948
-Other Enzymes	-Vesicular Transport	5.78	7.331	4.944	7.195
Organismal Systems	-Vesicular Transport	4.736	5.781	4.459	6.032
-Immune System	-Vesicular Transport	1.753	2.492	1.658	2.415
-Endocrine System	-Vesicular Transport	1.336	2.199	0.8338	2.064
-Circulatory System	-Vesicular Transport	1.488	1.87	1.215	2.193
-Digestive System	-Vesicular Transport	0.2997	0.3808	0.1461	0.2802
-Excretory System	-Vesicular Transport	0.2476	0.2732	0.2047	0.2533
-Nervous System	-Vesicular Transport	0.6613	0.7141	0.6497	0.683
-Sensory System	-Vesicular Transport	0.01849	0.02094	0.01732	0.02208
-Development	-Vesicular Transport	0.3798	0.5428	0.3046	0.6028
-Environmental Adaptation	-Vesicular Transport	0.5758	0.5881	0.4973	0.5195
Human Diseases	-Vesicular Transport	12.07	18.48	8.255	20.31
-Cancers	-Vesicular Transport	1.727	2.468	1.318	2.435
-Immune System Diseases	-Vesicular Transport	0.4828	0.7188	0.2931	0.7041
-Neurodegenerative Diseases	-Vesicular Transport	2.86	3.365	2.64	2.982
-Cardiovascular Diseases	-Vesicular Transport	3.389	4.839	1.952	4.682
-Metabolic Diseases	-Vesicular Transport	0.8123	1.196	0.5834	1.234
-Infectious Diseases	-Vesicular Transport	7.853	12.61	5.184	14.77
Not Mapped	-Vesicular Transport	13.01	16.29	11.43	16.97
-Not Mapped	-Vesicular Transport	13.01	16.29	11.43	16.97
TOTAL	-Cytoskeleton	3.439	5.12	3.006	6.25
MAPPED	-Cytoskeleton	2.991	4.466	2.599	5.41
Genetic Information Processing	-Cytoskeleton	0.8504	1.463	0.6534	1.959
-Transcription	-Cytoskeleton	0.04066	0.07294	0.02879	0.09068
-Translation	-Cytoskeleton	0.145	0.2546	0.1142	0.345
-Folding, Sorting and Degradation	-Cytoskeleton	0.4047	0.6381	0.3516	0.814
-DNA Maintenance	-Cytoskeleton	0.2628	0.5113	0.1788	0.7258
-RNA Family	-Cytoskeleton	0	0	0	0
Environmental Information Processing	-Cytoskeleton	0.2374	0.5284	0.1897	0.6862
-Signal Transduction	-Cytoskeleton	0.02197	0.02642	0.02464	0.03192
-Signaling Molecules and Interaction	-Cytoskeleton	0.2154	0.5031	0.1654	0.6574
Cellular Processes	-Cytoskeleton	1.178	1.344	1.16	1.397
-Crystallins	-Cytoskeleton	0	0	0	0
-Stress Response	-Cytoskeleton	0	0	0	0
-Vesicular Transport	-Cytoskeleton	0.04381	0.05261	0.04628	0.06436
-Cytoskeleton	-Cytoskeleton	1	1	1	1
-Cell Motility	-Cytoskeleton	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	0.03153	0.04892	0.02918	0.06224
-Cell Communication	-Cytoskeleton	0.1323	0.2462	0.0882	0.2718
Metabolism	-Cytoskeleton	0.3291	0.54	0.2775	0.6303
-Membrane Transport	-Cytoskeleton	0.0009541	0.001175	0.000859	0.001038
-Central Carbon Metabolism	-Cytoskeleton	0.1271	0.188	0.1072	0.2065
-Energy Metabolism	-Cytoskeleton	0.0451	0.06065	0.04178	0.07048
-Biosynthesis	-Cytoskeleton	0.0603	0.08495	0.04989	0.1046
-Other Enzymes	-Cytoskeleton	0.1893	0.2669	0.1716	0.2925
Organismal Systems	-Cytoskeleton	0.1909	0.2889	0.1551	0.3808
-Immune System	-Cytoskeleton	0.06349	0.09183	0.0609	0.1243
-Endocrine System	-Cytoskeleton	0.03984	0.06554	0.02875	0.0727
-Circulatory System	-Cytoskeleton	0.05596	0.08384	0.04178	0.1199
-Digestive System	-Cytoskeleton	0.01453	0.02641	0.006762	0.02691
-Excretory System	-Cytoskeleton	0.01011	0.01348	0.008581	0.01587
-Nervous System	-Cytoskeleton	0.03092	0.04753	0.02937	0.06087
-Sensory System	-Cytoskeleton	0.0005097	0.0007409	0.0004646	0.0009088
-Development	-Cytoskeleton	0.01428	0.02409	0.01141	0.03205
-Environmental Adaptation	-Cytoskeleton	0.02615	0.0368	0.02303	0.0434
Human Diseases	-Cytoskeleton	0.4468	0.8016	0.3234	0.9577
-Cancers	-Cytoskeleton	0.05905	0.08545	0.04762	0.08849
-Immune System Diseases	-Cytoskeleton	0.01605	0.0277	0.01004	0.03309
-Neurodegenerative Diseases	-Cytoskeleton	0.09882	0.1393	0.09289	0.155
-Cardiovascular Diseases	-Cytoskeleton	0.09758	0.1565	0.0673	0.1951
-Metabolic Diseases	-Cytoskeleton	0.0224	0.0419	0.01565	0.04924
-Infectious Diseases	-Cytoskeleton	0.2342	0.3759	0.1787	0.5201
Not Mapped	-Cytoskeleton	0.4477	0.6539	0.4068	0.8396
-Not Mapped	-Cytoskeleton	0.4477	0.6539	0.4068	0.8396
TOTAL	-Cell Motility	Inf	Inf	Inf	Inf
MAPPED	-Cell Motility	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Motility	Inf	Inf	Inf	Inf
-Transcription	-Cell Motility	Inf	Inf	Inf	Inf
-Translation	-Cell Motility	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Motility	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell Motility	Inf	Inf	Inf	Inf
-RNA Family	-Cell Motility	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell Motility	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell Motility	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Motility	Inf	Inf	Inf	Inf
Cellular Processes	-Cell Motility	Inf	Inf	Inf	Inf
-Crystallins	-Cell Motility	NaN	NaN	NaN	NaN
-Stress Response	-Cell Motility	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell Motility	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell Motility	Inf	Inf	Inf	Inf
-Cell Motility	-Cell Motility	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Cell Motility	Inf	Inf	Inf	Inf
-Cell Communication	-Cell Motility	Inf	Inf	Inf	Inf
Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell Motility	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell Motility	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell Motility	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell Motility	Inf	Inf	Inf	Inf
Organismal Systems	-Cell Motility	Inf	Inf	Inf	Inf
-Immune System	-Cell Motility	Inf	Inf	Inf	Inf
-Endocrine System	-Cell Motility	Inf	Inf	Inf	Inf
-Circulatory System	-Cell Motility	Inf	Inf	Inf	Inf
-Digestive System	-Cell Motility	Inf	Inf	Inf	Inf
-Excretory System	-Cell Motility	Inf	Inf	Inf	Inf
-Nervous System	-Cell Motility	Inf	Inf	Inf	Inf
-Sensory System	-Cell Motility	NaN	NaN	NaN	NaN
-Development	-Cell Motility	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell Motility	NaN	NaN	NaN	NaN
Human Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Cancers	-Cell Motility	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell Motility	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Cell Motility	NaN	NaN	NaN	NaN
-Infectious Diseases	-Cell Motility	Inf	Inf	Inf	Inf
Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf
-Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf
TOTAL	-Cell Growth and Death	1183	1183	949.6	1458
MAPPED	-Cell Growth and Death	1029	1032	821.1	1262
Genetic Information Processing	-Cell Growth and Death	209	233.7	157.2	311.4
-Transcription	-Cell Growth and Death	13.97	16.98	9	21.87
-Translation	-Cell Growth and Death	50.29	58.54	36.45	78.89
-Folding, Sorting and Degradation	-Cell Growth and Death	129.2	141.5	100.6	186.7
-DNA Maintenance	-Cell Growth and Death	15.58	16.74	11.1	20.88
-RNA Family	-Cell Growth and Death	0	0	0	0
Environmental Information Processing	-Cell Growth and Death	83.55	111.2	58.6	117.7
-Signal Transduction	-Cell Growth and Death	4.288	3.865	3.296	5.215
-Signaling Molecules and Interaction	-Cell Growth and Death	79.27	104.6	53.27	110
Cellular Processes	-Cell Growth and Death	407	301.6	360	321.1
-Crystallins	-Cell Growth and Death	0	0	0	0
-Stress Response	-Cell Growth and Death	0	0	0	0
-Vesicular Transport	-Cell Growth and Death	13.04	10.44	12.04	13.21
-Cytoskeleton	-Cell Growth and Death	346.9	232.9	319.1	230.3
-Cell Motility	-Cell Growth and Death	0	0	0	0
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1
-Cell Communication	-Cell Growth and Death	46.05	57.31	27.86	65.39
Metabolism	-Cell Growth and Death	110.5	112.1	88.56	124.4
-Membrane Transport	-Cell Growth and Death	0.0995	0.0763	0.05134	0.06391
-Central Carbon Metabolism	-Cell Growth and Death	21	23.15	16.31	25.67
-Energy Metabolism	-Cell Growth and Death	11.69	14.12	9.822	17.02
-Biosynthesis	-Cell Growth and Death	20.92	19.78	15.92	25.26
-Other Enzymes	-Cell Growth and Death	36.61	36.92	29.12	42.4
Organismal Systems	-Cell Growth and Death	76.54	72.37	66.7	87.68
-Immune System	-Cell Growth and Death	16.04	14.82	15.27	18.5
-Endocrine System	-Cell Growth and Death	1.782	2.107	1.323	1.939
-Circulatory System	-Cell Growth and Death	19.41	19.53	12.6	28.96
-Digestive System	-Cell Growth and Death	0.8087	1.209	0.5544	1.05
-Excretory System	-Cell Growth and Death	0.5542	0.5005	0.5434	0.5621
-Nervous System	-Cell Growth and Death	10.73	11.07	9.37	14.7
-Sensory System	-Cell Growth and Death	0.01605	0.01492	0.01592	0.01458
-Development	-Cell Growth and Death	1.076	1.286	0.8607	1.527
-Environmental Adaptation	-Cell Growth and Death	0.9328	0.8709	0.8377	0.8422
Human Diseases	-Cell Growth and Death	75.87	76.04	62.44	94.69
-Cancers	-Cell Growth and Death	3.202	3.017	2.872	4.331
-Immune System Diseases	-Cell Growth and Death	1.458	1.756	0.9853	2.01
-Neurodegenerative Diseases	-Cell Growth and Death	38.71	34.88	32.72	35.7
-Cardiovascular Diseases	-Cell Growth and Death	20.28	23.23	15.94	30.03
-Metabolic Diseases	-Cell Growth and Death	0.7516	0.9143	0.5516	0.8698
-Infectious Diseases	-Cell Growth and Death	15.61	19.69	10.85	20.1
Not Mapped	-Cell Growth and Death	154	151.1	128.5	195.9
-Not Mapped	-Cell Growth and Death	154	151.1	128.5	195.9
TOTAL	-Cell Communication	37.97	30.65	48.37	32.11
MAPPED	-Cell Communication	33.03	26.73	41.83	27.79
Genetic Information Processing	-Cell Communication	9.458	8.373	11.04	9.561
-Transcription	-Cell Communication	0.4595	0.4506	0.4798	0.4886
-Translation	-Cell Communication	1.588	1.525	1.874	1.765
-Folding, Sorting and Degradation	-Cell Communication	4.605	3.896	5.946	4.423
-DNA Maintenance	-Cell Communication	2.65	2.724	2.85	3.52
-RNA Family	-Cell Communication	0	0	0	0
Environmental Information Processing	-Cell Communication	2.592	3.185	3.252	3.652
-Signal Transduction	-Cell Communication	0.2468	0.1647	0.4522	0.1744
-Signaling Molecules and Interaction	-Cell Communication	2.573	3.169	2.798	3.631
Cellular Processes	-Cell Communication	15.46	10.3	20.44	10.12
-Crystallins	-Cell Communication	0	0	0	0
-Stress Response	-Cell Communication	0	0	0	0
