Category	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
-Circulatory System	0.0021118869	0.0015963209	0.0038363532	0.00081902053	0.0030856573	0.0029303537	0.0010497171	0.00073149239	0.0010292411	0.00035511699	0.0010163899
--Cardiac muscle contraction	0.0018413839	0.0015467236	0.0026322303	0.00079520226	0.0027492044	0.0019670321	0.00090203296	0.00057528289	0.00096971078	0.00023660226	0.0009759817
--Vascular smooth muscle contraction	0.00027050308	4.9597262e-05	0.001204123	2.3818276e-05	0.00033645295	0.00096332163	0.00014768411	0.0001562095	5.9530292e-05	0.00011851473	4.0408229e-05
-Digestive System	0.0022085611	0.0018320223	0.0025992083	0.0017123195	0.0021816609	0.0024311951	0.0028763333	0.0031193062	0.0038196628	0.0015604893	0.0024956462
--Salivary secretion	0.00011133018	3.9119418e-05	0.00010220105	0.00015921044	0.00029041729	9.2352632e-05	0.00012938593	3.5764287e-05	0.00013379053	0.00017076598	7.9234587e-05
--Pancreatic secretion	2.7254456e-06	3.6459401e-06	7.3748389e-06	2.6806482e-06	4.5782848e-06	8.014973e-07	1.6721228e-06	1.1996728e-07	2.065085e-06	0.00022062547	6.4542735e-06
--Bile secretion	0	0	0	0	0	0	0	0	0	0	0
--Protein digestion and absorption	0.00072322437	0.00019051478	0.00063765578	0.0006965022	0.00080524569	0.00062804656	0.00076285242	0.0013399133	0.00100091	0.00044447012	0.00065725781
--Fat digestion and absorption	0.00023411283	0.00018263853	4.379542e-05	3.3057683e-05	0.00022118775	3.1236174e-05	0.00049257892	0.00093153972	0.00075024245	2.2399779e-05	3.84419e-05
--Vitamin digestion and absorption	0.00010768686	0.00026706611	8.3554164e-05	0.00010021421	7.6492333e-05	0.00016951056	0.00012490379	4.4831133e-05	0.00011153268	9.269982e-05	7.310635e-05
--Mineral absorption	0.0010294814	0.0011490375	0.0017246271	0.00072065429	0.00078373959	0.0015092477	0.0013649401	0.00076713781	0.001821122	0.00060952813	0.0016411512
-Excretory System	0.00057291292	0.003116879	0.00067561191	0.00050236584	0.00041399571	0.00064564967	0.00057648323	0.00039503799	0.00059137688	0.00053420174	0.0007124551
--Vasopressin-regulated water reabsorption	0.00054043819	0.0030604876	0.00061508848	0.00031574936	0.00027045402	0.00055555831	0.00053995964	0.00028288979	0.00055476425	0.00032993732	0.00067437882
--Aldosterone-regulated sodium reabsorption	1.2721819e-05	1.2854478e-05	2.1660815e-05	0.00015651879	8.607253e-05	8.2491697e-05	2.0610843e-05	2.9294186e-05	2.1012558e-05	5.4607073e-05	1.6662078e-05
--Endocrine and other factor-regulated calcium reabsorption	0	0	0	0	0	0	0	0	0	0	0
--Proximal tubule bicarbonate reclamation	1.6479937e-05	9.1307039e-06	2.3409693e-05	1.3372194e-05	3.6569108e-05	4.2633176e-06	9.5098882e-06	7.2441326e-05	1.2091471e-05	0.00012917673	1.5294267e-05
--Collecting duct acid secretion	3.272971e-06	3.440616e-05	1.545292e-05	1.6725492e-05	2.0900046e-05	3.3363465e-06	6.4028614e-06	1.0412693e-05	3.5085985e-06	2.048062e-05	6.1199324e-06
-Nervous System	0.0010756714	0.00093351875	0.00061745662	0.00073483354	0.00066169681	0.00076289452	0.00080255247	0.00063040705	0.00092864957	0.0008538011	0.00092341817
--Synaptic vesicle cycle	0.0002664472	0.0004367062	0.00025985913	0.00012237888	0.00021189126	0.00040655274	0.00029176079	0.00022817145	0.00022455653	0.00017109751	0.00027369782
--GABAergic synapse	0	0	0	0	0	0	0	0	0	0	0
--Glutamatergic synapse	0.00078938493	0.0004740212	0.00030299583	0.00056228448	0.0004197437	0.00033202251	0.00044633992	0.00037039311	0.00062132311	0.00066304584	0.00063291568
--Long-term potentiation	0	0	0	0	0	0	0	0	0	0	0
--Neurotrophin signaling pathway	1.9839305e-05	2.2791343e-05	5.4601654e-05	5.0170186e-05	3.0061852e-05	2.4319267e-05	6.4451758e-05	3.1842494e-05	8.2769926e-05	1.9657756e-05	1.6804666e-05
-Sensory System	0	0	0	0	0	0	0	0	0	0	0
--Phototransduction	0	0	0	0	0	0	0	0	0	0	0
--Olfactory transduction	0	0	0	0	0	0	0	0	0	0	0
-Development	0.00058767696	0.0012271309	0.00082863744	0.00038353678	0.0012892628	0.0017352333	0.00063793727	0.0011228958	0.00013269138	0.00030066061	0.00062644527
--Dorso-ventral axis formation	1.3238942e-06	1.4934915e-06	5.8154039e-07	2.141054e-06	7.7802335e-07	3.825967e-06	1.7246039e-06	3.5281542e-07	1.680504e-06	3.4910651e-06	3.1044374e-06
--Axon guidance	0.00034902701	0.0012080674	0.00067938672	0.00033679358	0.00095790214	0.001304138	0.00057979593	0.0010141518	6.5099078e-05	0.00021978328	0.00032142444
--Osteoclast differentiation	0.00023732605	1.7569974e-05	0.00014866919	4.4602152e-05	0.00033058268	0.00042726933	5.6416738e-05	0.00010839118	6.5911793e-05	7.7386258e-05	0.00030191639
-Environmental Adaptation	4.3867941e-05	5.0194775e-05	4.965167e-05	5.3837189e-05	3.7981897e-05	3.1320383e-05	4.5190887e-05	2.1031143e-05	6.7784426e-05	3.6400635e-05	3.8141635e-05
--Circadian rhythm	4.3867941e-05	5.0194775e-05	4.965167e-05	5.3837189e-05	3.7981897e-05	3.1320383e-05	4.5190887e-05	2.1031143e-05	6.7784426e-05	3.6400635e-05	3.8141635e-05
--Plant-pathogen interaction	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	0.0057833059	0.0065235757	0.0061253333	0.005639093	0.0053670404	0.0053123303	0.0075665275	0.0065607106	0.0095586199	0.0080045604	0.0066221525
-Cancers	0.0026299654	0.0029564809	0.0028665459	0.0026086549	0.0024008678	0.0021562424	0.003275265	0.0025862416	0.0034283049	0.0031155362	0.0022498566
--Proteoglycans in cancer	6.5707186e-11	5.7448723e-08	6.0110265e-07	0.00036195037	5.8817852e-08	2.1534456e-06	2.8521131e-11	2.5685058e-06	1.2319133e-10	2.3470935e-06	1.1763948e-10
--MicroRNAs in cancer	9.3444688e-05	0.00010185483	0.00013010662	7.12802e-05	7.5430491e-05	8.5502494e-05	8.50057e-05	5.8202485e-05	7.4221073e-05	4.0517301e-05	6.463494e-05
--Transcriptional misregulation in cancer	0.0018994701	0.0022365742	0.0021071606	0.0014401154	0.0018685007	0.0013470268	0.002630607	0.0018892127	0.0028870242	0.0019485961	0.0017363352
--Viral carcinogenesis	0.00015110378	0.00029581554	0.00014288099	0.00017180273	0.00013777074	0.0003548023	0.000145385	0.00029121667	0.00016770319	0.00059991275	0.00015593154
--Pathways in cancer	0.00048521903	0.0003211301	0.0004794261	0.00056132298	0.00031771099	0.00036054332	0.00041123755	0.00034460105	0.00029191338	0.00052162875	0.00029246096
--Renal cell carcinoma	7.2774314e-07	1.0487205e-06	6.2689218e-06	2.1097049e-06	7.7172822e-07	6.1276157e-06	3.0158667e-06	4.4009486e-07	7.4427481e-06	2.2665468e-06	4.1370302e-07
--Non-small cell lung cancer	6.5707186e-11	8.3460572e-11	1.0163529e-07	7.3494243e-08	6.2431934e-07	8.6394124e-08	1.3898808e-08	7.9503393e-11	1.2319133e-10	2.676778e-07	8.0124332e-08
-Immune System Diseases	0.00060333902	0.00088319351	0.00095165742	0.0006591824	0.00052893162	0.00064684786	0.0014258144	0.0012177166	0.0025546266	0.0013725692	0.0014445115
--Systemic lupus erythematosus	0.00060333902	0.00088319351	0.00095165742	0.0006591824	0.00052893162	0.00064684786	0.0014258144	0.0012177166	0.0025546266	0.0013725692	0.0014445115
-Neurodegenerative Diseases	0.0011365964	0.0012089102	0.00087200025	0.00080122934	0.00095717799	0.00071360232	0.0011899437	0.0012017288	0.0017963564	0.0010429335	0.0012811569
--Alzheimer's disease	6.9678248e-06	5.1553086e-05	1.4692182e-05	4.002809e-06	1.0475994e-05	2.0269428e-05	3.031326e-05	0.00018371674	3.7925447e-05	9.9003063e-06	1.484064e-05
--Parkinson's disease	7.3507197e-06	3.8754015e-05	3.6984752e-05	8.9488156e-07	5.9768009e-06	2.6535503e-05	1.1971296e-05	4.1551781e-06	0.00015661391	4.3577509e-05	6.0974487e-06
--Amyotrophic lateral sclerosis (ALS)	0.00086001437	0.00072842135	0.00056147293	0.00053588285	0.00074223422	0.00048140311	0.00080299983	0.00080485861	0.0012070173	0.00055633102	0.0010245637
--Huntington's disease	0.00026226346	0.00039018173	0.00025885039	0.0002604488	0.00019849097	0.00018539427	0.00034465934	0.00020899824	0.00039479984	0.00043312469	0.00023565516
-Cardiovascular Diseases	0.0004489028	0.00010323139	0.00026849034	0.00024298934	0.00028699368	0.00077745749	0.00031190321	0.00012333982	0.00021109864	0.00038502947	9.960515e-05
--Hypertrophic cardiomyopathy (HCM)	0.00026861703	6.8389843e-05	0.00018739105	0.00010728901	0.00019151275	0.00066336531	0.00018947946	3.6082429e-05	0.00017052735	0.00016273338	7.6058883e-05
--Arrhythmogenic right ventricular cardiomyopathy (ARVC)	0.00018028578	3.4841549e-05	8.1099294e-05	0.00013570033	9.5480928e-05	0.00011409218	0.00012242375	8.7257387e-05	4.0571286e-05	0.00022229609	2.3546267e-05
-Infectious Diseases	0.0009645023	0.0013717597	0.0011666394	0.001327037	0.0011930693	0.0010181803	0.0013636012	0.0014316838	0.0015682333	0.002088492	0.0015470223
--HTLV-I infection	7.7887978e-05	3.3743411e-05	9.1470815e-05	6.3923504e-05	0.00010451124	5.016255e-05	9.8742624e-05	6.1707074e-05	8.5628857e-05	7.1137363e-05	0.00014019466
--Epstein-Barr virus infection	0.00018977207	0.00013335841	0.00034170629	0.00034013283	0.00034196618	0.00014457631	0.00020388658	0.0004232675	0.00037949075	0.00051190784	0.00031302206
--Legionellosis	1.1237647e-05	6.93456e-06	2.5655238e-06	5.6545515e-06	1.1309125e-05	5.6908658e-06	2.5357723e-05	1.8789662e-05	1.0510671e-05	2.6945295e-05	9.3879083e-06
--Herpes simplex infection	0.00029303114	0.00035946975	0.00030666095	0.00039565064	0.00038019562	0.00027118534	0.0004285191	0.00045254497	0.00020375141	0.0010448474	0.00043760955
--Salmonella infection	6.0708868e-06	2.1160903e-06	1.0669812e-05	1.921173e-05	1.5844376e-05	7.5163437e-06	2.5851167e-05	5.6112747e-06	1.4264278e-05	1.989626e-05	2.7502047e-05
--Vibrio cholerae infection	2.4595143e-05	1.0403677e-05	2.2674207e-05	2.9970298e-05	3.2977101e-05	2.7134842e-05	5.1944492e-05	0.00011082848	1.7114191e-05	1.8419111e-05	5.3673681e-05
--Pathogenic Escherichia coli infection	8.6639226e-05	0.00037298561	7.4591866e-05	4.1055118e-05	1.8184068e-05	6.906293e-05	0.00013337633	3.5369656e-05	0.00021048328	2.7334523e-05	0.0002594193
--Staphylococcus aureus infection	5.959119e-08	8.3460572e-11	3.0453531e-11	1.3915884e-07	1.1137334e-07	2.5589483e-08	2.8521131e-11	3.439899e-07	9.2471151e-07	2.2769891e-07	1.1763948e-10
--Tuberculosis	4.3317623e-06	2.8217274e-06	3.1061625e-06	2.4632732e-06	5.1498061e-06	1.5255848e-06	5.6045858e-06	1.6329988e-06	3.4147135e-05	3.3876776e-06	1.1436689e-05
--Bacterial invasion of epithelial cells	0.00014208183	0.00016559263	0.00022802375	0.00022393471	0.00011678113	0.00016968899	0.00014843023	0.00011480269	0.00034889033	0.00016269073	0.00011049577
--Measles	8.0987725e-05	0.00020929614	6.0714259e-05	0.00011489466	8.4874571e-05	0.00014751072	0.00018647272	0.00017150355	0.00019121007	0.00012237193	0.00011804151
--Influenza A	4.1071006e-05	7.0668295e-05	2.1756721e-05	8.7794596e-05	8.0661826e-05	6.0260801e-05	5.5011659e-05	3.4996015e-05	7.1537852e-05	7.8042989e-05	6.5170125e-05
--Hepatitis C	6.7362943e-06	4.3692812e-06	2.6989582e-06	2.2119605e-06	5.0288607e-07	6.3839418e-05	4.0394046e-07	2.8596962e-07	2.7974036e-07	1.2831287e-06	1.0688886e-06
Not Mapped	0.17904731	0.1668047	0.17815667	0.17784479	0.18957479	0.17709595	0.17861586	0.17409302	0.18469635	0.19512472	0.19537585
-Not Mapped	0.17904731	0.1668047	0.17815667	0.17784479	0.18957479	0.17709595	0.17861586	0.17409302	0.18469635	0.19512472	0.19537585
--Not mapped	0.17904731	0.1668047	0.17815667	0.17784479	0.18957479	0.17709595	0.17861586	0.17409302	0.18469635	0.19512472	0.19537585
