Category	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
-Digestive System	0.00079407435	0.00032916125	0.0005865104	0.00058469508	0.00091351362	0.00056563819	0.0010755874	0.0019608798	0.0014682636	0.00047492861	0.000505708
--Salivary secretion	4.6849574e-05	1.5810339e-05	8.541031e-05	5.8709081e-05	0.00010908038	6.3691962e-05	3.95868e-05	4.2811162e-05	4.395605e-05	6.2842761e-05	2.8895753e-05
--Pancreatic secretion	9.0669019e-07	1.1755855e-06	2.5364347e-06	9.0042155e-07	1.5622151e-06	2.8126837e-07	5.5534912e-07	4.0064156e-08	6.697509e-07	7.3181856e-05	2.0338629e-06
--Bile secretion	0	0	0	0	0	0	0	0	0	0	0
--Protein digestion and absorption	0.00050128099	0.00012671802	0.00044876174	0.00048276944	0.00056209371	0.00046537612	0.00052218905	0.00094343452	0.00065985913	0.00030233858	0.00043203
--Fat digestion and absorption	0.00024344222	0.00018407143	4.7081371e-05	3.4707852e-05	0.0002359111	3.4263044e-05	0.00051135557	0.00097239751	0.00076054741	2.3224201e-05	3.7864167e-05
--Vitamin digestion and absorption	9.9522893e-07	1.2663336e-11	3.9545069e-07	2.0719125e-06	4.3377886e-06	5.5561866e-12	4.4574525e-12	4.4611241e-07	1.8800856e-11	3.627004e-06	1.087012e-06
--Mineral absorption	5.9965466e-07	1.3858685e-06	2.3250866e-06	5.5363718e-06	5.284217e-07	2.0257889e-06	1.9006617e-06	1.7504636e-06	3.2312088e-06	9.7142125e-06	3.7971977e-06
-Excretory System	0.0009913981	0.0053851917	0.0011817429	0.00074053083	0.00061974181	0.0011356424	0.00099189811	0.00059630693	0.00099614303	0.00075314325	0.0011690673
--Vasopressin-regulated water reabsorption	0.00096430204	0.0053545116	0.0011346114	0.00056914529	0.00049528122	0.0010456226	0.00096180779	0.00050681086	0.00096524672	0.00058703279	0.0011397494
--Aldosterone-regulated sodium reabsorption	1.2446435e-05	1.2189153e-05	2.1908886e-05	0.00015461332	8.6372794e-05	8.5134083e-05	2.0131125e-05	2.8770606e-05	2.004143e-05	5.3268573e-05	1.5441087e-05
--Endocrine and other factor-regulated calcium reabsorption	0	0	0	0	0	0	0	0	0	0	0
--Proximal tubule bicarbonate reclamation	1.3549732e-05	7.2844357e-06	1.9853928e-05	1.1097113e-05	3.0883783e-05	3.7030435e-06	7.8110699e-06	5.721274e-05	9.7054092e-06	0.00010597943	1.1928761e-05
--Collecting duct acid secretion	1.099898e-06	1.1206494e-05	5.3687177e-06	5.6751038e-06	7.2040072e-06	1.1827116e-06	2.1481315e-06	3.512733e-06	1.1494707e-06	6.8624583e-06	1.9480935e-06
-Nervous System	1.6255484e-05	1.5592422e-05	2.8049317e-05	7.481873e-05	1.6954189e-05	1.976067e-05	4.8246577e-05	1.5920849e-05	3.2249341e-05	1.5430089e-05	1.1108e-05
--Synaptic vesicle cycle	0	0	0	0	0	0	0	0	0	0	0
--GABAergic synapse	0	0	0	0	0	0	0	0	0	0	0
--Glutamatergic synapse	1.076323e-05	8.8955499e-06	2.6959761e-06	5.283936e-05	8.6027803e-06	1.0216354e-05	1.8677221e-05	4.386005e-06	4.6989277e-06	1.0361963e-05	6.8386192e-06
--Long-term potentiation	0	0	0	0	0	0	0	0	0	0	0
--Neurotrophin signaling pathway	5.4922536e-06	6.6968722e-06	2.5353341e-05	2.197937e-05	8.3514085e-06	9.5443153e-06	2.9569355e-05	1.1534844e-05	2.7550413e-05	5.0681257e-06	4.2693809e-06
-Sensory System	0	0	0	0	0	0	0	0	0	0	0
--Phototransduction	0	0	0	0	0	0	0	0	0	0	0
--Olfactory transduction	0	0	0	0	0	0	0	0	0	0	0
-Development	0.00044853387	0.00074625297	0.00059212936	0.00024679059	0.00090998565	0.0012771946	0.00041393286	0.00072439258	9.1923518e-05	0.00019840122	0.00050460231
--Dorso-ventral axis formation	6.3733859e-07	6.9685589e-07	2.89432e-07	1.0407087e-06	3.8417242e-07	1.942923e-06	8.2886309e-07	1.7050467e-07	7.8869749e-07	1.6757192e-06	1.4156398e-06
--Axon guidance	0.0002111908	0.00072885199	0.00041256517	0.00020708069	0.00060635997	0.00084794765	0.00035658799	0.00063295686	3.5354635e-05	0.0001315245	0.00018725663
--Osteoclast differentiation	0.00023670572	1.6704129e-05	0.00017927476	3.8669191e-05	0.00030324151	0.00042730405	5.6516007e-05	9.1265215e-05	5.5780186e-05	6.5201002e-05	0.00031593004
-Environmental Adaptation	0	0	0	0	0	0	0	0	0	0	0
--Circadian rhythm	0	0	0	0	0	0	0	0	0	0	0
--Plant-pathogen interaction	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	0.0043405747	0.0044506635	0.004495918	0.0040016336	0.0034444383	0.0039726868	0.0049998759	0.0050789357	0.0072243493	0.0052663644	0.0047363247
-Cancers	0.0017099866	0.0018257166	0.0017901753	0.0017034829	0.0010815043	0.0011218617	0.0014950343	0.0017089911	0.0019477091	0.0017627112	0.001450798
--Proteoglycans in cancer	1.0286233e-11	5.7899439e-08	6.4620316e-07	0.00038001815	6.273306e-08	2.3621205e-06	4.4574525e-12	2.6811617e-06	1.8800856e-11	2.4334782e-06	1.7444137e-11
--MicroRNAs in cancer	0	0	0	0	0	0	0	0	0	0	0
--Transcriptional misregulation in cancer	0.0013459579	0.0016042572	0.001394531	0.00093043263	0.00086212142	0.00083001454	0.0011905184	0.0014474883	0.0017189512	0.0013957915	0.0012361631
--Viral carcinogenesis	0	0	0	0	0	0	0	0	0	0	0
--Pathways in cancer	0.00036357121	0.00022076264	0.00039081506	0.00039161599	0.00021815668	0.00028532722	0.00030260891	0.00025854392	0.00022419697	0.00036278818	0.00021430966
--Renal cell carcinoma	4.5744436e-07	6.3891516e-07	4.0738286e-06	1.3389567e-06	4.9755507e-07	4.0630215e-06	1.8925562e-06	2.7770151e-07	4.5608676e-06	1.4205327e-06	2.4632117e-07
--Non-small cell lung cancer	1.0286233e-11	1.2663336e-11	1.0926095e-07	7.7162918e-08	6.6587712e-07	9.4765948e-08	1.4428618e-08	1.2493984e-11	1.8800856e-11	2.7752966e-07	7.8920168e-08
-Immune System Diseases	0.0005018312	0.00072350962	0.00084775169	0.00055813042	0.00044686429	0.00055659131	0.0012277962	0.0010457439	0.0021557469	0.0011376874	0.0011670068
--Systemic lupus erythematosus	0.0005018312	0.00072350962	0.00084775169	0.00055813042	0.00044686429	0.00055659131	0.0012277962	0.0010457439	0.0021557469	0.0011376874	0.0011670068
-Neurodegenerative Diseases	0.0012052921	0.001198651	0.00091654222	0.0007816921	0.00098579179	0.00070709722	0.0012517715	0.0012974533	0.0019027994	0.001153291	0.0012480189
--Alzheimer's disease	1.1784685e-05	5.6947161e-05	1.3946104e-05	5.1840747e-06	9.896035e-06	2.7718259e-05	4.4533033e-05	0.00021347009	4.2511471e-05	1.5166885e-05	1.4671419e-05
--Parkinson's disease	6.4155299e-06	3.2782545e-05	3.3371453e-05	7.8859292e-07	5.3504223e-06	2.4430224e-05	1.0430866e-05	3.6405256e-06	0.00013325606	3.7922017e-05	5.0408495e-06
--Amyotrophic lateral sclerosis (ALS)	0.00088841624	0.00076149678	0.00060128357	0.00056497497	0.00078691316	0.00054196508	0.00084295023	0.00085941467	0.0012716043	0.0005714509	0.0010150011
--Huntington's disease	0.00029867565	0.00034742452	0.0002679411	0.00021074446	0.00018363217	0.00011298365	0.0003538574	0.00022092798	0.00045542764	0.00052875116	0.00021330556
-Cardiovascular Diseases	0.00044626408	0.00010559615	0.00030672366	0.00020325479	0.0003142048	0.0010454731	0.00031259221	8.4180185e-05	0.00025180662	0.00030945655	0.00011116773
--Hypertrophic cardiomyopathy (HCM)	0.00038481364	9.2805824e-05	0.00027675784	0.00015521896	0.00028108317	0.0010025006	0.00026988917	5.1880588e-05	0.00023819708	0.00023249196	0.00010307431
--Arrhythmogenic right ventricular cardiomyopathy (ARVC)	6.1450447e-05	1.2790327e-05	2.9965825e-05	4.8035836e-05	3.3121627e-05	4.2972446e-05	4.2703033e-05	3.2299597e-05	1.3609538e-05	7.6964587e-05	8.0934167e-06
-Infectious Diseases	0.00047720074	0.00059719006	0.00063472512	0.00075507339	0.00061607321	0.00054166351	0.00071268169	0.0009425673	0.0009662873	0.00090321828	0.0007593333
--HTLV-I infection	6.1418589e-06	2.1424837e-06	1.9768954e-05	8.4386672e-06	2.7082818e-05	6.6205443e-06	1.364798e-05	9.983547e-06	2.6574898e-06	1.3975215e-05	1.0384771e-05
--Epstein-Barr virus infection	0.00018506016	0.00013180199	0.0003211209	0.00035413447	0.00027624862	0.00010408535	0.00020846623	0.0004388776	0.00037223113	0.00052728112	0.00030601475
--Legionellosis	1.1685467e-05	5.0606737e-06	2.7580141e-06	5.9368146e-06	1.2061916e-05	4.8497678e-06	2.6324337e-05	1.9613786e-05	1.0655041e-05	2.7937014e-05	9.2468205e-06
--Herpes simplex infection	4.0683714e-07	8.6391396e-07	7.2781284e-07	3.2855199e-06	3.1883273e-06	2.059293e-06	2.981978e-06	7.5233362e-07	3.7994814e-07	1.6264315e-06	2.3046986e-06
--Salmonella infection	6.3128114e-06	2.1326922e-06	1.1470364e-05	2.0170739e-05	1.6899056e-05	8.2446983e-06	2.6836591e-05	5.8573879e-06	1.4460206e-05	2.062854e-05	2.7088728e-05
--Vibrio cholerae infection	4.2210338e-05	1.7308756e-05	4.0189776e-05	5.1875621e-05	5.8056697e-05	4.904256e-05	8.9020938e-05	0.00019098304	2.8636309e-05	3.1516907e-05	8.7261604e-05
--Pathogenic Escherichia coli infection	3.0613717e-05	0.00012773705	2.7248507e-05	1.4647161e-05	6.5903603e-06	2.5742098e-05	4.7049688e-05	1.2545966e-05	7.2505856e-05	9.6302902e-06	8.6827376e-05
--Staphylococcus aureus infection	2.0674988e-08	1.2663336e-11	4.928683e-12	4.8748211e-08	3.9633378e-08	9.3653107e-09	4.4574525e-12	1.1980659e-07	3.1276884e-07	7.8768137e-08	1.7444137e-11
--Tuberculosis	4.5043829e-06	2.8438654e-06	3.3392167e-06	2.5862345e-06	5.4926025e-06	1.6734181e-06	5.8182277e-06	1.7046229e-06	3.4616165e-05	3.5123608e-06	1.126481e-05
--Bacterial invasion of epithelial cells	6.4031261e-05	6.8443318e-05	0.00012366326	0.00010160262	5.3097001e-05	7.9928924e-05	6.669904e-05	5.1004391e-05	0.00018045971	7.5038903e-05	5.2469376e-05
--Measles	8.421508e-05	0.00021093818	6.5269628e-05	0.00012062995	9.0524241e-05	0.00016180491	0.00019358089	0.00017902578	0.00019383644	0.00012687582	0.0001162675
--Influenza A	3.6869167e-05	2.4687613e-05	1.7032227e-05	7.0009047e-05	6.6399201e-05	4.6328585e-05	3.194874e-05	3.1880452e-05	5.5328594e-05	6.4142804e-05	4.9431952e-05
--Hepatitis C	5.1289902e-06	3.2295099e-06	2.1364615e-06	1.7077887e-06	3.9273268e-07	5.1273999e-05	3.0704687e-07	2.1857602e-07	2.0764426e-07	9.741087e-07	7.7089669e-07
Not Mapped	0.19736441	0.17892153	0.20581995	0.19934001	0.21383976	0.21051227	0.19715608	0.19224901	0.19783696	0.21313137	0.20746448
-Not Mapped	0.19736441	0.17892153	0.20581995	0.19934001	0.21383976	0.21051227	0.19715608	0.19224901	0.19783696	0.21313137	0.20746448
--Not mapped	0.19736441	0.17892153	0.20581995	0.19934001	0.21383976	0.21051227	0.19715608	0.19224901	0.19783696	0.21313137	0.20746448
