Numerator	Denominator	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
-Cell Motility	Cellular Processes	0.471	0.5033	0.5185	0.0004146	0.0004672	0.0005045	0.0003119	0.0003519	0.00039	0.0002805	0.0003153	0.0003472	0.0002531	0.0002852	0.0003232
-Cell Growth and Death	Cellular Processes	0.1739	0.1862	0.2022	0.3273	0.3401	0.3584	0.3251	0.339	0.3654	0.3401	0.351	0.3819	0.3705	0.3886	0.4176
-Cellular Community	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	Cellular Processes	34.63	35.24	36.36	56.1	57.64	60.41	53.92	55.96	59.48	54.03	55.53	59.28	51.35	53.51	57.94
-Membrane Transport	Cellular Processes	5.622	5.729	6.077	8.466	8.642	9.499	7.707	7.946	8.926	6.929	7.144	7.909	5.881	5.998	6.584
-Central Carbon Metabolism	Cellular Processes	12.98	13.94	14.28	20.76	21.44	23.53	18.52	19.47	21.56	16.82	17.83	19.74	14.86	16.09	17.55
-Energy Metabolism	Cellular Processes	1.135	1.183	1.293	2.138	2.246	2.414	2.269	2.465	2.613	2.181	2.368	2.542	2.021	2.205	2.329
-Biosynthesis	Cellular Processes	8.625	8.87	9.328	16.05	16.92	18.02	17.14	18.28	19.91	20.05	21.31	22.96	20.74	22.27	24.27
-Other Enzymes	Cellular Processes	4.886	5.367	5.88	7.12	7.795	8.613	6.469	7.24	8.061	6.274	7.041	7.689	6.268	7.144	8.001
Organismal Systems	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Immune System	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	Cellular Processes	0.01016	0.07123	0.3628	0.01832	0.1237	0.6448	0.01747	0.1014	0.7558	0.01717	0.09146	0.7175	0.01425	0.08927	0.7746
-Cancers	Cellular Processes	0	0	0.006914	0	0	0.007979	0	0	0.006814	0	0	0.006127	0	0	0.006319
-Immune Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Substance Dependence	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine and Metabolic Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	Cellular Processes	2.699e-05	0.01491	0.07311	3.696e-05	0.02214	0.1259	2.82e-05	0.02544	0.1029	2.546e-05	0.02264	0.09295	2.325e-05	0.02483	0.08938
-Drug resistance	Cellular Processes	0.002012	0.0342	0.3444	0.003378	0.05393	0.6202	0.00361	0.05261	0.7278	0.003727	0.0481	0.6935	0.004562	0.0426	0.7482
Not Mapped	Cellular Processes	5.58	5.737	5.91	7.381	7.588	7.959	6.662	6.92	7.367	6.296	6.478	6.923	6.176	6.448	6.983
-Not Mapped	Cellular Processes	5.58	5.737	5.91	7.381	7.588	7.959	6.662	6.92	7.367	6.296	6.478	6.923	6.176	6.448	6.983
TOTAL	-Cell Structure	710.7	710.7	710.7	319.6	319.6	319.6	302.6	302.6	302.6	307.5	307.5	307.5	375.3	375.3	375.3
MAPPED	-Cell Structure	639.6	639.6	639.6	293.3	293.3	293.3	279.8	279.8	279.8	285.9	285.9	285.9	349.3	349.3	349.3
Genetic Information Processing	-Cell Structure	179.5	181.1	184.8	86.1	86.98	88.72	88.4	89.42	90.99	94.32	95.37	96.92	125.2	126.5	128.5
-Transcription	-Cell Structure	28.34	30.17	30.71	13.52	14.43	14.62	13.63	14.48	14.62	13.84	14.67	14.85	17.47	18.46	18.77
-Translation	-Cell Structure	97.75	98.89	99.59	48.96	49.5	49.87	52.68	53.26	53.63	58.49	59.07	59.44	80.47	81.25	81.66
-Folding, Sorting and Degradation	-Cell Structure	39.78	42.24	43.42	17.46	18.66	19.19	16.37	17.65	18.21	16.62	17.85	18.41	20.84	22.32	23.03
-DNA Maintenance	-Cell Structure	10.01	10.42	10.69	4.491	4.774	4.891	3.97	4.335	4.372	3.683	4.039	4.092	4.354	4.849	4.901
-RNA Family	-Cell Structure	0.0007459	0.001077	0.001326	0.0002828	0.0004085	0.0005028	0.0002045	0.0002954	0.0003636	0.000184	0.0002658	0.0003271	0.0002041	0.0002948	0.0003628
Environmental Information Processing	-Cell Structure	5.427	6.374	6.95	1.997	2.122	2.619	1.527	1.639	2.021	1.396	1.525	1.808	1.544	1.699	1.997
-Signal Transduction	-Cell Structure	5.372	6.32	6.895	1.997	2.122	2.619	1.527	1.639	2.021	1.396	1.525	1.808	1.544	1.699	1.997
-Signaling Molecules and Interaction	-Cell Structure	0.05438	0.05438	0.05438	9.428e-05	9.428e-05	9.428e-05	6.818e-05	6.818e-05	6.818e-05	6.133e-05	6.133e-05	6.133e-05	6.802e-05	6.802e-05	6.802e-05
Cellular Processes	-Cell Structure	11.99	12.28	12.67	3.239	3.401	3.562	3.03	3.224	3.424	3.062	3.212	3.426	3.648	3.901	4.21
-Cell Structure	-Cell Structure	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Crystallins	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-       Stress response	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular transport	-Cell Structure	0.01612	0.2851	0.2852	0.0055	0.1031	0.1031	0.005413	0.133	0.133	0.00487	0.1013	0.1014	0.005401	0.1832	0.1832
-Cytoskeleton	-Cell Structure	2.529	2.529	2.659	1.14	1.14	1.204	0.997	0.997	1.063	0.982	0.982	1.035	1.224	1.224	1.299
-Cell Motility	-Cell Structure	5.683	6.202	6.504	0.001477	0.001603	0.001634	0.001068	0.001159	0.001182	0.0009609	0.001043	0.001063	0.001066	0.001156	0.001179
-Cell Growth and Death	-Cell Structure	2.156	2.287	2.44	1.092	1.157	1.254	1.027	1.093	1.227	1.074	1.127	1.288	1.418	1.493	1.727
-Cellular Community	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Cell Structure	432.3	437.9	441	196.9	199.7	201.3	181.7	184.5	186.1	182.2	184.9	186.4	212.4	215.8	217.8
-Membrane Transport	-Cell Structure	68.93	71.88	74.18	28.46	30.2	31.01	24.6	26.5	27.21	22.06	23.94	24.52	22.41	24.98	25.52
-Central Carbon Metabolism	-Cell Structure	158.7	169.6	176.6	72.47	73.94	78.44	62.67	63.4	68.3	57.08	57.61	62.35	62.56	64.1	67.73
-Energy Metabolism	-Cell Structure	14	14.49	15.81	7.421	7.673	8.443	7.605	7.927	8.773	7.335	7.631	8.572	8.372	8.672	9.63
-Biosynthesis	-Cell Structure	107.8	110.1	114.2	56.7	57.57	60.81	57.97	59.19	62.19	67.55	69.5	72.16	85.64	88.44	90.36
-Other Enzymes	-Cell Structure	60.57	68.41	72.97	24.94	27.29	30.36	22.15	24.22	26.61	21.49	23.22	25.81	25.91	28.17	30.08
Organismal Systems	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Immune System	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Cell Structure	0.1287	0.854	4.366	0.0623	0.4008	2.13	0.05632	0.3074	2.34	0.05514	0.2801	2.235	0.05558	0.3257	2.884
-Cancers	-Cell Structure	0	0	0.08813	0	0	0.02842	0	0	0.02333	0	0	0.02099	0	0	0.0266
-Immune Diseases	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Substance Dependence	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Cell Structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Cell Structure	0.0003315	0.19	0.9226	0.0001257	0.07886	0.4361	9.09e-05	0.08542	0.3393	8.178e-05	0.07635	0.3094	9.069e-05	0.1027	0.3604
-Drug resistance	-Cell Structure	0.02428	0.4244	4.23	0.01203	0.1921	2.097	0.01236	0.1802	2.3	0.01277	0.1648	2.208	0.0192	0.1794	2.837
Not Mapped	-Cell Structure	71.12	71.12	71.12	26.29	26.29	26.29	22.81	22.81	22.81	21.57	21.57	21.57	26	26	26
-Not Mapped	-Cell Structure	71.12	71.12	71.12	26.29	26.29	26.29	22.81	22.81	22.81	21.57	21.57	21.57	26	26	26
TOTAL	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-       Stress response	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Immune System	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Crystallins	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Immune Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-       Stress response	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Immune System	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Stress Response	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Immune Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Stress Response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-       Stress response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-       Stress response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-       Stress response	-       Stress response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
