Numerator	Denominator	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
Cellular Processes	Environmental Information Processing	1.526	1.165	1.46	1.665	1.825
-Cell Structure	Environmental Information Processing	0.1248	0.3331	0.4349	0.4937	0.4413
-Crystallins	Environmental Information Processing	0	0	0	0	0
-Stress Response	Environmental Information Processing	0	0	0	0	0
-       Stress response	Environmental Information Processing	0	0	0	0	0
-Vesicular transport	Environmental Information Processing	0.002541	0.002457	0.003144	0.003082	0.003082
-Cytoskeleton	Environmental Information Processing	0.3156	0.3797	0.4336	0.4848	0.54
-Cell Motility	Environmental Information Processing	0.7456	0.0005444	0.0005139	0.0005249	0.0005203
-Cell Growth and Death	Environmental Information Processing	0.3044	0.4176	0.5121	0.5939	0.7099
-Cellular Community	Environmental Information Processing	0	0	0	0	0
Metabolism	Environmental Information Processing	53.95	65.59	79.1	90.05	93.91
-Membrane Transport	Environmental Information Processing	8.634	9.865	11.26	11.54	10.73
-Central Carbon Metabolism	Environmental Information Processing	19.8	24.97	28.41	29.33	28.81
-Energy Metabolism	Environmental Information Processing	1.973	2.813	3.816	4.232	4.25
-Biosynthesis	Environmental Information Processing	13.52	18.89	25.43	33.93	38.68
-Other Enzymes	Environmental Information Processing	8.716	9.058	10.19	11.02	11.44
Organismal Systems	Environmental Information Processing	0	0	0	0	0
-Immune System	Environmental Information Processing	0	0	0	0	0
-Endocrine System	Environmental Information Processing	0	0	0	0	0
-Circulatory System	Environmental Information Processing	0	0	0	0	0
-Digestive System	Environmental Information Processing	0	0	0	0	0
-Excretory System	Environmental Information Processing	0	0	0	0	0
-Nervous System	Environmental Information Processing	0	0	0	0	0
-Sensory System	Environmental Information Processing	0	0	0	0	0
-Development	Environmental Information Processing	0	0	0	0	0
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0
Human Diseases	Environmental Information Processing	0.0192	0.02379	0.02786	0.03095	0.02849
-Cancers	Environmental Information Processing	0	0	0	0	0
-Immune Diseases	Environmental Information Processing	0	0	0	0	0
-Neurodegenerative Diseases	Environmental Information Processing	0	0	0	0	0
-Substance Dependence	Environmental Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0	0
-Endocrine and Metabolic Diseases	Environmental Information Processing	0	0	0	0	0
-Infectious Diseases	Environmental Information Processing	6.05e-05	6.295e-05	5.931e-05	5.805e-05	5.799e-05
-Drug resistance	Environmental Information Processing	0.003629	0.005093	0.006881	0.007781	0.0103
Not Mapped	Environmental Information Processing	8.876	8.758	9.921	10.65	11.47
-Not Mapped	Environmental Information Processing	8.876	8.758	9.921	10.65	11.47
TOTAL	-Signal Transduction	89.31	106.5	131.6	151.8	165.6
MAPPED	-Signal Transduction	80.37	97.72	121.7	141.2	154.1
Genetic Information Processing	-Signal Transduction	23.44	29.87	39.99	48.33	57.26
-Transcription	-Signal Transduction	3.939	4.991	6.494	7.458	8.419
-Translation	-Signal Transduction	12.46	16.55	23.25	29.26	35.97
-Folding, Sorting and Degradation	-Signal Transduction	5.72	6.723	8.347	9.589	10.71
-DNA Maintenance	-Signal Transduction	1.318	1.6	1.902	2.02	2.162
-RNA Family	-Signal Transduction	0.000117	0.00012	0.0001124	0.0001148	0.0001162
Environmental Information Processing	-Signal Transduction	1.007	1	1	1	1
-Signal Transduction	-Signal Transduction	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	0.006834	3.141e-05	2.965e-05	3.028e-05	3.002e-05
Cellular Processes	-Signal Transduction	1.536	1.165	1.46	1.665	1.825
-Cell Structure	-Signal Transduction	0.1257	0.3331	0.4349	0.4937	0.4413
-Crystallins	-Signal Transduction	0	0	0	0	0
-Stress Response	-Signal Transduction	0	0	0	0	0
-       Stress response	-Signal Transduction	0	0	0	0	0
-Vesicular transport	-Signal Transduction	0.002563	0.002457	0.003144	0.003082	0.003082
-Cytoskeleton	-Signal Transduction	0.3178	0.3797	0.4336	0.4848	0.5401
-Cell Motility	-Signal Transduction	0.7507	0.0005444	0.000514	0.0005249	0.0005203
-Cell Growth and Death	-Signal Transduction	0.3065	0.4176	0.5122	0.5939	0.7099
-Cellular Community	-Signal Transduction	0	0	0	0	0
Metabolism	-Signal Transduction	54.31	65.59	79.1	90.06	93.91
-Membrane Transport	-Signal Transduction	8.693	9.865	11.26	11.54	10.73
-Central Carbon Metabolism	-Signal Transduction	19.94	24.97	28.41	29.33	28.81
-Energy Metabolism	-Signal Transduction	1.986	2.813	3.816	4.232	4.25
-Biosynthesis	-Signal Transduction	13.61	18.89	25.43	33.94	38.69
-Other Enzymes	-Signal Transduction	8.784	9.058	10.19	11.02	11.44
Organismal Systems	-Signal Transduction	0	0	0	0	0
-Immune System	-Signal Transduction	0	0	0	0	0
-Endocrine System	-Signal Transduction	0	0	0	0	0
-Circulatory System	-Signal Transduction	0	0	0	0	0
-Digestive System	-Signal Transduction	0	0	0	0	0
-Excretory System	-Signal Transduction	0	0	0	0	0
-Nervous System	-Signal Transduction	0	0	0	0	0
-Sensory System	-Signal Transduction	0	0	0	0	0
-Development	-Signal Transduction	0	0	0	0	0
-Environmental Adaptation	-Signal Transduction	0	0	0	0	0
Human Diseases	-Signal Transduction	0.01936	0.02379	0.02786	0.03095	0.02849
-Cancers	-Signal Transduction	0	0	0	0	0
-Immune Diseases	-Signal Transduction	0	0	0	0	0
-Neurodegenerative Diseases	-Signal Transduction	0	0	0	0	0
-Substance Dependence	-Signal Transduction	0	0	0	0	0
-Cardiovascular Diseases	-Signal Transduction	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Signal Transduction	0	0	0	0	0
-Infectious Diseases	-Signal Transduction	6.11e-05	6.295e-05	5.932e-05	5.806e-05	5.8e-05
-Drug resistance	-Signal Transduction	0.003658	0.005093	0.006881	0.007781	0.0103
Not Mapped	-Signal Transduction	8.937	8.759	9.921	10.65	11.47
-Not Mapped	-Signal Transduction	8.937	8.759	9.921	10.65	11.47
TOTAL	-Signaling Molecules and Interaction	13070	3390000	4438000	5014000	5517000
MAPPED	-Signaling Molecules and Interaction	11760	3111000	4103000	4662000	5135000
Genetic Information Processing	-Signaling Molecules and Interaction	3301	913200	1297000	1538000	1840000
-Transcription	-Signaling Molecules and Interaction	521.1	143400	200000	225700	256800
-Translation	-Signaling Molecules and Interaction	1797	519400	772800	953600	1183000
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	731.5	185200	240100	271000	306300
-DNA Maintenance	-Signaling Molecules and Interaction	184.1	47640	58230	60050	64010
-RNA Family	-Signaling Molecules and Interaction	0.01372	3	3	3	3
Environmental Information Processing	-Signaling Molecules and Interaction	99.78	21180	22400	22760	22710
-Signal Transduction	-Signaling Molecules and Interaction	98.78	21180	22400	22760	22700
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	220.4	34350	44450	49920	53630
-Cell Structure	-Signaling Molecules and Interaction	18.39	10610	14670	16300	14700
-Crystallins	-Signaling Molecules and Interaction	0	0	0	0	0
-Stress Response	-Signaling Molecules and Interaction	0	0	0	0	0
-       Stress response	-Signaling Molecules and Interaction	0	0	0	0	0
-Vesicular transport	-Signaling Molecules and Interaction	0.2963	58.33	79.4	79.4	79.4
-Cytoskeleton	-Signaling Molecules and Interaction	46.5	12090	14620	16010	17990
-Cell Motility	-Signaling Molecules and Interaction	104.5	15.67	15.67	15.67	15.67
-Cell Growth and Death	-Signaling Molecules and Interaction	39.65	11580	15060	17510	20840
-Cellular Community	-Signaling Molecules and Interaction	0	0	0	0	0
Metabolism	-Signaling Molecules and Interaction	7948	2089000	2665000	2970000	3123000
-Membrane Transport	-Signaling Molecules and Interaction	1268	301900	360900	359700	329400
-Central Carbon Metabolism	-Signaling Molecules and Interaction	2917	768700	919200	930600	919800
-Energy Metabolism	-Signaling Molecules and Interaction	257.5	78710	111500	119600	123100
-Biosynthesis	-Signaling Molecules and Interaction	1981	601400	850300	1101000	1259000
-Other Enzymes	-Signaling Molecules and Interaction	1114	264500	324900	350400	381000
Organismal Systems	-Signaling Molecules and Interaction	0	0	0	0	0
-Immune System	-Signaling Molecules and Interaction	0	0	0	0	0
-Endocrine System	-Signaling Molecules and Interaction	0	0	0	0	0
-Circulatory System	-Signaling Molecules and Interaction	0	0	0	0	0
-Digestive System	-Signaling Molecules and Interaction	0	0	0	0	0
-Excretory System	-Signaling Molecules and Interaction	0	0	0	0	0
-Nervous System	-Signaling Molecules and Interaction	0	0	0	0	0
-Sensory System	-Signaling Molecules and Interaction	0	0	0	0	0
-Development	-Signaling Molecules and Interaction	0	0	0	0	0
-Environmental Adaptation	-Signaling Molecules and Interaction	0	0	0	0	0
Human Diseases	-Signaling Molecules and Interaction	2.367	660.8	826	898.9	817.2
-Cancers	-Signaling Molecules and Interaction	0	0	0	0	0
-Immune Diseases	-Signaling Molecules and Interaction	0	0	0	0	0
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	0	0	0	0	0
-Substance Dependence	-Signaling Molecules and Interaction	0	0	0	0	0
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Signaling Molecules and Interaction	0	0	0	0	0
-Infectious Diseases	-Signaling Molecules and Interaction	0.006096	1.333	1.333	1.333	1.333
-Drug resistance	-Signaling Molecules and Interaction	0.4464	127.6	181.3	208.1	282.3
Not Mapped	-Signaling Molecules and Interaction	1308	278900	334600	351600	382200
-Not Mapped	-Signaling Molecules and Interaction	1308	278900	334600	351600	382200
TOTAL	Cellular Processes	55.76	89.72	88.36	89.77	89.13
MAPPED	Cellular Processes	50.18	82.34	81.7	83.47	82.96
Genetic Information Processing	Cellular Processes	14.09	24.22	25.82	27.55	29.78
-Transcription	Cellular Processes	2.284	3.794	3.981	4.041	4.149
-Translation	Cellular Processes	7.758	13.89	15.53	17.22	19.28
-Folding, Sorting and Degradation	Cellular Processes	3.121	4.9	4.781	4.851	4.949
-DNA Maintenance	Cellular Processes	0.8195	1.344	1.254	1.16	1.146
-RNA Family	Cellular Processes	6.011e-05	7.939e-05	5.973e-05	5.371e-05	4.847e-05
Environmental Information Processing	Cellular Processes	0.4301	0.5626	0.446	0.4076	0.3668
-Signal Transduction	Cellular Processes	0.4257	0.5626	0.446	0.4075	0.3668
-Signaling Molecules and Interaction	Cellular Processes	0.004267	2.646e-05	1.991e-05	1.79e-05	1.616e-05
Cellular Processes	Cellular Processes	1	1	1	1	1
-Cell Structure	Cellular Processes	0.07846	0.2807	0.292	0.2919	0.2375
-Crystallins	Cellular Processes	0	0	0	0	0
-Stress Response	Cellular Processes	0	0	0	0	0
-       Stress response	Cellular Processes	0	0	0	0	0
-Vesicular transport	Cellular Processes	0.001277	0.001587	0.001642	0.001463	0.001339
-Cytoskeleton	Cellular Processes	0.1996	0.3258	0.2969	0.2912	0.296
-Cell Motility	Cellular Processes	0.471	0.0004146	0.0003119	0.0002805	0.0002531
-Cell Growth and Death	Cellular Processes	0.1739	0.3273	0.3251	0.3401	0.3705
-Cellular Community	Cellular Processes	0	0	0	0	0
Metabolism	Cellular Processes	34.63	56.1	53.92	54.03	51.35
-Membrane Transport	Cellular Processes	5.622	8.466	7.707	6.929	5.881
-Central Carbon Metabolism	Cellular Processes	12.98	20.76	18.52	16.82	14.86
-Energy Metabolism	Cellular Processes	1.135	2.138	2.269	2.181	2.021
-Biosynthesis	Cellular Processes	8.625	16.05	17.14	20.05	20.74
-Other Enzymes	Cellular Processes	4.886	7.12	6.469	6.274	6.268
Organismal Systems	Cellular Processes	0	0	0	0	0
-Immune System	Cellular Processes	0	0	0	0	0
-Endocrine System	Cellular Processes	0	0	0	0	0
-Circulatory System	Cellular Processes	0	0	0	0	0
-Digestive System	Cellular Processes	0	0	0	0	0
-Excretory System	Cellular Processes	0	0	0	0	0
-Nervous System	Cellular Processes	0	0	0	0	0
-Sensory System	Cellular Processes	0	0	0	0	0
-Development	Cellular Processes	0	0	0	0	0
-Environmental Adaptation	Cellular Processes	0	0	0	0	0
Human Diseases	Cellular Processes	0.01016	0.01832	0.01747	0.01717	0.01425
-Cancers	Cellular Processes	0	0	0	0	0
-Immune Diseases	Cellular Processes	0	0	0	0	0
-Neurodegenerative Diseases	Cellular Processes	0	0	0	0	0
-Substance Dependence	Cellular Processes	0	0	0	0	0
-Cardiovascular Diseases	Cellular Processes	0	0	0	0	0
-Endocrine and Metabolic Diseases	Cellular Processes	0	0	0	0	0
-Infectious Diseases	Cellular Processes	2.699e-05	3.696e-05	2.82e-05	2.546e-05	2.325e-05
-Drug resistance	Cellular Processes	0.002012	0.003378	0.00361	0.003727	0.004562
Not Mapped	Cellular Processes	5.58	7.381	6.662	6.296	6.176
-Not Mapped	Cellular Processes	5.58	7.381	6.662	6.296	6.176
TOTAL	-Cell Structure	710.7	319.6	302.6	307.5	375.3
MAPPED	-Cell Structure	639.6	293.3	279.8	285.9	349.3
Genetic Information Processing	-Cell Structure	179.5	86.1	88.4	94.32	125.2
-Transcription	-Cell Structure	28.34	13.52	13.63	13.84	17.47
-Translation	-Cell Structure	97.75	48.96	52.68	58.49	80.47
-Folding, Sorting and Degradation	-Cell Structure	39.78	17.46	16.37	16.62	20.84
-DNA Maintenance	-Cell Structure	10.01	4.491	3.97	3.683	4.354
-RNA Family	-Cell Structure	0.0007459	0.0002828	0.0002045	0.000184	0.0002041
Environmental Information Processing	-Cell Structure	5.427	1.997	1.527	1.396	1.544
-Signal Transduction	-Cell Structure	5.372	1.997	1.527	1.396	1.544
-Signaling Molecules and Interaction	-Cell Structure	0.05438	9.428e-05	6.818e-05	6.133e-05	6.802e-05
Cellular Processes	-Cell Structure	11.99	3.239	3.03	3.062	3.648
-Cell Structure	-Cell Structure	1	1	1	1	1
-Crystallins	-Cell Structure	0	0	0	0	0
-Stress Response	-Cell Structure	0	0	0	0	0
-       Stress response	-Cell Structure	0	0	0	0	0
-Vesicular transport	-Cell Structure	0.01612	0.0055	0.005413	0.00487	0.005401
-Cytoskeleton	-Cell Structure	2.529	1.14	0.997	0.982	1.224
-Cell Motility	-Cell Structure	5.683	0.001477	0.001068	0.0009609	0.001066
-Cell Growth and Death	-Cell Structure	2.156	1.092	1.027	1.074	1.418
-Cellular Community	-Cell Structure	0	0	0	0	0
Metabolism	-Cell Structure	432.3	196.9	181.7	182.2	212.4
-Membrane Transport	-Cell Structure	68.93	28.46	24.6	22.06	22.41
-Central Carbon Metabolism	-Cell Structure	158.7	72.47	62.67	57.08	62.56
-Energy Metabolism	-Cell Structure	14	7.421	7.605	7.335	8.372
-Biosynthesis	-Cell Structure	107.8	56.7	57.97	67.55	85.64
-Other Enzymes	-Cell Structure	60.57	24.94	22.15	21.49	25.91
Organismal Systems	-Cell Structure	0	0	0	0	0
-Immune System	-Cell Structure	0	0	0	0	0
-Endocrine System	-Cell Structure	0	0	0	0	0
-Circulatory System	-Cell Structure	0	0	0	0	0
-Digestive System	-Cell Structure	0	0	0	0	0
-Excretory System	-Cell Structure	0	0	0	0	0
-Nervous System	-Cell Structure	0	0	0	0	0
-Sensory System	-Cell Structure	0	0	0	0	0
-Development	-Cell Structure	0	0	0	0	0
-Environmental Adaptation	-Cell Structure	0	0	0	0	0
Human Diseases	-Cell Structure	0.1287	0.0623	0.05632	0.05514	0.05558
-Cancers	-Cell Structure	0	0	0	0	0
-Immune Diseases	-Cell Structure	0	0	0	0	0
-Neurodegenerative Diseases	-Cell Structure	0	0	0	0	0
-Substance Dependence	-Cell Structure	0	0	0	0	0
-Cardiovascular Diseases	-Cell Structure	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Cell Structure	0	0	0	0	0
-Infectious Diseases	-Cell Structure	0.0003315	0.0001257	9.09e-05	8.178e-05	9.069e-05
-Drug resistance	-Cell Structure	0.02428	0.01203	0.01236	0.01277	0.0192
Not Mapped	-Cell Structure	71.12	26.29	22.81	21.57	26
-Not Mapped	-Cell Structure	71.12	26.29	22.81	21.57	26
TOTAL	-Crystallins	Inf	Inf	Inf	Inf	Inf
MAPPED	-Crystallins	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Transcription	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Translation	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Crystallins	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Crystallins	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Crystallins	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Crystallins	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Crystallins	NaN	NaN	NaN	NaN	NaN
-       Stress response	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Crystallins	NaN	NaN	NaN	NaN	NaN
Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Crystallins	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Immune System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Development	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Crystallins	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cancers	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Immune Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-Crystallins	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Crystallins	Inf	Inf	Inf	Inf	Inf
TOTAL	-Stress Response	Inf	Inf	Inf	Inf	Inf
MAPPED	-Stress Response	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Transcription	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Translation	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Stress Response	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Stress Response	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Stress Response	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Stress Response	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Stress Response	NaN	NaN	NaN	NaN	NaN
-       Stress response	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Stress Response	NaN	NaN	NaN	NaN	NaN
Metabolism	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Stress Response	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Immune System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Development	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Stress Response	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cancers	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Immune Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-Stress Response	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Stress Response	Inf	Inf	Inf	Inf	Inf
TOTAL	-       Stress response	Inf	Inf	Inf	Inf	Inf
MAPPED	-       Stress response	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Transcription	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Translation	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-       Stress response	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-       Stress response	Inf	Inf	Inf	Inf	Inf
-RNA Family	-       Stress response	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-       Stress response	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Crystallins	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Stress Response	-       Stress response	NaN	NaN	NaN	NaN	NaN
-       Stress response	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-       Stress response	NaN	NaN	NaN	NaN	NaN
Metabolism	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-       Stress response	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Immune System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Digestive System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Excretory System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Nervous System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Sensory System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Development	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-       Stress response	NaN	NaN	NaN	NaN	NaN
Human Diseases	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cancers	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Immune Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-       Stress response	Inf	Inf	Inf	Inf	Inf
Not Mapped	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-       Stress response	Inf	Inf	Inf	Inf	Inf
TOTAL	-Vesicular transport	2492	3099	2275	3034	2049
MAPPED	-Vesicular transport	2243	2844	2104	2821	1907
Genetic Information Processing	-Vesicular transport	629.5	836.5	664.8	931.1	684.3
-Transcription	-Vesicular transport	99.36	131	102.5	136.6	95.35
-Translation	-Vesicular transport	346.1	479.9	400	582.2	443.2
-Folding, Sorting and Degradation	-Vesicular transport	139.5	169.2	123.1	164	113.7
-DNA Maintenance	-Vesicular transport	35.81	45.5	32.04	39.33	26.08
-RNA Family	-Vesicular transport	0.002615	0.002742	0.001538	0.001815	0.001114
Environmental Information Processing	-Vesicular transport	19.22	19.37	11.48	13.77	8.431
-Signal Transduction	-Vesicular transport	19.03	19.37	11.48	13.77	8.43
-Signaling Molecules and Interaction	-Vesicular transport	0.1907	0.0009141	0.0005126	0.0006051	0.0003713
Cellular Processes	-Vesicular transport	42.32	32.35	23.74	31.16	20.88
-Cell Structure	-Vesicular transport	3.506	9.696	7.519	9.866	5.459
-Crystallins	-Vesicular transport	0	0	0	0	0
-Stress Response	-Vesicular transport	0	0	0	0	0
-       Stress response	-Vesicular transport	0	0	0	0	0
-Vesicular transport	-Vesicular transport	1	1	1	1	1
-Cytoskeleton	-Vesicular transport	8.867	11.05	7.497	9.688	6.681
-Cell Motility	-Vesicular transport	19.93	0.01432	0.008031	0.009481	0.005817
-Cell Growth and Death	-Vesicular transport	7.56	10.59	7.719	10.6	7.738
-Cellular Community	-Vesicular transport	0	0	0	0	0
Metabolism	-Vesicular transport	1516	1909	1367	1798	1160
