Numerator	Denominator	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
Cellular Processes	Environmental Information Processing	1.58	1.42	1.712	1.872	2.066
-Cell Structure	Environmental Information Processing	0.1391	0.3802	0.482	0.5345	0.4824
-Crystallins	Environmental Information Processing	0	0	0	0	0
-Stress Response	Environmental Information Processing	0	0	0	0	0
-       Stress response	Environmental Information Processing	0	0	0	0	0
-Vesicular transport	Environmental Information Processing	0.06922	0.07017	0.1158	0.09759	0.1606
-Cytoskeleton	Environmental Information Processing	0.4482	0.5236	0.5805	0.6331	0.7014
-Cell Motility	Environmental Information Processing	0.6057	0.0006015	0.0005536	0.0005506	0.00055
-Cell Growth and Death	Environmental Information Processing	0.3371	0.4695	0.5804	0.675	0.8144
-Cellular Community	Environmental Information Processing	0	0	0	0	0
Metabolism	Environmental Information Processing	58.81	72.1	84.34	93.65	97.85
-Membrane Transport	Environmental Information Processing	11.3	12.36	13.86	14.08	13.3
-Central Carbon Metabolism	Environmental Information Processing	19.66	22.72	25.05	25.61	24.96
-Energy Metabolism	Environmental Information Processing	2.24	3.184	4.076	4.351	4.383
-Biosynthesis	Environmental Information Processing	15.82	21.74	27.56	34.92	39.47
-Other Enzymes	Environmental Information Processing	10.5	12.6	14.56	15.43	15.77
Organismal Systems	Environmental Information Processing	0	0	0	0	0
-Immune System	Environmental Information Processing	0	0	0	0	0
-Endocrine System	Environmental Information Processing	0	0	0	0	0
-Circulatory System	Environmental Information Processing	0	0	0	0	0
-Digestive System	Environmental Information Processing	0	0	0	0	0
-Excretory System	Environmental Information Processing	0	0	0	0	0
-Nervous System	Environmental Information Processing	0	0	0	0	0
-Sensory System	Environmental Information Processing	0	0	0	0	0
-Development	Environmental Information Processing	0	0	0	0	0
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0
Human Diseases	Environmental Information Processing	0.3735	0.5233	0.6999	0.7153	0.7952
-Cancers	Environmental Information Processing	0.007843	0.00653	0.006711	0.006417	0.007258
-Immune Diseases	Environmental Information Processing	0	0	0	0	0
-Neurodegenerative Diseases	Environmental Information Processing	0	0	0	0	0
-Substance Dependence	Environmental Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0	0
-Endocrine and Metabolic Diseases	Environmental Information Processing	0	0	0	0	0
-Infectious Diseases	Environmental Information Processing	0.1875	0.2463	0.237	0.2372	0.245
-Drug resistance	Environmental Information Processing	0.3212	0.3984	0.5356	0.5538	0.6279
Not Mapped	Environmental Information Processing	9.912	10.07	11.1	11.65	12.69
-Not Mapped	Environmental Information Processing	9.912	10.07	11.1	11.65	12.69
TOTAL	-Signal Transduction	114.2	140.4	171.4	198.2	223.2
MAPPED	-Signal Transduction	104.2	130.3	160.3	186.6	210.5
Genetic Information Processing	-Signal Transduction	42.22	55.46	73.63	90.1	109.6
-Transcription	-Signal Transduction	5.234	6.668	8.017	8.69	9.712
-Translation	-Signal Transduction	26.85	36.2	50.66	64.77	81.04
-Folding, Sorting and Degradation	-Signal Transduction	7.368	9.339	11.34	12.93	14.79
-DNA Maintenance	-Signal Transduction	3.015	3.591	3.964	4.068	4.35
-RNA Family	-Signal Transduction	0.0001669	0.0001751	0.0001606	0.0001597	0.0001595
Environmental Information Processing	-Signal Transduction	1.009	1	1	1	1
-Signal Transduction	-Signal Transduction	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	0.008901	3.485e-05	3.195e-05	3.187e-05	3.19e-05
Cellular Processes	-Signal Transduction	1.594	1.42	1.712	1.873	2.066
-Cell Structure	-Signal Transduction	0.1404	0.3802	0.482	0.5345	0.4824
-Crystallins	-Signal Transduction	0	0	0	0	0
-Stress Response	-Signal Transduction	0	0	0	0	0
-       Stress response	-Signal Transduction	0	0	0	0	0
-Vesicular transport	-Signal Transduction	0.06981	0.07017	0.1158	0.09759	0.1606
-Cytoskeleton	-Signal Transduction	0.4522	0.5236	0.5805	0.6332	0.7014
-Cell Motility	-Signal Transduction	0.6106	0.0006015	0.0005536	0.0005506	0.00055
-Cell Growth and Death	-Signal Transduction	0.3401	0.4695	0.5804	0.675	0.8144
-Cellular Community	-Signal Transduction	0	0	0	0	0
Metabolism	-Signal Transduction	59.34	72.1	84.34	93.65	97.86
-Membrane Transport	-Signal Transduction	11.4	12.36	13.86	14.08	13.3
-Central Carbon Metabolism	-Signal Transduction	19.83	22.72	25.05	25.62	24.96
-Energy Metabolism	-Signal Transduction	2.261	3.184	4.076	4.351	4.383
-Biosynthesis	-Signal Transduction	15.96	21.74	27.56	34.92	39.47
-Other Enzymes	-Signal Transduction	10.6	12.6	14.56	15.43	15.77
Organismal Systems	-Signal Transduction	0	0	0	0	0
-Immune System	-Signal Transduction	0	0	0	0	0
-Endocrine System	-Signal Transduction	0	0	0	0	0
-Circulatory System	-Signal Transduction	0	0	0	0	0
-Digestive System	-Signal Transduction	0	0	0	0	0
-Excretory System	-Signal Transduction	0	0	0	0	0
-Nervous System	-Signal Transduction	0	0	0	0	0
-Sensory System	-Signal Transduction	0	0	0	0	0
-Development	-Signal Transduction	0	0	0	0	0
-Environmental Adaptation	-Signal Transduction	0	0	0	0	0
Human Diseases	-Signal Transduction	0.3767	0.5233	0.6999	0.7153	0.7952
-Cancers	-Signal Transduction	0.007899	0.006531	0.006712	0.006417	0.007258
-Immune Diseases	-Signal Transduction	0	0	0	0	0
-Neurodegenerative Diseases	-Signal Transduction	0	0	0	0	0
-Substance Dependence	-Signal Transduction	0	0	0	0	0
-Cardiovascular Diseases	-Signal Transduction	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Signal Transduction	0	0	0	0	0
-Infectious Diseases	-Signal Transduction	0.1892	0.2463	0.237	0.2373	0.2451
-Drug resistance	-Signal Transduction	0.3233	0.3984	0.5356	0.5538	0.6279
Not Mapped	-Signal Transduction	10	10.07	11.1	11.65	12.69
-Not Mapped	-Signal Transduction	10	10.07	11.1	11.65	12.69
TOTAL	-Signaling Molecules and Interaction	12830	4027000	5366000	6219000	6996000
MAPPED	-Signaling Molecules and Interaction	11710	3738000	5018000	5854000	6598000
Genetic Information Processing	-Signaling Molecules and Interaction	4810	1610000	2318000	2842000	3448000
-Transcription	-Signaling Molecules and Interaction	600.5	195000	253800	275500	309400
-Translation	-Signaling Molecules and Interaction	3029	1043000	1586000	2032000	2540000
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	851.5	271900	358700	411200	465700
-DNA Maintenance	-Signaling Molecules and Interaction	340.1	104000	125200	128700	137600
-RNA Family	-Signaling Molecules and Interaction	0.02033	5.333	5.333	5.333	5.333
Environmental Information Processing	-Signaling Molecules and Interaction	149.2	39090	42390	43630	44090
-Signal Transduction	-Signaling Molecules and Interaction	148.2	39090	42380	43630	44090
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	181.1	42020	55810	61600	68630
-Cell Structure	-Signaling Molecules and Interaction	15.77	10910	15090	16770	15120
-Crystallins	-Signaling Molecules and Interaction	0	0	0	0	0
-Stress Response	-Signaling Molecules and Interaction	0	0	0	0	0
-       Stress response	-Signaling Molecules and Interaction	0	0	0	0	0
-Vesicular transport	-Signaling Molecules and Interaction	8.07	2022	3627	3062	5034
-Cytoskeleton	-Signaling Molecules and Interaction	50.81	15540	18910	20570	22940
-Cell Motility	-Signaling Molecules and Interaction	72.65	17.33	17.33	17.33	17.33
-Cell Growth and Death	-Signaling Molecules and Interaction	38.21	13530	18170	21180	25530
-Cellular Community	-Signaling Molecules and Interaction	0	0	0	0	0
Metabolism	-Signaling Molecules and Interaction	6659	2076000	2640000	2951000	3089000
-Membrane Transport	-Signaling Molecules and Interaction	1293	370400	453200	456600	419200
-Central Carbon Metabolism	-Signaling Molecules and Interaction	2286	694600	841500	869000	838300
-Energy Metabolism	-Signaling Molecules and Interaction	258.2	95510	134800	146900	146600
-Biosynthesis	-Signaling Molecules and Interaction	1780	649700	892000	1127000	1251000
-Other Enzymes	-Signaling Molecules and Interaction	1247	388000	474600	505400	537800
Organismal Systems	-Signaling Molecules and Interaction	0	0	0	0	0
-Immune System	-Signaling Molecules and Interaction	0	0	0	0	0
-Endocrine System	-Signaling Molecules and Interaction	0	0	0	0	0
-Circulatory System	-Signaling Molecules and Interaction	0	0	0	0	0
-Digestive System	-Signaling Molecules and Interaction	0	0	0	0	0
-Excretory System	-Signaling Molecules and Interaction	0	0	0	0	0
-Nervous System	-Signaling Molecules and Interaction	0	0	0	0	0
-Sensory System	-Signaling Molecules and Interaction	0	0	0	0	0
-Development	-Signaling Molecules and Interaction	0	0	0	0	0
-Environmental Adaptation	-Signaling Molecules and Interaction	0	0	0	0	0
Human Diseases	-Signaling Molecules and Interaction	45.37	15210	23120	24510	28520
-Cancers	-Signaling Molecules and Interaction	1.105	246.7	280	280	320
-Immune Diseases	-Signaling Molecules and Interaction	0	0	0	0	0
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	0	0	0	0	0
-Substance Dependence	-Signaling Molecules and Interaction	0	0	0	0	0
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Signaling Molecules and Interaction	0	0	0	0	0
-Infectious Diseases	-Signaling Molecules and Interaction	22.9	7456	7921	8003	8340
-Drug resistance	-Signaling Molecules and Interaction	43.53	14940	22630	24170	27950
Not Mapped	-Signaling Molecules and Interaction	1123	289000	347500	365400	397900
-Not Mapped	-Signaling Molecules and Interaction	1123	289000	347500	365400	397900
TOTAL	Cellular Processes	77.17	104.3	107.8	111.7	116.9
MAPPED	Cellular Processes	70.41	96.85	100.8	105.2	110.3
Genetic Information Processing	Cellular Processes	28.57	40.8	45.65	50.1	56.59
-Transcription	Cellular Processes	3.567	4.984	5.05	4.905	5.097
-Translation	Cellular Processes	18.06	26.63	31.47	36.09	42.06
-Folding, Sorting and Degradation	Cellular Processes	5.059	6.904	7.024	7.213	7.376
-DNA Maintenance	Cellular Processes	2.046	2.688	2.505	2.301	2.278
-RNA Family	Cellular Processes	0.0001223	0.0001349	0.0001015	9.199e-05	8.256e-05
Environmental Information Processing	Cellular Processes	0.8576	0.9785	0.8382	0.7839	0.7369
-Signal Transduction	Cellular Processes	0.8519	0.9785	0.8382	0.7838	0.7369
-Signaling Molecules and Interaction	Cellular Processes	0.006015	2.591e-05	2.009e-05	1.796e-05	1.671e-05
Cellular Processes	Cellular Processes	1	1	1	1	1
-Cell Structure	Cellular Processes	0.09485	0.2826	0.3031	0.3013	0.2528
-Crystallins	Cellular Processes	0	0	0	0	0
-Stress Response	Cellular Processes	0	0	0	0	0
-       Stress response	Cellular Processes	0	0	0	0	0
-Vesicular transport	Cellular Processes	0.04793	0.04984	0.06802	0.05221	0.0777
-Cytoskeleton	Cellular Processes	0.3025	0.3934	0.3694	0.3611	0.3734
-Cell Motility	Cellular Processes	0.4089	0.000456	0.0003542	0.0003156	0.0002944
-Cell Growth and Death	Cellular Processes	0.2246	0.3265	0.3305	0.348	0.3771
-Cellular Community	Cellular Processes	0	0	0	0	0
Metabolism	Cellular Processes	39.97	53.67	52.87	52.84	51.47
-Membrane Transport	Cellular Processes	7.723	9.332	8.867	8.073	6.98
-Central Carbon Metabolism	Cellular Processes	13.81	17.52	16.11	15.1	13.1
-Energy Metabolism	Cellular Processes	1.517	2.404	2.561	2.494	2.296
-Biosynthesis	Cellular Processes	10.54	16.41	17.63	19.93	20.91
-Other Enzymes	Cellular Processes	7.275	9.565	8.949	8.619	8.088
Organismal Systems	Cellular Processes	0	0	0	0	0
-Immune System	Cellular Processes	0	0	0	0	0
-Endocrine System	Cellular Processes	0	0	0	0	0
-Circulatory System	Cellular Processes	0	0	0	0	0
-Digestive System	Cellular Processes	0	0	0	0	0
-Excretory System	Cellular Processes	0	0	0	0	0
-Nervous System	Cellular Processes	0	0	0	0	0
-Sensory System	Cellular Processes	0	0	0	0	0
-Development	Cellular Processes	0	0	0	0	0
-Environmental Adaptation	Cellular Processes	0	0	0	0	0
Human Diseases	Cellular Processes	0.2729	0.3941	0.4644	0.4403	0.4767
-Cancers	Cellular Processes	0.006172	0.005871	0.005017	0.004545	0.004662
-Immune Diseases	Cellular Processes	0	0	0	0	0
-Neurodegenerative Diseases	Cellular Processes	0	0	0	0	0
-Substance Dependence	Cellular Processes	0	0	0	0	0
-Cardiovascular Diseases	Cellular Processes	0	0	0	0	0
-Endocrine and Metabolic Diseases	Cellular Processes	0	0	0	0	0
-Infectious Diseases	Cellular Processes	0.132	0.1862	0.1516	0.1365	0.1312
-Drug resistance	Cellular Processes	0.2586	0.3735	0.4405	0.4197	0.454
Not Mapped	Cellular Processes	6.758	7.486	6.982	6.565	6.651
-Not Mapped	Cellular Processes	6.758	7.486	6.982	6.565	6.651
TOTAL	-Cell Structure	813.6	369.1	355.7	370.9	462.6
MAPPED	-Cell Structure	742.4	342.7	332.6	349.1	436.3
Genetic Information Processing	-Cell Structure	305	147.6	153.7	169.4	228
-Transcription	-Cell Structure	38.08	17.87	16.83	16.43	20.46
-Translation	-Cell Structure	192.1	95.6	105.1	121.2	168
-Folding, Sorting and Degradation	-Cell Structure	54	24.92	23.78	24.52	30.8
-DNA Maintenance	-Cell Structure	21.57	9.536	8.299	7.675	9.098
-RNA Family	-Cell Structure	0.001289	0.0004888	0.0003535	0.000318	0.0003527
Environmental Information Processing	-Cell Structure	9.46	3.583	2.809	2.602	2.916
-Signal Transduction	-Cell Structure	9.397	3.583	2.809	2.602	2.916
-Signaling Molecules and Interaction	-Cell Structure	0.06342	9.166e-05	6.628e-05	5.963e-05	6.613e-05
Cellular Processes	-Cell Structure	11.49	3.851	3.699	3.673	4.539
-Cell Structure	-Cell Structure	1	1	1	1	1
-Crystallins	-Cell Structure	0	0	0	0	0
-Stress Response	-Cell Structure	0	0	0	0	0
-       Stress response	-Cell Structure	0	0	0	0	0
-Vesicular transport	-Cell Structure	0.5118	0.1853	0.2404	0.1826	0.3329
-Cytoskeleton	-Cell Structure	3.222	1.424	1.253	1.227	1.517
-Cell Motility	-Cell Structure	4.607	0.001589	0.001149	0.001034	0.001146
-Cell Growth and Death	-Cell Structure	2.423	1.24	1.205	1.263	1.688
-Cellular Community	-Cell Structure	0	0	0	0	0
Metabolism	-Cell Structure	422.3	190.3	175	175.9	204.2
-Membrane Transport	-Cell Structure	81.99	33.95	30.04	27.23	27.72
-Central Carbon Metabolism	-Cell Structure	145	63.67	55.78	51.82	55.43
-Energy Metabolism	-Cell Structure	16.37	8.754	8.936	8.76	9.696
-Biosynthesis	-Cell Structure	112.9	59.55	59.12	67.22	82.72
-Other Enzymes	-Cell Structure	79.1	35.56	31.46	30.14	35.57
Organismal Systems	-Cell Structure	0	0	0	0	0
-Immune System	-Cell Structure	0	0	0	0	0
-Endocrine System	-Cell Structure	0	0	0	0	0
-Circulatory System	-Cell Structure	0	0	0	0	0
-Digestive System	-Cell Structure	0	0	0	0	0
-Excretory System	-Cell Structure	0	0	0	0	0
-Nervous System	-Cell Structure	0	0	0	0	0
-Sensory System	-Cell Structure	0	0	0	0	0
-Development	-Cell Structure	0	0	0	0	0
-Environmental Adaptation	-Cell Structure	0	0	0	0	0
Human Diseases	-Cell Structure	2.878	1.394	1.532	1.461	1.886
-Cancers	-Cell Structure	0.0701	0.02261	0.01856	0.0167	0.02116
-Immune Diseases	-Cell Structure	0	0	0	0	0
-Neurodegenerative Diseases	-Cell Structure	0	0	0	0	0
-Substance Dependence	-Cell Structure	0	0	0	0	0
-Cardiovascular Diseases	-Cell Structure	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Cell Structure	0	0	0	0	0
-Infectious Diseases	-Cell Structure	1.452	0.6834	0.5251	0.4772	0.5515
-Drug resistance	-Cell Structure	2.761	1.37	1.5	1.441	1.848
Not Mapped	-Cell Structure	71.25	26.49	23.04	21.79	26.31
-Not Mapped	-Cell Structure	71.25	26.49	23.04	21.79	26.31
TOTAL	-Crystallins	Inf	Inf	Inf	Inf	Inf
MAPPED	-Crystallins	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Transcription	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Translation	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Crystallins	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Crystallins	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Crystallins	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Crystallins	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Crystallins	NaN	NaN	NaN	NaN	NaN
-       Stress response	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Crystallins	NaN	NaN	NaN	NaN	NaN
Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Crystallins	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Immune System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Development	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Crystallins	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cancers	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Immune Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-Crystallins	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Crystallins	Inf	Inf	Inf	Inf	Inf
TOTAL	-Stress Response	Inf	Inf	Inf	Inf	Inf
MAPPED	-Stress Response	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Transcription	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Translation	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Stress Response	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Stress Response	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Stress Response	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Stress Response	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Stress Response	NaN	NaN	NaN	NaN	NaN
-       Stress response	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Stress Response	NaN	NaN	NaN	NaN	NaN
Metabolism	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Stress Response	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Immune System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Development	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Stress Response	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cancers	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Immune Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-Stress Response	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Stress Response	Inf	Inf	Inf	Inf	Inf
TOTAL	-       Stress response	Inf	Inf	Inf	Inf	Inf
MAPPED	-       Stress response	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Transcription	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Translation	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-       Stress response	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-       Stress response	Inf	Inf	Inf	Inf	Inf
-RNA Family	-       Stress response	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-       Stress response	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Crystallins	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Stress Response	-       Stress response	NaN	NaN	NaN	NaN	NaN
-       Stress response	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-       Stress response	NaN	NaN	NaN	NaN	NaN
Metabolism	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-       Stress response	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Immune System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Digestive System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Excretory System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Nervous System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Sensory System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Development	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-       Stress response	NaN	NaN	NaN	NaN	NaN
Human Diseases	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cancers	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Immune Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-       Stress response	Inf	Inf	Inf	Inf	Inf
Not Mapped	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-       Stress response	Inf	Inf	Inf	Inf	Inf
TOTAL	-Vesicular transport	50240	66750	65440	75840	85320
MAPPED	-Vesicular transport	45840	61960	61200	71390	80460
Genetic Information Processing	-Vesicular transport	18580	26320	27930	34290	41660
-Transcription	-Vesicular transport	2269	3143	3050	3324	3719
-Translation	-Vesicular transport	11750	17120	19160	24580	30770
-Folding, Sorting and Degradation	-Vesicular transport	3236	4350	4213	4831	5507
-DNA Maintenance	-Vesicular transport	1330	1720	1520	1562	1662
-RNA Family	-Vesicular transport	0.075	0.08333	0.06122	0.06122	0.06122
Environmental Information Processing	-Vesicular transport	455.2	480.3	383.4	384.2	384.3
-Signal Transduction	-Vesicular transport	451.3	480.3	383.4	384.2	384.3
-Signaling Molecules and Interaction	-Vesicular transport	3.915	0.01657	0.0122	0.0122	0.0122
Cellular Processes	-Vesicular transport	651	639.8	607	678.8	729.6
-Cell Structure	-Vesicular transport	61.74	180.8	184	204.5	184.4
-Crystallins	-Vesicular transport	0	0	0	0	0
-Stress Response	-Vesicular transport	0	0	0	0	0
-       Stress response	-Vesicular transport	0	0	0	0	0
-Vesicular transport	-Vesicular transport	1	1	1	1	1
-Cytoskeleton	-Vesicular transport	193.2	249.2	221.3	242.8	269.2
-Cell Motility	-Vesicular transport	256.6	0.2889	0.2122	0.2122	0.2122
-Cell Growth and Death	-Vesicular transport	135.2	200.1	191.2	222.2	264.3
-Cellular Community	-Vesicular transport	0	0	0	0	0
Metabolism	-Vesicular transport	26040	34350	32090	35870	37560
-Membrane Transport	-Vesicular transport	5062	5880	5292	5406	5112
