Numerator	Denominator	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
-       Stress response	Environmental Information Processing	0	0	0	0	0
-Vesicular transport	Environmental Information Processing	0.04104	0.03937	0.06579	0.05605	0.09174
-Cytoskeleton	Environmental Information Processing	0.4136	0.535	0.615	0.6525	0.7385
-Cell Motility	Environmental Information Processing	0.973	0.0007108	0.0006656	0.0006434	0.0006404
-Cell Growth and Death	Environmental Information Processing	0.3647	0.5306	0.6664	0.7582	0.9017
-Cellular Community	Environmental Information Processing	0	0	0	0	0
Metabolism	Environmental Information Processing	68.17	88.66	106.5	116.4	122.6
-Membrane Transport	Environmental Information Processing	10.89	12.78	14.75	14.59	13.49
-Central Carbon Metabolism	Environmental Information Processing	26.44	32.2	36.54	36.12	35.56
-Energy Metabolism	Environmental Information Processing	2.447	3.816	5.043	5.318	5.203
-Biosynthesis	Environmental Information Processing	17.12	26.94	35.81	45.03	51.36
-Other Enzymes	Environmental Information Processing	11.06	12.85	15.37	16.05	16.01
Organismal Systems	Environmental Information Processing	0	0	0	0	0
-Immune System	Environmental Information Processing	0	0	0	0	0
-Endocrine System	Environmental Information Processing	0	0	0	0	0
-Circulatory System	Environmental Information Processing	0	0	0	0	0
-Digestive System	Environmental Information Processing	0	0	0	0	0
-Excretory System	Environmental Information Processing	0	0	0	0	0
-Nervous System	Environmental Information Processing	0	0	0	0	0
-Sensory System	Environmental Information Processing	0	0	0	0	0
-Development	Environmental Information Processing	0	0	0	0	0
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0
Human Diseases	Environmental Information Processing	0.147	0.1998	0.1995	0.1977	0.2072
-Cancers	Environmental Information Processing	0	0	0	0	0
-Immune Diseases	Environmental Information Processing	0	0	0	0	0
-Neurodegenerative Diseases	Environmental Information Processing	0	0	0	0	0
-Substance Dependence	Environmental Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0	0
-Endocrine and Metabolic Diseases	Environmental Information Processing	0	0	0	0	0
-Infectious Diseases	Environmental Information Processing	0.0342	0.03935	0.05593	0.05303	0.06153
-Drug resistance	Environmental Information Processing	0.05298	0.06401	0.07836	0.08136	0.07916
Not Mapped	Environmental Information Processing	11.06	11.68	13.19	13.59	14.78
-Not Mapped	Environmental Information Processing	11.06	11.68	13.19	13.59	14.78
TOTAL	-Signal Transduction	111.5	142	175	193.8	213.3
MAPPED	-Signal Transduction	100.3	130.3	161.8	180.2	198.5
Genetic Information Processing	-Signal Transduction	28.41	38.25	51.13	59.44	71.14
-Transcription	-Signal Transduction	4.446	6.369	8.319	9.076	10.28
-Translation	-Signal Transduction	15.52	21.83	30.59	36.96	45.87
-Folding, Sorting and Degradation	-Signal Transduction	6.464	8.016	10.01	11.07	12.21
-DNA Maintenance	-Signal Transduction	1.657	2.06	2.429	2.486	2.63
-RNA Family	-Signal Transduction	0.0001808	0.0001882	0.0001786	0.0001757	0.0001762
Environmental Information Processing	-Signal Transduction	1.009	1	1	1	1
-Signal Transduction	-Signal Transduction	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	0.008532	4.189e-05	3.943e-05	3.865e-05	3.866e-05
Cellular Processes	-Signal Transduction	1.906	1.508	1.906	2.088	2.259
-Cell Structure	-Signal Transduction	0.1569	0.4443	0.5784	0.6302	0.5684
-Crystallins	-Signal Transduction	0	0	0	0	0
-Stress Response	-Signal Transduction	0	0	0	0	0
-       Stress response	-Signal Transduction	0	0	0	0	0
-Vesicular transport	-Signal Transduction	0.04136	0.03937	0.06579	0.05605	0.09174
-Cytoskeleton	-Signal Transduction	0.4171	0.5351	0.615	0.6525	0.7385
-Cell Motility	-Signal Transduction	0.9813	0.0007108	0.0006657	0.0006434	0.0006405
-Cell Growth and Death	-Signal Transduction	0.3677	0.5306	0.6664	0.7582	0.9018
-Cellular Community	-Signal Transduction	0	0	0	0	0
Metabolism	-Signal Transduction	68.75	88.66	106.5	116.4	122.6
-Membrane Transport	-Signal Transduction	10.98	12.78	14.75	14.59	13.49
-Central Carbon Metabolism	-Signal Transduction	26.65	32.2	36.54	36.12	35.57
-Energy Metabolism	-Signal Transduction	2.468	3.816	5.043	5.318	5.203
-Biosynthesis	-Signal Transduction	17.27	26.95	35.81	45.03	51.36
-Other Enzymes	-Signal Transduction	11.16	12.85	15.37	16.05	16.01
Organismal Systems	-Signal Transduction	0	0	0	0	0
-Immune System	-Signal Transduction	0	0	0	0	0
-Endocrine System	-Signal Transduction	0	0	0	0	0
-Circulatory System	-Signal Transduction	0	0	0	0	0
-Digestive System	-Signal Transduction	0	0	0	0	0
-Excretory System	-Signal Transduction	0	0	0	0	0
-Nervous System	-Signal Transduction	0	0	0	0	0
-Sensory System	-Signal Transduction	0	0	0	0	0
-Development	-Signal Transduction	0	0	0	0	0
-Environmental Adaptation	-Signal Transduction	0	0	0	0	0
Human Diseases	-Signal Transduction	0.1484	0.1998	0.1995	0.1977	0.2072
-Cancers	-Signal Transduction	0	0	0	0	0
-Immune Diseases	-Signal Transduction	0	0	0	0	0
-Neurodegenerative Diseases	-Signal Transduction	0	0	0	0	0
-Substance Dependence	-Signal Transduction	0	0	0	0	0
-Cardiovascular Diseases	-Signal Transduction	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Signal Transduction	0	0	0	0	0
-Infectious Diseases	-Signal Transduction	0.03454	0.03935	0.05593	0.05303	0.06153
-Drug resistance	-Signal Transduction	0.05334	0.06401	0.07836	0.08137	0.07916
Not Mapped	-Signal Transduction	11.16	11.68	13.19	13.59	14.78
-Not Mapped	-Signal Transduction	11.16	11.68	13.19	13.59	14.78
TOTAL	-Signaling Molecules and Interaction	13070	3390000	4438000	5014000	5517000
MAPPED	-Signaling Molecules and Interaction	11760	3111000	4103000	4662000	5135000
Genetic Information Processing	-Signaling Molecules and Interaction	3330	922600	1312000	1555000	1860000
-Transcription	-Signaling Molecules and Interaction	554.8	153000	212400	239200	271500
-Translation	-Signaling Molecules and Interaction	1818	525000	781200	963100	1195000
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	776.7	197900	258800	291100	328100
-DNA Maintenance	-Signaling Molecules and Interaction	191.6	50640	63590	65860	71290
-RNA Family	-Signaling Molecules and Interaction	0.01981	4.333	4.333	4.333	4.333
Environmental Information Processing	-Signaling Molecules and Interaction	117.2	22510	24040	24870	24980
-Signal Transduction	-Signaling Molecules and Interaction	116.2	22510	24040	24870	24980
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	225.8	36070	47290	52370	57350
-Cell Structure	-Signaling Molecules and Interaction	18.39	10610	14670	16300	14700
-Crystallins	-Signaling Molecules and Interaction	0	0	0	0	0
-Stress Response	-Signaling Molecules and Interaction	0	0	0	0	0
-       Stress response	-Signaling Molecules and Interaction	0	0	0	0	0
-Vesicular transport	-Signaling Molecules and Interaction	5.243	1094	1950	1652	2693
-Cytoskeleton	-Signaling Molecules and Interaction	46.5	12090	14620	16010	17990
-Cell Motility	-Signaling Molecules and Interaction	114	17	17	17	17
-Cell Growth and Death	-Signaling Molecules and Interaction	42.04	12270	16030	18380	21950
-Cellular Community	-Signaling Molecules and Interaction	0	0	0	0	0
Metabolism	-Signaling Molecules and Interaction	8051	2119000	2706000	3014000	3172000
-Membrane Transport	-Signaling Molecules and Interaction	1322	320300	388700	390300	367300
-Central Carbon Metabolism	-Signaling Molecules and Interaction	3119	784300	930000	939300	942400
-Energy Metabolism	-Signaling Molecules and Interaction	266.5	81390	116300	124400	127500
-Biosynthesis	-Signaling Molecules and Interaction	2024	610600	868200	1133000	1300000
-Other Enzymes	-Signaling Molecules and Interaction	1258	289500	355200	378600	414200
Organismal Systems	-Signaling Molecules and Interaction	0	0	0	0	0
-Immune System	-Signaling Molecules and Interaction	0	0	0	0	0
-Endocrine System	-Signaling Molecules and Interaction	0	0	0	0	0
-Circulatory System	-Signaling Molecules and Interaction	0	0	0	0	0
-Digestive System	-Signaling Molecules and Interaction	0	0	0	0	0
-Excretory System	-Signaling Molecules and Interaction	0	0	0	0	0
-Nervous System	-Signaling Molecules and Interaction	0	0	0	0	0
-Sensory System	-Signaling Molecules and Interaction	0	0	0	0	0
-Development	-Signaling Molecules and Interaction	0	0	0	0	0
-Environmental Adaptation	-Signaling Molecules and Interaction	0	0	0	0	0
Human Diseases	-Signaling Molecules and Interaction	15.7	4251	4509	4566	4788
-Cancers	-Signaling Molecules and Interaction	0	0	0	0	0
-Immune Diseases	-Signaling Molecules and Interaction	0	0	0	0	0
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	0	0	0	0	0
-Substance Dependence	-Signaling Molecules and Interaction	0	0	0	0	0
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Signaling Molecules and Interaction	0	0	0	0	0
-Infectious Diseases	-Signaling Molecules and Interaction	3.494	836.5	1253	1245	1510
-Drug resistance	-Signaling Molecules and Interaction	7.804	2038	2642	2687	2637
Not Mapped	-Signaling Molecules and Interaction	1308	278900	334600	351600	382200
-Not Mapped	-Signaling Molecules and Interaction	1308	278900	334600	351600	382200
TOTAL	Cellular Processes	57.33	92.25	91.78	92.37	93.06
MAPPED	Cellular Processes	51.59	84.66	84.86	85.89	86.62
Genetic Information Processing	Cellular Processes	14.69	25.46	27.38	29.03	31.57
-Transcription	Cellular Processes	2.404	4.107	4.344	4.414	4.579
-Translation	Cellular Processes	8.017	14.39	16.27	17.86	20.25
-Folding, Sorting and Degradation	Cellular Processes	3.407	5.407	5.391	5.418	5.606
-DNA Maintenance	Cellular Processes	0.8486	1.373	1.302	1.203	1.185
-RNA Family	Cellular Processes	8.988e-05	0.0001261	9.75e-05	8.68e-05	8.08e-05
Environmental Information Processing	Cellular Processes	0.518	0.6194	0.5084	0.4627	0.4309
-Signal Transduction	Cellular Processes	0.5136	0.6194	0.5084	0.4626	0.4309
-Signaling Molecules and Interaction	Cellular Processes	0.004387	2.721e-05	2.068e-05	1.842e-05	1.687e-05
Cellular Processes	Cellular Processes	1	1	1	1	1
-Cell Structure	Cellular Processes	0.08066	0.2886	0.3033	0.3004	0.248
-Crystallins	Cellular Processes	0	0	0	0	0
-Stress Response	Cellular Processes	0	0	0	0	0
-       Stress response	Cellular Processes	0	0	0	0	0
-Vesicular transport	Cellular Processes	0.0225	0.02895	0.03884	0.02959	0.04351
-Cytoskeleton	Cellular Processes	0.2068	0.338	0.3105	0.3023	0.3086
-Cell Motility	Cellular Processes	0.5033	0.0004672	0.0003519	0.0003153	0.0002852
-Cell Growth and Death	Cellular Processes	0.1862	0.3401	0.339	0.351	0.3886
-Cellular Community	Cellular Processes	0	0	0	0	0
Metabolism	Cellular Processes	35.24	57.64	55.96	55.53	53.51
-Membrane Transport	Cellular Processes	5.729	8.642	7.946	7.144	5.998
-Central Carbon Metabolism	Cellular Processes	13.94	21.44	19.47	17.83	16.09
-Energy Metabolism	Cellular Processes	1.183	2.246	2.465	2.368	2.205
-Biosynthesis	Cellular Processes	8.87	16.92	18.28	21.31	22.27
-Other Enzymes	Cellular Processes	5.367	7.795	7.24	7.041	7.144
Organismal Systems	Cellular Processes	0	0	0	0	0
-Immune System	Cellular Processes	0	0	0	0	0
-Endocrine System	Cellular Processes	0	0	0	0	0
-Circulatory System	Cellular Processes	0	0	0	0	0
-Digestive System	Cellular Processes	0	0	0	0	0
-Excretory System	Cellular Processes	0	0	0	0	0
-Nervous System	Cellular Processes	0	0	0	0	0
-Sensory System	Cellular Processes	0	0	0	0	0
-Development	Cellular Processes	0	0	0	0	0
-Environmental Adaptation	Cellular Processes	0	0	0	0	0
Human Diseases	Cellular Processes	0.07123	0.1237	0.1014	0.09146	0.08927
-Cancers	Cellular Processes	0	0	0	0	0
-Immune Diseases	Cellular Processes	0	0	0	0	0
-Neurodegenerative Diseases	Cellular Processes	0	0	0	0	0
-Substance Dependence	Cellular Processes	0	0	0	0	0
-Cardiovascular Diseases	Cellular Processes	0	0	0	0	0
-Endocrine and Metabolic Diseases	Cellular Processes	0	0	0	0	0
-Infectious Diseases	Cellular Processes	0.01491	0.02214	0.02544	0.02264	0.02483
-Drug resistance	Cellular Processes	0.0342	0.05393	0.05261	0.0481	0.0426
Not Mapped	Cellular Processes	5.737	7.588	6.92	6.478	6.448
-Not Mapped	Cellular Processes	5.737	7.588	6.92	6.478	6.448
TOTAL	-Cell Structure	710.7	319.6	302.6	307.5	375.3
MAPPED	-Cell Structure	639.6	293.3	279.8	285.9	349.3
Genetic Information Processing	-Cell Structure	181.1	86.98	89.42	95.37	126.5
-Transcription	-Cell Structure	30.17	14.43	14.48	14.67	18.46
-Translation	-Cell Structure	98.89	49.5	53.26	59.07	81.25
-Folding, Sorting and Degradation	-Cell Structure	42.24	18.66	17.65	17.85	22.32
-DNA Maintenance	-Cell Structure	10.42	4.774	4.335	4.039	4.849
-RNA Family	-Cell Structure	0.001077	0.0004085	0.0002954	0.0002658	0.0002948
Environmental Information Processing	-Cell Structure	6.374	2.122	1.639	1.525	1.699
-Signal Transduction	-Cell Structure	6.32	2.122	1.639	1.525	1.699
-Signaling Molecules and Interaction	-Cell Structure	0.05438	9.428e-05	6.818e-05	6.133e-05	6.802e-05
Cellular Processes	-Cell Structure	12.28	3.401	3.224	3.212	3.901
-Cell Structure	-Cell Structure	1	1	1	1	1
-Crystallins	-Cell Structure	0	0	0	0	0
-Stress Response	-Cell Structure	0	0	0	0	0
-       Stress response	-Cell Structure	0	0	0	0	0
-Vesicular transport	-Cell Structure	0.2851	0.1031	0.133	0.1013	0.1832
-Cytoskeleton	-Cell Structure	2.529	1.14	0.997	0.982	1.224
-Cell Motility	-Cell Structure	6.202	0.001603	0.001159	0.001043	0.001156
-Cell Growth and Death	-Cell Structure	2.287	1.157	1.093	1.127	1.493
-Cellular Community	-Cell Structure	0	0	0	0	0
Metabolism	-Cell Structure	437.9	199.7	184.5	184.9	215.8
-Membrane Transport	-Cell Structure	71.88	30.2	26.5	23.94	24.98
-Central Carbon Metabolism	-Cell Structure	169.6	73.94	63.4	57.61	64.1
-Energy Metabolism	-Cell Structure	14.49	7.673	7.927	7.631	8.672
-Biosynthesis	-Cell Structure	110.1	57.57	59.19	69.5	88.44
-Other Enzymes	-Cell Structure	68.41	27.29	24.22	23.22	28.17
Organismal Systems	-Cell Structure	0	0	0	0	0
-Immune System	-Cell Structure	0	0	0	0	0
-Endocrine System	-Cell Structure	0	0	0	0	0
-Circulatory System	-Cell Structure	0	0	0	0	0
-Digestive System	-Cell Structure	0	0	0	0	0
-Excretory System	-Cell Structure	0	0	0	0	0
-Nervous System	-Cell Structure	0	0	0	0	0
-Sensory System	-Cell Structure	0	0	0	0	0
-Development	-Cell Structure	0	0	0	0	0
-Environmental Adaptation	-Cell Structure	0	0	0	0	0
Human Diseases	-Cell Structure	0.854	0.4008	0.3074	0.2801	0.3257
-Cancers	-Cell Structure	0	0	0	0	0
-Immune Diseases	-Cell Structure	0	0	0	0	0
-Neurodegenerative Diseases	-Cell Structure	0	0	0	0	0
-Substance Dependence	-Cell Structure	0	0	0	0	0
-Cardiovascular Diseases	-Cell Structure	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Cell Structure	0	0	0	0	0
-Infectious Diseases	-Cell Structure	0.19	0.07886	0.08542	0.07635	0.1027
-Drug resistance	-Cell Structure	0.4244	0.1921	0.1802	0.1648	0.1794
Not Mapped	-Cell Structure	71.12	26.29	22.81	21.57	26
-Not Mapped	-Cell Structure	71.12	26.29	22.81	21.57	26
TOTAL	-Crystallins	Inf	Inf	Inf	Inf	Inf
MAPPED	-Crystallins	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Transcription	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Translation	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Crystallins	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Crystallins	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Crystallins	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Crystallins	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Crystallins	NaN	NaN	NaN	NaN	NaN
-       Stress response	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Crystallins	NaN	NaN	NaN	NaN	NaN
Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Crystallins	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Immune System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Development	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Crystallins	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cancers	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Immune Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-Crystallins	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Crystallins	Inf	Inf	Inf	Inf	Inf
TOTAL	-Stress Response	Inf	Inf	Inf	Inf	Inf
MAPPED	-Stress Response	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Transcription	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Translation	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Stress Response	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Stress Response	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Stress Response	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Stress Response	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Stress Response	NaN	NaN	NaN	NaN	NaN
-       Stress response	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Stress Response	NaN	NaN	NaN	NaN	NaN
Metabolism	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Stress Response	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Immune System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Development	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Stress Response	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cancers	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Immune Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-Stress Response	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Stress Response	Inf	Inf	Inf	Inf	Inf
TOTAL	-       Stress response	Inf	Inf	Inf	Inf	Inf
MAPPED	-       Stress response	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Transcription	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Translation	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-       Stress response	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-       Stress response	Inf	Inf	Inf	Inf	Inf
-RNA Family	-       Stress response	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-       Stress response	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Crystallins	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Stress Response	-       Stress response	NaN	NaN	NaN	NaN	NaN
-       Stress response	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-       Stress response	NaN	NaN	NaN	NaN	NaN
Metabolism	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-       Stress response	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Immune System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Digestive System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Excretory System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Nervous System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Sensory System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Development	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-       Stress response	NaN	NaN	NaN	NaN	NaN
Human Diseases	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cancers	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Immune Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-       Stress response	Inf	Inf	Inf	Inf	Inf
Not Mapped	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-       Stress response	Inf	Inf	Inf	Inf	Inf
TOTAL	-Vesicular transport	2493	3100	2275	3035	2049
MAPPED	-Vesicular transport	2243	2845	2104	2822	1907
Genetic Information Processing	-Vesicular transport	638.8	848.7	676	945.2	694
-Transcription	-Vesicular transport	106.4	140.4	109.5	145.4	101.6
-Translation	-Vesicular transport	347.7	481.8	401.8	584.3	444.7
-Folding, Sorting and Degradation	-Vesicular transport	151.5	184.5	135.7	180.4	124.8
-DNA Maintenance	-Vesicular transport	37.25	47.22	32.87	40.24	26.74
-RNA Family	-Vesicular transport	0.004359	0.00457	0.002563	0.003026	0.001857
Environmental Information Processing	-Vesicular transport	23.5	24.99	15.07	17.58	10.65
-Signal Transduction	-Vesicular transport	23.31	24.99	15.07	17.58	10.65
-Signaling Molecules and Interaction	-Vesicular transport	0.1907	0.0009144	0.0005127	0.0006053	0.0003714
Cellular Processes	-Vesicular transport	43.51	34.54	25.75	33.8	22.98
-Cell Structure	-Vesicular transport	3.507	9.699	7.52	9.868	5.46
-Crystallins	-Vesicular transport	0	0	0	0	0
-Stress Response	-Vesicular transport	0	0	0	0	0
-       Stress response	-Vesicular transport	0	0	0	0	0
-Vesicular transport	-Vesicular transport	1	1	1	1	1
-Cytoskeleton	-Vesicular transport	9.323	11.68	7.995	10.22	7.093
-Cell Motility	-Vesicular transport	22.31	0.01554	0.008715	0.01029	0.006312
-Cell Growth and Death	-Vesicular transport	8.553	12.15	9.225	12.71	9.425
-Cellular Community	-Vesicular transport	0	0	0	0	0
Metabolism	-Vesicular transport	1539	1939	1389	1826	1181
-Membrane Transport	-Vesicular transport	255.5	295.7	201.4	236.7	137
-Central Carbon Metabolism	-Vesicular transport	614.9	726.8	491.1	586.1	356.4
-Energy Metabolism	-Vesicular transport	55.16	79.82	63.47	80.03	48.27
-Biosynthesis	-Vesicular transport	385.9	558.3	445.1	685.9	482.9
-Other Enzymes	-Vesicular transport	239.8	269.2	186.4	238.3	155.3
