Numerator	Denominator	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
-Signaling Molecules and Interaction	Environmental Information Processing	0.006499	2.373e-05	2.14e-05	2.082e-05	2.07e-05
Cellular Processes	Environmental Information Processing	1.136	0.9485	1.123	1.205	1.321
-Cell Structure	Environmental Information Processing	0.1025	0.2589	0.3229	0.3491	0.313
-Crystallins	Environmental Information Processing	0	0	0	0	0
-Stress Response	Environmental Information Processing	0	0	0	0	0
-       Stress response	Environmental Information Processing	0	0	0	0	0
-Vesicular transport	Environmental Information Processing	0.001812	0.001597	0.001965	0.001879	0.00186
-Cytoskeleton	Environmental Information Processing	0.3191	0.3548	0.3869	0.4128	0.4551
-Cell Motility	Environmental Information Processing	0.421	0.0004034	0.0003638	0.0003539	0.0003519
-Cell Growth and Death	Environmental Information Processing	0.2243	0.2864	0.3355	0.3793	0.4485
-Cellular Community	Environmental Information Processing	0	0	0	0	0
Metabolism	Environmental Information Processing	42.73	48.59	55.64	60.57	63.02
-Membrane Transport	Environmental Information Processing	7.397	8.455	9.464	9.505	8.486
-Central Carbon Metabolism	Environmental Information Processing	13.53	14.59	15.73	15.88	15.91
-Energy Metabolism	Environmental Information Processing	1.644	2.236	2.794	2.893	2.925
-Biosynthesis	Environmental Information Processing	10.82	14.29	17.67	21.84	24.51
-Other Enzymes	Environmental Information Processing	7.634	7.609	8.471	9.047	10.16
Organismal Systems	Environmental Information Processing	0	0	0	0	0
-Immune System	Environmental Information Processing	0	0	0	0	0
-Endocrine System	Environmental Information Processing	0	0	0	0	0
-Circulatory System	Environmental Information Processing	0	0	0	0	0
-Digestive System	Environmental Information Processing	0	0	0	0	0
-Excretory System	Environmental Information Processing	0	0	0	0	0
-Nervous System	Environmental Information Processing	0	0	0	0	0
-Sensory System	Environmental Information Processing	0	0	0	0	0
-Development	Environmental Information Processing	0	0	0	0	0
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0
Human Diseases	Environmental Information Processing	0.01401	0.01683	0.01943	0.02191	0.0198
-Cancers	Environmental Information Processing	0	0	0	0	0
-Immune Diseases	Environmental Information Processing	0	0	0	0	0
-Neurodegenerative Diseases	Environmental Information Processing	0	0	0	0	0
-Substance Dependence	Environmental Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0	0
-Endocrine and Metabolic Diseases	Environmental Information Processing	0	0	0	0	0
-Infectious Diseases	Environmental Information Processing	4.36e-05	4.669e-05	4.282e-05	4.257e-05	4.253e-05
-Drug resistance	Environmental Information Processing	0.003011	0.00425	0.005579	0.006387	0.008538
Not Mapped	Environmental Information Processing	7.301	6.857	7.438	7.607	8.236
-Not Mapped	Environmental Information Processing	7.301	6.857	7.438	7.607	8.236
TOTAL	-Signal Transduction	83.92	95.56	114.8	129.5	144.8
MAPPED	-Signal Transduction	76.57	88.7	107.4	121.9	136.6
Genetic Information Processing	-Signal Transduction	30.95	37.59	48.94	58.37	70.44
-Transcription	-Signal Transduction	3.895	4.607	5.433	5.735	6.403
-Translation	-Signal Transduction	19.62	24.48	33.62	41.92	52.2
-Folding, Sorting and Degradation	-Signal Transduction	5.371	6.221	7.381	8.205	9.186
-DNA Maintenance	-Signal Transduction	2.06	2.288	2.508	2.512	2.642
-RNA Family	-Signal Transduction	8.508e-05	8.244e-05	7.439e-05	7.054e-05	6.961e-05
Environmental Information Processing	-Signal Transduction	1.007	1	1	1	1
-Signal Transduction	-Signal Transduction	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	0.006541	2.373e-05	2.14e-05	2.082e-05	2.07e-05
Cellular Processes	-Signal Transduction	1.143	0.9485	1.123	1.205	1.321
-Cell Structure	-Signal Transduction	0.1031	0.2589	0.3229	0.3491	0.313
-Crystallins	-Signal Transduction	0	0	0	0	0
-Stress Response	-Signal Transduction	0	0	0	0	0
-       Stress response	-Signal Transduction	0	0	0	0	0
-Vesicular transport	-Signal Transduction	0.001825	0.001597	0.001966	0.001879	0.00186
-Cytoskeleton	-Signal Transduction	0.3212	0.3548	0.3869	0.4128	0.4551
-Cell Motility	-Signal Transduction	0.4239	0.0004034	0.0003639	0.0003539	0.0003519
-Cell Growth and Death	-Signal Transduction	0.2258	0.2865	0.3355	0.3793	0.4485
-Cellular Community	-Signal Transduction	0	0	0	0	0
Metabolism	-Signal Transduction	43.01	48.59	55.64	60.57	63.02
-Membrane Transport	-Signal Transduction	7.447	8.455	9.465	9.505	8.486
-Central Carbon Metabolism	-Signal Transduction	13.62	14.59	15.73	15.88	15.91
-Energy Metabolism	-Signal Transduction	1.656	2.236	2.794	2.893	2.925
-Biosynthesis	-Signal Transduction	10.89	14.29	17.67	21.84	24.51
-Other Enzymes	-Signal Transduction	7.684	7.61	8.472	9.047	10.16
Organismal Systems	-Signal Transduction	0	0	0	0	0
-Immune System	-Signal Transduction	0	0	0	0	0
-Endocrine System	-Signal Transduction	0	0	0	0	0
-Circulatory System	-Signal Transduction	0	0	0	0	0
-Digestive System	-Signal Transduction	0	0	0	0	0
-Excretory System	-Signal Transduction	0	0	0	0	0
-Nervous System	-Signal Transduction	0	0	0	0	0
-Sensory System	-Signal Transduction	0	0	0	0	0
-Development	-Signal Transduction	0	0	0	0	0
-Environmental Adaptation	-Signal Transduction	0	0	0	0	0
Human Diseases	-Signal Transduction	0.01412	0.01683	0.01943	0.02191	0.0198
-Cancers	-Signal Transduction	0	0	0	0	0
-Immune Diseases	-Signal Transduction	0	0	0	0	0
-Neurodegenerative Diseases	-Signal Transduction	0	0	0	0	0
-Substance Dependence	-Signal Transduction	0	0	0	0	0
-Cardiovascular Diseases	-Signal Transduction	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Signal Transduction	0	0	0	0	0
-Infectious Diseases	-Signal Transduction	4.398e-05	4.669e-05	4.282e-05	4.258e-05	4.254e-05
-Drug resistance	-Signal Transduction	0.003034	0.00425	0.00558	0.006387	0.008538
Not Mapped	-Signal Transduction	7.349	6.857	7.438	7.607	8.236
-Not Mapped	-Signal Transduction	7.349	6.857	7.438	7.607	8.236
TOTAL	-Signaling Molecules and Interaction	12830	4027000	5366000	6219000	6996000
MAPPED	-Signaling Molecules and Interaction	11710	3738000	5018000	5854000	6598000
Genetic Information Processing	-Signaling Molecules and Interaction	4710	1575000	2272000	2789000	3386000
-Transcription	-Signaling Molecules and Interaction	540.6	175700	229900	249700	280200
-Translation	-Signaling Molecules and Interaction	2989	1028000	1566000	2009000	2516000
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	791.6	250600	329800	378600	428600
-DNA Maintenance	-Signaling Molecules and Interaction	314.9	96410	117200	120600	127600
-RNA Family	-Signaling Molecules and Interaction	0.01144	3	3	3	3
Environmental Information Processing	-Signaling Molecules and Interaction	107.2	28560	31140	31320	31350
-Signal Transduction	-Signaling Molecules and Interaction	106.2	28560	31140	31320	31340
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	165.2	38010	48940	54920	58880
-Cell Structure	-Signaling Molecules and Interaction	15.77	10910	15090	16770	15120
-Crystallins	-Signaling Molecules and Interaction	0	0	0	0	0
-Stress Response	-Signaling Molecules and Interaction	0	0	0	0	0
-       Stress response	-Signaling Molecules and Interaction	0	0	0	0	0
-Vesicular transport	-Signaling Molecules and Interaction	0.2541	60	81.67	81.67	81.67
-Cytoskeleton	-Signaling Molecules and Interaction	49.1	14950	18080	19830	21980
-Cell Motility	-Signaling Molecules and Interaction	55.13	15.67	15.67	15.67	15.67
-Cell Growth and Death	-Signaling Molecules and Interaction	34.52	12070	15680	18220	21670
-Cellular Community	-Signaling Molecules and Interaction	0	0	0	0	0
Metabolism	-Signaling Molecules and Interaction	6511	2024000	2571000	2875000	3004000
-Membrane Transport	-Signaling Molecules and Interaction	1104	330500	401200	410100	387100
-Central Carbon Metabolism	-Signaling Molecules and Interaction	2018	614800	733800	759300	764700
-Energy Metabolism	-Signaling Molecules and Interaction	231.3	83830	116600	126200	129000
-Biosynthesis	-Signaling Molecules and Interaction	1665	602100	825500	1049000	1184000
-Other Enzymes	-Signaling Molecules and Interaction	1089	313200	381500	410100	461100
Organismal Systems	-Signaling Molecules and Interaction	0	0	0	0	0
-Immune System	-Signaling Molecules and Interaction	0	0	0	0	0
-Endocrine System	-Signaling Molecules and Interaction	0	0	0	0	0
-Circulatory System	-Signaling Molecules and Interaction	0	0	0	0	0
-Digestive System	-Signaling Molecules and Interaction	0	0	0	0	0
-Excretory System	-Signaling Molecules and Interaction	0	0	0	0	0
-Nervous System	-Signaling Molecules and Interaction	0	0	0	0	0
-Sensory System	-Signaling Molecules and Interaction	0	0	0	0	0
-Development	-Signaling Molecules and Interaction	0	0	0	0	0
-Environmental Adaptation	-Signaling Molecules and Interaction	0	0	0	0	0
Human Diseases	-Signaling Molecules and Interaction	1.769	604	760.7	835.7	747.3
-Cancers	-Signaling Molecules and Interaction	0	0	0	0	0
-Immune Diseases	-Signaling Molecules and Interaction	0	0	0	0	0
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	0	0	0	0	0
-Substance Dependence	-Signaling Molecules and Interaction	0	0	0	0	0
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Signaling Molecules and Interaction	0	0	0	0	0
-Infectious Diseases	-Signaling Molecules and Interaction	0.005083	1.333	1.333	1.333	1.333
-Drug resistance	-Signaling Molecules and Interaction	0.3926	134.7	191.3	219.7	298
Not Mapped	-Signaling Molecules and Interaction	1123	289000	347500	365400	397900
-Not Mapped	-Signaling Molecules and Interaction	1123	289000	347500	365400	397900
TOTAL	Cellular Processes	69.11	95.85	96.14	101	101.9
MAPPED	Cellular Processes	63.06	88.97	89.91	95.03	96.13
Genetic Information Processing	Cellular Processes	25.52	37.79	40.96	45.54	49.64
-Transcription	Cellular Processes	2.985	4.182	4.12	4.053	4.082
-Translation	Cellular Processes	16.29	24.67	28.27	32.84	36.89
-Folding, Sorting and Degradation	Cellular Processes	4.332	6.057	5.95	6.193	6.321
-DNA Maintenance	Cellular Processes	1.802	2.35	2.155	2.005	1.908
-RNA Family	Cellular Processes	6.314e-05	7.14e-05	5.375e-05	4.87e-05	4.371e-05
Environmental Information Processing	Cellular Processes	0.6036	0.6858	0.561	0.5093	0.4567
-Signal Transduction	Cellular Processes	0.598	0.6858	0.561	0.5093	0.4567
-Signaling Molecules and Interaction	Cellular Processes	0.005387	2.38e-05	1.792e-05	1.623e-05	1.457e-05
Cellular Processes	Cellular Processes	1	1	1	1	1
-Cell Structure	Cellular Processes	0.08494	0.2597	0.2703	0.2722	0.2203
-Crystallins	Cellular Processes	0	0	0	0	0
-Stress Response	Cellular Processes	0	0	0	0	0
-       Stress response	Cellular Processes	0	0	0	0	0
-Vesicular transport	Cellular Processes	0.00143	0.001498	0.001562	0.001393	0.001282
-Cytoskeleton	Cellular Processes	0.2645	0.3609	0.3288	0.3258	0.3248
-Cell Motility	Cellular Processes	0.3282	0.0003729	0.0002807	0.0002543	0.0002283
-Cell Growth and Death	Cellular Processes	0.1952	0.302	0.2987	0.3147	0.3395
-Cellular Community	Cellular Processes	0	0	0	0	0
Metabolism	Cellular Processes	35.86	48.86	46.76	47.24	44.38
-Membrane Transport	Cellular Processes	6.344	7.977	7.296	6.739	5.729
-Central Carbon Metabolism	Cellular Processes	11.48	14.83	13.3	12.49	11.3
-Energy Metabolism	Cellular Processes	1.281	2.067	2.14	2.092	1.909
-Biosynthesis	Cellular Processes	9.051	14.53	15.06	17.42	17.65
-Other Enzymes	Cellular Processes	6.591	7.485	6.836	6.658	6.837
Organismal Systems	Cellular Processes	0	0	0	0	0
-Immune System	Cellular Processes	0	0	0	0	0
-Endocrine System	Cellular Processes	0	0	0	0	0
-Circulatory System	Cellular Processes	0	0	0	0	0
-Digestive System	Cellular Processes	0	0	0	0	0
-Excretory System	Cellular Processes	0	0	0	0	0
-Nervous System	Cellular Processes	0	0	0	0	0
-Sensory System	Cellular Processes	0	0	0	0	0
-Development	Cellular Processes	0	0	0	0	0
-Environmental Adaptation	Cellular Processes	0	0	0	0	0
Human Diseases	Cellular Processes	0.009528	0.01489	0.01427	0.01425	0.01154
-Cancers	Cellular Processes	0	0	0	0	0
-Immune Diseases	Cellular Processes	0	0	0	0	0
-Neurodegenerative Diseases	Cellular Processes	0	0	0	0	0
-Substance Dependence	Cellular Processes	0	0	0	0	0
-Cardiovascular Diseases	Cellular Processes	0	0	0	0	0
-Endocrine and Metabolic Diseases	Cellular Processes	0	0	0	0	0
-Infectious Diseases	Cellular Processes	3.019e-05	3.287e-05	2.501e-05	2.274e-05	2.058e-05
-Drug resistance	Cellular Processes	0.002337	0.003205	0.003428	0.003566	0.004342
Not Mapped	Cellular Processes	6.052	6.878	6.227	5.932	5.798
-Not Mapped	Cellular Processes	6.052	6.878	6.227	5.932	5.798
TOTAL	-Cell Structure	813.6	369.1	355.7	370.9	462.6
MAPPED	-Cell Structure	742.4	342.7	332.6	349.1	436.3
Genetic Information Processing	-Cell Structure	298.7	144.4	150.6	166.3	223.9
-Transcription	-Cell Structure	34.29	16.11	15.24	14.89	18.53
-Translation	-Cell Structure	189.5	94.24	103.8	119.8	166.4
-Folding, Sorting and Degradation	-Cell Structure	50.2	22.97	21.86	22.58	28.35
-DNA Maintenance	-Cell Structure	19.97	8.837	7.768	7.194	8.441
-RNA Family	-Cell Structure	0.0007252	0.000275	0.0001989	0.0001789	0.0001984
Environmental Information Processing	-Cell Structure	6.801	2.618	2.064	1.867	2.073
-Signal Transduction	-Cell Structure	6.738	2.618	2.064	1.867	2.073
-Signaling Molecules and Interaction	-Cell Structure	0.06342	9.166e-05	6.628e-05	5.963e-05	6.613e-05
Cellular Processes	-Cell Structure	10.48	3.484	3.244	3.275	3.893
-Cell Structure	-Cell Structure	1	1	1	1	1
-Crystallins	-Cell Structure	0	0	0	0	0
-Stress Response	-Cell Structure	0	0	0	0	0
-       Stress response	-Cell Structure	0	0	0	0	0
-Vesicular transport	-Cell Structure	0.01612	0.0055	0.005413	0.00487	0.005401
-Cytoskeleton	-Cell Structure	3.114	1.371	1.198	1.182	1.454
-Cell Motility	-Cell Structure	3.496	0.001436	0.001038	0.0009342	0.001036
-Cell Growth and Death	-Cell Structure	2.189	1.107	1.039	1.086	1.433
-Cellular Community	-Cell Structure	0	0	0	0	0
Metabolism	-Cell Structure	412.9	185.6	170.4	171.4	198.6
-Membrane Transport	-Cell Structure	69.98	30.29	26.59	24.46	25.6
-Central Carbon Metabolism	-Cell Structure	128	56.36	48.64	45.28	50.57
-Energy Metabolism	-Cell Structure	14.67	7.684	7.727	7.526	8.528
-Biosynthesis	-Cell Structure	105.6	55.19	54.72	62.57	78.29
-Other Enzymes	-Cell Structure	69.04	28.71	25.29	24.46	30.49
Organismal Systems	-Cell Structure	0	0	0	0	0
-Immune System	-Cell Structure	0	0	0	0	0
-Endocrine System	-Cell Structure	0	0	0	0	0
-Circulatory System	-Cell Structure	0	0	0	0	0
-Digestive System	-Cell Structure	0	0	0	0	0
-Excretory System	-Cell Structure	0	0	0	0	0
-Nervous System	-Cell Structure	0	0	0	0	0
-Sensory System	-Cell Structure	0	0	0	0	0
-Development	-Cell Structure	0	0	0	0	0
-Environmental Adaptation	-Cell Structure	0	0	0	0	0
Human Diseases	-Cell Structure	0.1122	0.05536	0.05042	0.04983	0.04942
-Cancers	-Cell Structure	0	0	0	0	0
-Immune Diseases	-Cell Structure	0	0	0	0	0
-Neurodegenerative Diseases	-Cell Structure	0	0	0	0	0
-Substance Dependence	-Cell Structure	0	0	0	0	0
-Cardiovascular Diseases	-Cell Structure	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Cell Structure	0	0	0	0	0
-Infectious Diseases	-Cell Structure	0.0003223	0.0001222	8.838e-05	7.951e-05	8.817e-05
-Drug resistance	-Cell Structure	0.0249	0.01234	0.01268	0.0131	0.01971
Not Mapped	-Cell Structure	71.25	26.49	23.04	21.79	26.31
-Not Mapped	-Cell Structure	71.25	26.49	23.04	21.79	26.31
TOTAL	-Crystallins	Inf	Inf	Inf	Inf	Inf
MAPPED	-Crystallins	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Transcription	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Translation	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Crystallins	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Crystallins	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Crystallins	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Crystallins	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Crystallins	NaN	NaN	NaN	NaN	NaN
-       Stress response	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Crystallins	NaN	NaN	NaN	NaN	NaN
Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Crystallins	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Immune System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Development	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Crystallins	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Cancers	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Immune Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-Crystallins	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Crystallins	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Crystallins	Inf	Inf	Inf	Inf	Inf
TOTAL	-Stress Response	Inf	Inf	Inf	Inf	Inf
MAPPED	-Stress Response	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Transcription	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Translation	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Stress Response	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Stress Response	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Stress Response	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Stress Response	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Stress Response	NaN	NaN	NaN	NaN	NaN
-       Stress response	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Stress Response	NaN	NaN	NaN	NaN	NaN
Metabolism	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Stress Response	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Immune System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Development	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Stress Response	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Cancers	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Immune Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Stress Response	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-Stress Response	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Stress Response	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Stress Response	Inf	Inf	Inf	Inf	Inf
TOTAL	-       Stress response	Inf	Inf	Inf	Inf	Inf
MAPPED	-       Stress response	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Transcription	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Translation	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-       Stress response	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-       Stress response	Inf	Inf	Inf	Inf	Inf
-RNA Family	-       Stress response	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-       Stress response	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Crystallins	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Stress Response	-       Stress response	NaN	NaN	NaN	NaN	NaN
-       Stress response	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-       Stress response	NaN	NaN	NaN	NaN	NaN
Metabolism	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-       Stress response	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Immune System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Digestive System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Excretory System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Nervous System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Sensory System	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Development	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-       Stress response	NaN	NaN	NaN	NaN	NaN
Human Diseases	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Cancers	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Immune Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-       Stress response	Inf	Inf	Inf	Inf	Inf
Not Mapped	-       Stress response	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-       Stress response	Inf	Inf	Inf	Inf	Inf
TOTAL	-Vesicular transport	1590	1992	1479	2031	1390
MAPPED	-Vesicular transport	1451	1849	1384	1912	1311
Genetic Information Processing	-Vesicular transport	586.3	783.5	630.3	915.7	676
-Transcription	-Vesicular transport	66.99	86.9	63.4	81.54	55.66
-Translation	-Vesicular transport	371.8	510.1	433.1	657.7	501.1
-Folding, Sorting and Degradation	-Vesicular transport	99.14	125.9	91.56	124.6	86.19
-DNA Maintenance	-Vesicular transport	39.02	47.68	32.31	39.4	25.36
-RNA Family	-Vesicular transport	0.001417	0.001484	0.0008271	0.0009798	0.000596
Environmental Information Processing	-Vesicular transport	14.05	14.13	8.586	10.23	6.227
-Signal Transduction	-Vesicular transport	13.92	14.13	8.586	10.23	6.227
-Signaling Molecules and Interaction	-Vesicular transport	0.1239	0.0004946	0.0002757	0.0003266	0.0001987
Cellular Processes	-Vesicular transport	20.82	19.77	14.47	18.91	12.68
-Cell Structure	-Vesicular transport	1.954	5.396	4.16	5.477	3.004
-Crystallins	-Vesicular transport	0	0	0	0	0
-Stress Response	-Vesicular transport	0	0	0	0	0
-       Stress response	-Vesicular transport	0	0	0	0	0
-Vesicular transport	-Vesicular transport	1	1	1	1	1
-Cytoskeleton	-Vesicular transport	6.084	7.395	4.984	6.476	4.368
-Cell Motility	-Vesicular transport	6.832	0.007748	0.004319	0.005116	0.003112
