Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
-Environmental Adaptation	-Signal Transduction	NaN	0	0.1394	0.136	0.04205	0.0548	0.49	0.3281	0.1618	0.1464	0.1852	0.05738
Human Diseases	-Signal Transduction	Inf	0.6353	10.11	29.68	8.874	14.94	21.45	16.87	19.71	14.99	14.59	17.21
-Cancers	-Signal Transduction	NaN	0.005739	0.4818	1.68	0.1726	0.3679	1.673	1.435	1.702	1.441	1.247	1.046
-Immune System Diseases	-Signal Transduction	NaN	0.008392	0.6925	3.164	5.144	8.788	0.8916	0.6848	9.16	6.031	0.6654	6.807
-Neurodegenerative Diseases	-Signal Transduction	NaN	0	5.23	8.542	2.147	5.088	8.455	6.447	4.933	3.553	4.741	2.666
-Cardiovascular Diseases	-Signal Transduction	NaN	0	0.01801	0.07032	0.007645	0.01621	1.475	0.8533	1.175	0.8848	3.016	0.9537
-Metabolic Diseases	-Signal Transduction	NaN	0.3002	1.174	3.656	0	0	0.7075	1.048	0.7494	0.6135	2.739	1.637
-Infectious Diseases	-Signal Transduction	NaN	0.6353	4.262	10.94	2.212	3.305	10.14	7.729	4.806	5.024	5.173	10.46
Not Mapped	-Signal Transduction	Inf	10.18	136.4	198.9	60.11	106.4	61.44	47.84	51.78	47.21	41.51	36.71
-Not Mapped	-Signal Transduction	Inf	10.18	136.4	198.9	60.11	106.4	61.44	47.84	51.78	47.21	41.51	36.71
TOTAL	-Signaling Molecules and Interaction	Inf	5.235e+09	321.4	652.1	237.2	282.4	69.36	76.49	59.31	46.36	82.65	31.32
MAPPED	-Signaling Molecules and Interaction	Inf	4.844e+09	272.8	582.1	196.4	233.2	54.96	60.9	47.61	36.82	65.05	28.03
Genetic Information Processing	-Signaling Molecules and Interaction	Inf	2.513e+09	141.4	259.5	93.81	101.5	23.72	26.69	24.48	18.98	25.18	11.7
-Transcription	-Signaling Molecules and Interaction	Inf	1.46e+08	1.343	2.005	1.682	1.838	2.765	2.771	2.214	1.483	2.402	1.226
-Translation	-Signaling Molecules and Interaction	Inf	1.901e+09	109.7	181.5	68.68	74.09	8.359	9.301	12.31	8.968	9.197	5.58
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	Inf	3.551e+08	26.9	70.98	20.86	21.94	9.701	11.32	5.908	5.144	10.14	3.911
-DNA Maintenance	-Signaling Molecules and Interaction	Inf	1.184e+08	4.008	3.79	5.265	6.422	3	3.174	4.616	3.431	3.494	1.497
-RNA Family	-Signaling Molecules and Interaction	NaN	3.5	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	NaN	40270000	1.51	1.716	1.851	1.781	1.515	1.664	1.593	1.578	1.762	1.5
-Signal Transduction	-Signaling Molecules and Interaction	NaN	40270000	0.5105	0.7164	0.8505	0.7815	0.5154	0.6637	0.5935	0.5775	0.7615	0.4995
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	NaN	1	1	1	1	1	1	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	Inf	54860000	4.488	11.74	6.774	8.122	5.966	6.284	5.196	4.847	11.72	5.529
-Hemoglobin	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	0.0002239	0.000321	0	0.001172
-Vesicular Transport	-Signaling Molecules and Interaction	NaN	0	0.9648	2.356	1.021	1.255	1.248	1.626	0.834	0.738	1.51	0.8101
-Cytoskeleton	-Signaling Molecules and Interaction	Inf	16490000	1.112	4.694	0.6605	0.8424	3.551	3.097	3.604	3.182	7.956	4.262
-Cell Motility	-Signaling Molecules and Interaction	Inf	28990000	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	Inf	12220000	2.248	4.56	5.214	6.208	1.025	1.119	0.7575	0.7464	1.242	0.4822
-Cell Communication	-Signaling Molecules and Interaction	NaN	0	0.08997	0.2069	0.2035	0.2439	0.3613	0.4307	0.3255	0.4556	1.755	0.1745
Metabolism	-Signaling Molecules and Interaction	Inf	2.263e+09	121	301.4	88.43	114.2	16.79	20.74	10.42	7.848	18.43	7.746
-Membrane Transport	-Signaling Molecules and Interaction	Inf	2.884e+08	5.108	7.107	2.682	2.633	0.1877	0.1495	0.1926	0.1163	0.1225	0.02132
-Central Carbon Metabolism	-Signaling Molecules and Interaction	Inf	4.695e+08	42.03	107.5	37.17	41.89	5.375	7.06	2.416	2.034	6.522	3.671
-Energy Metabolism	-Signaling Molecules and Interaction	Inf	1.747e+08	9.781	29.55	7.753	9.826	1.635	2.127	0.8857	0.6317	0.8561	1.175
-Biosynthesis	-Signaling Molecules and Interaction	Inf	7.527e+08	31.07	80.95	21.34	36.02	3.265	4.188	2.386	2.001	3.695	1.241
-Other Enzymes	-Signaling Molecules and Interaction	Inf	7.627e+08	43.63	108.3	30.89	45.48	7.607	9.032	4.597	3.654	6.991	3.237
Organismal Systems	-Signaling Molecules and Interaction	NaN	180000	0.7856	2.091	0.9912	1.196	2.963	2.711	1.716	1.711	2.607	1.516
-Immune System	-Signaling Molecules and Interaction	NaN	0	0.4468	1.055	0.3311	0.439	1.317	1.567	0.5778	0.4251	0.8859	0.2735
-Endocrine System	-Signaling Molecules and Interaction	NaN	0	0.09291	0.2111	0.1836	0.236	0.868	0.4366	0.2503	0.343	0.3413	0.3078
-Circulatory System	-Signaling Molecules and Interaction	NaN	0	0.01277	0.02436	0.1807	0.2235	0.1579	0.1599	0.26	0.2816	0.2352	0.1861
-Digestive System	-Signaling Molecules and Interaction	NaN	180000	0.09703	0.2093	0.1651	0.2257	0.1779	0.1881	0.2699	0.2136	0.3487	0.1684
-Excretory System	-Signaling Molecules and Interaction	NaN	0	0.3862	0.9382	0.3063	0.3735	0.4661	0.5043	0.1691	0.2286	0.4103	0.1699
-Nervous System	-Signaling Molecules and Interaction	NaN	0.25	0.05937	0.114	0.1875	0.2212	0.3637	0.3713	0.1701	0.1843	0.2729	0.1944
-Sensory System	-Signaling Molecules and Interaction	NaN	0	0.1162	0.02812	0.02362	0.04201	0.01948	0.01674	0.03454	0.04	0.02225	0.0005966
-Development	-Signaling Molecules and Interaction	NaN	0	0.08185	0.8449	0	0	0.1097	0.1077	0.2794	0.2692	0.782	0.7626
-Environmental Adaptation	-Signaling Molecules and Interaction	NaN	0	0.0451	0.05951	0.0345	0.04282	0.1025	0.09248	0.05668	0.04869	0.1134	0.01921
Human Diseases	-Signaling Molecules and Interaction	NaN	27120000	4.495	12.66	6.369	8.756	5.183	5.651	5.765	3.644	6.111	1.905
-Cancers	-Signaling Molecules and Interaction	NaN	0.5203	0.1647	0.5522	0.1109	0.1561	0.512	0.5328	0.3917	0.3405	0.5397	0.1175
-Immune System Diseases	-Signaling Molecules and Interaction	NaN	322500	0.2804	1.203	3.603	5.009	0.3776	0.3746	3.082	1.759	0.3413	0.712
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	NaN	0	2.647	5.86	1.516	2.339	2.276	2.307	1.138	0.8043	1.962	0.3201
-Cardiovascular Diseases	-Signaling Molecules and Interaction	NaN	0	0.007191	0.04505	0.005124	0.007556	0.3442	0.2595	0.303	0.2339	1.377	0.09335
-Metabolic Diseases	-Signaling Molecules and Interaction	NaN	27.22	0.488	2.513	0	0	0.1717	0.3362	0.1648	0.1389	1.108	0.1838
-Infectious Diseases	-Signaling Molecules and Interaction	NaN	27120000	1.804	8.111	1.83	1.947	2.468	2.567	0.9454	1.015	1.943	1.175
Not Mapped	-Signaling Molecules and Interaction	Inf	3.908e+08	48.53	69.98	40.72	49.13	14.4	15.59	11.71	9.541	17.59	3.298
-Not Mapped	-Signaling Molecules and Interaction	Inf	3.908e+08	48.53	69.98	40.72	49.13	14.4	15.59	11.71	9.541	17.59	3.298
TOTAL	Cellular Processes	20.32	109.4	85.38	64.85	37.56	37.09	15.14	16.11	11.65	10.11	6.964	7.176
MAPPED	Cellular Processes	16.31	101.2	72.49	57.89	31.11	30.63	12	12.82	9.348	8.029	5.482	6.421
Genetic Information Processing	Cellular Processes	5.859	52.24	37.72	25.68	14.74	13.11	5.17	5.468	4.867	4.056	2.106	2.691
-Transcription	Cellular Processes	0.2205	2.893	0.3158	0.1934	0.2501	0.2277	0.5153	0.5513	0.4285	0.3356	0.2204	0.274
-Translation	Cellular Processes	3	39.89	29.04	18.02	11.02	9.821	1.827	1.974	2.368	1.914	0.7635	1.26
-Folding, Sorting and Degradation	Cellular Processes	2.221	7.158	7.445	7.222	3.075	2.732	2.207	2.357	1.18	1.121	0.8591	0.8754
-DNA Maintenance	Cellular Processes	0.7041	2.426	1.051	0.4373	0.9043	0.9329	0.614	0.7256	0.9645	0.775	0.3304	0.3252
-RNA Family	Cellular Processes	0	6.889e-08	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Cellular Processes	0.01827	0.851	0.4915	0.2721	0.3036	0.2369	0.3366	0.3477	0.3425	0.3382	0.1651	0.2818
-Signal Transduction	Cellular Processes	0.01827	0.851	0.1404	0.08211	0.1395	0.1008	0.08443	0.1066	0.1187	0.1209	0.07197	0.0894
-Signaling Molecules and Interaction	Cellular Processes	0	0.009078	0.3883	0.1928	0.1641	0.136	0.2707	0.261	0.2682	0.2652	0.1229	0.2543
Cellular Processes	Cellular Processes	1	1	1	1	1	1	1	1	1	1	1	1
-Hemoglobin	Cellular Processes	0	0	0	0	0	0	0	0	4.465e-05	7e-05	0	0.0002097
-Vesicular Transport	Cellular Processes	0	0	0.2343	0.2244	0.1539	0.1563	0.2757	0.3448	0.1585	0.1569	0.1253	0.1574
-Cytoskeleton	Cellular Processes	0.426	0.3446	0.3108	0.4685	0.1009	0.1063	0.5961	0.5331	0.6981	0.6678	0.7379	0.8458
-Cell Motility	Cellular Processes	0.1289	0.5283	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.4997	0.2407	0.5292	0.4508	0.8157	0.7998	0.2195	0.234	0.145	0.1624	0.1074	0.1022
-Cell Communication	Cellular Processes	0	0	0.02535	0.02066	0.03004	0.02976	0.09379	0.1032	0.07003	0.09902	0.1606	0.03898
Metabolism	Cellular Processes	9.365	47.21	32.34	29.93	14.2	15.27	3.572	4.156	2.018	1.713	1.541	1.815
-Membrane Transport	Cellular Processes	0.8173	5.917	1.347	0.7298	0.4297	0.3493	0.04837	0.04787	0.0443	0.02557	0.01045	0.005284
-Central Carbon Metabolism	Cellular Processes	3.605	9.723	12.83	12.16	6.099	5.697	1.179	1.591	0.4658	0.4427	0.5566	0.9085
-Energy Metabolism	Cellular Processes	1.142	3.257	2.836	2.74	1.218	1.298	0.3156	0.404	0.1965	0.1373	0.08781	0.2437
-Biosynthesis	Cellular Processes	1.83	15.54	7.448	8.284	3.45	4.768	0.6185	0.7787	0.4772	0.4269	0.3469	0.2736
-Other Enzymes	Cellular Processes	3.801	16.18	11.56	11.22	4.853	5.874	1.68	1.87	0.9138	0.7785	0.5985	0.7289
Organismal Systems	Cellular Processes	0	0.003762	0.2213	0.2175	0.1532	0.1589	0.6423	0.6164	0.3188	0.3358	0.2212	0.348
-Immune System	Cellular Processes	0	0	0.124	0.1131	0.05686	0.0619	0.2971	0.3349	0.1112	0.093	0.08048	0.05223
-Endocrine System	Cellular Processes	0	0	0.02554	0.02144	0.02746	0.02957	0.1948	0.09664	0.05007	0.07077	0.03439	0.05567
-Circulatory System	Cellular Processes	0	0	0.004319	0.002868	0.0276	0.02752	0.03065	0.03006	0.05233	0.0636	0.02004	0.04112
-Digestive System	Cellular Processes	0	0.003762	0.02539	0.0209	0.02522	0.02779	0.04025	0.04605	0.05517	0.04612	0.03514	0.03013
-Excretory System	Cellular Processes	0	0	0.09444	0.09289	0.04677	0.04838	0.08169	0.09037	0.03372	0.0482	0.03727	0.03042
-Nervous System	Cellular Processes	0	4.927e-09	0.02305	0.02198	0.03221	0.03216	0.08669	0.08654	0.04738	0.05425	0.02552	0.04817
-Sensory System	Cellular Processes	0	0	0.02832	0.002608	0.00371	0.005426	0.004305	0.004368	0.006893	0.0085	0.002032	0.0001305
-Development	Cellular Processes	0	0	0.01803	0.07835	0	0	0.0257	0.02142	0.0583	0.05852	0.06674	0.1685
-Environmental Adaptation	Cellular Processes	0	0	0.01957	0.01102	0.005268	0.005272	0.02022	0.01942	0.01684	0.01434	0.01508	0.004761
Human Diseases	Cellular Processes	1.155	0.5344	1.096	1.221	0.9579	1.115	1.336	1.358	1.11	0.7971	0.5702	0.4486
-Cancers	Cellular Processes	0.0486	0.004432	0.03873	0.05314	0.01742	0.02016	0.1075	0.1138	0.07837	0.07026	0.04516	0.02571
-Immune System Diseases	Cellular Processes	0	0.00674	0.06546	0.1204	0.5319	0.6111	0.06208	0.06348	0.5931	0.3849	0.02978	0.1389
-Neurodegenerative Diseases	Cellular Processes	0	0	0.5979	0.5077	0.2307	0.3003	0.4448	0.4857	0.2354	0.176	0.1797	0.08141
-Cardiovascular Diseases	Cellular Processes	0	0	0.001796	0.00429	0.000755	0.0009351	0.07606	0.05504	0.06329	0.04972	0.1285	0.02198
-Metabolic Diseases	Cellular Processes	0.725	0.2624	0.109	0.233	0	0	0.04649	0.08774	0.03557	0.03018	0.1012	0.03929
-Infectious Diseases	Cellular Processes	1.155	0.5344	0.4677	0.8985	0.2721	0.2412	0.6681	0.6593	0.204	0.2207	0.1958	0.233
Not Mapped	Cellular Processes	4.013	8.166	12.89	6.96	6.448	6.452	3.144	3.283	2.299	2.081	1.483	0.7556
-Not Mapped	Cellular Processes	4.013	8.166	12.89	6.96	6.448	6.452	3.144	3.283	2.299	2.081	1.483	0.7556
TOTAL	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	499100	144400	Inf	69190
MAPPED	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	400600	114700	Inf	61900
Genetic Information Processing	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	213300	59120	Inf	26610
-Transcription	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	19190	4795	Inf	2708
-Translation	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	103800	27940	Inf	12230
-Folding, Sorting and Degradation	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	51530	16030	Inf	8981
-DNA Maintenance	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	40200	10900	Inf	3266
-RNA Family	-Hemoglobin	NaN	Inf	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0
Environmental Information Processing	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	15200	5059	Inf	2710
-Signal Transduction	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	3510	1844	Inf	426.4
-Signaling Molecules and Interaction	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	11490	3789	Inf	2450
Cellular Processes	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	46320	15250	Inf	11370
-Hemoglobin	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	NaN	1
-Vesicular Transport	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	7342	2344	Inf	1757
-Cytoskeleton	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	30980	9693	Inf	8661
-Cell Motility	-Hemoglobin	Inf	Inf	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0
-Cell Growth and Death	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	6340	2371	Inf	1056
-Cell Communication	-Hemoglobin	NaN	NaN	Inf	Inf	NaN	NaN	Inf	Inf	3111	1479	Inf	393.6
Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	88250	24720	Inf	17670
-Membrane Transport	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	1947	365.2	Inf	51.83
-Central Carbon Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	21570	6461	Inf	8470
-Energy Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	8420	2050	Inf	1671
-Biosynthesis	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	22010	6234	Inf	2763
-Other Enzymes	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	41830	11610	Inf	7534
Organismal Systems	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	13940	4994	Inf	3355
-Immune System	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	4221	1356	Inf	487
-Endocrine System	-Hemoglobin	NaN	NaN	Inf	Inf	NaN	NaN	Inf	Inf	2327	1103	Inf	700.5
-Circulatory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	2181	889.2	Inf	383.4
-Digestive System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	2359	686.9	Inf	143.7
-Excretory System	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	1279	735	Inf	191.6
-Nervous System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	2103	780.4	Inf	476.2
-Sensory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	308.9	126.9	Inf	1.318
-Development	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	2433	819.9	Inf	1677
-Environmental Adaptation	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	747.7	206.2	Inf	47.07
Human Diseases	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	48520	11770	Inf	4637
-Cancers	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	3237	1095	Inf	216.9
-Immune System Diseases	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	25560	5613	Inf	1592
-Neurodegenerative Diseases	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	10670	2566	Inf	781.3
-Cardiovascular Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	2639	731.1	Inf	227.2
-Metabolic Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1594	450.7	Inf	406.2
-Infectious Diseases	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	9142	3295	Inf	2596
Not Mapped	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	98510	29730	Inf	7284
-Not Mapped	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	98510	29730	Inf	7284
TOTAL	-Vesicular Transport	Inf	Inf	493.8	683.2	350.8	323.8	81.41	76.34	114.3	99.46	115.4	204.4
MAPPED	-Vesicular Transport	Inf	Inf	419.2	609.9	290.5	267.5	64.51	60.78	91.72	78.99	90.83	182.9
Genetic Information Processing	-Vesicular Transport	Inf	Inf	218.1	272.7	137.6	121.2	27.43	25.71	45.42	37.88	35.85	78.71
-Transcription	-Vesicular Transport	Inf	Inf	1.503	1.754	2.173	2.108	3.159	2.914	4.265	3.258	3.817	7.912
-Translation	-Vesicular Transport	Inf	Inf	168	190.9	102.9	84.78	9.824	9.398	23.71	19.15	12.17	35.78
-Folding, Sorting and Degradation	-Vesicular Transport	Inf	Inf	43.05	76.68	28.57	25.01	11.44	10.66	10.73	10.42	13.26	25.66
-DNA Maintenance	-Vesicular Transport	Inf	Inf	6.204	3.45	8.129	9.34	3.465	3.544	8.342	6.618	5.499	9.502
-RNA Family	-Vesicular Transport	NaN	Inf	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Vesicular Transport	NaN	Inf	2.762	1.87	2.544	2.058	1.982	1.775	3.426	3.169	2.721	7.805
-Signal Transduction	-Vesicular Transport	NaN	Inf	0.791	0.7314	1.169	0.8762	0.4663	0.4822	0.8396	0.8629	0.9629	0.8174
-Signaling Molecules and Interaction	-Vesicular Transport	NaN	Inf	1.951	1.233	1.467	1.182	1.662	1.414	2.762	2.666	1.842	7.263
Cellular Processes	-Vesicular Transport	Inf	Inf	5.783	10.37	9.338	9.257	6.061	5.316	10.01	10.04	17.02	28.66
-Hemoglobin	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	0.0003094	0.0006887	0	0.002954
-Vesicular Transport	-Vesicular Transport	NaN	NaN	1	1	1	1	1	1	1	1	1	1
-Cytoskeleton	-Vesicular Transport	Inf	Inf	1.797	4.524	0.8972	0.8723	3.613	2.834	6.981	6.352	11.27	23.55
-Cell Motility	-Vesicular Transport	Inf	Inf	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	Inf	Inf	2.846	4.461	7.617	7.119	1.11	1.098	1.418	1.599	1.809	2.912
-Cell Communication	-Vesicular Transport	NaN	NaN	0.1466	0.1455	0.2503	0.2654	0.4713	0.4102	0.6365	0.885	2.993	1.02
Metabolism	-Vesicular Transport	Inf	Inf	186.2	311.3	132.6	130.4	19.56	21.05	20.21	17.03	24.76	50.49
-Membrane Transport	-Vesicular Transport	Inf	Inf	7.759	7.565	4.013	2.984	0.262	0.2032	0.4026	0.2465	0.1321	0.1508
-Central Carbon Metabolism	-Vesicular Transport	Inf	Inf	64.19	110.4	58.86	49.51	6.43	7.666	4.555	4.149	8.985	25.02
-Energy Metabolism	-Vesicular Transport	Inf	Inf	15.97	24.05	11.37	10.56	1.559	1.373	1.608	1.146	1.216	4.378
-Biosynthesis	-Vesicular Transport	Inf	Inf	39.03	61.53	28.71	37.1	3.575	3.657	4.567	3.86	5.199	7.432
-Other Enzymes	-Vesicular Transport	Inf	Inf	66.86	116.3	47.65	58.61	8.559	9.238	8.738	7.315	9.292	20.16
Organismal Systems	-Vesicular Transport	NaN	NaN	1.28	1.62	1.31	1.306	3.831	3.176	3.191	3.194	3.303	9.648
-Immune System	-Vesicular Transport	NaN	NaN	0.4584	0.8448	0.5256	0.5748	1.708	1.676	0.9379	0.7836	1.283	1.439
-Endocrine System	-Vesicular Transport	NaN	NaN	0.1101	0.1366	0.1976	0.2021	1.035	0.4528	0.428	0.6103	0.5574	1.417
-Circulatory System	-Vesicular Transport	NaN	NaN	0.0208	0.02217	0.177	0.1716	0.1644	0.1451	0.4525	0.5432	0.2673	1.133
-Digestive System	-Vesicular Transport	NaN	NaN	0.1211	0.11	0.1617	0.1734	0.2022	0.1904	0.394	0.336	0.4068	0.3107
-Excretory System	-Vesicular Transport	NaN	NaN	0.4726	0.7834	0.4146	0.4147	0.4975	0.4221	0.3034	0.4047	0.386	0.5574
-Nervous System	-Vesicular Transport	NaN	NaN	0.1084	0.1003	0.3513	0.3659	0.4058	0.3715	0.4739	0.5083	0.3622	1.412
-Sensory System	-Vesicular Transport	NaN	NaN	0.1607	0.01362	0.03465	0.04635	0.01755	0.01424	0.06175	0.07831	0.01813	0.002014
-Development	-Vesicular Transport	NaN	NaN	0.08484	0.4092	0	0	0.1292	0.09091	0.5048	0.5077	0.7126	4.94
-Environmental Adaptation	-Vesicular Transport	NaN	NaN	0.1102	0.1157	0.03379	0.03289	0.1226	0.1032	0.1685	0.1343	0.2261	0.1395
Human Diseases	-Vesicular Transport	NaN	Inf	6.314	12.44	7.3	8.579	5.661	5.487	10.18	7.443	6.665	11.74
-Cancers	-Vesicular Transport	NaN	NaN	0.1847	0.3266	0.1752	0.1722	0.5829	0.4531	0.6699	0.6057	0.4839	0.6036
-Immune System Diseases	-Vesicular Transport	NaN	NaN	0.31	1.016	3.963	4.702	0.3066	0.2302	5.229	3.349	0.4597	3.843
-Neurodegenerative Diseases	-Vesicular Transport	NaN	NaN	3.267	5.187	1.719	2.532	2.667	2.426	2.357	1.726	2.522	2.308
-Cardiovascular Diseases	-Vesicular Transport	NaN	NaN	0.007665	0.02124	0.005612	0.007093	0.3527	0.2353	0.541	0.4175	1.497	0.6079
-Metabolic Diseases	-Vesicular Transport	NaN	NaN	0.5058	1.217	0	0	0.1552	0.2361	0.2171	0.1923	0.8378	0.2312
-Infectious Diseases	-Vesicular Transport	NaN	Inf	2.635	7.578	2.364	2.233	2.423	2.198	1.739	1.615	2.752	4.585
Not Mapped	-Vesicular Transport	Inf	Inf	74.56	73.32	60.22	56.33	16.9	15.56	22.55	20.47	24.56	21.52
-Not Mapped	-Vesicular Transport	Inf	Inf	74.56	73.32	60.22	56.33	16.9	15.56	22.55	20.47	24.56	21.52
TOTAL	-Cytoskeleton	53.39	317.5	302.4	157.9	540.7	523.2	33.22	43.11	17.02	16.11	10.39	8.7
MAPPED	-Cytoskeleton	42.84	293.8	256.7	140.9	447.8	432.1	26.32	34.32	13.66	12.79	8.176	7.784
Genetic Information Processing	-Cytoskeleton	15.58	152.4	133.7	62.27	215.4	188.5	11.19	14.52	7.453	6.634	3.18	3.342
-Transcription	-Cytoskeleton	0.5899	8.915	1.207	0.427	4.238	3.669	1.289	1.498	0.6601	0.5312	0.3167	0.3328
-Translation	-Cytoskeleton	7.881	115.8	103.1	43.49	157.3	137.4	4.009	5.307	3.527	3.103	1.16	1.534
-Folding, Sorting and Degradation	-Cytoskeleton	5.836	21.54	25.71	17.9	41.88	34.95	4.666	6.02	1.726	1.726	1.269	1.173
-DNA Maintenance	-Cytoskeleton	1.85	7.184	3.926	1.033	11.52	10.71	1.281	1.725	1.37	1.208	0.4878	0.4038
-RNA Family	-Cytoskeleton	0	2.123e-07	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cytoskeleton	0.04799	2.588	1.892	0.6651	4.546	3.533	0.8087	1.002	0.4907	0.522	0.2471	0.3848
-Signal Transduction	-Cytoskeleton	0.04799	2.58	0.5015	0.1938	2.19	1.366	0.1506	0.2198	0.181	0.1902	0.1141	0.1217
-Signaling Molecules and Interaction	-Cytoskeleton	0	0.02797	1.495	0.4715	2.356	1.939	0.6783	0.7982	0.3841	0.4198	0.1634	0.3099
Cellular Processes	-Cytoskeleton	2.675	3.327	3.968	2.77	15.07	14.69	2.255	2.767	1.579	1.666	1.586	1.389
-Hemoglobin	-Cytoskeleton	0	0	0	0	0	0	0	0	6.612e-05	0.0001115	0	0.0002746
-Vesicular Transport	-Cytoskeleton	0	0	0.9155	0.5899	2.094	2.149	0.6219	0.9542	0.2503	0.2614	0.1987	0.2185
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
-Cell Motility	-Cytoskeleton	0.3386	1.758	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	1.337	0.7449	2.1	1.138	11.92	11.5	0.5098	0.6569	0.2168	0.2595	0.1672	0.1301
-Cell Communication	-Cytoskeleton	0	0	0.08157	0.0441	0.3547	0.3043	0.1923	0.2234	0.102	0.1704	0.2588	0.05218
Metabolism	-Cytoskeleton	24.79	137.3	114.1	72.8	204.4	216.2	7.981	11.42	2.91	2.704	2.252	2.233
-Membrane Transport	-Cytoskeleton	2.157	17.57	4.81	1.737	6.165	4.951	0.1069	0.1147	0.0645	0.04046	0.01572	0.006413
-Central Carbon Metabolism	-Cytoskeleton	8.936	28.47	47.14	29.72	99.43	76.55	2.659	4.123	0.7355	0.7205	0.8023	1.063
