Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
-Signal Transduction	-Signaling Molecules and Interaction	Inf	90.66	0.2657	0.282	0.613	0.4117	0.1922	0.2554	0.1524	0.1487	0.2887	0.07462
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	NaN	1	1	1	1	1	1	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	Inf	103.7	2.305	4.804	5.822	6.878	3.023	2.924	3.365	3.397	7.181	3.9
-Hemoglobin	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	7.58e-05	0.0002361	0	0.0003993
-Vesicular Transport	-Signaling Molecules and Interaction	NaN	0	0.4091	0.4635	0.4731	0.5923	0.571	0.6423	0.3364	0.3625	0.422	0.1372
-Cytoskeleton	-Signaling Molecules and Interaction	Inf	35.75	0.6453	2.097	0.2838	0.3781	1.365	1.088	2.348	2.268	4.732	3.17
-Cell Motility	-Signaling Molecules and Interaction	Inf	47.78	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	Inf	20.21	1.234	2.215	4.706	5.67	0.6636	0.6843	0.4769	0.526	0.7635	0.3302
-Cell Communication	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.2482	0.2657	0.2032	0.2396	0.6199	0.07823
Metabolism	-Signaling Molecules and Interaction	Inf	4854	74.53	152	78.69	105.8	11.77	14.31	6.585	5.819	10.45	6.714
-Membrane Transport	-Signaling Molecules and Interaction	Inf	608.9	3.028	3.44	2.34	2.311	0.0629	0.06911	0.08992	0.04237	0.06844	0.01237
-Central Carbon Metabolism	-Signaling Molecules and Interaction	Inf	751.7	21.91	43.81	24.7	23.08	3.583	4.538	1.525	1.465	3.791	2.421
-Energy Metabolism	-Signaling Molecules and Interaction	Inf	322.1	1.189	3.825	1.957	3.02	0.5041	0.5632	0.4147	0.2908	0.3136	0.05546
-Biosynthesis	-Signaling Molecules and Interaction	Inf	1407	14	32.1	17.89	27.72	1.626	1.889	1.538	1.385	2.148	0.6813
-Other Enzymes	-Signaling Molecules and Interaction	Inf	1422	24.89	49.64	19.49	26.06	4.857	5.672	2.87	2.496	3.921	2.07
Organismal Systems	-Signaling Molecules and Interaction	NaN	0	0.392	0.6783	0.3471	0.4719	1.942	1.803	0.9719	1.084	1.321	0.5605
-Immune System	-Signaling Molecules and Interaction	NaN	0	0.03977	0.06899	0.1016	0.115	0.6689	0.754	0.1887	0.1627	0.1915	0.08264
-Endocrine System	-Signaling Molecules and Interaction	NaN	0	0.002478	0.002368	0	0	0.596	0.2337	0.07627	0.1559	0.04665	0.1749
-Circulatory System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.08884	0.08568	0.1053	0.1452	0.07923	0.01486
-Digestive System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.02024	0.01852	0.05816	0.06028	0.1513	0.03415
-Excretory System	-Signaling Molecules and Interaction	NaN	0	0	0.0006414	0	0	0.04935	0.04784	0.02298	0.02746	0.08346	0.01339
-Nervous System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.01536	0.02424	0.03704	0.04129	0.03903	0.01344
-Sensory System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	6.368e-05	0.0004664	8.23e-16	0
-Development	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.03538	0.03667	0.02612	0.0281	0.08149	0.01953
-Environmental Adaptation	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	8.306e-05	7.28e-05	0.002364	0.0002089
Human Diseases	-Signaling Molecules and Interaction	Inf	28.88	1.925	4.346	3.085	4.201	3.232	3.23	2.908	2.104	2.639	0.7195
-Cancers	-Signaling Molecules and Interaction	Inf	0	0.002754	0.003173	0	0	0.1623	0.2113	0.1262	0.1065	0.1636	0.04202
-Immune System Diseases	-Signaling Molecules and Interaction	NaN	0	0	0.003478	0.01046	0.02645	0.08833	0.0847	0.1089	0.07139	0.02792	0.03324
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	NaN	0	0.7671	1.165	0.6039	1.351	1.247	1.398	0.6812	0.5283	0.8428	0.1678
-Cardiovascular Diseases	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.1776	0.08987	0.117	0.07085	0.2785	0.05027
-Metabolic Diseases	-Signaling Molecules and Interaction	Inf	0	0	0	0	0	0	0	0.0001295	4.523e-07	0	0
-Infectious Diseases	-Signaling Molecules and Interaction	Inf	0.5854	0.3306	0.8325	0.6213	0.5782	0.6121	0.6412	0.4576	0.4003	0.6936	0.1
Not Mapped	-Signaling Molecules and Interaction	Inf	847.2	29.69	35.12	36.79	45.16	10.17	11.01	7.467	7.019	10.37	2.908
-Not Mapped	-Signaling Molecules and Interaction	Inf	847.2	29.69	35.12	36.79	45.16	10.17	11.01	7.467	7.019	10.37	2.908
TOTAL	Cellular Processes	18.83	90.64	68.88	55.13	33.78	33.56	10.87	11.79	10.66	9.27	6.413	5.392
MAPPED	Cellular Processes	15.11	83.87	58.48	49.21	27.98	27.72	8.616	9.386	8.554	7.362	5.048	4.824
Genetic Information Processing	Cellular Processes	4.276	43.85	30.31	21.99	13.49	12.01	3.466	3.749	4.257	3.612	1.866	1.869
-Transcription	Cellular Processes	0.06217	2.478	0.1746	0.09957	0.1523	0.1358	0.3351	0.369	0.3759	0.285	0.1863	0.1797
-Translation	Cellular Processes	2.724	32.91	23.52	15.33	9.998	8.954	1.304	1.443	2.209	1.789	0.7151	0.9469
-Folding, Sorting and Degradation	Cellular Processes	0.9723	6.356	5.785	5.915	2.594	2.231	1.331	1.449	0.9381	0.9225	0.6385	0.5665
-DNA Maintenance	Cellular Processes	0.4201	1.755	0.7352	0.2281	0.3001	0.2971	0.4024	0.4454	0.443	0.3971	0.2614	0.1633
-RNA Family	Cellular Processes	0	3.896e-08	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Cellular Processes	0	0.6409	0.2906	0.1179	0.2403	0.1758	0.2131	0.2268	0.238	0.2456	0.1276	0.1963
-Signal Transduction	Cellular Processes	0	0.6409	0.07623	0.02685	0.09293	0.05127	0.04011	0.05681	0.03798	0.03931	0.02939	0.01547
-Signaling Molecules and Interaction	Cellular Processes	0	1.731e-08	0.2143	0.08471	0.1474	0.122	0.1566	0.1583	0.1769	0.1894	0.07926	0.179
Cellular Processes	Cellular Processes	1	1	1	1	1	1	1	1	1	1	1	1
-Hemoglobin	Cellular Processes	0	0	0	0	0	0	0	0	2.135e-05	6.419e-05	0	7.794e-05
-Vesicular Transport	Cellular Processes	0	0	0.1694	0.09418	0.08125	0.08611	0.1394	0.1661	0.09711	0.09947	0.05168	0.03412
-Cytoskeleton	Cellular Processes	0.372	0.2855	0.2278	0.3531	0.04458	0.04884	0.3695	0.2839	0.6203	0.581	0.6193	0.6934
-Cell Motility	Cellular Processes	0.1194	0.4337	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.4546	0.1602	0.4578	0.3883	0.7286	0.7194	0.151	0.1683	0.1152	0.1307	0.08921	0.07486
-Cell Communication	Cellular Processes	0	0	0	0	0	0	0.05117	0.05329	0.05391	0.06537	0.07142	0.01939
Metabolism	Cellular Processes	8.568	38.1	25.94	25.56	12.47	13.57	2.663	3.2	1.808	1.573	1.393	1.377
-Membrane Transport	Cellular Processes	0.5392	4.355	1.096	0.5975	0.3743	0.3033	0.01241	0.01299	0.01734	0.009007	0.006217	0.00284
-Central Carbon Metabolism	Cellular Processes	2.272	7.008	7.835	6.307	3.671	2.859	0.6874	0.8966	0.3143	0.3024	0.4491	0.4379
-Energy Metabolism	Cellular Processes	0.06679	1.61	0.4618	0.7376	0.3211	0.3825	0.1668	0.1926	0.09538	0.06927	0.02933	0.01306
-Biosynthesis	Cellular Processes	1.335	10.47	5.437	5.794	2.697	3.612	0.3856	0.4633	0.3376	0.2944	0.2604	0.1324
-Other Enzymes	Cellular Processes	2.274	11.93	6.25	6.661	3.079	3.35	0.9588	1.191	0.8267	0.7083	0.5009	0.4294
Organismal Systems	Cellular Processes	0	0	0.1058	0.06543	0.055	0.06066	0.4641	0.3983	0.2235	0.2535	0.1637	0.1159
-Immune System	Cellular Processes	0	0	0.009632	0.006887	0.01611	0.01479	0.152	0.1641	0.04072	0.03536	0.0175	0.01808
-Endocrine System	Cellular Processes	0	0	0.0005336	0.0002196	0	0	0.1317	0.05471	0.01971	0.04159	0.004371	0.03419
-Circulatory System	Cellular Processes	0	0	0	0	0	0	0.02008	0.01918	0.02568	0.03559	0.009185	0.002751
-Digestive System	Cellular Processes	0	0	0	0	0	0	0.003693	0.003686	0.01728	0.01775	0.01387	0.008286
-Excretory System	Cellular Processes	0	0	0	6.88e-05	0	0	0.01632	0.01636	0.005285	0.00654	0.007624	0.003153
-Nervous System	Cellular Processes	0	0	0	0	0	0	0.002575	0.003837	0.00713	0.009034	0.005436	0.002405
-Sensory System	Cellular Processes	0	0	0	0	0	0	0	0	1.892e-05	0.0001373	1.012e-16	0
-Development	Cellular Processes	0	0	0	0	0	0	0.007461	0.006011	0.00533	0.005993	0.009703	0.003756
-Environmental Adaptation	Cellular Processes	0	0	0	0	0	0	0	0	1.602e-05	1.548e-05	0.0002166	4.058e-05
Human Diseases	Cellular Processes	0	0.2069	0.5125	0.3681	0.4586	0.5204	0.5344	0.5811	0.5995	0.54	0.3092	0.1288
-Cancers	Cellular Processes	0	0	0.0006137	0.0002702	0	0	0.03203	0.04436	0.0375	0.03135	0.01499	0.01041
-Immune System Diseases	Cellular Processes	0	0	0	0.0002962	0.001554	0.003277	0.02038	0.01962	0.021	0.01518	0.002558	0.006457
-Neurodegenerative Diseases	Cellular Processes	0	0	0.2651	0.1393	0.09222	0.1737	0.1953	0.2225	0.1669	0.1195	0.08103	0.03004
-Cardiovascular Diseases	Cellular Processes	0	0	0	0	0	0	0.03803	0.01976	0.03478	0.02033	0.03878	0.01024
-Metabolic Diseases	Cellular Processes	0	0	0	0	0	0	0	0	3.472e-05	8.569e-08	0	0
-Infectious Diseases	Cellular Processes	0	0.005643	0.08257	0.07927	0.09156	0.07201	0.1057	0.109	0.09523	0.09042	0.065	0.02565
Not Mapped	Cellular Processes	3.719	6.766	10.4	5.916	5.799	5.839	2.258	2.403	2.103	1.908	1.365	0.5677
-Not Mapped	Cellular Processes	3.719	6.766	10.4	5.916	5.799	5.839	2.258	2.403	2.103	1.908	1.365	0.5677
TOTAL	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	239800	142700	Inf	26530
MAPPED	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	192500	113300	Inf	23740
Genetic Information Processing	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	93270	53900	Inf	9574
-Transcription	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	8448	4283	Inf	857
-Translation	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	50140	27340	Inf	4693
-Folding, Sorting and Degradation	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	21880	14370	Inf	2713
-DNA Maintenance	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	9707	5912	Inf	715.8
-RNA Family	-Hemoglobin	NaN	Inf	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0
Environmental Information Processing	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	6477	3827	Inf	1214
-Signal Transduction	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	1779	612.3	Inf	182.8
-Signaling Molecules and Interaction	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	3876	2820	Inf	830.1
Cellular Processes	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	21910	13790	Inf	4383
-Hemoglobin	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	NaN	1
-Vesicular Transport	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	3157	1421	Inf	337.3
-Cytoskeleton	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	14370	8676	Inf	3155
-Cell Motility	-Hemoglobin	Inf	Inf	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0
-Cell Growth and Death	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	2648	1809	Inf	357
-Cell Communication	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	1191	901.6	Inf	129.8
Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	40390	23410	Inf	6083
-Membrane Transport	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	623.1	134.6	Inf	14.8
-Central Carbon Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	7469	4710	Inf	2189
-Energy Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	3325	1009	Inf	135
-Biosynthesis	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	8523	4399	Inf	671.6
-Other Enzymes	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	18430	10330	Inf	2048
Organismal Systems	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	6651	3803	Inf	888.4
-Immune System	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	1352	528.1	Inf	89.44
-Endocrine System	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	441.5	634.2	Inf	163.1
-Circulatory System	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	931.4	554.4	Inf	14.67
-Digestive System	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	767.3	255.3	Inf	43.4
-Excretory System	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	234.7	95.3	Inf	32.59
-Nervous System	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	222.5	131.7	Inf	11.47
-Sensory System	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	0.8401	1.975	Inf	0
-Development	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	119.4	91.4	Inf	17.91
-Environmental Adaptation	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	0.6224	0.2313	Inf	0.2448
Human Diseases	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	18270	7588	Inf	614.1
-Cancers	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	1410	451	Inf	76.25
-Immune System Diseases	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	972.6	226.8	Inf	73.45
-Neurodegenerative Diseases	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	3658	1779	Inf	143.2
-Cardiovascular Diseases	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	816.4	290.4	Inf	48.82
-Metabolic Diseases	-Hemoglobin	Inf	Inf	Inf	Inf	NaN	NaN	Inf	Inf	1.488	0.001276	Inf	0
-Infectious Diseases	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	2133	1247	Inf	170.3
Not Mapped	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	47330	29370	Inf	2793
-Not Mapped	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	47330	29370	Inf	2793
TOTAL	-Vesicular Transport	Inf	2.094e+10	261.3	231.9	216.6	209.4	47.95	41.72	60.82	56.4	47.12	38.65
MAPPED	-Vesicular Transport	Inf	1.938e+10	221.8	207	179.4	173	37.99	33.22	48.82	44.79	37.09	34.58
Genetic Information Processing	-Vesicular Transport	Inf	9.842e+09	115.2	92.49	86.97	76.17	16.37	14.16	25.95	22.86	13.56	14.41
-Transcription	-Vesicular Transport	Inf	5.74e+08	0.8444	0.4845	0.9769	0.847	1.606	1.303	2.274	1.827	1.466	1.281
-Translation	-Vesicular Transport	Inf	7.584e+09	89.48	64.47	64.12	55.86	5.785	5.112	12.76	11.05	5.168	6.82
-Folding, Sorting and Degradation	-Vesicular Transport	Inf	1.305e+09	21.35	26.58	18.22	15.25	6.783	5.398	6.279	6.16	4.615	4.236
-DNA Maintenance	-Vesicular Transport	Inf	3.782e+08	3.209	0.9597	2.163	2.171	1.988	1.641	3.003	2.874	2.086	1.062
-RNA Family	-Vesicular Transport	NaN	15	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Vesicular Transport	Inf	1.707e+08	1.183	0.4959	1.561	1.125	1.021	0.8405	1.41	1.524	0.9274	1.369
-Signal Transduction	-Vesicular Transport	Inf	1.707e+08	0.3406	0.1197	0.6037	0.3281	0.2087	0.22	0.2318	0.2561	0.2653	0.1242
-Signaling Molecules and Interaction	-Vesicular Transport	NaN	4	0.8111	0.3563	0.9574	0.768	0.7738	0.5679	1.178	1.267	0.6324	1.232
Cellular Processes	-Vesicular Transport	Inf	2.03e+08	3.64	4.207	6.413	6.238	3.166	2.59	5.46	5.831	7.227	5.747
-Hemoglobin	-Vesicular Transport	NaN	0	0	0	0	0	0	0	0.0001219	0.0003905	0	0.0005586
-Vesicular Transport	-Vesicular Transport	NaN	1	1	1	1	1	1	1	1	1	1	1
-Cytoskeleton	-Vesicular Transport	Inf	65960000	0.9571	1.485	0.4163	0.4172	1.17	0.7353	3.387	3.388	4.918	3.985
-Cell Motility	-Vesicular Transport	Inf	88150000	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	Inf	48870000	1.666	1.69	4.673	4.488	0.6868	0.5877	0.6897	0.8658	0.7689	0.5375
-Cell Communication	-Vesicular Transport	NaN	0	0	0	0	0	0.1989	0.1634	0.3685	0.5369	0.5402	0.1823
Metabolism	-Vesicular Transport	Inf	9.053e+09	97.34	107.5	80.14	84.65	11.31	10.76	10.1	9.189	10.07	8.879
-Membrane Transport	-Vesicular Transport	Inf	1.077e+09	4.075	2.579	2.422	1.94	0.05041	0.04251	0.1094	0.05741	0.0528	0.02304
-Central Carbon Metabolism	-Vesicular Transport	Inf	1.426e+09	28.52	32.05	25.96	21.3	3.111	3.128	1.797	1.88	3.583	3.224
-Energy Metabolism	-Vesicular Transport	Inf	6.703e+08	2.171	3.724	2.486	2.943	0.829	0.6842	0.6366	0.4741	0.2264	0.1325
-Biosynthesis	-Vesicular Transport	Inf	3.012e+09	22.42	28.85	17.52	23.11	1.539	1.514	2.13	1.876	1.882	0.841
-Other Enzymes	-Vesicular Transport	Inf	2.868e+09	29.8	34.06	21.44	24.39	5.126	4.552	4.654	4.212	3.973	2.602
Organismal Systems	-Vesicular Transport	NaN	1	0.5045	0.439	0.3964	0.4416	1.844	1.28	1.418	1.633	1.183	0.9307
-Immune System	-Vesicular Transport	NaN	0	0.04561	0.0628	0.1161	0.1077	0.5734	0.5097	0.2223	0.2062	0.1448	0.1039
-Endocrine System	-Vesicular Transport	NaN	0	0.00258	0.001147	0	0	0.6169	0.2048	0.1398	0.2968	0.04471	0.2527
-Circulatory System	-Vesicular Transport	NaN	0	0	0	0	0	0.08299	0.0633	0.151	0.2204	0.07601	0.02033
-Digestive System	-Vesicular Transport	NaN	0	0	0	0	0	0.02228	0.01948	0.1729	0.1587	0.1002	0.05265
-Excretory System	-Vesicular Transport	NaN	1	0	0.0007306	0	0	0.05524	0.05966	0.04803	0.05823	0.06309	0.01893
-Nervous System	-Vesicular Transport	NaN	0	0	0	0	0	0.01444	0.01577	0.06885	0.07077	0.06895	0.01791
-Sensory System	-Vesicular Transport	NaN	0	0	0	0	0	0	0	0.0001893	0.001287	1.516e-15	0
-Development	-Vesicular Transport	NaN	0	0	0	0	0	0.02835	0.0247	0.03782	0.04277	0.07378	0.02695
-Environmental Adaptation	-Vesicular Transport	NaN	0	0	0	0	0	0	0	0.000101	9.865e-05	0.001566	0.0002578
Human Diseases	-Vesicular Transport	Inf	1.085e+08	2.278	1.549	3.316	3.724	2.64	2.074	3.782	3.442	2.67	0.9589
-Cancers	-Vesicular Transport	Inf	1	0.002234	0.001373	0	0	0.1941	0.2358	0.2499	0.2717	0.1083	0.09955
-Immune System Diseases	-Vesicular Transport	NaN	0	0	0.001505	0.01351	0.03033	0.07572	0.05726	0.1325	0.09674	0.01848	0.04103
-Neurodegenerative Diseases	-Vesicular Transport	NaN	0	1.255	0.5859	0.5914	1.11	0.9646	0.7939	1.132	0.7515	0.6466	0.2237
-Cardiovascular Diseases	-Vesicular Transport	NaN	0	0	0	0	0	0.1646	0.06687	0.2526	0.1432	0.3384	0.06977
-Metabolic Diseases	-Vesicular Transport	Inf	0	0	0	0	0	0	0	0.0003576	6.201e-07	0	0
-Infectious Diseases	-Vesicular Transport	Inf	1.085e+08	0.3524	0.3533	0.5948	0.4609	0.5733	0.5074	0.6756	0.7259	0.6648	0.2527
Not Mapped	-Vesicular Transport	Inf	1.563e+09	39.45	24.89	37.19	36.43	9.955	8.504	12	11.61	10.03	4.069
-Not Mapped	-Vesicular Transport	Inf	1.563e+09	39.45	24.89	37.19	36.43	9.955	8.504	12	11.61	10.03	4.069
TOTAL	-Cytoskeleton	44.21	317.5	269.9	128.1	326.5	310.6	18.96	24.05	15.36	14.12	8.722	6.995
MAPPED	-Cytoskeleton	35.48	293.8	229.2	114.3	270.5	256.6	15.02	19.15	12.33	11.21	6.865	6.259
Genetic Information Processing	-Cytoskeleton	10.04	149.2	119.1	49.99	129.4	111.2	6.042	7.649	6.322	5.573	2.529	2.425
-Transcription	-Cytoskeleton	0.146	7.191	0.6909	0.2125	1.51	1.277	0.5623	0.6921	0.5586	0.4484	0.2673	0.2339
-Translation	-Cytoskeleton	6.395	114.9	92.09	35.76	94.35	80.98	2.274	2.944	3.185	2.724	0.9857	1.228
-Folding, Sorting and Degradation	-Cytoskeleton	2.283	18.44	22.11	13.06	25.29	20.82	2.32	2.871	1.352	1.405	0.8987	0.735
-DNA Maintenance	-Cytoskeleton	0.9863	5.734	2.904	0.6406	3.232	2.891	0.7175	0.9087	0.6754	0.6515	0.3772	0.209
-RNA Family	-Cytoskeleton	0	1.365e-07	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cytoskeleton	0	2.245	1.237	0.298	2.593	1.92	0.3475	0.4137	0.3431	0.3741	0.1764	0.2547
-Signal Transduction	-Cytoskeleton	0	2.245	0.3119	0.0706	1.003	0.5699	0.06586	0.1036	0.05474	0.05987	0.03982	0.02006
-Signaling Molecules and Interaction	-Cytoskeleton	0	6.065e-08	0.8474	0.2071	1.511	1.158	0.2793	0.3101	0.2697	0.3108	0.1175	0.2344
Cellular Processes	-Cytoskeleton	2.348	2.859	2.993	2.086	9.212	8.797	1.63	1.824	1.398	1.457	1.329	1.17
-Hemoglobin	-Cytoskeleton	0	0	0	0	0	0	0	0	3.078e-05	9.776e-05	0	0.0001011
-Vesicular Transport	-Cytoskeleton	0	0	0.5071	0.1964	1.099	1.012	0.2372	0.323	0.1391	0.1532	0.07657	0.04034
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
-Cell Motility	-Cytoskeleton	0.2803	1.337	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	1.067	0.5222	1.443	0.8563	7.113	6.765	0.2461	0.3071	0.1611	0.1911	0.1268	0.09805
-Cell Communication	-Cytoskeleton	0	0	0	0	0	0	0.08342	0.1056	0.07537	0.09525	0.09706	0.02292
Metabolism	-Cytoskeleton	20.11	133.5	101.7	58.68	122.8	127.6	4.626	6.551	2.729	2.46	1.984	1.786
-Membrane Transport	-Cytoskeleton	1.266	14.49	4.251	1.373	3.537	2.765	0.02023	0.02371	0.02738	0.01501	0.009213	0.003443
-Central Carbon Metabolism	-Cytoskeleton	6.109	21.03	29.8	15.34	40.13	30.34	1.226	1.866	0.4531	0.4605	0.6142	0.5681
-Energy Metabolism	-Cytoskeleton	0.1568	4.672	1.777	1.603	2.958	3.613	0.3162	0.3874	0.1389	0.1061	0.03986	0.01558
-Biosynthesis	-Cytoskeleton	3.362	36.68	17.67	12.09	27.05	33.17	0.6875	0.9451	0.5332	0.4905	0.3791	0.1838
-Other Enzymes	-Cytoskeleton	5.435	39.19	23.89	14.71	33.1	33.1	1.609	2.234	1.192	1.09	0.7343	0.5624
Organismal Systems	-Cytoskeleton	0	0	0.4044	0.1445	0.5924	0.5994	0.819	0.8181	0.3254	0.3861	0.2331	0.1504
-Immune System	-Cytoskeleton	0	0	0.03606	0.0147	0.1735	0.1461	0.255	0.3079	0.06564	0.06087	0.02825	0.0248
-Endocrine System	-Cytoskeleton	0	0	0.002285	0.0006082	0	0	0.2297	0.1116	0.02919	0.06543	0.006544	0.04479
-Circulatory System	-Cytoskeleton	0	0	0	0	0	0	0.0343	0.03799	0.03702	0.0542	0.01295	0.003568
-Digestive System	-Cytoskeleton	0	0	0	0	0	0	0.006308	0.00701	0.02477	0.02657	0.02037	0.01024
-Excretory System	-Cytoskeleton	0	0	0	0.0001435	0	0	0.03347	0.03818	0.007695	0.01002	0.01145	0.003762
-Nervous System	-Cytoskeleton	0	0	0	0	0	0	0.004489	0.007828	0.01028	0.0139	0.008248	0.00315
-Sensory System	-Cytoskeleton	0	0	0	0	0	0	0	0	2.712e-05	0.0002056	1.345e-16	0
-Development	-Cytoskeleton	0	0	0	0	0	0	0.01301	0.01226	0.007894	0.009429	0.01453	0.00492
-Environmental Adaptation	-Cytoskeleton	0	0	0	0	0	0	0	0	2.529e-05	2.579e-05	0.0003183	5.635e-05
Human Diseases	-Cytoskeleton	0	0.6744	2.025	1.043	5.126	5.523	0.9529	1.209	0.9467	0.8016	0.4629	0.1687
-Cancers	-Cytoskeleton	0	0	0.002334	0.0006571	0	0	0.05373	0.08322	0.05373	0.04695	0.02203	0.01231
-Immune System Diseases	-Cytoskeleton	0	0	0	0.0007203	0.01914	0.03477	0.03419	0.03681	0.03316	0.02529	0.003758	0.008967
-Neurodegenerative Diseases	-Cytoskeleton	0	0	1.047	0.3945	0.9143	1.674	0.3482	0.4629	0.2545	0.1961	0.1285	0.03934
-Cardiovascular Diseases	-Cytoskeleton	0	0	0	0	0	0	0.06743	0.04075	0.04984	0.03124	0.05189	0.01341
-Metabolic Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	4.974e-05	1.406e-07	0	0
-Infectious Diseases	-Cytoskeleton	0	0.01637	0.3226	0.2084	0.9881	0.8005	0.1724	0.1988	0.1337	0.1318	0.09731	0.03
Not Mapped	-Cytoskeleton	8.73	23.7	40.76	13.75	56.06	54.04	3.936	4.902	3.032	2.906	1.857	0.7365
-Not Mapped	-Cytoskeleton	8.73	23.7	40.76	13.75	56.06	54.04	3.936	4.902	3.032	2.906	1.857	0.7365
TOTAL	-Cell Motility	157.7	180.6	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Cell Motility	126.5	167.1	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Motility	35.81	86.01	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
