Numerator	Denominator	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
Genetic Information Processing	Environmental Information Processing	429.1	29.7	111.3	174.8	33.18	16.55	16.19	14.6	7.53
-Transcription	Environmental Information Processing	27.2	3.065	0.7421	0.4388	0.8968	0.8578	0.8416	0.5751	0.1125
-Translation	Environmental Information Processing	315.6	18.51	93.83	147.6	24.33	9.695	10.77	9.539	5.513
-Folding, Sorting and Degradation	Environmental Information Processing	77.28	6.101	15.61	23.8	6.465	4.57	3.681	3.723	1.812
-DNA Maintenance	Environmental Information Processing	9.068	2.029	1.158	2.984	1.488	1.429	0.8983	0.7609	0.09206
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	1	0.9939	0.3577	0.3373	0.2276	0.3117	0.3141	0.6075	1
-Signaling Molecules and Interaction	Environmental Information Processing	0	0.006127	0.6423	0.6627	0.7724	0.6883	0.6859	0.3925	0
Cellular Processes	Environmental Information Processing	6.844	1.276	5.44	7.429	1.71	1.848	0.8646	2.425	0.1445
-Hemoglobin	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0	0	0.1376	0.2207	0.2715	0.4059	0.3995	0.6573	0
-Cytoskeleton	Environmental Information Processing	2.072	0.3015	3.45	5.691	1.189	1.106	0.4587	1.464	0.05032
-Cell Motility	Environmental Information Processing	1.254	0.8808	0	0	0	0	0	0	0.09421
-Cell Growth and Death	Environmental Information Processing	3.518	0.09327	1.853	1.517	0.2496	0.3361	0.00633	0.2983	0
-Cell Communication	Environmental Information Processing	0	0	0	0	0	0	0	0.005423	0
Metabolism	Environmental Information Processing	333.5	38.44	114.3	227	35.76	22.24	17.94	7.128	17.44
-Membrane Transport	Environmental Information Processing	21.56	8.137	0.6218	0.6802	0.3026	0.2473	0.06867	0.02041	0.4468
-Central Carbon Metabolism	Environmental Information Processing	100.7	13.77	91.45	148.6	14.37	8.872	6.158	2.499	2.058
-Energy Metabolism	Environmental Information Processing	5.667	1.529	1.01	4.969	1.76	2.67	5.622	1.704	12.33
-Biosynthesis	Environmental Information Processing	179	10.97	14.75	59.98	16.41	8.526	5.271	2.314	2.418
-Other Enzymes	Environmental Information Processing	26.51	4.032	6.5	12.75	2.91	1.923	0.8155	0.5911	0.191
Organismal Systems	Environmental Information Processing	0	0	0	0	0	0	0.3186	0.125	0
-Immune System	Environmental Information Processing	0	0	0	0	0	0	0.01365	0.01472	0
-Endocrine System	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Circulatory System	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Digestive System	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Excretory System	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Nervous System	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Sensory System	Environmental Information Processing	0	0	0	0	0	0	0	0.01818	0
-Development	Environmental Information Processing	0	0	0	0	0	0	0	0.09208	0
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0	0	0.305	0	0
Human Diseases	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Cancers	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Immune System Diseases	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Infectious Diseases	Environmental Information Processing	0	0	0	0	0	0	0	0	0
Not Mapped	Environmental Information Processing	12.16	8.179	9.958	16.72	19.48	21.63	34.13	14.13	9.537
-Not Mapped	Environmental Information Processing	12.16	8.179	9.958	16.72	19.48	21.63	34.13	14.13	9.537
TOTAL	-Signal Transduction	782.6	79.08	676.8	1266	400.5	202.9	224.2	64.87	35.66
MAPPED	-Signal Transduction	770.4	70.85	648.9	1216	314.8	133.6	115.6	41.61	26.12
Genetic Information Processing	-Signal Transduction	429.1	29.89	311.3	518.2	145.8	53.1	51.54	24.03	7.53
-Transcription	-Signal Transduction	27.2	3.083	2.075	1.301	3.941	2.752	2.679	0.9467	0.1125
-Translation	-Signal Transduction	315.6	18.62	262.3	437.5	106.9	31.1	34.28	15.7	5.513
-Folding, Sorting and Degradation	-Signal Transduction	77.28	6.139	43.65	70.56	28.41	14.66	11.72	6.128	1.812
-DNA Maintenance	-Signal Transduction	9.068	2.041	3.238	8.846	6.538	4.584	2.86	1.253	0.09206
Environmental Information Processing	-Signal Transduction	1	1.006	2.796	2.964	4.394	3.208	3.183	1.646	1
-Signal Transduction	-Signal Transduction	1	1	1	1	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	0	0.006165	1.796	1.964	3.394	2.208	2.183	0.6461	0
Cellular Processes	-Signal Transduction	6.844	1.283	15.21	22.02	7.515	5.927	2.752	3.991	0.1445
-Hemoglobin	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Signal Transduction	0	0	0.3846	0.6544	1.193	1.302	1.272	1.082	0
-Cytoskeleton	-Signal Transduction	2.072	0.3034	9.644	16.87	5.225	3.546	1.46	2.41	0.05032
-Cell Motility	-Signal Transduction	1.254	0.8862	0	0	0	0	0	0	0.09421
-Cell Growth and Death	-Signal Transduction	3.518	0.09384	5.18	4.497	1.097	1.078	0.02015	0.491	0
-Cell Communication	-Signal Transduction	0	0	0	0	0	0	0	0.008927	0
Metabolism	-Signal Transduction	333.5	38.68	319.7	672.8	157.1	71.34	57.09	11.73	17.44
-Membrane Transport	-Signal Transduction	21.56	8.187	1.738	2.016	1.329	0.7931	0.2186	0.03359	0.4468
-Central Carbon Metabolism	-Signal Transduction	100.7	13.86	255.7	440.4	63.16	28.46	19.6	4.114	2.058
-Energy Metabolism	-Signal Transduction	5.667	1.538	2.823	14.73	7.734	8.566	17.9	2.805	12.33
-Biosynthesis	-Signal Transduction	179	11.04	41.24	177.8	72.11	27.35	16.78	3.808	2.418
-Other Enzymes	-Signal Transduction	26.51	4.057	18.17	37.81	12.79	6.169	2.596	0.9731	0.191
Organismal Systems	-Signal Transduction	0	0	0	0	0	0	1.014	0.2057	0
-Immune System	-Signal Transduction	0	0	0	0	0	0	0.04346	0.02423	0
-Endocrine System	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Circulatory System	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Digestive System	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Excretory System	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Nervous System	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Sensory System	-Signal Transduction	0	0	0	0	0	0	0	0.02993	0
-Development	-Signal Transduction	0	0	0	0	0	0	0	0.1516	0
-Environmental Adaptation	-Signal Transduction	0	0	0	0	0	0	0.9707	0	0
Human Diseases	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Cancers	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Immune System Diseases	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Signal Transduction	0	0	0	0	0	0	0	0	0
Not Mapped	-Signal Transduction	12.16	8.229	27.84	49.58	85.62	69.38	108.6	23.26	9.537
-Not Mapped	-Signal Transduction	12.16	8.229	27.84	49.58	85.62	69.38	108.6	23.26	9.537
TOTAL	-Signaling Molecules and Interaction	Inf	12830	376.9	644.2	118	91.92	102.7	100.4	Inf
MAPPED	-Signaling Molecules and Interaction	Inf	11490	361.4	619	92.76	60.5	52.94	64.4	Inf
Genetic Information Processing	-Signaling Molecules and Interaction	Inf	4848	173.4	263.8	42.96	24.05	23.61	37.19	Inf
-Transcription	-Signaling Molecules and Interaction	Inf	500.2	1.155	0.6622	1.161	1.246	1.227	1.465	Inf
-Translation	-Signaling Molecules and Interaction	Inf	3021	146.1	222.7	31.5	14.09	15.7	24.3	Inf
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	Inf	995.8	24.31	35.92	8.37	6.64	5.367	9.485	Inf
-DNA Maintenance	-Signaling Molecules and Interaction	Inf	331.1	1.803	4.503	1.926	2.076	1.31	1.939	Inf
Environmental Information Processing	-Signaling Molecules and Interaction	Inf	163.2	1.557	1.509	1.295	1.453	1.458	2.548	Inf
-Signal Transduction	-Signaling Molecules and Interaction	Inf	162.2	0.5569	0.5091	0.2946	0.4529	0.458	1.548	Inf
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	NaN	1	1	1	1	1	1	1	NaN
Cellular Processes	-Signaling Molecules and Interaction	Inf	208.2	8.47	11.21	2.214	2.684	1.261	6.178	Inf
-Hemoglobin	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Vesicular Transport	-Signaling Molecules and Interaction	NaN	0	0.2142	0.3331	0.3515	0.5898	0.5825	1.675	NaN
-Cytoskeleton	-Signaling Molecules and Interaction	Inf	49.21	5.371	8.588	1.539	1.606	0.6688	3.729	Inf
-Cell Motility	-Signaling Molecules and Interaction	Inf	143.8	0	0	0	0	0	0	Inf
-Cell Growth and Death	-Signaling Molecules and Interaction	Inf	15.22	2.885	2.289	0.3232	0.4883	0.009229	0.7599	NaN
-Cell Communication	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0.01382	NaN
Metabolism	-Signaling Molecules and Interaction	Inf	6274	178	342.5	46.29	32.31	26.15	18.16	Inf
-Membrane Transport	-Signaling Molecules and Interaction	Inf	1328	0.968	1.027	0.3917	0.3592	0.1001	0.05199	Inf
-Central Carbon Metabolism	-Signaling Molecules and Interaction	Inf	2248	142.4	224.2	18.61	12.89	8.979	6.368	Inf
-Energy Metabolism	-Signaling Molecules and Interaction	Inf	249.5	1.572	7.499	2.278	3.88	8.197	4.341	Inf
-Biosynthesis	-Signaling Molecules and Interaction	Inf	1790	22.97	90.51	21.24	12.39	7.685	5.894	Inf
-Other Enzymes	-Signaling Molecules and Interaction	Inf	658.1	10.12	19.25	3.767	2.794	1.189	1.506	Inf
Organismal Systems	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.4645	0.3185	NaN
-Immune System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.01991	0.03751	NaN
-Endocrine System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Circulatory System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Digestive System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Excretory System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Nervous System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Sensory System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0.04633	NaN
-Development	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0.2346	NaN
-Environmental Adaptation	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.4446	0	NaN
Human Diseases	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Cancers	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Immune System Diseases	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Cardiovascular Diseases	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
-Infectious Diseases	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	NaN
Not Mapped	-Signaling Molecules and Interaction	Inf	1335	15.5	25.24	25.22	31.42	49.76	36	Inf
-Not Mapped	-Signaling Molecules and Interaction	Inf	1335	15.5	25.24	25.22	31.42	49.76	36	Inf
TOTAL	Cellular Processes	114.4	61.62	44.5	57.47	53.29	34.24	81.47	16.25	246.7
MAPPED	Cellular Processes	112.6	55.21	42.67	55.22	41.89	22.54	42	10.42	180.7
Genetic Information Processing	Cellular Processes	62.7	23.29	20.47	23.53	19.4	8.959	18.73	6.02	52.1
-Transcription	Cellular Processes	3.975	2.403	0.1364	0.05907	0.5244	0.4643	0.9734	0.2372	0.7786
-Translation	Cellular Processes	46.11	14.51	17.25	19.87	14.23	5.248	12.46	3.934	38.15
-Folding, Sorting and Degradation	Cellular Processes	11.29	4.783	2.87	3.204	3.78	2.473	4.258	1.535	12.54
-DNA Maintenance	Cellular Processes	1.325	1.59	0.2129	0.4017	0.87	0.7735	1.039	0.3138	0.6369
Environmental Information Processing	Cellular Processes	0.1461	0.784	0.1838	0.1346	0.5847	0.5412	1.157	0.4124	6.919
-Signal Transduction	Cellular Processes	0.1461	0.7792	0.06575	0.04541	0.1331	0.1687	0.3634	0.2505	6.919
-Signaling Molecules and Interaction	Cellular Processes	0	0.004803	0.1181	0.0892	0.4517	0.3725	0.7933	0.1619	0
Cellular Processes	Cellular Processes	1	1	1	1	1	1	1	1	1
-Hemoglobin	Cellular Processes	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Cellular Processes	0	0	0.02529	0.02971	0.1587	0.2197	0.4621	0.2711	0
-Cytoskeleton	Cellular Processes	0.3027	0.2364	0.6341	0.7661	0.6953	0.5984	0.5306	0.6037	0.3482
-Cell Motility	Cellular Processes	0.1833	0.6905	0	0	0	0	0	0	0.6518
-Cell Growth and Death	Cellular Processes	0.514	0.07312	0.3406	0.2042	0.146	0.1819	0.007321	0.123	0
-Cell Communication	Cellular Processes	0	0	0	0	0	0	0	0.002237	0
Metabolism	Cellular Processes	48.73	30.14	21.02	30.55	20.91	12.04	20.74	2.94	120.7
-Membrane Transport	Cellular Processes	3.15	6.379	0.1143	0.09156	0.1769	0.1338	0.07942	0.008416	3.091
-Central Carbon Metabolism	Cellular Processes	14.72	10.8	16.81	20	8.404	4.802	7.123	1.031	14.24
-Energy Metabolism	Cellular Processes	0.8281	1.198	0.1856	0.6689	1.029	1.445	6.503	0.7027	85.3
-Biosynthesis	Cellular Processes	26.16	8.599	2.712	8.073	9.595	4.614	6.096	0.9541	16.73
-Other Enzymes	Cellular Processes	3.874	3.161	1.195	1.717	1.701	1.041	0.9432	0.2438	1.322
Organismal Systems	Cellular Processes	0	0	0	0	0	0	0.3685	0.05155	0
-Immune System	Cellular Processes	0	0	0	0	0	0	0.01579	0.006071	0
-Endocrine System	Cellular Processes	0	0	0	0	0	0	0	0	0
-Circulatory System	Cellular Processes	0	0	0	0	0	0	0	0	0
-Digestive System	Cellular Processes	0	0	0	0	0	0	0	0	0
-Excretory System	Cellular Processes	0	0	0	0	0	0	0	0	0
-Nervous System	Cellular Processes	0	0	0	0	0	0	0	0	0
-Sensory System	Cellular Processes	0	0	0	0	0	0	0	0.0075	0
-Development	Cellular Processes	0	0	0	0	0	0	0	0.03798	0
-Environmental Adaptation	Cellular Processes	0	0	0	0	0	0	0.3527	0	0
Human Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0
-Cancers	Cellular Processes	0	0	0	0	0	0	0	0	0
-Immune System Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0
-Infectious Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0
Not Mapped	Cellular Processes	1.777	6.412	1.83	2.251	11.39	11.71	39.48	5.827	65.99
-Not Mapped	Cellular Processes	1.777	6.412	1.83	2.251	11.39	11.71	39.48	5.827	65.99
TOTAL	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN
Cellular Processes	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	NaN
-Cytoskeleton	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Hemoglobin	Inf	Inf	NaN	NaN	NaN	NaN	NaN	NaN	Inf
-Cell Growth and Death	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN
-Cell Communication	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN
Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	NaN
-Immune System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	NaN
-Endocrine System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN
-Development	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN
-Environmental Adaptation	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cancers	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Immune System Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Not Mapped	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Vesicular Transport	Inf	Inf	1759	1934	335.7	155.9	176.3	59.95	Inf
MAPPED	-Vesicular Transport	Inf	Inf	1687	1858	263.9	102.6	90.88	38.45	Inf
Genetic Information Processing	-Vesicular Transport	Inf	Inf	809.3	791.9	122.2	40.78	40.52	22.21	Inf
-Transcription	-Vesicular Transport	Inf	Inf	5.394	1.988	3.303	2.113	2.106	0.875	Inf
-Translation	-Vesicular Transport	Inf	Inf	682	668.6	89.63	23.89	26.95	14.51	Inf
-Folding, Sorting and Degradation	-Vesicular Transport	Inf	Inf	113.5	107.8	23.81	11.26	9.213	5.664	Inf
-DNA Maintenance	-Vesicular Transport	Inf	Inf	8.417	13.52	5.481	3.521	2.248	1.158	Inf
Environmental Information Processing	-Vesicular Transport	Inf	Inf	7.268	4.53	3.684	2.464	2.503	1.521	Inf
-Signal Transduction	-Vesicular Transport	Inf	Inf	2.6	1.528	0.8383	0.768	0.7863	0.9242	Inf
-Signaling Molecules and Interaction	-Vesicular Transport	NaN	Inf	4.668	3.002	2.845	1.696	1.717	0.5971	NaN
Cellular Processes	-Vesicular Transport	Inf	Inf	39.54	33.66	6.3	4.552	2.164	3.689	Inf
-Hemoglobin	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Vesicular Transport	-Vesicular Transport	NaN	NaN	1	1	1	1	1	1	NaN
-Cytoskeleton	-Vesicular Transport	Inf	Inf	25.07	25.78	4.38	2.724	1.148	2.227	Inf
-Cell Motility	-Vesicular Transport	Inf	Inf	0	0	0	0	0	0	Inf
-Cell Growth and Death	-Vesicular Transport	Inf	Inf	13.47	6.873	0.9196	0.828	0.01584	0.4538	NaN
-Cell Communication	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0.008251	NaN
Metabolism	-Vesicular Transport	Inf	Inf	831	1028	131.7	54.79	44.89	10.84	Inf
-Membrane Transport	-Vesicular Transport	Inf	Inf	4.519	3.082	1.114	0.6091	0.1719	0.03105	Inf
-Central Carbon Metabolism	-Vesicular Transport	Inf	Inf	664.7	673.1	52.95	21.86	15.41	3.803	Inf
-Energy Metabolism	-Vesicular Transport	Inf	Inf	7.339	22.51	6.483	6.579	14.07	2.592	Inf
-Biosynthesis	-Vesicular Transport	Inf	Inf	107.2	271.7	60.45	21	13.19	3.52	Inf
-Other Enzymes	-Vesicular Transport	Inf	Inf	47.24	57.78	10.72	4.738	2.041	0.8993	Inf
Organismal Systems	-Vesicular Transport	NaN	NaN	0	0	0	0	0.7974	0.1902	NaN
-Immune System	-Vesicular Transport	NaN	NaN	0	0	0	0	0.03418	0.0224	NaN
-Endocrine System	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Circulatory System	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Digestive System	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Excretory System	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Nervous System	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Sensory System	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0.02767	NaN
-Development	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0.1401	NaN
-Environmental Adaptation	-Vesicular Transport	NaN	NaN	0	0	0	0	0.7633	0	NaN
Human Diseases	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Cancers	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Immune System Diseases	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Neurodegenerative Diseases	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Cardiovascular Diseases	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
-Infectious Diseases	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	NaN
Not Mapped	-Vesicular Transport	Inf	Inf	72.37	75.76	71.77	53.28	85.42	21.5	Inf
-Not Mapped	-Vesicular Transport	Inf	Inf	72.37	75.76	71.77	53.28	85.42	21.5	Inf
TOTAL	-Cytoskeleton	377.8	260.7	70.17	75.01	76.64	57.22	153.6	26.92	708.5
MAPPED	-Cytoskeleton	371.9	233.6	67.29	72.07	60.25	37.66	79.15	17.27	519
Genetic Information Processing	-Cytoskeleton	207.1	98.52	32.28	30.72	27.9	14.97	35.29	9.973	149.6
-Transcription	-Cytoskeleton	13.13	10.16	0.2151	0.0771	0.7542	0.7759	1.835	0.3929	2.236
-Translation	-Cytoskeleton	152.3	61.39	27.2	25.93	20.46	8.77	23.48	6.517	109.6
-Folding, Sorting and Degradation	-Cytoskeleton	37.3	20.24	4.526	4.182	5.437	4.133	8.025	2.543	36.01
-DNA Maintenance	-Cytoskeleton	4.377	6.729	0.3357	0.5243	1.251	1.293	1.958	0.5198	1.829
Environmental Information Processing	-Cytoskeleton	0.4827	3.317	0.2899	0.1757	0.841	0.9045	2.18	0.6832	19.87
-Signal Transduction	-Cytoskeleton	0.4827	3.296	0.1037	0.05927	0.1914	0.282	0.6849	0.415	19.87
-Signaling Molecules and Interaction	-Cytoskeleton	0	0.02032	0.1862	0.1164	0.6496	0.6225	1.495	0.2681	0
Cellular Processes	-Cytoskeleton	3.304	4.231	1.577	1.305	1.438	1.671	1.885	1.657	2.872
-Hemoglobin	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cytoskeleton	0	0	0.03988	0.03879	0.2283	0.3672	0.871	0.449	0
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1	1	1	1	1
-Cell Motility	-Cytoskeleton	0.6055	2.921	0	0	0	0	0	0	1.872
-Cell Growth and Death	-Cytoskeleton	1.698	0.3093	0.5371	0.2666	0.2099	0.304	0.0138	0.2038	0
-Cell Communication	-Cytoskeleton	0	0	0	0	0	0	0	0.003705	0
Metabolism	-Cytoskeleton	161	127.5	33.14	39.88	30.07	20.12	39.1	4.87	346.6
-Membrane Transport	-Cytoskeleton	10.41	26.99	0.1802	0.1195	0.2544	0.2236	0.1497	0.01394	8.878
-Central Carbon Metabolism	-Cytoskeleton	48.62	45.69	26.51	26.11	12.09	8.025	13.42	1.708	40.9
-Energy Metabolism	-Cytoskeleton	2.736	5.07	0.2927	0.8731	1.48	2.416	12.26	1.164	245
-Biosynthesis	-Cytoskeleton	86.41	36.38	4.276	10.54	13.8	7.712	11.49	1.581	48.05
-Other Enzymes	-Cytoskeleton	12.8	13.37	1.884	2.241	2.447	1.739	1.778	0.4038	3.796
Organismal Systems	-Cytoskeleton	0	0	0	0	0	0	0.6946	0.08539	0
-Immune System	-Cytoskeleton	0	0	0	0	0	0	0.02977	0.01006	0
-Endocrine System	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Circulatory System	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Digestive System	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Excretory System	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Nervous System	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Sensory System	-Cytoskeleton	0	0	0	0	0	0	0	0.01242	0
-Development	-Cytoskeleton	0	0	0	0	0	0	0	0.06291	0
-Environmental Adaptation	-Cytoskeleton	0	0	0	0	0	0	0.6648	0	0
Human Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Cancers	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Immune System Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	0
